Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
Agricultural,4100 sq.m.,"Ashtarak highway, Yerevan","$14,000",USD,"I am selling an orchard, most of the trees are apples, in the Nor Yerznka district of Ashtarak, in a very convenient location, the water is directly in the orchardTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18099834
For General Purpose,1600 sq.m.,Aragatsotn › Aragats,"$7,000",USD,"It has permanent drinking and irrigation water, gas and electricity, 70 fruit trees, pears, apples, cherries. For details, call the indicated phone number.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18184904
For Residential Development,2000 sq.m.,Aragatsotn › Ushi,"$30,000",USD,"Ashtarak Taratsk village USHI, close to the house, communal facilities on the road. Located about 80 meters from the central road, a beautiful view of ARAGATS, ARARAT mountains. Partial sale possible. Address village USHI 12 str. 2 lanes 2:Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/15758457
For Residential Development,1200 sq.m.,"5-րդ փողոց 53, Կարին","$7,500",USD,"It is located in the village of Karin, near the school, in a very convenient place to build a houseTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18327609
Agricultural,"13,567 sq.m.",Aragatsotn › Karbi,"$55,000",USD,Срочно. Продаётся молодой яблоневый сад. Яблоки 17 сортов.,Nov-25-2022_01-06,,https://list.am/en/item/16531559
Agricultural,8000 sq.m.,Aragatsotn › Karbi,"$25,000",USD,Срочно продаётся молодой яблоневый сад. 13.500 м. Кв. Тел. 098.,Nov-25-2022_01-06,,https://list.am/en/item/16771035
Agricultural,3300 sq.m.,"Բազմաղբյուրի ձոր ճանապարհ, Փարպի","$20,000",USD,"Privatized land is for sale, there is irrigation water, electricity, gasTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17643534
For Residential Development,2060 sq.m.,Aragatsotn › Ujan,"17,000,000 ֏",AMD,"Land in Ujan 2060m2 for agriculture contain old building 86.4m2 as office and as store what the land produces as fruits, ararat mountain view.The cost of the m2 is 16.5$And for rent this land for investment in agriculture only for 6000$ per year.Հողատարածք Ուջանում 2060մ2 գյուղատնտեսության համար պարունակում է հին շինություն 86.4մ2 որպես գրասենյակ և որպես պահեստ հողի արտադրած պտուղներ, տեսարան դեպի Արարատ լեռ։Մ2-ի արժեքը 16,5$Եվ այս հողատարածքը վարձով է տրվում գյուղատնտեսության մեջ ներդրումներ կատարելու համար՝ տարեկան ընդամենը 6000$։",Nov-25-2022_01-06,,https://list.am/en/item/16861714
For General Purpose,3000 sq.m.,Aragatsotn › Ashtarak,"$30,000",USD,Land for sale in Parpi village. As a recreation areaTranslated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/17647335
Agricultural,5500 sq.m.,Aragatsotn › Talin,"$6,500",USD,"Apricot and drum garden, 50 plum trees, 50 apricot trees for sale, the land is located in Aragatsavan, Talin, it is a fruit garden, it is also exchangedTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/14065017
Agricultural,5000 sq.m.,Aragatsotn › Ashtarak,"$12,000",USD,"Voskevaz village, 500 meters from the river, flat land urgentlyTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18313619
For General Purpose,1000 sq.m.,"2-nd street, Bazmaghbyur","$15,000",USD,"Land with fruit trees, has irrigation water, gas, there is a foundation on which a house will be built.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17473925
Agricultural,5000 sq.m.,Aragatsotn › Ashtarak,"$8,000",USD,"Very urgent, that's why the price. Apartment for sale with full fruit trees, about 80 apricots, apples, pears, about 40 trees, and other trees, permanent water supply, electricity հնարավորություն drinking water for other questions, write or call in exchange with the carTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17738829
For Residential Development,980 sq.m.,Aragatsotn › Ashtarak,"$23,000",USD,Земля предназначена для постройки дома 950 м,Nov-25-2022_01-06,,https://list.am/en/item/18080655
Agricultural,4800 sq.m.,Aragatsotn › Ushi,"$4,700",USD,"The land is located in Oishi village of Ashtarak, the area is 4800 m. I will also listen to exchange offers with the car with my surcharge, Negotiable...Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/14583311
Agricultural,"10,000 sq.m.",Aragatsotn › Ashtarak,"$55,000",USD,"Աշտարակի Խճուղիում ճամփեզրից 100մետր հեռավորության վրա վաճառվում է Գործող Բիզնես մրգատու այգի 10․000ք/մ հողատարածք։Հողատարածքը քաղաքապատկան հող է, հանդիասնում է սեփականություն։Ողջ տարածքը փշալարերով ճաղապատված է, առանձնացված բետոնյա սյուներով, շրջակայքում ոռոգման ջուր։Այգիում առկա է գրեթե բոլոր տեսակի մրգերը մասնավորապես․․․․1․․850 հատ Խնձորի ծառ Գոլդեն տեսակի․․․2․․150 հատ Խնձորի ծառ սիբիրենկո, դեմիրճյան, կարմիր գոլդեն, մուղսի․․․3․․20 հատ Դեղձի ծառ․․․4․․30 հատ սև սալորի ծառ․․․5․․10 հատ ծառ բալի, գիլազի և սեկևիլի․․․6․․100մետր երկարությամբ խաղողի բոլոր տեսակի մրգերից․․․Այգում առկա է եվրո տաղավար, եվրո վերանորոգված 18ք/մ, ողջ գույքի և տեխնիկայի հետ միասին ներառված է վաճառքի գնի մեջ։Տաղավարում առկա է ջուրը և հոսանքը։",Nov-25-2022_01-06,,https://list.am/en/item/15928266
For Residential Development,"42,000 sq.m.","6th Street, Kosh","$140,000",USD,"A large plot of land is for sale or lease, suitable for own house or to implement a business project, a lot of work has already been done.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18170561
For General Purpose,4200 sq.m.,Aragatsotn › Ashtarak,"$290,000",USD,The land is located near the former territory of the Ministry of Defense. The price is $ 70 per square meter40 meters front and 110 meters longNegotiable:Translated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/17147235
For Residential Development,600 sq.m.,Aragatsotn › Ashtarak,"$12,500",USD,"Located in Ashtarak, it is a very good place with a view and utilities.The price is negotiable. We also have other lands and houses in different areas.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18370644
Agricultural,"20,000 sq.m.",Aragatsotn › Bazmaghbyur,"$60,000",USD,"A plot of land of village significance is for sale, the total area is 2 hectares, call for details, it also has drinking and irrigation water.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18370630
For Residential Development,860 sq.m.,Aragatsotn › Bazmaghbyur,"$15,000",USD,"Land near the house. Possibility of light, gas, water.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17061369
Agricultural,"15,000 sq.m.",Aragatsotn › Oshakan,700 ֏,AMD,"Cultivated orchard in Oshakan, near ""Arsvi Tevi"".There are apple trees, plum trees, peach trees, poppy trees, apricot trees and other healthy trees in the garden.It is located on the bank of the river.15000 square meters700 AMD/sq. MTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/13246790
Agricultural,"10,000 sq.m.",Aragatsotn › Tegher,"$25,000",USD,"For sale or exchange with a car, 1 hectare of land of village significance in Aragatsotn Tegher community, on the first line of the church road. It has a high position and a beautiful viewTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/16873904
Agricultural,4000 sq.m.,Aragatsotn › Ashtarak,"7,500,000 ֏",AMD,"Վաճառում եմ խնձորի այգի առողջ ծառներով, գոլդեն, այդորետ, կրիպսոն տեսակի, այգում կա քարից տնակ։շտապ",Nov-25-2022_01-06,,https://list.am/en/item/18353289
Agricultural,6900 sq.m.,Aragatsotn › Voskevaz,"$345,000",USD,Electricity is provided. Drip irrigation system. Drinking water. Fence. More than 800 fruit apple trees.Translated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/17466708
For General Purpose,6000 sq.m.,Aragatsotn › Oshakan,"$17,000",USD,"Land for sale 6000 m near the valley in Oshakan, asphalt road. Nearby drinking water, electricity.To find out the location of the land, go to the following link.https://www.google.com/maps/d/edit?mid=1_1yWb5...Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/13863395
For Residential Development,1200 sq.m.,Aragatsotn › Parpi,"$12,000",USD,Land area 1200 square meters near the house in Parpi communityCode 0100339Translated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/17554153
For Residential Development,1300 sq.m.,Aragatsotn › Parpi,"$17,000",USD,Land area 1350 square meters in Nazrvansecond lineCode 0100338Translated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/17500408
Agricultural,1000 sq.m.,Aragatsotn › Artashavan,"$10,000",USD,1000 кв вода. Ровное месторасположений. Собственник. Обмен интересует. 23км от комитаса.,Nov-25-2022_01-06,,https://list.am/en/item/18211682
Agricultural,7300 sq.m.,"Քասախի կիրճ փողոց 41, Աշտարակ","$85,000",USD,"7300 square meters of land is for sale near Ashtarak Lake Van restaurant, on the edge of the gorge, it is actually 8500, it is a flat area, the residential houses are just finishing, it is the land of the first agricultural significance. It is right next to it, water, gas, electricity, irrigation water starts from my land. https://www.google.ru/maps/place/40°17:Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/16606993
Agricultural,2170 sq.m.,Aragatsotn › Ashtarak,"$16,000",USD,"Very Urgent Land for sale in Ashtarak,The land is located next to the north-south highway,It is the 1st lineSuitable for commercial useright on the side of the main road,It is attached to the towerCan be used for gas, gasoline, water heater, shop, building materials store, restaurant, hotel, etc.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17896469
For Residential Development,1200 sq.m.,Aragatsotn › Ushi,"$16,000",USD,С прекрасным видом на Араратесть все коммуникацииOчень плодородная земля,Nov-25-2022_01-06,"ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/11956547
Agricultural,5000 sq.m.,Aragatsotn › Karbi,"$26,000",USD,"Apple orchard for sale. Located in the Karbi community, the garden was established in 2006, which has various species (golden, mukhsi, simirenko, idoret, crepson, kekhuri and red golden) The anti-hail station is located nearby, and drinking water is available 50 meters away. Exchange is also possible, I will listen to smart suggestions. If desired, I will also provide a mobile home. It is also possible to exchange with an apartment in Yerevan, even with an additional fee from me.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18028665
For Residential Development,1000 sq.m.,Aragatsotn › Aghdzk,"$18,000",USD,"I am selling a plot of land URGENTLY in the village of Aghdzk (DZORAP) of Aragatsotn region, it has a fruit tree (apricots, apples, popok peaches), one side is fenced, the other side is fenced, it has electricity, water, irrigation, gas, 1 meter away, the street is paved, it is very suitable for building a house, any other questions call for NO PLUMBINGTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18294084
Agricultural,"13,000 sq.m.","Ashtarak highway, Yerevan","$175,000",USD,"13000 sq. M. Land is for sale. An apple orchard, there are: Gala, golden, simirenko, grenni smith, crepson, adorred apple trees. It has access to drinking water, electricity and gas. The park is located 18 km away from Yerevan.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/16803200
For Residential Development,1000 sq.m.,Aragatsotn › Mughni,"$55,000",USD,"A plot of land with its greenhouse is for sale in the Mughni district of Ashtarak city, next to the churchWith fruit treesTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18288873
For General Purpose,1600 sq.m.,Aragatsotn › Byurakan,"$22,000",USD,"Land near the house in Byurakan village is for sale. The total area is 1600 square meters. There is drinking water, and gas and light next to it and very easy to draw. Irrigation water passes just above the land. There are fruit trees in the whole area, it gives a very good harvest.Very good place, new district. Call and we will agree. Exchange is possible.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/11907914
For Residential Development,2400 sq.m.,Aragatsotn › Ushi,"$38,000",USD,"Privatized land near the house, fenced, area: 2400 square meters.With all communications, it also has 27 square meters of fruit treesCall the numbers listed for detailsTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/14563914
Agricultural,5000 sq.m.,Aragatsotn › Ashtarak,"$14,000",USD,Orchard in Ashtarak 5000 square metersTranslated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/17833773
For Residential Development,1300 sq.m.,Aragatsotn › Talin,"$7,000",USD,Exchange with car is possibleTranslated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/18280002
Agricultural,3000 sq.m.,Aragatsotn › Ujan,"$30,000",USD,There are seedlings for sale in privatizationTranslated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/16247418
For Residential Development,1300 sq.m.,Aragatsotn › Voskevaz,"$18,000",USD,Land for sale 1300m 150 pieces of fruit trees for irrigation and drinking water The land is located next to Hayas Wine FactoryTranslated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/17890377
For Residential Development,1000 sq.m.,Aragatsotn › Voskevaz,"$10,000",USD,It is located near the wine factory of VOSKEVAZ villageTranslated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/17704431
For General Purpose,1000 sq.m.,"2-nd street, Bazmaghbyur","$12,000",USD,"Land near the house in Bazmaghbyur village, for general use. There is no problem with electricity, irrigation, gas at all. There is a house foundation on the landTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17532986
For General Purpose,2400 sq.m.,Aragatsotn › Bazmaghbyur,"$5,000",USD,"General land is for sale in Bazmaghbyur village (internal area), there is no problem with electricity, drinking water, irrigation water. Exchange with an equivalent car.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17783709
Agricultural,2100 sq.m.,Aragatsotn › Ujan,"$6,500",USD,"200 apples of 7-8 year old apple orchard are for sale urgently. Irrigation water. A few other trees. For sale urgently, negotiable.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17482594
Agricultural,2800 sq.m.,Aragatsotn › Byurakan,"$18,000",USD,"Land for sale (privatization), near Byurakan Agarak road, near Agarak.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17867073
For Residential Development,2700 sq.m.,"Ashtarak highway, Yerevan","$35,000",USD,"Agricultural 2700 + 300 buildings. 2 floors together 70 m. Q, 32 sq. M. Also exchange exchange de. Gi. 38000Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/16596869
For Residential Development,600 sq.m.,Aragatsotn › Mughni,"$38,000",USD,"The plot of land is located next to the Saint Gevorg Church in Mughnu.16 km from Yerevan.Gas, electricity, water, irrigation water, connected to the groundExchangeI will exchangeTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17738559
Agricultural,2820 sq.m.,Aragatsotn › Oshakan,"$10,000",USD,"Village. Purpose, permanent irrigation water, straight flat placeTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/13732680
For Residential Development,1200 sq.m.,Aragatsotn › Ohanavan,"$35,000",USD,"The land is located in a very quiet area, in the new district of Ohanavan. The foundation of the house is built. 1200 square meters. M. On the land near the house,near the road. Gasification, water supply. I will exchange for a car.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17936235
Agricultural,"20,000 sq.m.","Բազմաղբյուրի ձոր ճանապարհ, Փարպի","$30,000",USD,"20,000 square meter plot of land for sale in Ashtarak city with fruit trees, price negotiableTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18224051
For Residential Development,1500 sq.m.,"Մեսրոպ Մաշտոցի փողոց 128, Օշական","$17,000",USD,"A plot of land for sale in Oshakan, 1500 square meters. On the banks of the Kasakh River, in the neighborhood of the children's sanatorium. The neighborhood is inhabited. It has all utilities, the gas pipe passes right by the wall.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18066517
Agricultural,"75,000 sq.m.",Aragatsotn › Aragatsotn,"$28,000",USD,"The land is located in the village of Lusak, Talin. The land is located right under the canal for a very convenient gardenTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17375115
For Residential Development,1280 sq.m.,Aragatsotn › Agarak,"5,500,000 ֏",AMD,"On both sides, there is a road, gas, electricity nearby, it is suitable for building a private house, it is not noisy, it is not too noisy. Do not call for the price. Let's plan and build the mansion of your dreams in Tsakut city.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18249012
For Residential Development,1500 sq.m.,Aragatsotn › Karbi,"$35,000",USD,"1500 square meters of land near the house in the village of Karbi is for sale. It is provided with drinking water, irrigation water, electricity, gas, productive trees.It has a deep basement area for the house along with 3 truckloads of stone, very good area suitable with everything you need to have a residential house. + 300 sq. Meter.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/16500979
For Residential Development,1500 sq.m.,Aragatsotn › Aghdzk,"$19,300",USD,"For urgent sale. Orchard, drinking water, drinking water, call for detailsTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/16555964
Agricultural,1300 sq.m.,Aragatsotn › Ashtarak,"$14,000",USD,"A plot of 1300 square meters near the house is for sale in the center of Voskevaz village, it has electricity and waterTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/15768735
Agricultural,8881 sq.m.,Aragatsotn › Ashtarak,"$40,000",USD,"The land is located on the first line. 8881 square meters, has a water line on both sides.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18156790
Agricultural,7840 sq.m.,"Atoyan Street, Եղիպատրուշ","$40,000",USD,"Agricultural land for sale in Yeghipatrush village,the road passes by the forest, very good place, convenient location, suitable for building a house, restaurant, any business center1 sq. M. 5$ In the forest, there is water not far from the plotFrom the plot, the cable car has a beautiful viewIn an area called GedukThe land is a little far from the villageVery good locationA cable car is being builtMountain resortTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18081823
Agricultural,7000 sq.m.,"Ashtarak highway, Yerevan","$200,000",USD,"The land is located 10 km away from Yerevam, at 10 Arai Street, it has drinking water and is suitable for a recreation area.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/18369337
For Residential Development,1750 sq.m.,Aragatsotn › Ashtarak,"$24,000",USD,"Agarak village of AshtarakElectricity, Water, Irrigation water, Gas, Three-phase current.2 Buildings available inside, 2 types of TonerHouse with 80 square meters of foundationVarious fruit trees.Semi-fenced enclosure.Negotiable to real buyerTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17505742
For Residential Development,3270 sq.m.,Aragatsotn › Ashtarak,"4,000,000 ₽",RUB,"Աշտարակի շրջ. Գ. Ղազարավան վաճ է, տուն 136ք. Կմ. Հող 31100մ։Տ. Կառ է 1971թ կա գազ և ջուր, վաճ է ռուսական 4միլ. Ռուբ, կամ դոլ 62000։Վաճ է հողատարացք 2200մ, 8000 դոլ, կամ ռուս 6000 ռուբ։Село Казараван, 23 км от Еревана продается частный дом кв. 170 метров, и большой участок 3100 кв метров огорожен забором, в дом проведен газ, вода внутри, постройка дома 70 годов принадлежить ремонту.Рядом еще в селе есть земля 2000 кв метром цена 500.000 рублей!",Nov-25-2022_01-06,,https://list.am/en/item/17731567
For Residential Development,600 sq.m.,Aragatsotn › Ghazaravan,"$10,000",USD,600 square meters for sale. M. Land near the house in the village of Nazrvan (НАЗРВАН) Call for details.Translated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/18023310
For Public Buildings,"17,000 sq.m.",Aragatsotn › Ashtarak,"$135,000",USD,"Վաճառվում է հողատարացք Աշտարակ քաղաքում Օշական գնացող ճանապարհի վրա։շատ հարմար է մի շարք շինությունների համար։գազալցակայան, հանգստի գոտի և այլն։հողատարացքում առկա է պտղատու ծառեր։գինը ռեալ գնորդի համար սակարկելի։մանրամասն տեղեկությունների համար զանգահարել տվյալ հեռախոսահամարով",Nov-25-2022_01-06,,https://list.am/en/item/14591958
Agricultural,"20,000 sq.m.",Aragatsotn › Aragatsotn,"$15,000",USD,"Arable land for sale, 20,000 square meters, urgently negotiable. Exchange with a car for your surchargeTranslated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17187691
Agricultural,4000 sq.m.,Aragatsotn › Karbi,"$13,000",USD,10 year old apple orchard negotiableTranslated from Armenian,Nov-25-2022_01-06,,https://list.am/en/item/16287508
Agricultural,5560 sq.m.,Aragatsotn › Ashtarak,"$23,000",USD,"Vineyard, walnut trees, paved, there is electricity, there is no problem with irrigation water, it is located on the outskirts of Ashtarak, the size is 5560 square meters. Price is negotiable. 1 sq. M. -4 $ Very urgent.Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17693502
For Residential Development,5500 sq.m.,Aragatsotn › Ujan,"$65,000",USD,"The land is located in Ujan village, 30 kilometers away from Yerevan. Has the possibility of gas water։ light. It is very convenient for building a private house, a summer house or a factory. The road is asphalted. A beautiful view of Mount Ararat opens from the area. Also for sale!Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17134349
Agricultural,2830 sq.m.,"Աշտարակի խճուղի 30, Երևան","$8,500",USD,"High quality, cultivated arable land ․ Suitable for garden, farm establishment ․ There are many gardens next to it ․ is located below the former barracks (current weapons depots), has a convenient road from Yerznka ․ Land coordinates -40.289961, 44.407293Translated from Armenian",Nov-25-2022_01-06,,https://list.am/en/item/17537538
For Residential Development,600 sq.m.,Aragatsotn › Mughni,"$20,500",USD,"To build your dream home. In a newly built district, the roads pass nearby. Partially fenced.Translated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/18242388
Agricultural,2400 sq.m.,Aragatsotn › Ashtarak,"43,000,000 ֏",AMD,"Հողատարածքը ունի ոռոգման ջուր, կից կա խմելու ջրի և գազի խողովակներ։Հողատարածքը գտնվում է հյուսիս հարավ ճանապարհին կից։Գինը սակարկելի։",Nov-25-2022_01-07,,https://list.am/en/item/18369183
Agricultural,4600 sq.m.,Aragatsotn › Ashtarak,"31,000,000 ֏",AMD,"The building is 65 square meters6×3 bisetkaOwn 100kv power stationThere were about 100 productive treesThere is irrigation water, drinking waterHalf of the land is qualified for any type of construction.Translated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/18369113
For Residential Development,800 sq.m.,"Ներսես Աշտարակեցու փողոց 54, Աշտարակ","$26,000",USD,"It is located near Ashtarak square, right next to the current printing house building, the plot offers a beautiful view. It has all utilities, drinking and irrigation water lines pass directly next to the plot. It is possible to exchange it with a car or a rural plot in Ashtarak, with your additional payment.For more information call.Urgent, negotiable.Translated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/16374763
For Residential Development,1600 sq.m.,Aragatsotn › Aghdzk,"$20,000",USD,"Land near the house for sale in Aghdzk (Dzorap) village, Aragatsotn region,The land has an orchard, irrigation water, drinking water,Gas իան electricity next to,Very suitable for home or summer houseTranslated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/17983319
For General Purpose,1300 sq.m.,"1-ին փողոց 3, Ոսկեհատ","$13,000",USD,"Գյուղատնտեսական տնամերձ հողատարածք ունեմ տարբեր ք. Մ. -երի: Ք. Աշտարակ, Ոսկեհատ գյուղում, գինը պայմանագրային է մանրամասների համար կարող եք զանգահարել",Nov-25-2022_01-07,,https://list.am/en/item/17723359
Agricultural,4400 sq.m.,Aragatsotn › Ashtarak,"$40,000",USD,"Orchard 4400m for sale, has the possibility of drinking water and gas, irrigation water and electricity, has a building of 20 sq.Translated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/18369017
Agricultural,7000 sq.m.,Aragatsotn › Ashtarak,"$200,000",USD,"Հողատարածքը գտնվում է Երեվանից 10 կմ հեռավորության վրա դեպի Աշտարակ (նախկին գայու պոստի դիմաց) ։Ունի մշտական խմելու ջուր, ապահովված է ոռոգման ջրով։կարող է ծառայել որպես հանգստի գոտի։",Nov-25-2022_01-07,,https://list.am/en/item/18368966
Agricultural,1500 sq.m.,Aragatsotn › Ashtarak,"10,000 ֏",AMD,"It is located in the back of Davitashen, next to the newly built road, 1 line, 40 sovkhoz, I am selling two plots of land: 1500 sq. It is possible to change the status of the land. Call viberov on the same numberTranslated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/12377915
Agricultural,1000 sq.m.,Aragatsotn › Aghdzk,"$12,000",USD,"There are fruit trees (walnut, hazelnut, apricot, pear, apple, cherry, peach) there is a small half-built house, barn.Permanent water, photo if you want, there are convenient conditions for crossing near the land, if you have any questions, call real buyers (PRIVATIZED)Translated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/17719050
Agricultural,4700 sq.m.,"Ashtarak highway, Yerevan","$47,000",USD,"Flat area, irrigation and drinking water, electricity, on the left side of the Ashtarak-Byurakan road, in the vicinity of the Eagle's wings, /Shakverd/. It is suitable for building a recreation area, a greenhouse and cattle sheds. A small stream passes by the land. 1 square meter - $10. The price at the time of exchange is $48,000.40.297819, 44.299611Translated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/18166296
For Residential Development,600 sq.m.,Aragatsotn › Ashtarak,"$6,000",USD,Privatized 600 sq. M. Is for sale. Land near Aragatsotn ”in Artashavanexchange it with a car equivalent to the priceCan you write me an email I will reply soonTranslated from Armenian,Nov-25-2022_01-07,,https://list.am/en/item/16250193
For Residential Development,1000 sq.m.,Aragatsotn › Byurakan,"$20,000",USD,"The land is located in Antarut community Has the possibility of light, gas, water From the area there is a wonderful view to Masis, 35 km from YerevanTranslated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/15706900
For Residential Development,1000 sq.m.,"Վարդգես Պետրոսյանի փողոց 77, Աշտարակ","$12,000",USD,"It is located in the beginning of Parpi village, it is located in a high position, it has a very beautiful view, it has the opportunity to draw gas and water, it is very convenient for building a house.Translated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/17820034
For Residential Development,1150 sq.m.,"Գրիգոր Նարեկացու փողոց 128, Աշտարակ","$15,500",USD,"It is located in Parpi village, near the river, it has permanent irrigation and drinking water, gas and light, it is fenced on both sides, it is very convenient for building a house, I will bargain in case of a real buyer.Translated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/17819843
Agricultural,"180,000 sq.m.",Aragatsotn › Aragatsotn,"$210,000",USD,"Garden with various fruit trees for sale, there is a building, water, light, located 150 meters north of the road (to the road of Armas factory) (the whole land is hay)Translated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/16649791
For Residential Development,600 sq.m.,Aragatsotn › Ashtarak,"$11,600",USD,"He is urgently selling a plot of land near the house. Located in Ashtarak city, Ara-1 district.The location is approximate in the pictureTranslated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/18271711
For Residential Development,1550 sq.m.,Aragatsotn › Ashtarak,"$15,000",USD,"Սևահող, կիսակառույց, խմելու և ոռոգման ջուր, ծառեր",Nov-25-2022_01-07,,https://list.am/en/item/17753788
For Residential Development,1420 sq.m.,Aragatsotn › Aparan,"$8,000",USD,"The land is located in Kuchak village of Aparan, not far from the central highway, in a flat area, in front of the land, behind the houses, there is land near the house, electricity, water, gas are very closeTranslated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/14969052
For Residential Development,1050 sq.m.,Aragatsotn › Aparan,"$6,000",USD,"Հողը գտնվում է Գրգռանի թաղի վերջնամասում, նշանակությունը տնամերձ",Nov-25-2022_01-07,,https://list.am/en/item/15795097
Agricultural,"20,000 sq.m.",Aragatsotn › Ashtarak,"$120,000",USD,"A farm for sale, Aragatsot region, community Bazmaghbyur, 7th street 34, IT IS ALSO A SUITABLE PLACE FOR A RECREATION ZONE1. Agricultural production area 0.1069 ha / livestock building 170.85 square meters, office building 50 square meters furnished, solar power plant installed on the roof with a capacity of 5.3 kW for the whole economy/2. 2.1 ha of privatized agricultural land3. Available drinking water, irrigation water, gas in the area4. There is a project of a new livestock building of 400 square meters and a building. Permission5. Installed 8 cameras6. 2 pieces of milking equipment7. Gasoline current generator with a capacity of 4.2 kW8. A solar water heater is installed on the roofTranslated from Armenian",Nov-25-2022_01-07,,https://list.am/en/item/15522659
For General Purpose,1200 sq.m.,Aragatsotn › Voskehat,"$7,000",USD,Tnamerdz hoxatarcq gaz jur hosanq qaelu hnaravorutyun uni mot e amen inc,Nov-25-2022_01-07,,https://list.am/en/item/17706257
