Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Residential Development,1000 sq.m.,Kotayk › Getamej,"$41,000",USD,"1000 square meters of land near the house for sale, the land has all utilities (gas, electricity, water)The land is located next to the Hrazdan River, on the dividing line of the river.There are productive trees on the land. It is also suitable for making a holiday zone, a dacha, a house.It is located 10-15 minutes away from Yerevan.The road is new, smooth asphalt.Trade-in for up to $12,000 worth of vehicle at your own additional costTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16514354
Agricultural,2730 sq.m.,Kotayk › Proshyan,"$163,000",USD,"A plot of land of village significance is for sale in the village of Proshyan.On Yerevan - Ashtarak highway, second lane.The total area of the land is 2730 square meters.Communications are close, close to the main highway.The cost of one square meter is 60 dollars.Call for more information.Agency commission is 2%. An exhibition contract is signed for exhibitions. Please have an identity document with you.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18111650
For Residential Development,1170 sq.m.,"Mayisyan street, Proshyan","$25,000",USD,"A plot of land near the house is for sale, in Proshyan village, on Mayiyan street.Total area: 1170 square meters.The front part of the plot: 25 metersDepth: 48 meters.There are private residential houses nearby, gas, electricity and water are nearby.Call for more information.The agency commission is $1,000.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/14889974
For Residential Development,670 sq.m.,"Մուշ 8-րդ փողոց 1, Քասախ","$46,000",USD,Land for sale in Mush district. Line 2 flat ground.Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/18225236
For Residential Development,612 sq.m.,Kotayk › Abovian,"$30,000",USD,URGENT է ️ For saleLand for residential buildings.The total land area is 612 square meters.Call for detailsAddress: Abovyan 5th micro 1 street 13 land.Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17087606
For Residential Development,800 sq.m.,Kotayk › Dzoraghbyur,"$50,000",USD,Տնամերձ հողատարածք ճանապարհի վրա,Nov-25-2022_00-28,,https://list.am/en/item/15453108
Agricultural,3000 sq.m.,Kotayk › Dzoraghbyur,"$30,000",USD,Owned land for saleTranslated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/15453147
Agricultural,"28,800 sq.m.",Kotayk › Dzoraghbyur,"$518,000",USD,"2.8 hectare land for sale in Dzoraghbyur community:The road from the main road to the land is asphalted, bright, all the communications are available: Electricity, gas, water.The land is ready for construction of a residential district.There is a government decision to change the neighborhood.Code 0100196Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17608650
For Residential Development,800 sq.m.,Kotayk › Jrvezh,"$160,000",USD,"0200167Land for sale in Bagrevand, front part 20*40, fenced land. The distance from the main road is 60m.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17621708
For Residential Development,1000 sq.m.,Kotayk › Abovian,"$13,500",USD,"Land 1000 sq. M. In Kamaris community / Gyamrez /Has two 20 m fronts,communications available.Code 0100204Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17661657
Agricultural,4000 sq.m.,"ԳԱՄ փողոց 8/2, Պռոշյան","$60,000",USD,Հողատարածքը նախկինում եղել է խաղողի այգի։Կարելի է օգտագործել գյուղատնտեսական և արտադրական նպատակներով։Հնարավոր է նաև փոխել հողի կարգավիճակը և օգտագործել որպես բնակելի տարածք։Տարածքով անցնում է բարձր լարման հոսանքագիծ։Հողատարածքը գտնվում է Երևանի վարչական շրջանում։The land used to be a vineyard.Can be used for agricultural and production purposes.It is also possible to change the status of the land and use it as a residential area.A high voltage power line passes through the area.The land is located in the administrative district of Yerevan.,Nov-25-2022_00-28,,https://list.am/en/item/18154489
For Public Buildings,1500 sq.m.,Kotayk › Jrvezh,"$210,000",USD,"A plot of land is for sale in the waterfall, near restaurants, 1500 m (in my apartment, 2300 m) Has the ability to change the social order. It is suitable for a restaurant, hotel, factory, it will be very good and suitable for building TOWNHOUSES from the araj river and it has a facade on three sides which will allow for more building. It is possible to exchange with a car, in case of exchange, the price will be revised. TownhouseTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18263478
Agricultural,1410 sq.m.,Kotayk › Jrvezh,"$100,000",USD,"Land 1410 sq. M. In Bagrand, adjacent to Smart City 221.6 m front partCode 0100205Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17681223
For Residential Development,1600 sq.m.,Kotayk › Balahovit,"$110,000",USD,"Balahovit newly built district 1600 square meterspartially fenced, has a 40m frontagewater and electricity subscriberthe road is new, paved, illuminatedCode 0100207Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17681230
For Residential Development,800 sq.m.,Kotayk › Balahovit,"$55,000",USD,800 square meters of land in Tsaghkunk district20*40m flat plot of landBalahovit communityCode 0100164Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17528148
For Residential Development,800 sq.m.,Kotayk › Balahovit,"$42,000",USD,"0100185800 square meters of land in Tsaghkunk district20m frontage, 40m lengthflat landnewly built districtTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17559376
For Residential Development,500 sq.m.,Kotayk › Zovuni,"$40,000",USD,"In Zovuni, next to the Yeghvardi highway, at the back of the monument, a plot of land with an area of 500 sq/m is for sale. It is the plot with the highest position in the area, with a very beautiful view. With a 27-meter frontage, earthworks are completed (the land is leveled) Communications available. For more information call:Code 0600199Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18103645
For Residential Development,2000 sq.m.,Kotayk › Goght,"25,000,000 ֏",AMD,"A house plot (orchard) is for sale near the land plot, there is gas, light and water, only real buyers should call.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17530880
For Residential Development,800 sq.m.,Kotayk › Arinj,"$73,000",USD,"Kotayk marz, Arinj, district A20m frontageNewly built plotCode 0100316Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18218967
For Residential Development,400 sq.m.,Kotayk › Abovian,"$22,500",USD,A 400 square meter plot of land near the house is for sale in the back of Abovyan College20m frontagenewly built districtCode 0100261Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/18103631
For Residential Development,510 sq.m.,Kotayk › Abovian,"$25,000",USD,Land area 510 square meters near the house17m frontagenext to the cognac factoryCode 0100262Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/18103638
For Residential Development,9500 sq.m.,Kotayk › Abovian,"$38,000",USD,9500 square meters of land on Abovyan Jraber roadTwo facades of 86m on different streetssecond rowCode 0100264Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/18103662
Agricultural,6400 sq.m.,Kotayk › Abovian,"1,000 ֏",AMD,"There are two plots of land, one 6,400 m, the other 4,000 m, with irrigation water. 700-800 meters deep from the road, parallel to the newly built gas plant on the aqueduct road. 1 square meter - 1000 AMD.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16099477
Agricultural,5300 sq.m.,Kotayk › Zovuni,$100,USD,Agricultural land of 1000 square meters is for sale. The price per square meter is $100Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17492668
For Residential Development,1100 sq.m.,Kotayk › Zovuni,"$110,000",USD,"A plot of land is for sale in the central part of Zovun, it has two entrances17 meters of frontage199 square meters, buildingsAll communications are available: Gas, water, three-phase current.Partial sale possible.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18248194
Agricultural,"11,000 sq.m.",Kotayk › Bjni,"$32,000",USD,"Land for sale on the growth section of Yerevan-Sevan highway, about 11000 meters on the road, call 98 of the same numberTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/10015404
For Residential Development,400 sq.m.,Kotayk › Balahovit,"$35,000",USD,"A plot of land intended for residential buildings is for sale in Balahovit400 square meters In total area,Communications are nearbyCode BH-15Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18341361
For Residential Development,306 sq.m.,Kotayk › Balahovit,"$43,000",USD,"A plot of land intended for residential buildings is for sale in Balahovit306 square meters In total area,All utilities are available.The land is located on the 1st lineCode BH-17Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18302820
For Public Buildings,160 sq.m.,"Kotayq street, Abovyan","$25,000",USD,The land is located in the city of Abovyan in front of the gas station on the hillside.Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/18159851
Agricultural,1500 sq.m.,Kotayk › Nor Geghi,"$10,000",USD,"Apple orchard in Nor Geghi, 7 rows - 265 trees, golden, edorit, crepes, with the possibility of adding 100 or more trees, water per head, very urgent, negotiable, yields up to 10 tons. I will exchange for an equivalent car. I will harvest the crop in 10 days.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/14447450
For Public Buildings,1340 sq.m.,Kotayk › Abovian,"$150,000",USD,"On the main roadLand of public importance for sale in Balahovit, 1st lineThe communications are closeSuitable for any activity.Call for details we will present.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17417970
For Residential Development,510 sq.m.,Kotayk › Abovian,"$20,500",USD,"Residential land, 8th micro-district in Abovyan, 510 sq. M. M:8th micro-district, 1st district Near the house, 510 sq. M. URGENTLY negotiable. The land is in the middle of residential houses. There is light, gas, water next to the ground... Every convenience... Call.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17828407
Agricultural,4600 sq.m.,Kotayk › Dzoraghbyur,"$59,500",USD,"Agricultural land is for sale in Dzoraghbyur.Water, electricity and gas are nearby. Located in front of the dachas, second line.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/15991475
For General Purpose,"15,550 sq.m.","Mher Mkrtchyan street, Ծաղկաձոր",$33,USD,"Very urgently: Below market price.I am not an agent.Tsaghkadzor city.Near Ararat Resort Hotel.1 line, property.Meaning: Intended for recreation,It would be appropriate to build hotel cottagesFull or partial 1 square meter for sale $26-$33I will cooperate with brokerage organizationsTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/13391782
For Residential Development,198 sq.m.,"Zovuni 6 street, Zovuni","$30,000",USD,"The plot is located in front of the school, flat land, asphalt road. 9 m frontage, 22 m depth, wide plashadka, with communal facilities.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18359579
For General Purpose,5030 sq.m.,Kotayk › Yeghvard,"$8,500",USD,It is located in the part of the canal to be built in Yeghvard city. It is very suitable for planting an apple orchard. It is possible to plant about 150 trees. It is located about 8 km away from Yerevan.Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17141262
Agricultural,"140,000 sq.m.",Kotayk › Yeghvard,"$165,000",USD,"2 km from Yeghvard city to Mount Ara. 14 ha Smooth, slippery, length 1000 m, the border is a canal from the top - 600 m, inside the width is 150 meters, there is a rocky gorge from 5 to 10 m wide, there is drinking water, the pipeline passes through, and there is a possibility to connect electricity. From the edge, Suitable for any agricultural purposes. Intensive modern gardens are established around, it is the only large plot of land in the areaTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/15443640
For General Purpose,3000 sq.m.,Kotayk › Garni,"$35,000",USD,"Garni, temple 250 m away from the crossroads, in the opposite direction, 30 * 100 smooth, asphalt road, light, apt. Gas, own drinking water / spring / + ordinary cubic meters of water. Irrigation, from the general network and own, 200 sq. M. Status for changed construction. 80 percent of young walnut orchards. 20: All kinds of trees, one or two, Gates, net fence / netka /, a small house inside, with living facilitiesTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16917518
For General Purpose,2300 sq.m.,Kotayk › Garni,"$22,000",USD,"Garni Banavan Gurzadyan District Fruit orchard 2300 square meters for sale. 1110 square meters with cadastre, auxiliary 1190 square meters, suitable for building a building. The front line, the road is paved. Opposite is a large asphalt parking lot, School, Kindergarten, shop in the area. Drinking water, sewage, irrigation water. Electricity, gas at 6 meters. In the garden, there are 17 tons of water yard, 2 Kamazi Pricep cottages, 140 fruit trees, 7-year-old apple, poppy, cherry. / 40.111245, 44.679079 – map /Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18194647
For Residential Development,1600 sq.m.,Kotayk › Arzni,"$33,000",USD,Վաճառվում է տնամերձ1600քմ հողատարածք որը հնարավորություն ունի ավելանալու եւս 400 քմ։Գտնվում Նոր Հաճն տանող կամուրջի հարեւանությամբ։,Nov-25-2022_00-28,,https://list.am/en/item/14725614
For General Purpose,1450 sq.m.,"Kochinyan St, Yerevan","$590,000",USD,"Land plot N 7/3 with its construction is for sale in Kotayk region. Significance of public construction. The area of the land is 1338 square meters. The total area of the building is about 1450 square meters. The building has two floors. The height of the ceiling of the first floor is -4 m, the area is -600 square meters. The height of the second floor is 7 meters, the area is 600 square meters. On both sides of the second floor, at a height of 3.5 m, mezzanines with an area of 145 square meters and 105 square meters are built. It is possible to get a full 3 floors. It is roofed. Central sewerage is provided, it has water supply, electricity supply. A yard with a capacity of 7000 liters has been installed for water siege. The plot has a two-way entrance and a parking lot. The building is located on the first line of Jrvezh Kochinyan street, among the restaurant and hotel complexes, in the middle of Jubilee and Vaspurakan restaurants. The building is suitable for restaurant, hotel, etc. Operation.Price is negotiable.+ 1 747 203 5385 wp / vb:Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17662419
For Residential Development,1320 sq.m.,"Sportain street, Nor Hachin","$18,000",USD,"We are located on Glavni Street, gas, electricity, water, in the basement, call for detailsTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18305576
For Public Buildings,216 sq.m.,Kotayk › Charentsavan,"$22,000",USD,Land of public significance Charentsavan youth street 1/1.First line 18 meters front.Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/11532618
Agricultural,3000 sq.m.,Kotayk › Dzoraghbyur,"$17,000",USD,"I am selling a plot of land on the hill from Mayakovsky to Dzoraghpyur, not far from the canal, water and light are very close, urgently there are 2 more plots for sale, 3000 square meters and 5000 square meters.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17937869
For Residential Development,1200 sq.m.,"10-րդ փողոց 2, Մայակովսկի","$55,000",USD,"The land is near a house and is located in the village of Mayakovsky. In the land there is a garden of khandzor, there are different varieties of hazelnut popok and other types of fruit trees. There is no problem with irrigation, a river passes by the land and we have a water pump to irrigate ShyapTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18206941
For General Purpose,2100 sq.m.,"Կոտայքի փողոց 1, Բյուրեղավան","80,000,000 ֏",AMD,"An existing stone workshop is for sale in the city of Byureghavan. The total area of the land is 2100 square meters. M. The area of the building is 850 square meters. M. It is. The height is 8 meters. The area also includes an administrative section, surrounded by fruit trees. There is water, three-phase electricity, sewage. Equipped with a 3 ton capacity hoist.It is also suitable for organizing storage or other production.Sale Price. 80,000,000 drams.Can also be rented partially, furnished or unfurnished.Rent price 1 square meter 800 drams.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16566476
For Residential Development,1200 sq.m.,"1-ին փողոց 40, Ակունք","$32,000",USD,Отличный участок все коммуникации вода газ свет все рядом 3улица 13участок в новом элитном районе в начале АкункаԿոդ rij005,Nov-25-2022_00-28,,https://list.am/en/item/17575519
Agricultural,1200 sq.m.,Kotayk › Arzni,"$16,000",USD,1200 square meters of agricultural land near the Abovyan-Sevan highway is for sale. For more information callTranslated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/18178797
For Residential Development,1100 sq.m.,"Իսահակ Նյուտոն փողոց 2, Քանաքեռավան","$25,000",USD,Possibility of light and water1 c. Մ. - $ 25:Code H0013Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17665245
For Residential Development,2090 sq.m.,Kotayk › Geghard,"$25,000",USD,"Սեփականատեր եմ; Կոտայքի մարզի Գառնի համայնքի Գեղարդ գյուղում վաճառվում է բնակելի կառուցապատման հողամաս՝ 2089․94քմ: Մակերևույթը՝ հարթ, հարակից տարածքներից մասամբ սահմանազատված է։ Առկա է անասնաշենք՝ 73.25քմ, մառան՝ 21.9քմ։ Շինությունները մեկ հարկանի են, պատերը՝ տուֆ քարով, բազալտ քարով և բետոնյա, տանիքը՝ երկաթբետոն, տանիքածածկը՝ ազբոշիֆեր: Առկա են պտղատու ծառեր։Մանրամասները հեռախոսով:Собственник. В селе Гегард (Котайская область) продается участок под жилую застройку площадью 2089,94 кв. М.Поверхность гладкая, частично ограничен от прилегающих участков. Имеется в наличии хлев площадью 73,25 кв. М. , амбар площадью 21,9 кв. М. Постройки одноэтажные, стены из бетона, а также из камня вида туф, камня вида базальт; крыша железобетонная, кровля из азбошифера. На территории имеются плодовитые деревья.Подробности по телефону.Գառնի, Գեղարդ, Գողթ, Garni, Geghard, Gexard, Goght, Goxt, Гарни, Гегард, Гехард, Гехарт, Гегарт, Гохт",Nov-25-2022_00-28,,https://list.am/en/item/18084011
For Residential Development,1200 sq.m.,Kotayk › Kasagh,$65,USD,"Land plot in Kasakh, land area 1200 square meters.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/14322623
For General Purpose,2860 sq.m.,Kotayk › Kasagh,"$23,000",USD,"Rural land in Kasakh, houses available nearby, call for details. The price of 1 square meter is about 8 US dollars.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/15999114
For Residential Development,1000 sq.m.,Kotayk › Arinj,"$85,000",USD,"The land is located in district A, 5th street25 meters front, 40 meters longPartial sale is possible in case of 2 buyers.There is drinking water, sewage, gas, electricityThe road is pavedTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16381784
For Residential Development,4350 sq.m.,"Safaryan street, Kasakh","$230,000",USD,"Land for sale in Kasakh, the land has 2 certificates.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17875516
For Residential Development,400 sq.m.,Kotayk › Arinj,"$51,000",USD,"KOD-62041A land for sale in Arinj, 400 square meters near the house.Communications are nearby: Gas, water, electricity.The plot is completely fenced. It has a frontage of 22 m.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16893964
For Residential Development,2600 sq.m.,Kotayk › Garni,"$30,000",USD,"It has a nice garden, with barns, a residence, there are all utilities, electricity, drinking water, irrigation water, and sewerage. It is convenient to use a recreation area, a farm. In case of all other questions, you can call the mentioned phone numbers.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18225261
For Residential Development,495 sq.m.,Kotayk › Ptghni,"5,500,000 ֏",AMD,495 sq. M. Land for residential buildings in Ptghni is for sale. For more information callTranslated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17740205
Agricultural,1000 sq.m.,Kotayk › Arzni,"6,000,000 ֏",AMD,1000 sq. M. Agricultural land is for sale near Abovyan-San highway. For more information callTranslated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17740217
Agricultural,4130 sq.m.,Kotayk › Yeghvard,"$21,000",USD,"Հողամասը գտնվում է Եղվարդում Անտառտնտեսության հարևանությամբ: Մոտակայքում առկա է՝ ջուր, հոսանք և գազ: Հողամասը հարմար է ջերմոցի և այգու հիմնման համար: Մայրուղուց 500 մ հեռաորության վրա։",Nov-25-2022_00-28,,https://list.am/en/item/15779200
For Residential Development,1950 sq.m.,Kotayk › Teghenik,"$11,000",USD,"Land is intended for residential construction.It is provided with irrigation water. There are fruitful pears, apples, yellow cherriesThere are also new seedlings of 60 different varietiesBig walnut thorns that give 12 good crops.Gas to light drinking water is closeHas free space for constructionTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16700979
Agricultural,900 sq.m.,Kotayk › Dzoraghbyur,"10,000,000 ֏",AMD,"Sale or exchange with a house near Yerevan. The land is on the way to the military unit. Light, gas, water are 3 meters away from the ground. I will listen to other suggestions. The area is suitable for everything. It is right next to the Green Training CenterexchangeEvacuatorManipulatorVishkaOn-board gazelleHouseApartment:The car is perfectTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17385614
For General Purpose,5200 sq.m.,Kotayk › Ptghni,"$16,000",USD,"Village for sale. Significance land in PtghniThe total area is 5200 square metersIt's a very nice placeDocuments normalOWNEDHurry, that's what this price is forTranslated from Armenian",Nov-25-2022_00-28,"ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/17841519
For Residential Development,2200 sq.m.,"Ուռենիների փողոց 1, Քասախ",$45,USD,"Land in Kasakh, 45 dollars per square meterTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16723351
Agricultural,1400 sq.m.,Kotayk › Jrvezh,"$75,000",USD,"Land for sale in the immediate vicinity of Bagrand Smart City district,Flat residential area,with the possibility of all utilities.Call for more detailsResidential blockJrvezh BagrandCode 00034Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/14528905
For Residential Development,1340 sq.m.,Kotayk › Hrazdan,"4,500,000 ֏",AMD,Վաճառվում է Կոտայքի մարզի Սոլակ համայնքի 1-ին նրբանցքի թիվ 2 հողամասը՝ 1340 ք․մ․ մակերեսով։Մանրամասների համար զանգահարել նշված հեռախոսահամարով:,Nov-25-2022_00-28,,https://list.am/en/item/13408318
Agricultural,7350 sq.m.,"1district, Charentsavan","$85,000",USD,"On the bank of the river, the width is 20 meters, the length is 350 meters, it can serve as recreation areas, the sides can be equipped as recreation areas, it can be sold part by part, exchange for a car or apartment with an additional fee from us or you.Translated from Armenian",Nov-25-2022_00-28,"ELectricity, water supply, sewerage",https://list.am/en/item/18061350
For Residential Development,1000 sq.m.,"4th microdistrict, Abovyan","$45,000",USD,"1000 sq. M. Land for residential construction is for sale, c. Abovyan 4th micro-district, 1st district, 2nd land plot (4th micro-district next to 3rd and 1st buildings) All the communications are very close to the land. The land has a road on both sides.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17439011
Agricultural,1400 sq.m.,Kotayk › Jrvezh,"$50,000",USD,"Land for sale in Jrvezh, 50 meters from the main road.The land is completely flat, 20X70All communications are nearby.Call for more detailsCode 00025Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/14162832
For Residential Development,700 sq.m.,Kotayk › Balahovit,$100,USD,I can sell 400 500 600 700 or 800 sq. M. Road from the land. Very good area with asphalt. It is close to Arinj Mall. The depth of the land is 33 meters. The front part is from 15 to 25 meters. What is shown in the picture is this land.Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17795595
For Residential Development,1000 sq.m.,Kotayk › Tsakhkadzor,"$45,000",USD,The front part is 20 m deep and 50 m is located next to Arjanots Hatsatan.Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17795411
For Residential Development,400 sq.m.,"Vazgen Sargsyan street, Kasakh","$21,000",USD,"On Vazgen Sargsyan street in Kasakh, 400 square meters of land near the house is for sale. Water and electricity are installed in the plot of land. 180 square meters of two-storey building, each floor is 90 square meters. The project is approved by the architect, the building permit, and the garage project are all available, the foundation is dug.Translated from Armenian",Nov-25-2022_00-28,"ELectricity, water supply",https://list.am/en/item/17990373
For Residential Development,1000 sq.m.,Kotayk › Proshyan,"$15,000",USD,1000 square meters of land near the house in Proshyan village is for sale urgentlyTranslated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/16827734
For Residential Development,800 sq.m.,Kotayk › Kanakeravan,"$25,000",USD,"Land for sale, 800 square meters in Kanakeravan, has, two-way, road, water,6 km from Davitashen, has gas, electricity. Wonderful View. All you have to do is call for informationTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/15966031
Agricultural,"10,000 sq.m.",Kotayk › Mrgashen,"$350,000",USD,"1 hectare of agricultural land is for sale in Mrgashen village, directly on the side of the asphalt road, 1st line.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17357676
For Residential Development,540 sq.m.,Kotayk › Yeghvard,"$37,000",USD,"The land is 540 square meters, of which 160 square meters are covered with a basement, the foundation of the wall is filled, gas, water and electricity are nearby, I will listen to your offers. They are building a 60-hectare district 150 meters away from us. The land is located in the middle of Zovunii and Yeghvard in Nati district. I will exchange for a car.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17229033
For Residential Development,611 sq.m.,Kotayk › Zovuni,$60,USD,"Residential construction plot near Ani Dairy Factory, ZovuniZovuni bnakeli karucapatman hoxamas:Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/17681187
Agricultural,670 sq.m.,Kotayk › Kasagh,"$15,000",USD,"The plot is in a very convenient location, call for detailsTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16415494
For Residential Development,1000 sq.m.,Kotayk › Kasagh,"$100,000",USD,"It is flat land, water, electricity. Electricity, gas. Residential houses all around.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18296167
For Residential Development,1200 sq.m.,Kotayk › Kasagh,"$50,000",USD,"It is located in a residential area, has water and electricity. Electricity, gas 200 meters away, call for details.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18211659
Agricultural,5180 sq.m.,Kotayk › Kasagh,"$100,000",USD,"Հողատարածքին մոտ հասնում է ասֆալտապատ ավտոճանապարհ, հարևանությամբ առկա է խմելու և ոռոգման ջուր, էլ. Հոսանք։ Հողատարածքն ունի և՛ հարթ և՛ բարձունքային հատվածներ։",Nov-25-2022_00-28,,https://list.am/en/item/16281010
For Public Buildings,1340 sq.m.,Kotayk › Kotayk,"$68,000",USD,"A plot of land near the house is for saleKotayk, village: Kasakh• 1340 square meters area_• of public significance• communications are availableCode GG121Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/18006438
Agricultural,1400 sq.m.,Kotayk › Jrvezh,"$48,000",USD,"1400 square meters of land for sale in Jrvezh, the land is located next to the basalt factory in the back of the Hearts of Love neighborhood. I will also sell a 2 bedroom apartment. I will own the property without an intermediaryTranslated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/16624810
Agricultural,3500 sq.m.,Kotayk › Kanakeravan,"$27,000",USD,Closer to Kanaker-Avan on Mrgashen road) all utilities are very close)Translated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/16342443
Agricultural,700 sq.m.,"Բանակի փողոց 1, Ձորաղբյուր","28,000,000 ֏",AMD,"Վաճառվում հողատարածք գյուղ դորախպուրում բոլոր հարմարուցունով և գույքով նայեվ վորպես բիզնես հողատարածքի մեչ կա եռեֆազ հոսանք կոյուղօ ջուր կա բայց ժամով ես չեմ ոկտագոռտում։կա լողավազան 9մ երկար 4 մ լայնք 1.80 խորուցուն բեսետկա 30քառակուսի նախատեսվատ 25 անդի համար 3.5×8.5 չափերնա սանհանգույցի չափերնեն 2.25×3.10 կողքնել պուճուր սենյակ 2.25×1.55 ծառներ 40 հատ կաթիլային համակարգ քաշատ Продается земельный участок в поселке Доракхпур со всеми удобствами и недвижимостью. На участке есть трехфазное электричество, канализация и вода, но восьмиугольника у меня нет. Есть бассейн 9м длинна 4м ширина 1,80 глубокая бесетка 30 кв рассчитана на 25 человек 3,5х8,5 размеры ванной комнаты 2,25х3,10 рядом красивая комната 2,25х1,55 деревья 40шт капельная система выдвижной ящик",Nov-25-2022_00-28,,https://list.am/en/item/18050126
For Residential Development,450 sq.m.,Kotayk › Zovuni,$100,USD,"There is a land plot in Zovunii, 400-500 square meters near the house, near the 4th and 6th streets, there is a new sewer line, irrigation water, drinking water very close to 20 meters away, electricity very close to 20-30 meters. The price is not negotiable. 100&. There is also 7,000 square meters in Sepakashnor on 14th street, the price is 65%, I will sell no less than 1,000 square meters, I am not a broker.Translated from Armenian",Nov-25-2022_00-28,,https://list.am/en/item/14869063
Agricultural,7000 sq.m.,Kotayk › Zovuni,"$500,000",USD,Agricultural land for saleTranslated from Armenian,Nov-25-2022_00-28,,https://list.am/en/item/17815006
For Residential Development,500 sq.m.,Kotayk › Dzoraghbyur,"$6,000",USD,Дзорагбьюр. Продается дачный участок. Рядом живут соседи в своих частных домах. Площадь 500кв/м. С правом на строительство. Im andznakam sepanutyun.,Nov-25-2022_00-28,,https://list.am/en/item/18249920
