Type,Land Area,Address,Price,Currency,Description,Datetime,Links,Service Lines
For General Purpose,,Vayots Dzor › Agarakadzor,"€200,000",EUR,"Վաճառվում է տարածք՝արհեստական լճով, որը սնուցվում է Արփա գետի ջրով: Շրջապատված է բարդիներով, հարակից կան պտղատու ծառեր: Գինը՝ սակարկելի: Հարցերի համար զանգահարել ։",Nov-25-2022_00-53,https://list.am/en/item/16395067,
For Public Buildings,1500 sq.m.,"Ձախափնյակ թաղամաս 3, Ջերմուկ","$20,000",USD,Located in the neighborhood of AinTranslated from Armenian,Nov-25-2022_00-53,https://list.am/en/item/18233015,
For Public Buildings,650 sq.m.,Vayots Dzor › Jermuk,"30,000,000 ֏",AMD,"Land for sale on the right bank of Jermuk, very close to hot water, suitable for any activity, provided with three-phase electricity, natural gas, drinking water.Translated from Armenian",Nov-25-2022_00-53,https://list.am/en/item/17760202,
For General Purpose,500 sq.m.,"Մյասնիկյան փողոց 14, Ջերմուկ","$20,000",USD,All the communal facilities are available in the ground. It is also possible to exchange with a carTranslated from Armenian,Nov-25-2022_00-53,https://list.am/en/item/17028523,
For Industrial Use,750 sq.m.,Vayots Dzor › Jermuk,"$10,000",USD,"Land near the house for sale in Jermuk, near St. Gayane Church. It is privatized. It will become a new district, there is a gene plan where the streets have names. The land is on St. Gayane Street, has a title deed of 750 square metersTranslated from Armenian",Nov-25-2022_00-53,https://list.am/en/item/6383034,
For Residential Development,8100 sq.m.,Vayots Dzor › Jermuk,"$20,000",USD,"Վաճառվում է մի քանի հողատարածքներ իրաի մոտ ընդհանուր մակերեսը 8100 ք/մ, գտնվում են Ջերմուկից 12 կմ հեռավորութան վրա Գնդեվազ գյուղ, որտեղ առկա է որոգելի ջուր ավելի կոնկրետ հողը գտնվում է ծիրանի այգիների կողքին: Գինը սակարկելի: Հողի կադաստրային արժեքը 1ք/մ համար սահմանված է 600 հհ դրամ: Հարցերի դեպքում կարող եք զանգահարել նկարի վրա նշված հեռախոսահամարին:",Nov-25-2022_00-53,https://list.am/en/item/13224940,
For General Purpose,1800 sq.m.,Vayots Dzor › Vernashen,"1,500,000 ֏",AMD,"A plot of land near the house with privatization in the village of Vernashen, Vayots Dzor marz, in a residential area, is for sale. It is close to communications. Price: Negotiable.Translated from Armenian",Nov-25-2022_00-53,https://list.am/en/item/18052975,
For Residential Development,860 sq.m.,Vayots Dzor › Jermuk,"$12,500",USD,"860 sq. M. Land is for sale in Jermuk. There are new buildings on both sides of the land, one side is adjacent to the forest. The Arpa River flows 50 m below, and the Kechut Reservoir is 80 m away. There is irrigation and drinking water in the land, the sewerage is 15 meters away.Translated from Armenian",Nov-25-2022_00-53,https://list.am/en/item/16295363,
For Residential Development,600 sq.m.,"Ձախափնյակ թաղամաս 3/41, Ջերմուկ","$5,000",USD,"Residential land for sale in Jermuk, Dzakhap District600 square metersTranslated from Armenian",Nov-25-2022_00-53,https://list.am/en/item/17758648,
For Public Buildings,300 sq.m.,"Ջերմուկի խճուղի, Vayk","$35,000",USD,"Urgent mobile gas station for sale, located on 147 km of Yerevan-Meghri interstate road, at the beginning of the old Jermuk road. It has three-phase electricity and two drinking water lines. There is a two-room renovated caravan, a five-ton tank for liquid fuel, 200 l barrels, numerous canisters, containers. The area has a great opportunity to expand, it is flexible, if desired, it will be suitable for various business purposes.Translated from Armenian",Nov-25-2022_00-53,https://list.am/en/item/17983187,
For General Purpose,"21,000 sq.m.",Vayots Dzor › Yeghegnadzor,"$390,000",USD,"Vacation zone for sale in Vayots Dzor, Yerevan highway.The area of the land is 21,000 sq/mMeaning: In general use6600 sq/m of the land area is occupied by the artificial lake fed by Yeghegis river with its various fish species. There is a two-story guest house, an administrative building, auxiliary buildings, as well as pavilions of different sizes for a more comfortable stay.There is an e-mail in the recreation area. Electricity and drinking water.The location and location of the land gives the opportunity to further develop the activity, newcottages for building fam restaurant service halls.• Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Code 18202721Translated from Armenian",Nov-25-2022_00-53,https://list.am/en/item/18202721,
Agricultural,7000 sq.m.,Vayots Dzor › Rind,"$21,000",USD,"A 3-year-old peach and walnut orchard is for sale in Rind, 350 peach trees, 100 walnut trees.Possibility to increase the area up to 5 ha.There is a lake nearby, there is no problem with irrigation.Translated from Armenian",Dec-15-2022_22-08,https://list.am/en/item/18467873,
For Industrial Use,70 sq.m.,Vayots Dzor › Shatin,"1,000,000 ֏",AMD,"For details, call the indicated numberTranslated from Armenian",Dec-15-2022_22-08,https://list.am/en/item/18717217,"Electricity, water supply, sewerage"
Agricultural,8200 sq.m.,Vayots Dzor › Vayk,"10,250,000 ֏",AMD,"There are fruit trees, walnut trees, etc. On the land, there is a constantly flowing river right next to the land, Arpa river is right under the land, drinking water, electricity passes by the land, the land will be used more for tourist purposes, it is 200 meters away from the interstate road.Translated from Armenian",Dec-15-2022_22-08,https://list.am/en/item/18116291,
For General Purpose,2200 sq.m.,Vayots Dzor › Jermuk,"$400,000",USD,Plot of land adjacent to Jermuk hotel. Suitable for building a cottage or hotel.Translated from Armenian,Dec-15-2022_22-08,https://list.am/en/item/18664059,"Electricity, water supply, natural gas, sewerage"
Agricultural,"50,000 sq.m.",Vayots Dzor › Gndevaz,"20,000,000 ֏",AMD,3300 cherries and 1000 apricotsTranslated from Armenian,Dec-15-2022_22-08,https://list.am/en/item/18624790,Water supply
For Residential Development,1250 sq.m.,"28th street Areni, Areni","$15,000",USD,"A plot of land near the house is for sale in Areni village of Vayots Dzor.Location: AreniSize: 1250m️ 300 meters from Yerevan-Meghri M2 highwayIt is suitable for building a private house, guest houseThere are fruit treesWrite or call for detailsTranslated from Armenian",Dec-15-2022_22-08,https://list.am/en/item/18458855,
Agricultural,3300 sq.m.,Vayots Dzor › Agarakadzor,"$4,000",USD,"The land is located at the beginning of the Agarakadzor community, it has irrigation water from the Arpa river. It is first-class arable land.Translated from Armenian",Dec-15-2022_22-08,https://list.am/en/item/18700148,Water supply
Agricultural,3000 sq.m.,Vayots Dzor › Yeghegnadzor,"400,000 ₽",RUB,"Земляной участок для посадки!По всем вопросам птшите, звоните!Обмен на машину или жилье!",Dec-15-2022_22-08,https://list.am/en/item/18527058,
Agricultural,5000 sq.m.,Vayots Dzor › Yeghegnadzor,"700,000 ₽",RUB,"Продоеться земленой участок, виноградные сады!По всем вопросом, звоните или пишите!Торг уместен!",Dec-15-2022_22-08,https://list.am/en/item/18522131,
For Residential Development,7000 sq.m.,Vayots Dzor › Yeghegis,"$20,000",USD,"A plot of land in the village of Yeghegis is for sale. The area has a large garden with fruit trees - apples, pears, plums, apricots, walnuts, almonds, mulberries, etc.The plot of land is located on a hill with a wonderful view. There is also a pantry, constant drinking water in the area. The price is negotiable.Translated from Armenian",Dec-15-2022_22-08,https://list.am/en/item/18680761,"Electricity, water supply"
For Residential Development,570 sq.m.,Vayots Dzor › Arpi,"$20,000",USD,"A plot of land is for sale in the village of Arpi, right next to the Yerevan-Yeghegnadzor highway.Operational significance: Residential development.Address: Plot 44 of Yerevan Highway, Gyugh Arpi.For details, call the indicated phone number.Translated from Armenian",Dec-15-2022_22-08,https://list.am/en/item/18421650,
For Residential Development,"10,000 sq.m.",Vayots Dzor › Areni,"20,000,000 ֏",AMD,"1 ha of land near the house is for sale in the village of Areni. It is very suitable for building a hotel, guest house or other industrial buildings. It is provided with electricity, drinking and irrigation water. The price is negotiable.Translated from Armenian",Dec-15-2022_22-08,https://list.am/en/item/18531887,
For General Purpose,700 sq.m.,"Yerevan-Meghri highway, Yerevan","$25,000",USD,"It is located in Arpi village of Vayots Dzor marz, directly on the main road. Suitable for business (store, guest house, service center) There are fruit trees and a vineyard on the land.Translated from Armenian",Dec-15-2022_22-08,https://list.am/en/item/18485422,
