Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Multifunctional Space,Monolith,203 sq.m.,,,,,"Argishti Street 7/13, Yerevan","142,478,000 ֏",AMD,"A commercial space is for sale at 7/13 Argishti Street, in mint conditionCode 0104Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18367596
Retail Space,Monolith,264 sq.m.,Not available,Not available,First Line,Common from the Street,"Safaryan street, Kasakh","$300,000",USD,UrgentI am selling a 3-story conversion apartment in the central part of KasakhAlso possible for rentPRICE IS FINALTranslated from Armenian,Nov-24-2022_21-45,,https://list.am/en/item/18267452
Retail Space,Stone,74 sq.m.,Not available,Not available,First Line,Separate from the Street,"Khorenatsi street, Yerevan","$150,000",USD,"Please call only real buyers!Address: 17/7 Khorenatsi Avenue 2nd dead endThe area is located on 1 line in the visible front part of Khorenatsi-Christopher crossroads, the total front part is 17 meters2nd floor, two bathrooms, total area 74 m2,renovated, with all utilities,parking lot around the buildingSuitable for various activitiesand the ability to enlarge a real 23 squaresTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/16626506
Office Space,Stone,84 sq.m.,,,,,"Leningradyan street 42, Yerevan","$160,000",USD,"Office space for sale at Leningradyan 42 h35. The area is renovated, has a heating system (gas boiler)Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18103599
Retail Space,Stone,42 sq.m.,Available,Not available,First Line,Separate from the Street,"Սեբաստիայի փողոց 10/7, Երևան","$80,000",USD,"The area on the 1st line, on Malatia Sebastia Street, is for sale. The floor is tiled, the bathroom is also tiled and equipped with sanitary equipment. The area is equipped with security and alarm systems and is suitable for a pawnshop, home appliance repair, mobile phone sales, shoe store, law office, artel. The property is sold separately. There are shops, banks, metro, cafes and a transport stop nearby.The place is very goodTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18307103
Retail Space,Stone,42 sq.m.,Available,Not available,First Line,Separate from the Street,"Nubarashen 10th street, Yerevan","$38,500",USD,"I am selling commercial space in Nubarashen. It is provided with permanent water. It is heated with an air conditioner. There is a tiled dressing room with two bathrooms. The bathroom is also tiled. Suitable for use as an office, beauty salon and other types of activitiesmake a callTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18307086
Retail Space,Panels,75 sq.m.,Available,Available,First Line,Common from the Street,Yerevan › Davitashen,"$97,000",USD,"For sale directly. Petrosyan75 square meters on the street, 1 floor, distance from the street 5 meters.It is suitable for commercial activities.Code 577Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17693490
Office Space,Stone,60 sq.m.,Not available,Not available,First Line,Separate from the Street,"Moldovakan street, Yerevan","$72,000",USD,"Urgent / negotiableA former tax place, in a former tax buildingHeight 3.75 mCapital renovated, also used as an apartment.Entrance from separate street, front yardparking lot,Close to Guy Ave, transportation available, 5 minute walk to Guy AveA few minutes drive from the centerThe entire lower area of the apartment is a basement, with a high ceiling, renovatedTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17597463
Retail Space,Stone,200 sq.m.,Available,Not available,Other,Common from the Street,Yerevan › Davitashen,"$235,000",USD,Two-storey first floor store warehouse a small section for bakery production second floor residential or office price not final or exchangeTranslated from Armenian,Nov-24-2022_21-45,,https://list.am/en/item/16730575
Retail Space,Monolith,240 sq.m.,Available,Not available,First Line,Common from the Street,"Davidashen 4-th block, Yerevan","$240,000",USD,Դավիթաշեն կենտրոնական փողոցԵրկ հարկանի շինությունՆկուղ 120 քմԵվրոպատւհանՍ/Հ սալիկապտՕդորակիչԳործող մթերային խանութԱյլ հարցերի համար զանգահարել նշված հեռախոսահամարներով,Nov-24-2022_21-45,,https://list.am/en/item/14749275
Retail Space,Stone,250 sq.m.,Not available,Not available,Second Line,Separate from the Street,"Մովսես Խորենացու փողոց 1, Երևան","$170,000",USD,"Sale and Exchange:An area of public importance is for sale. The possibilities of the building allow to have different entrances, to be used for different purposes.The sale is very urgent.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/16371288
Multifunctional Space,Monolith,128 sq.m.,Not available,Not available,First Line,Common from the Street,"Վիլնյուսի փողոց 49/3, Երևան","$65,000",USD,128 sq. M. 2-storey building is for saleCode 10248Translated from Armenian,Nov-24-2022_21-45,,https://list.am/en/item/17973711
Multifunctional Space,Stone,647 sq.m.,By agreement,Not available,First Line,Separate from the Street,"Teryan street, Yerevan","$2,200,000",USD,"Each floor of a four-storey new building is 150 sq. M. + 94.7 sq / m. Mutual use. It has two entrances, one is separate on the first line of Teryan street, and the other is from the yard of the building, a yard where 6 cars can be parked. It is located in a busy area, it is capitally renovated.There are all the conditions for prosperity. The highest standards were strictly observed during the construction of the building.The building has a boiler house with which the building can be heated either with gas or diesel. It is of public importance, but it has served as a home.It is also very convenient for different activities.For sale together with built-in furniture at a lower than market price.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/16212646
Retail Space,Stone,15 sq.m.,,,,,"Nalbandyan street, Yerevan","$98,000",USD,"A small business space for sale in the center, Nalbandian street, first line, 15 square meters, has a bathroom, or exchange  with larger commercial area in Arabkir, first line only.Not for rentTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17452769
Multifunctional Space,Stone,106 sq.m.,,,,,"Kievyan street, Yerevan","$115,000",USD,"Commercial area is for sale on Kiyan street (1st line) The area is completely renovated, consists of 5 halls. Has all the utilities baxi system (warm pole), air conditioning. The area can also be sold with property. Call the mentioned phone number for details.Code AK1150Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17784188
Functioning Business,Monolith,50 sq.m.,,,,,"Batikyan street 60, Yerevan","$3,000",USD,"Candle factory for sale (with 25 years of activity, cooperates with supermarkets and retail outlets... Only the business is for saleTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18328473
Retail Space,Stone,44 sq.m.,Available,Not available,Second Line,Separate from the Courtyard,"Toumanyan block 12/2, Yerevan","$58,000",USD,"Վաճառվում է վերանորոգված տարածք, որը հարմար է խանութի, գրասենյակի, գեղեցկության սրահի և այլ նպատակների համար, ունի սանհանգույց նաև վերանորոգված նկուղ 15 քմ, տեղադրված են տեսախցիկներ, կոնդիցիոներ. Շինությունը և հողը սեփական են, գտնվում է շենքերի բակում։Продается помещение с ремонтом, которое подходит под магазин, офис, салон красоты и для других целей, есть санузел, отремонтированный подвал 15 кв. М. , установлены камеры и кондиционеры. Здание и земля частная, находится во дворе дома.",Nov-24-2022_21-45,,https://list.am/en/item/17007077
Office Space,Panels,66 sq.m.,Available,Not available,Second Line,Separate from the Street,"B2 DISTRICT 137, Yerevan","$120,000",USD,"Dental clinic for sale in B-2 district, ready-to-operate business since 2013, it is possible to sell both with its area and equipment, and only the area;Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17909643
Restaurant,Stone,248 sq.m.,,,,,Yerevan › Nor Nork,"$350,000",USD,"Luxuriously renovated restaurant is for sale in Nor-Nork 1st block, on Nansen street. It is located on the 1st line, in a busy area. The area has two entrances. The renovation is made with expensive and quality materials, the floor is tiled with a built-in lighting system. Light, sound, heating, cooling, ventilation systems are installed in the area, three-phase electricity is installed. There are four separate sections, renovated in a unique design style (designed to receive different number of guests), three tiled bathrooms, a spacious kitchen (with a staff bathroom)Code 000608Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17164623
Retail Space,Panels,260 sq.m.,Not available,Available,First Line,Separate from the Street,Yerevan › Nor Nork,"$160,000",USD,Վաճառվում է խանութ; Նոր Նորքի 9-րդ զանգվածում: 260 մ/քառ:,Nov-24-2022_21-45,,https://list.am/en/item/13848994
Retail Space,Stone,36 sq.m.,Available,Not available,First Line,Separate from the Street,"Sebastia Street 24/1, Yerevan","$80,000",USD,"Without an intermediary I am selling a commercial space at Sebastia 24/1 address. There is electricity, the wires of which have just been changed, a security system, water, sewage, air conditioning. The total area of the area is 36 square meters, all of which is part of the building. The area is located in front of Yrablur, on the sidewalk. The area is suitable for various types of activities. Currently, a point of spare parts for washing machines operates as: : RentedThe area is located on the 1st line, in a very busy place, suitable for any type of activity. Has ownership certificate, land and building are privatized.I will exchange for an apartment or my own house in Yerevan onlyTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18367356
Retail Space,Stone,42 sq.m.,Available,Not available,First Line,Common from the Street,"Նուբարաշենի 11-րդ փողոց 1, Երևան","$37,000",USD,"Without an intermediary, a stone commercial space is for sale on Nubarashen 11th street, located on the 1st lane, suitable for any type of activity. The area is located in a very busy place, on the sidewalk. It is currently rented for AMD 100,000. The total area of the area is 42 square meters, of which 24 square meters is the area of the building, the land is owned, the building is owned.I will negotiate the price for a real buyer after looking.I will also exchange an apartment with an apartment. Arabkir, central administrative regionsThe price is preliminary, we will agree after seeingTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18367355
Multifunctional Space,Stone,150 sq.m.,,,,,"Yervand Kochar street, Yerevan","$380,000",USD,"Code T220A bright 3-storey commercial space is for sale on Yervand Kochari street, on the first line. It occupies an area of 150 square meters. The 1st floor occupies an area of 43 square meters, and the 2nd and 3rd floors occupy 53 square meters. All 3 floors are separate. Vintage windows are installed, the bathroom is tiled. There is an opportunity to add tax.Code T-220Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/9255377
Functioning Business,Stone,171 sq.m.,,,,,"Hanrapetutyun street, Yerevan","$1,050,000",USD,"T400Commercial space for sale on Republic Street. It is located on the 1st floor of a 4-story stone building. Occupies 171 square meters. The space is renovated. All utilities are available. The area is fully renovated. There are 6 air conditioners, basement, storage space. There is also three-phase current.Code T-400Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18249002
Multifunctional Space,Monolith,136 sq.m.,,,,,"Abovyan street, Yerevan","$410,000",USD,"Code T191:Commercial area for sale, north avenue կ near the Republic Square, 136 sq. M. ․ area. It is located on the 1st floor of a new building, 2nd line. The area is fully repaired, heating and ventilation system are installed. Stained glass lighting. It has two-way entrance.Code T-191Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/13906706
Multifunctional Space,Stone,256 sq.m.,Not available,Not available,First Line,Separate from the Street,"Sayat Nova avenue, Yerevan","$281,600",USD,"Code & nbsp; T247:Commercial area is for sale on Sayat-Nova avenue, on the first line. The total area is 256 square meters. The area is basement. Needs renovation. & Nbsp; Consists of 11 rooms. It has 3 entrances. & nbsp; & nbsp; Ceiling height is 3 meters.Code T-247Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/16690995
Multifunctional Space,Stone,137 sq.m.,,,,,Yerevan › Kentron,"$470,000",USD,"Mesrop Mashtots AveThe area has two entrances. It has been completely renovated. Centralized heating, cooling and ventilation systems.Code 1100217Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18104583
Everything Else,Stone,67 sq.m.,,,,,"Արտաշիսյան փողոց 51/17, Երևան","$140,000",USD,"A 37 square meter public space is for sale on Artashisyan Street (1st line), if desired, it is sold together with a basement (completely renovated, 30 square meters) (total - 67 square meters)Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18154517
Functioning Business,Stone,1300 sq.m.,Available,Not available,Other,Common from the Courtyard,Yerevan › Nork-Marash,"$700,000",USD,"Nork-Marash districtThere is a building material store with its warehouses in the area.The area is monitored by cameras.There is also a 2-storey private house in the area.Located on the main street, at the crossroads.Code 2400003Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17833914
Functioning Business,Stone,340 sq.m.,Available,Not available,Second Line,Common from the Courtyard,Yerevan › Kentron,"$1,350,000",USD,"Kentron district, Alek ManukyanFor sale in an existing business center with all its properties.It is currently leased and has an open area of 50 square meters.Code 2400057Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18005393
Multifunctional Space,Stone,100 sq.m.,Not available,Not available,First Line,Separate from the Street,"Mesrop Mashtots Avenue, Yerevan","$520,000",USD,"Near Mashtots Avenue Opera, 1-line approach from the street, three-sided windows, clean state, euro windows, bathroom with tiled floor, baxi, air conditioner, Urgent code T 06.507Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17646960
Functioning Business,Stone,58 sq.m.,Available,Not available,Other,Separate from the Courtyard,"Lepsius street, Yerevan","$71,000",USD,"Շտապ վաճառվում է գործող Գեղեցկության սրահ։ ՈՒնի բոլոր կոմունալ հարմարությունները, Վերանորոգված: Հարցերի դեպքում կարող եք զանգահարել:",Nov-24-2022_21-45,,https://list.am/en/item/15775472
Office Space,Stone,50 sq.m.,,,,,"Azatutyan Avenue, Yerevan","$100,000",USD,Code: 7336Commercial space for saleTotal area: 50 square meters. M2 room1st floor of a 5-story stone buildingThoroughly reconstructedThe entrance is from the courtyardCode 7336 ATranslated from Armenian,Nov-24-2022_21-45,,https://list.am/en/item/18367295
Multifunctional Space,Stone,92 sq.m.,Not available,Not available,Second Line,Separate from the Street,"Teryan street, Yerevan","$195,000",USD,"Teryan and On Sayat-Nova avenue, in the best part of the city, a universal commercial area with a total area of 92 square meters is for sale, located on the semi-basement floor of a 5-storey stone building.It has 2 entrances from the yard of Teryan street.2-rd gic:Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/14724049
Hotel,Stone,2070 sq.m.,By agreement,Not available,Other,Separate from the Street,"Hakob Hakobyan lane, Yerevan","$990,000",USD,"Special offer, Reduced price, 1 sq. M. Մ. $ 450,In the city outside the city)))Wonderful view to Hrazdan gorge,Gorge mouth, seismic,Great nature, fresh air,For buyers with special and creative taste,The total area is 2070 square meters, privatized,Building area 680 square meters,The area provides an opportunity for perspective works, SANATORIUM / HOTEL complex, RESTAURANT, CAFE and etc…ATTENTION! Another 3500 square meters. Մ. EXCLUSIVE privatization permitYou just have to see this, only REAL buyers should call...*** No Partial Sale ***Code 00000Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17542230
Hotel,Stone,314 sq.m.,,,,,"Vantyan street, Yerevan","$180,000",USD,"Urgent house for sale in Malatya, the guest house is furnished with rooms for 2.4 and 12 people, close to Yerevan city, market, bus stop.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/13273517
Hotel,Stone,310 sq.m.,,,,,Yerevan › Malatia-Sebastia,"$180,000",USD,"Urgently for sale private house, near the Malatya market, close to Yerevan city, bus stop, school, convenient for different businesses, the total building area is 310 m2. At the moment it is furnished to work as a hostel.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/13439656
Office Space,Panels,110 sq.m.,,,,,"Duryan street, Yerevan","$79,000",USD,"Վաճառվում է գրասենյակային, կոմերցիոն տարածք Ավան՝ Դուրյան թաղամասումԳտնվում է 9 հարկանի պանելային շենքի 1-ին հարկումԸնդհանուր 55 քմ տարածք առաջին հարկում կապիտալ վերանորոգված և 55 քմ նկուղային չվերանորոգվածПродается коммерческое помещение с новым ремонтом в Аване. Помещение просторное и светлое, с панорамными окнами, с санузлом и с кондиционером. Коммерческое помещение продается вместе с подвальным помещением с 55 кв. М. Площадь помещения так же составляет 55 кв. М.",Nov-24-2022_21-45,,https://list.am/en/item/18141717
Office Space,Monolith,83 sq.m.,Not available,Available,Second Line,Separate from the Courtyard,"Argishti street, Yerevan","$150,000",USD,"Universal area in ""Glendale hills"" district, on the 1st floor of a new building, suitable for any activity, has zero entrance, ceiling height - 3.80 m. , renovatedCode A6872Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17131628
Multifunctional Space,Stone,51 sq.m.,Not available,Not available,First Line,Separate from the Street,"Leo street, Yerevan","$157,000",USD,"On the 1st floor of a 4-storey building, 1st line, side facing the street: 14m. , 3 stained glass windows + stained glass door, several steps high, wall thickness: 70 cm, 3 sq m kitchen, 12 sq m cabinet, 35.5 sq m work hall, 1.5 sq m bathroom, suitable for various activities.Leasing is also considered.SPECIAL NOTE:Only buyers who want to buy an apartment through an agency should call. The apartment is shown with a real estate showing contract, for which you need to have an ID with you.Code A6354Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/16726383
Retail Space,Stone,78 sq.m.,Not available,Not available,First Line,Separate from the Street,"Marshal Baghramyan avenue, Yerevan","$270,000",USD,"Baghramyan avenue, 1st line, 4 degrees above zero level, Stalin project, ceiling height - 3.25m. E, the area is 78 square meters, it also has a 9 square meter basement, the facade is 8 square meters from the outside. Yes, it has stained glass door and window, it is suitable for commercial and any activity.SPECIAL NOTE:Only buyers who want to buy an apartment through an agency should call. The apartment is shown with a real estate showing contract, for which you need to have an ID with you.Code A6949Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17380653
Multifunctional Space,Stone,56 sq.m.,Not available,Not available,First Line,Separate from the Street,"Nar-Dos street, Yerevan","$38,500",USD,"Sale - commercial, office spaceOn the 2nd floor of a separate building consisting of 2 floors, 56 sq/mSuitable for Beauty Salon, Clinic, Office and Other Activities.Translated from Armenian",Nov-24-2022_21-45,OUtdoor parking,https://list.am/en/item/15256202
Industrial and Manufacturing,Panels,5200 sq.m.,,,,,"Arshakuniats Avenue, Yerevan","$1,350,000",USD,"Industrial area for sale on Arshakunyats Avenue.Suitable as a factory, warehouse, shopping center.The ceiling height of the building is 4.5 m.The total area is about 5300 square meters. M.:Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17381380
Retail Space,Monolith,350 sq.m.,,,,,"Fuchik street, Yerevan","$450,000",USD,"Commercial area for sale on Fuchik street, capitally renovated 350 sq. M., $ 380,000, also exchange with car, apartment (1 room) for an additional feeTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/15846391
Office Space,Stone,70 sq.m.,,,,,"Mesrop Mashtots Avenue, Yerevan","$360,000",USD,"Վաճառվում է կոմերցիոն տարածք Մաշտոցի պողոտայում, առաջին գիծ, Օպերայի հարևանությամբ, հինգ հարկանի շենքի բարձր առաջին հարկում, հարմար է գրասենյակի համար, խանութների համար, հնարավոր է նաև փոխանակումով բնակարանի հետ ձեր կողմից հավելավճարով",Nov-24-2022_21-45,,https://list.am/en/item/15562141
Office Space,Stone,220 sq.m.,,,,,"Yervand Kochar street, Yerevan","$200,000",USD,"Վաճառվում է հասարակական տարածք Մեծ Կենտրոնում Երվանդ Քոչար փողոցում, ունի օդափուխության և ջեռուցման համակարգ, վերանորոգված է, նկուղային:",Nov-24-2022_21-45,,https://list.am/en/item/14513376
Retail Space,Stone,160 sq.m.,,,,,"Garegin Nzhdeh Street, Yerevan","$145,000",USD,"Commercial basement area on the first line of Garegin Nzhdeh street is for sale.It is renovated, has an iron door. Suitable for commercial activities.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17303591
Industrial and Manufacturing,Stone,600 sq.m.,,,,,Yerevan › Erebuni,"$90,000",USD,Commercial area Vardashen is for sale. Mak 600 sq. M. Fence... Electricity... Partial possible... Has storage space... 200 buildingsTranslated from Armenian,Nov-24-2022_21-45,,https://list.am/en/item/14688169
Office Space,Monolith,700 sq.m.,,,,,"Eghvard highway, Yerevan","$1,200",USD,Office space for sale in DavitashenNear Armenia TVRenovation of the area has not been completedIt also has an outdoor balconyBeautiful green gardenNo parking problemAlso suitable for IT officesThe area is 700 square metersThe sale price is 1200 $ per square meterCall the listed phone numbers for detailsTranslated from Armenian,Nov-24-2022_21-45,,https://list.am/en/item/17621920
Functioning Business,Stone,6500 sq.m.,,,,,Yerevan › Avan,"$70,000",USD,A large operating pumza block workshop is for sale. We produce the largest range of blocks of six sizes in Armenia. We can produce up to ten thousand blocks per day. There is no shortage of orders. It is a well-known workshop. It is sold with all the equipment. AREA IS NOT FOR SALE. Exchange is also possible.Translated from Armenian,Nov-24-2022_21-45,,https://list.am/en/item/18203168
Industrial and Manufacturing,Stone,42 sq.m.,,,,,"Hrachya Kochar Street 14/1, Yerevan","$22,000",USD,Nkuxayin... Uni veranorogman kariq,Nov-24-2022_21-45,,https://list.am/en/item/13132938
Multifunctional Space,Stone,100 sq.m.,,,,,Yerevan › Nor Nork,"$105,000",USD,"Code-13888: An operating beauty salon is for sale in Nor Nork 5th block. Has its customers. The windows are of European production, individual heating system is installed. Has a nicely furnished waiting room, study, 2 sinks, bathroom. Ideal conditions for make-up. Beautiful yard. It is a separate building. Located in a busy area.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/11003354
Industrial and Manufacturing,Stone,42 sq.m.,Available,Not available,First Line,Separate from the Street,"Hrachya Kochar Street, Yerevan","$22,000",USD,Suitable for any activity.Translated from Armenian,Nov-24-2022_21-45,,https://list.am/en/item/14568799
Warehouse,Stone,13 sq.m.,Not available,Not available,Other,Common from the Courtyard,"Առնո Բաբաջանյան փողոց 103/3, Երևան","$1,200",USD,Basement of the building 13 sq. M. Ceiling height 2 m.Translated from Armenian,Nov-24-2022_21-45,,https://list.am/en/item/17110982
Everything Else,Stone,195 sq.m.,Not available,Not available,Other,Common from the Courtyard,"1-й переулок улицы Айгедзор 22, Ереван","$480,000",USD,"В Ереване продается многофункциональная площадь 110 - 86-кв/м на 1 этаже 6-ти этажного каменного жилого дома в Айгедзоре. Высота потолков 4 м. , Фасадная часть 22 м․ из них 15 м ․ стеклянные витрины․ 2 входа, новые железные двери.Подходит для гостиницы, для квартиры, офисных, учебных, спортзалов, медицинских учреждений, лабораторий, производств, складов и других видов деятельности. Я собственник, не брокер и не посредник. Звоните, чтобы узнать подробности.Ближайшие местаметро Маршал Баграмян0,5 кмПарк влюбленных0,6 кмOrange Fitness Премиум Клуб1,3 кмКаскад1,3 кмТеатр оперы и балета1,4 кмՎաճառվում է 110-86 ք/մ մակերեսով բազմաֆունկցիոնալ տարածք Այգեձորում 6 հարկանի քարե բնակելի շենքի 1-ին հարկում:Արևկող է, առաստաղի բարձրությունը` 4 մ. , ճակատային հատվածը կազմում է 22 մ․, որից 15 մ․ ապակե ցուցափեղկեր են; ՈՒնի 2 մուտք, երկաթյա նոր դռներ: Հարմար է որպես հյուրանոցային, բնակարանային, գրասենյակային, ուսումնական, մարզասրահի, բժշկական հաստատության, լաբորատորիայի, արտադրական, պահեստային և այլ գործունեությունների համար:Սեփականատերն եմ, բրոկեր-միջնորդ չեմ։Մանրամասների համար զանգահարեք:Մոտակայքում գտնվող վայրերՄարշալ Բաղրամեան մետրո կայարան0.5 կմՍիրահարների այգի0.6 կմOrange Fitness պրեմիում ակումբ1.3 կմԿասկադ1.3 կմՕպերայի և բալետի թատրոն1.4 կմ",Nov-24-2022_21-45,,https://list.am/en/item/17610908
Restaurant,Stone,500 sq.m.,By agreement,Available,First Line,Common from the Street,"Grigor Hasratyan street, Yerevan","$450,000",USD,"The restaurant has three floors, each floor is 200 square meters, with all its amenities. The first floor serves as a storage area, where there are also private rooms for events with a small number of people. On the second floor there is a kitchen, a hall for 100 people, and on the third floor there is a large hall for up to 300 people. Sold with or without property. Has parking. Agency:Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/16558814
Multifunctional Space,Stone,180 sq.m.,,,,,"Mesrop Mashtots Avenue, Yerevan","$370,000",USD,"Universal area of 180 sq. M. Is for sale or rent. Մ. Area, on Mesrop Mashtots Avenue, on the 2nd line.It is a 2-storey separate building, each floor is 90 sq. M., has a basement of 60 sq. M., fenced yard, parkingTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/14460824
Multifunctional Space,Monolith,350 sq.m.,,,,,"Sayat Nova avenue, Yerevan","$490,000",USD,"Commercial space for sale in a small center, on Sayat-Nova AvenueCapital renovated heating, air conditioningThe area of the area is 308 sq/m, 12 rooms, 4 bathrooms, garage under the area 43 sq/mParking for 5 carsAvailable for rentTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/14726715
Multifunctional Space,Stone,215 sq.m.,Not available,Not available,First Line,Separate from the Street,"Komitas Avenue, Yerevan","$600,000",USD,"KOMITAS Avenue, 1 lane, on the 1st floor of a 5-storey building, entrance from the street, stained glass windows, basement, suitable for any activity, EMERGENCYThe property is shown only after signing the contract for the provision of servicesCommission 2%, agencyTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18170175
Multifunctional Space,Stone,120 sq.m.,Not available,Not available,First Line,Separate from the Street,"Kasyan street, Yerevan","$520,000",USD,"Commercial space, suitable for any activity, 1 lane, entrance from the street, stained glass windows, office, for rent, for sale URGENTAgencycommission 2%Translated from Armenian",Nov-24-2022_21-45,OUtdoor parking,https://list.am/en/item/18273935
Everything Else,Stone,196 sq.m.,Available,Not available,First Line,Common from the Street,"Khorenatsi street, Yerevan","$850,000",USD,"Universal commercial space for sale at the intersection of Mashtots Avenue and Khorenatsi Street. It is located in a very busy area, on the 1st and 2nd floors of a 3-story residential building, on the First Line. The total area of the area is 196 sq/m. The entire area has been completely renovated. All communications are connected, air conditioners are installed and the floor is heated. Internet access is available in the area, it is secured by a security system. The entrance is directly from the street and the facade is covered with storefronts. It is suitable as a food or other purpose store, hair salon, office and other activities.Selling price: 850,000 USDCode: GS-K170Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/14077423
Functioning Business,Stone,100 sq.m.,Available,Not available,First Line,Common from the Street,"Նազարբեկյան թաղամաս 13/1, Երևան","$7,500",USD,"Read carefully and call again. VERY URGENT... In Nazarbekyan district (17th quarter) an existing business (do-it-yourself) of 2 sections is for sale. Attention, the area is rented, only the business is sold with its intact property. Negotiable. Call for questions. The space is for rent. The business is profitable and profitable.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17067243
Industrial and Manufacturing,Stone,4000 sq.m.,Not available,Not available,First Line,Common from the Street,"Հաղթանակ թաղամաս 1-րդ փողոց, Երևան","$850,000",USD,"Multifunctional area is for sale by the owner in Haghtanak district, initial part. The area is completely fenced. It is provided with all the communal facilities, gas, water, three-phase. The total land area is 7200 sq. M. M, the meaning of production. There is an operating greenhouse of 2200 sq. M. M area, drip system, modern solutions and good yield. There are many buildings and buildings that can serve as a production, warehouse or residential. The road is completely asphalted. Price is negotiable. In case of all other questions, call. Do not call the mediators under any circumstances.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17869564
Multifunctional Space,Stone,45 sq.m.,,,,,"Qochinyan street, Yerevan","$140,000",USD,"Commercial space for sale at 3/15 Jrvezh Kochinyan Street, on the sidewalk in front of Yerevan City, in a very busy area. It has three phases, it is rented as a natal farm. The land is leased.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18367004
Retail Space,Monolith,21 sq.m.,,,,,"Վաղարշ Վաղարշյան փողոց 12/1, Երևան","$48,000",USD,"21 square meters for sale. M. Commercial space on Vagharshyan street, right next to Parma supermarket* 1st line* 0 input* 3.5 meter showcaseOne common hall has 6 square meters. M. Additional storage spaceNow the space is leased for a long term.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17811446
Office Space,Panels,113 sq.m.,,,,,Yerevan › Arabkir,"$113,000",USD,"Վաճառվում է գործող գեղեցկության սրահ Գրիբայեդով փողոցում: Տարածքը գտնվում է բարվոք վիճակում: Առկա է 3 սրահ, 2 սանհանգույցԿոդ 5180",Nov-24-2022_21-45,,https://list.am/en/item/15075528
Multifunctional Space,Stone,181 sq.m.,Not available,Not available,Second Line,Common from the Street,"Griboyedov street, Yerevan","$550,000",USD,"An existing commercial space is for sale near the Komitas-Gribayedov intersection. The land and building are owned, fully renovated, suitable for various types of commercial activities. Urgent.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18284492
