Type,Land Area,Address,Price,Currency,Description,Datetime,Links,Service Lines
For General Purpose,230 sq.m.,"Akhuryan Highway, Gyumri","2,500,000 ֏",AMD,The land is located next to the Red Building.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18092546,
For General Purpose,20 sq.m.,Shirak › Gyumri,"$1,000",USD,"Land for garage privatized. ""Ani"" district of Gyumri near school 37. Call viber or badass.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16107827,
For Industrial Use,7000 sq.m.,"2-րդ փողոց 11, Հացիկ","$133,000",USD,Land for sale at customs house about 7000qm1qm-19dolar:The significance is industrialCall number 2Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/13054893,
For Residential Development,1000 sq.m.,Shirak › Akhuryan,"1,200,000 ֏",AMD,"A plot of land is for sale in Akhuryan village of Shirak marz, which is also suitable for building a residential house. It is located on Akhuryan-airport road.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18138284,
Agricultural,900 sq.m.,Shirak › Azatan,"$5,000",USD,A plot of land (house site) is for sale in the village of Azatan. The area is 900 square meters.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18101759,
Agricultural,"37,000 sq.m.",Shirak › Mets Sepasar,"$22,000",USD,"At the intersection of Ghazanchi and Mets Sepasar villages of Shirak region, 3.7 hectares of agricultural land are URGENTLY for sale, I may also sell it in parts. Roads pass on both sides of the plot, the ground is flat. We will bargain if we buy the whole plot of land.I will exchange it for a car or a plot of land in the capital Yerevan and the surrounding area.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17610913,
Agricultural,"60,000 sq.m.",Shirak › Gyumri,"$30,000",USD,"High quality slippery soil, water lines (canals) pass on both sides; Privatized, I am the owner; I will cooperate with serious organizations. It is a 15-minute drive from Gyumri, Byurakn village.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/13329061,
For General Purpose,550 sq.m.,"Գերցենի փողոց 1/11, Գյումրի","$49,999",USD,"For questions, call the mentioned number. It is urgent, that's why this price.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17343778,
Agricultural,"30,800 sq.m.",Shirak › Gyumri,"$12,000",USD,30800 ic 18000 canate artuit,Nov-25-2022_01-05,https://list.am/en/item/15774795,
Agricultural,6800 sq.m.,Shirak › Mayisyan,"1,500,000 ֏",AMD,Irrigated land for sale in Mayisyan village of Shirak marz. High quality black soil. For more information call.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18138790,
For Residential Development,1240 sq.m.,Shirak › Mayisyan,"2,500,000 ֏",AMD,"A plot of land near the house is for sale in Mayisyan village, Shirak marz. The land has all the facilities for building a house. For more information call.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18137208,
For General Purpose,1000 sq.m.,Shirak › Akhuryan,"$7,000",USD,"PRICE NEGOTIABLE.A land with a building is for sale in Akhuryan, in ""Deser"" districtTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/13088661,
For Residential Development,1000 sq.m.,"Akhuryan Highway, Gyumri","6,000,000 ֏",AMD,Есть домик. Свет. Вода. Большой сад,Nov-25-2022_01-05,https://list.am/en/item/17860274,
Agricultural,"20,000 sq.m.",Shirak › Jrapi,"$5,000",USD,"Arable lands are for sale. There are two arable lands, respectively 1.2 ha and 0.8 ha.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16547350,
Agricultural,"60,000 sq.m.",Shirak › Hatsik,"8,000,000 ֏",AMD,6 ha land with water is for sale in Hatsik village.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18113859,
For Residential Development,600 sq.m.,"Ժդանովի փողոց 28, Գյումրի","$27,000",USD,Call for details The land is located near the newly built north-south roadTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17150394,
Agricultural,566 sq.m.,"Թբիլիսյան խճուղի 3-րդ թաղամաս 1/1, Գյումրի","$40,000",USD,"For sale: Land plot with residential houseC. Gyumri, Tbilisi highway53 square meters. Living space566 square meters. Total areaCan serve as a recreation areaSuitable as an area for setting up shedsOne can engage in agricultural workThe area is located near the customs exitYou can build your country house in the lap of natureSelling price: $40,000Code 4132Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18075305,
For Residential Development,500 sq.m.,"2-րդ թաղամաս, Արթիկ","$5,500",USD,"It is privatized, all documents are available.It is located in Lambat 2 district, near the school, next to the asphalt road. All communications are directly attached to the plot. It is very suitable for building a residential house, as well as boxes, warehouse or other activities. It will be negotiated for a real buyer. It is also possible to exchange with a car.Call for details.KarenTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18233035,
For Public Buildings,2050 sq.m.,Shirak › Gyumri,$95,USD,"1 sq/m $95... Land for sale near the Northern Customs House, for public purpose buildings, located in the first zone, right next to the main road. Total land area of 2050 sq/m, for all kinds of activities...Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17378360,
For Residential Development,3800 sq.m.,Shirak › Azatan,"4,000,000 ֏",AMD,"Land near the house in the village of Azatan. 3 attached to each other, total 3800 sq/m. They are completely flat permanent cultivated lands. The sides are residential houses, all communications (gas, electricity, water) are there. It is 80m from the Gyumri-Yerevan highway. The price is negotiable.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18167892,
For Residential Development,1120 sq.m.,Shirak › Arapi,"$7,000",USD,"Land for saleShirak marz, c. On the shore1120 square meters. Land surfaceFirst lineSelling price: $7,000Code 6845Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18303299,
For General Purpose,"52,000 sq.m.","Akhuryan Highway, Gyumri","$170,000",USD,"5.2 hectares of land, arable land for saleFor more information callThe price is negotiableTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18279810,
For General Purpose,720 sq.m.,Shirak › Gyumri,"€20,000",EUR,"Մուշ թաղամասում, գազի լցակայանի մոտ։ Սեպականաշնորհված։Թույլատրվում է կառուցապատել 500 մ2։ Մնացած 220 մ2 կարող եք օգտագործել որպես կայանատեղի կամ այլ նմանատիպ տարածքների համար։Տարածքը գտնվում է առաջին գծում։ 15 մետր ճակատային մաս, 33 մետր խորքային մաս, 15 X 15 մետր որպես կայանատեղի կամ այլ։Գինը սակարգելիВ районе Муш, рядом с АЗС. В собственности.Допускается строительство 500 м2. Остальные 220 м2 можно использовать как стоянку или другие аналогичные территории.Район находится на первой линии. 15 метров спереди, 33 метра в глубину, 15 х 15 метров как парковка или другое.https://www.google.fr/maps/place/40%C2%B049'05...",Nov-25-2022_01-05,https://list.am/en/item/15647857,
For Residential Development,76 sq.m.,"Պուշկինի փողոց 65, Գյումրի","$10,000",USD,"The area is in the center of the city, it is in a dilapidated condition.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17796294,
For General Purpose,115 sq.m.,Shirak › Gyumri,"$6,000",USD,There is a stone structure on the land... Call me for more details ( (Hovsepyan str. 6/8 plot))Call in the evening after 21:00.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/16020070,
For General Purpose,2640 sq.m.,"Եղիշե Չարենցի փողոց 10, Գյումրի","$255,000",USD,"1st line for saleSpacious Privatized land in Gyumri, Ani district, Yeghishe Charents street, near Poghosyan park. The land is 2640 sq / m. It has a 30 m front part. Suitable for any construction Hotel, Wedding Halls, elite buildings, Newly built apartments, elite district, Restaurant, Shop, Gym Swimming pool Car service point, Car market.The whole land is for saleTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17595201,
For General Purpose,340 sq.m.,"Մուշ 2 թաղամաս 4-3, Գյումրի","$23,000",USD,"A plot of land is for sale, which is located in Mush 2 district, in the newly created square and occupies 340 sq. M., the importance is for construction and maintenance. The area is suitable for all kinds of activities. It is privatized.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18159672,
For General Purpose,2500 sq.m.,"Sherbin street, Gyumri","$55,000",USD,Land area 2500 sq. M:Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18154782,
For General Purpose,460 sq.m.,Shirak › Gyumri,"$20,000",USD,"Land for sale, total 460 sq / m.It is located in the central part of Amasia community of Shirak region.Call the usual phone number written in viber-badsap.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17246646,
For General Purpose,2050 sq.m.,"Թբիլիսյան խճուղի 3-րդ թաղամաս 1/1, Գյումրի",$95,USD,"Commercial land for salec. Gyumri, Tbilisi Highway2050 square meters. Land surfaceIn front of the Northern Customs HouseFirst lineSelling price: $95 per square meter.Code 8846Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18273034,
For General Purpose,5000 sq.m.,Shirak › Jajur,"$13,000",USD,The area is suitable for use as a recreation area.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17853500,
For Residential Development,400 sq.m.,"Կարեն Դեմիրճյան փողոցի 1-ին նրբանցք 4, Գյումրի","5,000,000 ֏",AMD,"Negotiable, suitable for building a greenhouseTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17688155,
For Public Buildings,737 sq.m.,"Vazgen Sargsyan street, Gyumri","$92,125",USD,"1 square meter will cost $125...A privatized 737 sq/m plot of land is for sale on Vazgen Sargsyan Street, on the first line, and is addressed as Vazgen Sargsyan Street 58/4 land plot. The land is located on the first line and is suitable for all kinds of activities and for the construction of a residential house and a service facility. The front part It is 31 meters, the depth is 24 meters...Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18263974,
For Public Buildings,1000 sq.m.,Shirak › Gyumri,"$44,000",USD,"* CHARACTERISTICS OF THE LANDArea size (ha) : 0.1Operational significance or plot: Public developmentType of registered right: OWNERSHIPThe land area is 1000 sq/m, it is located at the intersection leading to Mush + 58 district, next to the gas station, the frontage is 22 meters to the street, the area is suitable for building a residential house, business complex or greenhouse. Close to all utilities (gas, electricity, water)Exchange/NegotiableTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/15552375,
Agricultural,7000 sq.m.,Shirak › Gyumri,"$14,000",USD,"In Gyumri A garden with 3-year-old saplings, plum and cherry saplings is for sale, the total area is 7000 meters. It is located on the left side of the road leading to Mayisyan.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/15813186,
For Public Buildings,145 sq.m.,"Ռուսթավելի փողոց 84/1, Գյումրի","$12,000",USD,"A privatized 145 sq / m land is for sale on Rustaveli street, near Vanatur restaurant.The front part of the land is 4-7 meters, the width is 31 meters ․․․Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17705781,
For General Purpose,180 sq.m.,"Մազմանյան փողոց 20/3, Գյումրի","$20,000",USD,"It is 14 meters front, 12 meters wideTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16961987,
For General Purpose,200 sq.m.,Shirak › Gyumri,"$17,000",USD,General use Karashen structureTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/16651840,
For Public Buildings,200 sq.m.,"Tonakanyan Street, Artik","$20,000",USD,A 200-square-meter plot of land for a two-storey shop at 24/3 Tonakanyan Street is for sale. A stone construction certificate is available. To violate the statement mentioned 77 instead of 99Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17128020,
For Residential Development,250 sq.m.,"Ֆուրմանովի փողոց 5-րդ նրբանցք 1Ա, Գյումրի","$25,500",USD,"In the city center! It is possible to exchange with a car or apartment worth up to $10,000, in case of exchange, the price is $28,000!Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17975540,
Agricultural,"11,000 sq.m.","Savoyan street, Gyumri","2,000,000 ֏",AMD,"A plot of land is urgently for sale in Gyumri, on the outskirts of the city, near the TV tower. It is privatized and has an area of 1 ha and 1000 m.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18211711,
For Residential Development,367 sq.m.,"Մազմանյան փողոց 197, Գյումրի","$40,000",USD,"Land for sale near the lake, located on Mazmanyan street, 201 plot of land. The total area of the land is 367 sq. M. There is a stone garage on the land.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/12420799,
For Residential Development,1000 sq.m.,Shirak › Artik,"87,460 ֏",AMD,"The property is at auction.Shirak region, village Pokr Mantash, agricultural land, near water house. The total area is 1000 square meters. Has an irrigation system.You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/15122256,
Agricultural,4000 sq.m.,Shirak › Jajur,"9,000,000 ֏",AMD,"For sale: LandShirak marz, c. Jajur4000 square meters Total areaCan serve as a recreation areaNext to Sasna Dzor recreation areaFencedSuitable as an area for setting up shedsOne can engage in agricultural workBring landIt also provides an opportunity to set up summer pavilionsA zone suitable for eco-toursYou can build your country house in the lap of natureSale price: 9,000,000 AMDTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18185989,
For Residential Development,400 sq.m.,Shirak › Gyumri,"$15,000",USD,"400 + 50 plots for sale to build a house; The area is located on Shirakatsi Street, behind the Italian hospital. The plot has two plans for selection; And all the permits to start constructionTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16437713,
Agricultural,"80,000 sq.m.",Shirak › Haykadzor,"$75,000",USD,Convenient ParkingFarm:Solar stationGas station:For hotel and other business plansThe front part is 300 to 350 mAwaj lineTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17331510,
For General Purpose,400 sq.m.,"Улица Ширакаци 5/7, Гюмри","$23,000",USD,"Продеться земля общего назначения, Город Гюмри, Мармашенское шоссе, рядом с гостиницей Гюмри 400 кв. М20X20m",Nov-25-2022_01-05,https://list.am/en/item/17463654,
For Public Buildings,828 sq.m.,"Կոշտոյան փողոց 18/11, Գյումրի","42,000,000 ֏",AMD,"A plot of land for sale, 3/6 Koshtoyan Street, first line, near the Friendship Park.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18532095,
For Residential Development,1500 sq.m.,"1-ին փողոց, Մայիսյան","$15,000",USD,"Semi-constructed building and land for saleShirak marz, c. May1500 square meters Total area140 square meters. Living spaceFruit treesAuxiliary buildingExchange with a car or payment in installments is also possibleSelling price: $15,000Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18727059,
For Residential Development,410 sq.m.,Shirak › Gyumri,"$30,000",USD,A plot of land with an old building is for sale URGENTLY. The price is negotiable.Translated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18680206,"Electricity, water supply, natural gas, sewerage"
For Residential Development,500 sq.m.,Shirak › Akhuryan,"$3,000",USD,"A plot of land near the house is for sale in the regional center of Akhuryan. Next to the village hall. Second line. It has all the utilities. Very convenient place, very close to the central street.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18602606,"Electricity, water supply, natural gas, sewerage"
For General Purpose,240 sq.m.,"Մովսես Խորենացի փողոց 33/12, Գյումրի","$25,000",USD,"A plot of land for sale in Gyumri city (Ani district) M. At the end of Khorematsi street. Private, negotiable.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18710653,
For Residential Development,400 sq.m.,"Լոմոնոսով փողոց, Գյումրի","$20,000",USD,"Land for salec. Gyumri, G. Nzhdeh square400 square meters Total areaThere is a decision for a residential buildingSelling price: $20,000Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18724959,
Agricultural,"50,000 sq.m.","Մինաս Ավետիսյանի փողոց, Գյումրի","$5,000",USD,The price of 5 hectares of arable land is written per hectareTranslated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18661682,Water supply
For Residential Development,"21,000 sq.m.","Garegin Nzhdeh Avenue, Gyumri",$100,USD,"The total area of the land is 21000 square meters, 2 hectares in the center of the city in the area of the textile industrial factory, suitable for multi-purpose use.Call in case of questions.7/14 Garegin Nzhdehi StreetThe price is $100 per square meterTranslated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18412849,
For Public Buildings,299 sq.m.,"Garegin Nzhdeh Avenue 9, Gyumri","$55,000",USD,"The land is located next to the OK supermarket, in front of the newly built residential district.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18476176,
For Residential Development,360 sq.m.,Shirak › Gyumri,"5,000,000 ֏",AMD,Land (with building)proprietaryTranslated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18680686,"Electricity, water supply, sewerage"
For Residential Development,200 sq.m.,Shirak › Gyumri,"$22,000",USD,"200 sq. M. For sale. M. Plot of land adjacent to Tigran Grand Street, about 50m to the north of Zuyg Bjorn.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18721435,Electricity
For Public Buildings,6000 sq.m.,"Պարույր Սևակի փողոց 20, Գյումրի","30,000,000 ֏",AMD,"The cost per square is 5000 AMD.K. Plot 6, Gyumri Foralberg Street(End of P. Sevak)proprietarythe meaning of residential constructionTranslated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18439226,
For General Purpose,800 sq.m.,Shirak › Maralik,"$3,000",USD,On the north-south highway.Next to the M1 highway (trace)Has electricity and water supply.Translated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18599185,Water supply
For General Purpose,1200 sq.m.,Shirak › Panik,"4,200,000 ֏",AMD,1200 sq/m fertile land with semi-constructed building 130 sq/mTranslated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18650564,
For General Purpose,3000 sq.m.,Shirak › Gyumri,"$80,000",USD,First line. Spring next to the hotel 3000 cmTranslated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18697586,
For General Purpose,500 sq.m.,Shirak › Gyumri,"$35,000",USD,"A plot of land with an area of 500 sq/m is for sale. For details, call the specified tel. By number.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18426726,
For Public Buildings,1200 sq.m.,Shirak › Jajur,"5,500,000 ֏",AMD,"Suitable for recreation areaThere is a house 6*3, there are fruit treesTranslated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18613266,Water supply
For Residential Development,9000 sq.m.,Shirak › Haykavan,"$12,000",USD,Land near the house (0.441ha - 4000m/sq.) and pasture (0.511ha - 5000m/sq.) are for sale.The two are tied together and have a privatization booklet.It is located at the end of Haykavan village on the road leading to Voskehask.The river runs through flat land. There are plenty of trees that are 15 years old or older.The land once had a lake for fish farming (suitable for breeding fish or crayfish)It is a very suitable place to build a house and start your own business.Those interested in real life should call only!Translated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18606128,Electricity
For Residential Development,350 sq.m.,Shirak › Gyumri,"$70,000",USD,I am selling a building (warehouse) in the city center near Vardanants Square (300 meters)Previously used as a warehouse.For more information callTranslated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18669636,"Electricity, water supply"
For General Purpose,600 sq.m.,"Օդանավակայան 2-րդ թաղամաս, Գյումրի","$9,000",USD,"It is for sale VERY URGENT. What is done is visible in the pictures. For details, call or write on whatsapp. The price is negotiable to a real buyer. It can also be exchanged for a car worth up to 2000 dollars.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18539965,
For General Purpose,550 sq.m.,Shirak › Gyumri,"$60,000",USD,"Land in the central part, in front of the ideal store in the vicinity of Royal Furniture.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18626174,
Agricultural,650 sq.m.,"Yerevan Highway, Gyumri","$14,000",USD,"Land for salec. Gyumri, Yerevanyan Highway650 square meters Total areaFruit treesA small buildingFencedSelling price: $14,000Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18713630,
For General Purpose,400 sq.m.,Shirak › Gyumri,"$50,000",USD,For more information call. Negotiable with continuation of van res toranTranslated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18695573,
For Public Buildings,150 sq.m.,"P. Sevak street 15, Gyumri","7,000,000 ֏",AMD,"A plot of land intended for trade and service is for sale in ""Ani"" district. P. At 15\8 Sevak str. , next to ""Basen"" supermarket.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18631687,
For Residential Development,115 sq.m.,Shirak › Gyumri,"$8,500",USD,"The land is privatized: 115 sq/m.It is located next to the newly built ""Friendship Park"", Charles Aznavour (KRUG)Address: Hovsepyan 6/8.Call the specified number on Viber WhatsApp.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18705014,
Agricultural,"32,000 sq.m.",Shirak › Gyumri,"1,500,000 ֏",AMD,"Hurry! 3 hectares of arable land are for sale in the village of Voghji, Shirak Marz. They are currently free (nothing has been sown) There is 1 piece of irrigated land.Price negotiableTranslated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18610898,Water supply
For Public Buildings,300 sq.m.,"8th district, Gyumri","7,500,000 ֏",AMD,"The land is empty, without building, located in Mush DistrictTranslated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18570934,
For Residential Development,300 sq.m.,"Կամոյի փողոց, Գյումրի","$9,200",USD,Urgently sold or exchanged with a car. Privatized land area 300 square metersFor more information callI will listen to suggestionsUrgentTranslated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18441351,
For Residential Development,1000 sq.m.,Shirak › Artik,"$2,000",USD,Срочно продаю цена 2500$,Dec-15-2022_22-14,https://list.am/en/item/18646530,"Electricity, water supply, natural gas, sewerage"
For Public Buildings,400 sq.m.,"Savoyan street, Gyumri","$13,500",USD,"A plot of land is for sale on Savoyan street (next to the TV tower) It is privatized, the price is negotiable.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18506237,
For General Purpose,1200 sq.m.,Shirak › Akhurik,"$6,000",USD,"A fertile plot of land is for sale in Akhurik, on the newly built highway. The land is fertile with 90 fruit trees. The area is completely fenced. There is electricity and water in the land. The sale is very urgent. Price: Conditional.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18687746,"Electricity, water supply, sewerage"
For Residential Development,300 sq.m.,"Gorki Street, Gyumri","$75,000",USD,"In front of the Golden Apricot restaurant, 1 sq. M-$250Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18551682,
Agricultural,1200 sq.m.,Shirak › Azatan,"$5,000",USD,Land for sale c. Freeing. It is also suitable for making a residential structureTranslated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18667339,
For Residential Development,600 sq.m.,"Ջրաշինարարների փողոց 2, Ախուրյան","$32,000",USD,"A plot of land is for sale on 12 Jrashinararneri street of Akhuryan (Kulakavan district, near the Village Hall) The basement floor of a private residential house is ready: 12m×12m, height: 2.5m.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18500782,
Agricultural,"23,000 sq.m.",Shirak › Hatsik,"5,000,000 ֏",AMD,"2.3ha of arable land with water is for sale in Hatsik village of Shirak marz, which has the possibility to expand. The irrigation source runs right next to the plot.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18527197,
For General Purpose,360 sq.m.,"Շառա Տալյան փողոց, Գյումրի","15,000,000 ֏",AMD,The land can be used to build an apartment or any building. The price is negotiable. Contact Vaghinak for details.Translated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18585291,
For General Purpose,450 sq.m.,Shirak › Gyumri,"$40,000",USD,"Վաճառվում է տարածք Ղուկասյան 4 հասցեյով 450կմ, մրգատու ծառերով ֆունդամենտով, կիսակառույց նկուղային հարկով, պարսպոս։Տարածքը գտնվում է կենտրոնին շատ մոտիկ հարակից։Գինե 40000$ սակարկելիի.Продается участок 450кв. М по адресу. Гукасяна 4.на участке имеются более 10 плодовых деревьев, заложен фундамент, подвальное помещение, забор стена из камня, участок находится очень близко к центру города, цена 40000$ возможен торг.",Dec-15-2022_22-14,https://list.am/en/item/18640297,
For Residential Development,2900 sq.m.,Shirak › Gyumri,"$3,000",USD,"A half-built house is for sale (land area 2900 square meters) in the village of Bayandur, which is 12 km from Gyumri. (also exchange for a car)Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18411147,
For Residential Development,1370 sq.m.,Shirak › Gharibjanyan,"3,000,000 ֏",AMD,There is a panel #semi-constructed building with a 128m square area on the side of the house.Only real buyers should call.Translated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18529530,
Agricultural,3431 sq.m.,Shirak › Voghji,"$13,000",USD,I will consider exchange options for an apartment or a car in Gyumri. The property includes an unrenovated 3-bedroom stone house with an area of 122.97 square meters.Translated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18408722,
For General Purpose,493 sq.m.,"Viktor Hambartsumyan street, Yerevan","$300,000",USD,"A plot of land with planning permission (АПЗ) is for sale in Gyumri, the cultural capital of Armenia. It is located in the central part, near Vardanants Square, on the front line.The area of the land is 493 sq/mIt is planned to build 15 m. High hotel complex, which will consist of 1 basement and 4 above-ground floors (the last - attic)According to the project:in the basement there is a kitchen, a laundry room, a spa center, a technical parton the first floor: Reception, waiting room, restaurant, bar, administrative room7 standard and 3 deluxe hotel rooms are designed on the second, third and attic floors.The storey of the building, the architectural style and the black tuff used for the cladding are designed to ensure its conformity with the historical architectural style of the city of Gyumri.• Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18650623,
For General Purpose,8000 sq.m.,"Կոմիտասի փողոց 1-ին նրբանցք, Գյումրի","$50,000",USD,"Land in Gyumri, 8000 square meters, near the former airport.To get acquainted with the price, call the indicated phone number.An exchange option is also possible.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18561753,
For General Purpose,1000 sq.m.,Shirak › Akhuryan,"$32,000",USD,A plot of land and a building are for sale in Akhuryan community (immediately behind the Victoria milk factory)The total area is 1000 square meters.It is provided with water and electricity.The land is privatized.Call on WhatsApp for more information.Bargaining possible.Translated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18636573,"Electricity, water supply"
For Residential Development,900 sq.m.,Shirak › Akhuryan,"$4,000",USD,A plot of 900 square meters near the house is for sale in Akhuryan village. M. The plot has a foundation of 12 m x 11.5 m for 2 floors. The plot is located at the back of the hospital. Call for other questions.Translated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18636164,"Electricity, water supply, natural gas"
For Residential Development,3450 sq.m.,Shirak › Saralanj,"$3,000",USD,"A half-built residential house is for sale in Saralanj village, 5.5 km away from Artik town, Shirak region, 7th street, 1st dead end, 4th house. Basement, seven rooms, walls քը foundation: Monolithic reinforced concrete, roof, windows, doors, bathroom are missing, floor is concrete clean, soil is filled in some parts, the building is half-built, only the main inter-room walls are available. The total area is 113.8 square meters. Land plot for the construction and maintenance of a residential house, 3450 sq. M.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/17728469,
For Residential Development,1000 sq.m.,Shirak › Anushavan,"$1,500",USD,Residential apartment for saleTranslated from Armenian,Dec-15-2022_22-14,https://list.am/en/item/18626245,
Agricultural,4000 sq.m.,Shirak › Beniamin,"1,200,000 ֏",AMD,"The land has water, it is located directly under the irrigation canal, 500m west of the Yerevan-Gyumri highway.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18617458,
Agricultural,7500 sq.m.,Shirak › Beniamin,"2,000,000 ֏",AMD,"The plot is located north of Benjamin, on the peninsula, in the area called ""Tap"", suitable for sowing grain, forage perennial herbs.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18617459,
For Residential Development,6490 sq.m.,Shirak › Ashotsk,"277,956 ֏",AMD,"The property is the collateral of the Bank, which is in the Bankruptcy auction.Shirak region, village Land in Ashotsk, 6490 square meters. The property is a public construction plot.You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.! Attention!All necessary costs arising from the contract and actions will be performed by the successful bidder.Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/15066737,
For General Purpose,120 sq.m.,"Ghukasyan street, Gyumri","$11,000",USD,"CODE 8432Land for salec. Gyumri, Ghukasyan Street120 square meters Total area83 square meters. House plan17 FbsSelling price: $11,000Translated from Armenian",Dec-15-2022_22-14,https://list.am/en/item/18524576,
