Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Parking,Amenities,Appliances,Window Views,The House Has,Links
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,1,Not available,Major Renovation,"Վռամ Կոստանյան փողոց, Վաղարշապատ","13,000 ֏ daily",AMD,"A 2-room apartment with all its utilities is for daily rent. Located in c. On Baghramyan Street in Etchmiadzin. There are grocery stores, food outlets, beauty salon, pharmacy, etc. Nearby. For more information call.Translated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,No,Included,By Agreement,OUtdoor parking,"TElevision, air conditioner, internet","FRidge, washing machine, iron","YArd view, street view",,https://list.am/en/item/17909535
Panels,No,Not available,5,80 sq.m.,3,1,from 2.8 m,4,Open balcony,Cosmetic Renovation,"1district, Metsamor","100,000 ֏ monthly",AMD,The house is fully furnished.Translated from Armenian,Nov-24-2022_17-51,Available,6.0,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18376095
Stone,No,Not available,5,80 sq.m.,3,1,from 2.75 m,4,Open balcony,Designer Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"A full 3-room apartment is for rent on the 4th floor of a new stone building in Etchmiadzin, Mashtots, near the square. Deposit and commission required.New code 7921Translated from Armenian",Nov-24-2022_17-51,,5.0,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18051236
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,4,Closed balcony,Cosmetic Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS108:K. A 2-room apartment on the 5th/4th floor is for rent on Kirov Street in Etchmiadzin. The apartment is fully renovated, has all utilities, wifi and is provided with all the property and appliances. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,3.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/16783080
Stone,No,Not available,3,75 sq.m.,3,1,from 2.75 m,3,Open balcony,Major Renovation,Armavir › Echmiadzin,"95,000 ֏ monthly",AMD,Կոդ AV012Միջնորդավճար 50%Տրվում է վարձով 3 սենյականոց բնակարանԷջմիածին քաղաքի Վազգեն ԱՀարկ 3Մակերեսը 80 քմԱշոտՏրվում է ամբողջ գույքի տեխնիկայի հետՄանրամասների համար զանգահարել...,Nov-24-2022_17-51,Available,5.0,Yes,Yes,Not included,Without prepayment,,,,YArd view,,https://list.am/en/item/13645201
Stone,No,Not available,5,117 sq.m.,5,1,from 2.5 m,4,Open balcony,Old Renovation,"Vazgen Arajin street, Vagharshapat","120,000 ֏ monthly",AMD,"A very comfortable and bright 5-room apartment is for rent in the center of Etchmiadzin. The apartment has all utilities, shops, school and kindergarten are nearby. The apartment also has an open balcony and a nice building yard, which is suitable for parking a car.Translated from Armenian",Nov-24-2022_17-51,Not available,2.0,Yes,No,Not included,2 months,OUtdoor parking,,,VIew of ararat,PLayground,https://list.am/en/item/18261740
Stone,No,Not available,4,32 sq.m.,2,1,from 2.6 m,4,Closed balcony,Euro Renovation,Armavir › Echmiadzin,"160,000 ֏ monthly",AMD,"From January 8, 2023A 1-room apartment + sleeping area is for rent at the intersection next to Etchmiadzin Square, on the first line. There is all the property of the house and household appliances, air conditioner working in cooling and heating mode, constant hot and cold water, open balcony, etc. Deposit and commission required. Suitable for 2-3 people.Code 7767Translated from Armenian",Nov-24-2022_17-51,Available,3.0,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/12872741
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,3,Open balcony,Major Renovation,Armavir › Echmiadzin,"15,000 ֏ daily",AMD,"AS112:Read the text carefully. Q. A very large 3-room apartment is for rent on Mashtots Street in Etchmiadzin. It has furniture, appliances, dishes, linens, internet. The apartment is located on the 5/3rd floor of Mashtots Street. Attention! All utilities, including internet service, are included in the price.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17689995
Stone,No,Not available,3,47 sq.m.,1,1,from 2.6 m,3,Closed balcony,Partial Renovation,Armavir › Tairov,"120,000 ֏ monthly",AMD,"The apartment is located in Tairov, there is electricity, water, gas. If desired, a garage will be provided for an additional fee.Translated from Armenian",Nov-24-2022_17-51,,2.0,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18220498
Stone,No,Not available,5,78 sq.m.,3,1,from 3 m,1,Closed balcony,Major Renovation,Armavir › Echmiadzin,"450,000 ֏ monthly",AMD,"AS126:K. A 3-room apartment on the 5th/4th floor is for rent on Mashtots Street in Etchmiadzin. The apartment is completely renovated, all utilities, property and equipment are available. The cost is AMD 450,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17945964
Stone,No,Available,5,70 sq.m.,3,1,from 3 m,1,Open balcony,Designer Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"AS116:K. A 3-room apartment on the 5/1st floor is for rent on Baghramyan street in Etchmiadzin. The apartment is renovated in a designer style, there is property, appliances, dishes and beds.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,3.0,Yes,No,By Agreement,1 month,,,,,,https://list.am/en/item/17533640
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,2,Open balcony,Designer Renovation,"Улица Паруйра Севака 1, Гюмри","260,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոց բնակարան Գյումրի քաղաքի 58 թաղամասում։Բնակարանը ապահովված է կոմունալ բոլոր հարմարություններով: Մոտակայքում առկա են անհրաժեշտ բոլոր խանութները:(1-ий этаж) Сдается 2-х комнатная квартира в городе Гюмри на квартал 58Квартира оборудована коммуникациями: Горячая и холодная вода, холодильник, стиральная машина, автономное отопление, возможность подключения высокоскоростного интернета. Все необходимые магазины рядом.Translated from Armenian",Nov-24-2022_17-51,,3.0,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/17913244
Stone,No,Not available,5,100 sq.m.,1,1,from 2.8 m,2,Closed balcony,Euro Renovation,"Պարույր Սևակի փողոց 1, Գյումրի","80,000 ֏ monthly",AMD,"A 1-room apartment is for rent in district 58 of Gyumri city. It is equipped with all utilities. Clean and bright apartment, call for details.Code AN010Translated from Armenian",Nov-24-2022_17-51,Available,2.0,Yes,No,Not included,By Agreement,,"TElevision, internet","FRidge, washing machine, water heater, iron",CIty view,,https://list.am/en/item/18203815
Stone,No,Not available,4,33 sq.m.,1,1,from 2.7 m,3,Open balcony,Euro Renovation,Armavir › Echmiadzin,"12,000 ֏ daily",AMD,"1 bedroom apartment for rent on the 4th floor of Shahumyan St. In Etchmiadzin. Property, appliances, calonca, tile, euro door-window, Iron entrance door, open balcony. Only there is no washing machine. Only 1 day costs 13,000.Available from October 6The monthly payment is 130-150000Code 6619Translated from Armenian",Nov-24-2022_17-51,,,,,,,,,,,,https://list.am/en/item/13651239
Stone,No,Not available,5,68 sq.m.,2,1,from 2.8 m,3,Open balcony,Cosmetic Renovation,"Վռամ Կոստանյան փողոց, Վաղարշապատ","150,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոց բնակարան ք. Էջմիածնում։ Կան բոլոր կոմունալ հարմարությունները, գազ, լույս, տաք-սառը ջուր ։ Վարձով է տրվում գույքի հետ միասին։ Մանրամասների համար զանգահարել։ Сдаётся 2 комнатная Квартира в городе Эчмиадзин (улица Врам Костанян) Квартира обеспечена необходимым имуществом и техникой. По всем вопросам звоните по указанному номеру",Nov-24-2022_17-51,Available,3.0,Yes,No,Not included,By Agreement,OUtdoor parking,"TElevision, internet","FRidge, washing machine, iron","YArd view, street view",,https://list.am/en/item/18117123
Stone,Yes,Not available,5,83 sq.m.,4,1,from 3 m,1,Not available,Major Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"AS122:K. A 4-room apartment on the 5/1 floor is for rent on Mashtots Street in Etchmiadzin. The apartment has property, equipment, heating system, bed, etc. The cost is AMD 300,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,5.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17921079
Stone,No,Not available,5,54 sq.m.,2,1,from 2.7 m,2,Open balcony,Partial Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"AS100Q. A 2-room apartment on the 5th/5th floor is for rent on Khorenatsi street in Etchmiadzin. The apartment is partially renovated, the bathroom is tiled. Property and appliances are available, except for the washing machine. The cost is AMD 100,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17063568
Stone,No,Not available,5,40 sq.m.,1,1,from 3 m,1,Open balcony,Cosmetic Renovation,"Մուշ 2 թաղամաս 10-2Ա, Գյումրի","100,000 ֏ monthly",AMD,"Здается в аренду однакомнатная квартира в квартале Муш. Квартира капитально ремонтированно, есть газ, автономное отопление, просторная кухня с кухонным мебелью, стиральная машина.Translated from Armenian",Nov-24-2022_17-51,,3.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18132858
Stone,No,Not available,5,67 sq.m.,2,1,from 2.8 m,2,Not available,Designer Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS123:An apartment is for rent in the center of Etchmiadzin, with utilities provided. It is available both monthly and long-term. The apartment is located on Mashtots Street and is offered fully furnished. There is heating. System and air conditioner.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,3.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17331465
Stone,No,Not available,5,70 sq.m.,3,1,from 2.8 m,2,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"14,000 ֏ daily",AMD,"AS119:K. A 3-room apartment is for rent in the center of Etchmiadzin on the 5th/2nd floor. The apartment has property, appliances, dishes, bed, a rather large spacious balcony. The apartment is for rent both monthly and daily. Call for all details.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_17-51,Available,4.0,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18049565
Panels,No,Not available,2,86 sq.m.,4,1,from 2.8 m,2,Open balcony,Major Renovation,Armavir › Merdzavan,"350,000 ֏ monthly",AMD,"Կոդ` B-23372Վարձով է տրվում 4 սենյականոց բնակարան Մերձավանում՝ 2 հարկանի պանելային շենքի 2-րդ հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տրվում է վարձով անհրաժեշտ գույքի և տեխնիկայի հետ միասին։Գործակալության միջնորդավճարը կազմում է 50%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for rent in Merdzavan. The rooms' quantity is 4 (1 hall and 3 bedrooms) The apartment is newly renovated and is located on the 2nd floor of the 2-storey panel building. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid-granite. The bathroom is combined and tiled, the electric wires and pipes are newly changed. The apartment has a balcony, heating system and is supplied with constant water and gas. The apartment is being rented with necessary furniture and technique devices.The commission of the Real Estate Agency is 50%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-15-2022_21-09,Available,8+,Yes,Yes,Not included,6 months,,,,,,https://list.am/en/item/18568523
Stone,No,Not available,2,99 sq.m.,4,1,from 2.8 m,2,Open balcony,Major Renovation,"Mashtots Street, Armavir","250,000 ֏ monthly",AMD,"Կոդ` B-23390Վարձով է տրվում 4 սենյականոց բնակարան Մերձավանում՝ 2 հարկանի քարե շենքի 2-րդ հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը՝ համակցված, նորաոճ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի քարե ավտոտնակ, բաց լոջա, խորդանոց, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տրվում է անհրաժեշտ կահույքի և տեխնիկայի հետ միասին:Գործակալության միջնորդավճարը կազմում է 50 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for rent in Merdzavan. The rooms' quantity is 4 (a hall and 3 bedrooms) The apartment is newly renovated and is located on the 2nd floor of the 2-storey stone building. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid-granite. The bathroom is combined and modern tiled, the electric wires and pipes are newly changed. The apartment has a stone garage, balcony, storage-room, heating system and is supplied with constant water and gas. The apartment is being rented with necessary furniture and technique devices.The commission of the Real Estate Agency is 50% for showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-15-2022_21-09,Not available,8+,Yes,No,Not included,6 months,,,,,,https://list.am/en/item/18582310
Stone,No,Not available,4,115 sq.m.,3,1,from 2.75 m,1,Open balcony,Major Renovation,"Զվարթնոց թաղամաս, Վաղարշապատ","200,000 ֏ monthly",AMD,"Կոդ՝ B-23346Վարձով է տրվում 3 սենյականոց բնակարան Էջմիածնի Զվարթնոց թաղամասում, 4 հարկանի քարե շենքի 1-ին հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, սալիկ։ Սանհանգույցը՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, ավտոտնակ, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տրվում է կահույքի և տեխնիկայի հետ միասին։Գործակալության միջնորդավճարը կազմում է 50%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for rent in Zvartnots District of Echmiadzin. The apartment is newly renovated and is located of the ground floor of the 4-storey stone building. The entrance door is iron-made, the windows are euro-based, the floor is covered by parquet and is tiled. The bathroom is combined and is tiled, the electric wires and pipes are newly changed. It has a balcony, garage, heating system and is supplied with constant water and gas. The apartment is being rented with furniture and electronic devices.The commission of the Real Estate Agency is 50%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-15-2022_21-09,Available,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18539024
Panels,No,Not available,5,68 sq.m.,2,1,from 2.75 m,3,Closed balcony,Partial Renovation,Armavir › Metsamor,"100,000 ֏ monthly",AMD,Call for detailsTranslated from Armenian,Dec-15-2022_21-09,Available,5,Yes,Yes,Not included,By Agreement,,"Television, internet","Fridge, stove, coffee maker, water Heater, iron","Yard view, city view",,https://list.am/en/item/18709855
Stone,No,Not available,4,34 sq.m.,1,1,from 2.75 m,3,Open balcony,Major Renovation,"Charents street, Armavir","150,000 ֏ monthly",AMD,Capital renovated with all amenities.Translated from Armenian,Dec-15-2022_21-09,Available,2,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18573685
Stone,No,Not available,5,50 sq.m.,1,1,from 2.7 m,1,Closed balcony,Partial Renovation,"Mesrop Mashtotsi St, Vagharshapat","100,000 ֏ monthly",AMD,The apartment is located in the center of Etchmiadzin. Has all utilitiesTranslated from Armenian,Dec-15-2022_21-09,Available,8+,Yes,Yes,Not included,1 month,Outdoor parking,,Water Heater,Park view,Playground,https://list.am/en/item/18673142
Stone,Yes,Not available,5,63 sq.m.,3,1,from 2.7 m,3,Open balcony,Major Renovation,"Վազգեն Առաջինի փողոց, Վաղարշապատ","140,000 ֏ monthly",AMD,"An apartment for rent in the center of Ejmiatsin, 5/3 with its utilities, fully renovated, hot and cold waterTranslated from Armenian",Dec-15-2022_21-09,Available,2,Yes,No,By Agreement,2 months,Outdoor parking,Internet,"Stove, coffee maker, water Heater","Yard view, street view",,https://list.am/en/item/18681727
Panels,No,Not available,5,64 sq.m.,2,1,from 3 m,2,Open balcony,Partial Renovation,Armavir › Armavir,"100,000 ֏ monthly",AMD,"2 rooms can be used for 3, the apartment is given with all property and furniture, MERCURY heating system, discount for servicemen and family members of deceased servicemen.Translated from Armenian",Dec-15-2022_21-09,Available,4,Yes,Yes,Not included,By Agreement,Outdoor parking,"Television, internet","Fridge, stove, washing machine, water Heater","Yard view, park view",Playground,https://list.am/en/item/18724430
Stone,No,Not available,5,66 sq.m.,3,1,from 2.7 m,3,Open balcony,Euro Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"In one of the best buildings in the center of Etchmiadzin, a bright and sunny 3-room apartment is for rent. There is a bathroom, equipment, constant hot and cold water, an open balcony facing south.Translated from Armenian",Dec-15-2022_21-09,Available,4,Yes,No,Not included,2 months,,Television,"Fridge, stove, washing machine","Yard view, street view, view of Ararat",Playground,https://list.am/en/item/18724280
Stone,No,Not available,5,80 sq.m.,3,1,from 3 m,3,Open balcony,Major Renovation,"Manushyan Street 10, Vagharshapat","200,000 ֏ monthly",AMD,"Дом очень солнечный и уютный.Здаётся с мебелью, посудой.Есть все что необходимо для проживания. Есть интернет.",Dec-15-2022_21-09,Available,6,Negotiable,No,Not included,By Agreement,,,"Fridge, stove, washing machine, iron",,,https://list.am/en/item/18646788
Stone,No,Not available,5,48 sq.m.,2,1,from 2.8 m,3,Closed balcony,Old Renovation,Armavir › Armavir,"50,000 ֏ monthly",AMD,1 room with niche. Property: Gas. Water and light. Family is desirable. Write about yourself and then write new questions.Translated from Armenian,Dec-15-2022_21-09,Available,3,Yes,No,Not included,6 months,,,,,,https://list.am/en/item/18540347
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,3,Open balcony,Old Renovation,"Sahmanapahner Street 45, Armavir","160,000 ֏ monthly",AMD,"Normal condition, constant water, gas, gas boiler, heating, oil heaters will be providedYou can call that numberWith property and equipmentClose to the bus station there are shops, a school, a kindergarten, a hospital, a polyclinicMinimum 1 year lease with contractTranslated from Armenian",Dec-15-2022_21-09,Available,3,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18412584
Stone,No,Not available,5,47 sq.m.,1,1,from 2.7 m,2,Closed balcony,Cosmetic Renovation,"Charents street, Vagharshapat","100,000 ֏ monthly",AMD,"A 1-room apartment (with niche) is for rent in the Charents district of Echmiadzin, on the 2nd floor of a 5-story building, the apartment is on the sunny side, it is a stone building.The rent is 110,000Call for detailsHas constant water, electricity, gas.Translated from Armenian",Dec-15-2022_21-09,Available,4,Negotiable,No,Not included,2 months,,,,,,https://list.am/en/item/18040204
Monolith,No,Not available,5,62 sq.m.,2,1,from 2.5 m,4,Multiple balconies,Major Renovation,"Movses Khorenatsi Street, Vagharshapat","250,000 ֏ monthly",AMD,"In good condition, call for detailsTranslated from Armenian",Dec-15-2022_21-09,,,,,,,,,,,,https://list.am/en/item/18330226
Stone,Yes,Not available,2,87 sq.m.,3,1,from 3 m,2,Open balcony,Designer Renovation,"Улица Мовсеса Хоренаци 28, Вагаршапат","20,000 ֏ daily",AMD,"ВОЗМОЖНА ДЛИТЕЛЬНАЯ АРЕНДА. Сдается великолепная квартира, с новым ремонтом. Все удобства для проживания. Отоплние настенными батареями (греются за счет газового котла) На фото все представленно.",Dec-15-2022_21-09,Available,4,Negotiable,Negotiable,Included,By Agreement,Garage,"Television, air conditioner, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron","Yard view, street view, city view",,https://list.am/en/item/18685443
Stone,Yes,Not available,1,40 sq.m.,2,1,from 2.8 m,1,Not available,Major Renovation,"Улица Баграмян, Вагаршапат","13,000 ֏ daily",AMD,"Уютная квартира с огромной благоустроенной территорей. На территори имеются животные разных видов. Имеются дополнительные фото территории, лист не пропускает.",Dec-15-2022_21-09,Available,3,Yes,Negotiable,Included,Without prepayment,"Covered parking, garage","Television, air conditioner, internet, parking space","Fridge, stove, coffee maker, washing machine, water Heater, iron","Yard view, street view, park view, view of Ararat",Playground,https://list.am/en/item/18686925
Panels,No,Available,9,85 sq.m.,4,1,from 2.8 m,6,Closed balcony,Cosmetic Renovation,"Улица Манушяна 11, Вагаршапат","160,000 ֏ monthly",AMD,4-room apartment for rentHeating (baksi)The cost will change in the long termThe agency commission depends on the length of the leaseTranslated from Armenian,Dec-15-2022_21-09,Available,6,Yes,Negotiable,Not included,1 month,Outdoor parking,Television,"Fridge, washing machine","Yard view, street view, view of Ararat",,https://list.am/en/item/18677154
Stone,No,Not available,5,80 sq.m.,4,1,from 2.75 m,4,Open balcony,Designer Renovation,Armavir › Echmiadzin,"280,000 ֏ monthly",AMD,"4-room apartment for rent, Etchmiadzin Mashtotson the street280,000 AMD (negotiable)40% commission4 floorsUtilitiesAlong with property and equipmentCode VE020Translated from Armenian",Dec-15-2022_21-09,,,,,,,,,,,,https://list.am/en/item/18396844
Stone,No,Not available,5,40 sq.m.,1,1,from 2.7 m,1,Open balcony,Partial Renovation,Armavir › Echmiadzin,"120,000 ֏ monthly",AMD,"The price is AMD 120,000 per month+ 50% intermediate fee1-room apartment for rentAlong with the propertyIn the center of Etchmiadzin cityfloor 1The area is 40 square metersAshotFor more information callTranslated from Armenian",Dec-15-2022_21-09,Not available,4,Yes,Yes,Not included,Without prepayment,,,,"Yard view, street view",,https://list.am/en/item/18356983
Stone,No,Not available,5,65 sq.m.,2,1,from 2.7 m,5,Not available,Partial Renovation,Armavir › Echmiadzin,"90,000 ֏ monthly",AMD,2-room apartment for rentApartment on Charents Street in Etchmiadzin50% commissionUtilitiesWooden parquetTranslated from Armenian,Dec-15-2022_21-09,Not available,4,Yes,Yes,Not included,Without prepayment,,Internet,,"Yard view, street view",,https://list.am/en/item/15542487
Stone,No,Not available,5,53 sq.m.,2,1,from 2.75 m,5,Not available,Euro Renovation,"Mesrop Mashtots street 14, Vagharshapat","180,000 ֏ monthly",AMD,"The apartment is fully renovated, has hot and cold water, is equipped with gas, the heating system is Baxi.Translated from Armenian",Dec-15-2022_21-09,Available,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18454631
Stone,No,Not available,4,114 sq.m.,3,1,from 2.8 m,4,Not available,Major Renovation,"Թաիրովի փողոց, Երևան","200,000 ֏ monthly",AMD,"VM1023Apartment for rentArmavir, Tyrov• 114 square meters area• 3 rooms• 4/1st floor/stone/_•thoroughly reconstructed• euro windows•Heating System• the bathroom is tiled• air conditioner• parking lotTranslated from Armenian",Dec-15-2022_21-09,Available,1,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18722793
Stone,No,Not available,5,70 sq.m.,3,1,from 2.8 m,5,Open balcony,Euro Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,Located in the city center with all utilitiesTranslated from Armenian,Dec-15-2022_21-09,,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18420010
Panels,No,Not available,5,61 sq.m.,3,1,from 2.8 m,5,Open balcony,Major Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"A completely renovated apartment is for rent, the apartment has all the amenities.Gas:LightWaterBucks systemКвартира с ремонтом for rent.There are all amenities in the apartment.The apartment is not occupied.Translated from Armenian",Dec-15-2022_21-09,Available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18396501
Stone,No,Not available,3,40 sq.m.,2,1,from 2.75 m,3,Closed balcony,Old Renovation,Armavir › Norakert,"4,000 ֏ daily",AMD,"The apartment is for rent both long-term and short-term, it is located in the village of Norakert, 15 km from Yerevan, on the way to the village of Merdzavan, the property is provided, there is a large supermarket, a kindergarten near the house, the village is the terminus of the 205 number transport, for the rest of the information, call The apartment will be provided from November 21Translated from Armenian",Dec-15-2022_21-09,Available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18440035
Stone,No,Not available,5,77 sq.m.,3,1,from 2.8 m,4,Not available,Old Renovation,Armavir › Echmiadzin,"160,000 ֏ monthly",AMD,"Квартира на улице Баграмяна в Эчмиадзине, рядом 1 супермаркет, в хорошем состоянии, ремонт старый, все коммуникации в наличии, окна евро, отопление, кухня оборудована, техники нет (нет холодильника и стиральной машины), есть стол и стул, 2 односпальные кровати, шкаф для одежды. Подробности по телефону, я собственник, без комиссии, ежемесячная арендная плата 180000 драм.",Dec-15-2022_21-10,Partial Furniture,6,Yes,No,Not included,1 month,,Television,,,,https://list.am/en/item/18720699
Stone,No,Not available,4,36 sq.m.,2,1,from 2.7 m,3,Open balcony,Designer Renovation,Armavir › Armavir,"200,000 ֏ monthly",AMD,"A luxuriously renovated and uninhabited apartment is for rent in the center of Armavir city, in Yerevanyan 18 building. The apartment is equipped with necessary new furniture and appliances. It has a beautiful balcony opening directly onto the busy street, soundproof and thermally insulated doors and windows, air conditioner. A large number of shops, mall, entertainment places, bus stop, bus station, railway station and church are nearby. In short, ideal conditions have been created for a beautiful and comfortable life.Translated from Armenian",Dec-15-2022_21-10,Not available,4,Negotiable,Negotiable,Not included,1 month,,"Air conditioner, internet","Fridge, stove, microwave, washing machine, water Heater","Street view, city view, view of Ararat",,https://list.am/en/item/18720580
Monolith,Yes,Not available,2,35 sq.m.,1,1,from 3 m,2,Not available,Designer Renovation,"Admiral Isakov Avenue, Yerevan","200,000 ֏ monthly",AMD,Renting a Single Newly Built Studio fully furnished and utilities included. Only 7 kilometers from center of Yerevan. All new furniture. Available for short and long term lease and rent. Near by bus station and grocery store.Аренда одной недавно построенной студии полностью меблирована и коммунальные услуги включены. Всего в 7 километрах от центра Еревана. Вся новая мебель. Доступно для краткосрочной и долгосрочной аренды и аренды.,Dec-15-2022_21-10,Available,3,Yes,Yes,Included,2 months,Outdoor parking,"Air conditioner, internet, parking space","Fridge, washing machine, water Heater",City view,,https://list.am/en/item/18702669
Panels,No,Available,9,75 sq.m.,2,1,from 2.8 m,4,Closed balcony,Major Renovation,"Զվարթնոց թաղամաս, Վաղարշապատ","240,000 ֏ monthly",AMD,Heating system constant water gas lightTranslated from Armenian,Dec-15-2022_21-10,,,,,,,,,,,,https://list.am/en/item/18405561
Stone,No,Not available,5,74 sq.m.,3,2,from 3 m,4,Closed balcony,Euro Renovation,"Vazgen Arajin street, Vagharshapat","280,000 ֏ monthly",AMD,"There are all utilities, fast Wi-Fi connection, TV with cable channels, Fondital heating system, euro windows, sunny side, there are kindergarten, shops, school nearby, there is also daily rent for minimum 5 days, 13000 drams per day.Translated from Armenian",Dec-15-2022_21-10,Available,6,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18538875
Panels,No,Not available,5,120 sq.m.,4,1,from 2.75 m,3,Open balcony,Designer Renovation,"Զվարթնոց թաղամաս, Վաղարշապատ","250,000 ֏ monthly",AMD,"In the case of a 1-year contract: 150,000 AMD per monthTranslated from Armenian",Dec-15-2022_21-10,,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18533281
