Type,Floor Area,Address,Price,Currency,Description,Datetime,Prepayment,Utilities,Amenities,Links
Garage,14 sq.m.,"Проспект Комитаса 60/10, Ереван","35,000 ֏",AMD,"Сдаем гараж с ямой в аренду. Находится во дворе жилого дома.Վարձակալում ենք փոսային ավտոտնակ, կարող է օգտագործվել որպես պահեստ.",Nov-24-2022_16-43,,,,https://list.am/en/item/17257857
Garage,24 sq.m.,"Romanos Meliqyan street, Yerevan","30,000 ֏",AMD,The garage is rented to park a carTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17954933
Parking Space,10 sq.m.,"Verin Antarayin Street 123/3, Yerevan","30,000 ֏",AMD,Сдается комфортный паркинг на первом этаже новостройки,Nov-24-2022_16-43,,,,https://list.am/en/item/18120587
Garage,34 sq.m.,"Halabyan Street, Yerevan","$12,000",USD,"A stone garage is for sale on Halabyan street, in fizgorodok. Area 33.6 square meters for two cars; The garage has a certificate of ownership; PRICE $ 12,000Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/16229888
Parking Space,20 sq.m.,"Buzand St 1,3","60,000 ֏",AMD,"-1 floor, underground, security 24 hours, camerasTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/14896760
Parking Space,90 sq.m.,"Artashisyan street, Yerevan","60,000 ֏",AMD,"The area enclosed by the nave is adjacent to the hospital, with a storage area at the back.Translated from Armenian",Nov-24-2022_16-43,1 month,,,https://list.am/en/item/17222804
Garage,24 sq.m.,"Vardanants Street 26, Yerevan","60,000 ֏",AMD,"A metal garage of 24 square meters is for rent in the yard of Vardanants 28 building in Yerevan, Mets Kentron Meter area.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18245311
Garage,36 sq.m.,"Paronyan street 22, Yerevan","5,000,000 ֏",AMD,"Garage for 2 cars, 36 square meters owned, all necessary documents available.Translated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/15036575
Parking Space,10 sq.m.,"Tsarav Aghbyuri Street 55/11, Yerevan","30,000 ֏",AMD,Call for detailsTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17660771
Parking Space,18 sq.m.,Yerevan › Arabkir,"20,000 ֏",AMD,"Parking lot for rent in the dream district, on Adontsi street.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18059608
Garage,27 sq.m.,"Vagharsh Vagharshyan street 18, Yerevan","50,000 ֏",AMD,"Քարե ավտոտնակ Վաղարշ Վաղարշյան 18շենքի դիմաց, հոսանք առկա է, դարպասին կա երկու փական, ավտոտնակը չոր է։ Каменный гараж Вагарша Вагаршяна перед домом 18, электричество есть, на воротах две замка, гараж сухой.",Nov-24-2022_16-43,6 months,,,https://list.am/en/item/17862728
Garage,20 sq.m.,"Սեբաստիայի փողոց 1, Երևան","$12,000",USD,"For sale, following the ideal of a two-story Sebastia garageTranslated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/17092258
Garage,32 sq.m.,"Mesrop Mashtots Avenue, Yerevan","90,000 ֏",AMD,"VERY URGENTLY. A two-story garage (garage + basement) is for rent, under the Mashtots 45A building. Entrance from Sarmeni street.It is equipped with electricity, security camera.It is also suitable for warehouse, business, commercial activities. The area is very dry.I will also cooperate with mediators.The price is negotiable, depending on the term and deposit. There is no such garage-padwal in the area under the mentioned conditions.Translated from Armenian",Dec-15-2022_20-27,1 month,"Electricity, heating, electric car charging","Video surveillance, 24/7 security",https://list.am/en/item/18696926
Garage,18 sq.m.,Yerevan › Erebuni,"30,000 ֏",AMD,"Stone garage for rent, 18 square metersTranslated from Armenian",Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18651969
Parking Space,18 sq.m.,Yerevan › Arabkir,"30,000 ֏",AMD,"Nikogayos Adonts 4/3, parking lot number 148Translated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18622345
Garage,25 sq.m.,Yerevan › Kanaker-Zeytun,"30,000 ֏",AMD,It is a normal stone garage. It is not wet. It is located near private housesTranslated from Armenian,Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18447873
Garage,57 sq.m.,"Դավթաշենի 1-ին փողոցի 1-ին նրբանցք, Երևան","80,000 ֏",AMD,"The garage is rented for parking the car, there is water and a toilet in the garage, we can negotiate the price for using other facilities.Translated from Armenian",Dec-15-2022_20-27,Without prepayment,,,https://list.am/en/item/18387521
Parking Space,22 sq.m.,"Dzorapi street 40, Yerevan","40,000 ֏",AMD,"Parking is for rent in building 40, Dzorap streetTranslated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/17231395
Garage,20 sq.m.,"Улица Авета Аветисяна 80, Ереван","33,000 ֏",AMD,"Сдам подземный гараж, сухой.Въезд с перекрёстка улиц Аветисяна и Вахаршяна (прям у светофора), выезд на улицу В. Амбарцумяна (бывш. Гайдара), есть электричество, полки стеллажи по трём сторонам, смотровая яма.Цена /торг/ обратно пропорциональна сроку аренды.",Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18566253
Garage,32 sq.m.,"Halabyan Street, Yerevan","25,000 ֏",AMD,"Garage for 2 cars for rent, call for detailsTranslated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18726570
Garage,20 sq.m.,"Garegin Nzhdeh Street, Yerevan",$200,USD,For more information callTranslated from Armenian,Dec-15-2022_20-27,Without prepayment,,,https://list.am/en/item/18510022
Garage,80 sq.m.,"Հաղթանակի 1-ին փողոց 1/26, Երևան","150,000 ֏",AMD,A very comfortable and clean garage in an active service stationsex viz service boxer box garageTranslated from Armenian,Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18474627
Garage,30 sq.m.,"Azatutyan Avenue 9/4 null, Yerevan","30,000 ֏",AMD,"A stone space is for rent at 9/4 Azatutyan avenue, 33, which is intended for a garage and a warehouse. Three-phase power is availableThe sale of the area is also being considered.Translated from Armenian",Dec-15-2022_20-27,1 month,Electricity,,https://list.am/en/item/18725711
Garage,200 sq.m.,"Gusan Sheram Street, Yerevan","200,000 ֏",AMD,Гаражное помешение подойдет под склад,Dec-15-2022_20-27,,,,https://list.am/en/item/18578360
Parking Space,80 sq.m.,"Վազգեն Սարգսյան փողոց 10, Երևան","300,000 ֏",AMD,Parking is available for rentTranslated from Armenian,Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18490633
Garage,50 sq.m.,"Arshakuniats Avenue, Yerevan","50,000 ֏",AMD,A garage is for rent near Yerevan Mall.Translated from Armenian,Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18592036
Garage,90 sq.m.,"Ֆուչիկի 2-րդ նրբանցք 11/5, Երևան","400,000 ֏",AMD,"Garage, box room, workshop,3 boxes, each 30 square meters.Call for detailsTranslated from Armenian",Dec-15-2022_20-27,2 months,"Electricity, water, electric car charging",Video surveillance,https://list.am/en/item/18643690
Garage,16 sq.m.,"Derenik Demirchyan street, Yerevan","$40,000",USD,"Garage for sale in Yerevan Kentron D. At 27 Demirchyan Street, Building 4, GarageLand: 0.00186 Ha leaseGarage: 16.8 square meters propertyTranslated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18723491
Garage,18 sq.m.,"Vagharsh Vagharshyan Street, Yerevan","40,000 ֏",AMD,"Վարձով ավտոտնակ Արաբկիր, Վ. Վաղարշյան 15 շենքի բակում։Сдается в аренду гараж по адресу Ереван, Арабкирский район, ул. Вагаршяна 15.",Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18394936
Parking Space,20 sq.m.,Yerevan › Davitashen,"15,000 ֏",AMD,"READ UNTIL THE END!There are 3 garages, in one of which it is possible to park up to 4, in the other 2, in the 3rd 1 car, as well as storage areas for storing different types of goods! For rent only LONG-TERM, NOT PROVIDED FOR DAILY USE! Garages and storage areas are safe! It is provided only as a long-term parking (parking), or unused goods (for example, household goods), for storage, for carrying out activities are not provided. Each car costs 20,000 AMD per month in case of parking for 1-12 months, 15,000 AMD per month in case of parking for 1 year or more.Areda garage:Garage rentGarage for rentGarage for rentRent garage:Parking:Angar:Parking:Parking:WarehouseATTENTION!IT IS ALSO NOT POSSIBLE TO OPERATE A CAR WASHING POINTTranslated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/13152080
Garage,45 sq.m.,Yerevan › Ajapnyak,"150,000 ֏",AMD,"A 2-car stone garage is for rent in District 16 (first chain), in an area adjacent to the first line. The space is vaulted, clean and dry. Can serve as a garage, warehouse or production space.There is three-phase electricity, water, Wi-Fi (cheap tariff)Gasification is also possibleFor details, call the indicated numberTranslated from Armenian",Dec-15-2022_20-27,By Agreement,"Electricity, water",Video surveillance,https://list.am/en/item/17678564
Parking Space,18 sq.m.,"Նիկողայոս Ադոնց փողոց, Երևան","25,000 ֏",AMD,"Parking for rentThe parking lot is located in the underground part of the newly built building in Erz district, 6/2. There is a security service.Translated from Armenian",Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18463771
Garage,24 sq.m.,"Vardanants Street 28, Yerevan","55,000 ֏",AMD,Comfortable garage in the yard of Vardanants 28 buildingTranslated from Armenian,Dec-15-2022_20-27,1 month,,,https://list.am/en/item/17677268
Garage,35 sq.m.,"Դավթաշեն 1-ին թաղամաս 20, Երևան","50,000 ֏",AMD,"Stone garage, garage for 2 cars, 2-way entrance.Will be free from January 1.Translated from Armenian",Dec-15-2022_20-27,1 month,Electricity,,https://list.am/en/item/18603799
Garage,20 sq.m.,"Vagharsh Vagharshyan street, Yerevan","60,000 ֏",AMD,Собственник. Во дворе 19 дома.,Dec-15-2022_20-27,1 month,Electricity,,https://list.am/en/item/18607332
Parking Space,"20,000 sq.m.",Yerevan › Erebuni,"500,000 ֏",AMD,"Warehouse plots for rent in the rear of Haykop base, suitable for container warehouses, if you don't want to pay for storage, buy a container and we provide spaces at very affordable prices. A new approach to warehouse tenants. Endless places also amenities.Can be used for business purposes of truck maintenance/washing/repairing and similar activities.Trucks for rent very large  parking lot  3 k from Tetsi Krug. Vehicles of any number and size can be parked on Arin Berdi street near the Haykop base with a distance of m. Parking lot.1000 square meters of industrial land for long-term lease. From m to 70,000 sq. At the rear of the M Haykop base. I exchange production land with luxury cars Lexus, Mercedes, Prado, Bentley, Rolls, from 30,000 to 300,000. The area is suitable for manufacturing, warehouses, parking lots, terminals, spare parts market, betonuzel, sarnaras, very large markets and similar businesses. The difference in the exchange price with a surcharge from us or you. There is a local business offer different from basalt  asphalt, concrete, and other types  we have a big opportunity to produce shebe, we have space, we have basalt, daily flow of 30 to 50 trucks, the cost of basalt is 0, if there are those who want to invest money for the mill, we are ready to cooperate, it is a very profitable offer. Profit from 20 to 30 million and more per month.We provide for rent  Autorasculachitis  areas 1000 sq. From m to 5000 sq. Making the M area a big market for spare parts, dismantle the cars and sell the parts on the spot. Limited 100 seats planned. The area is located 2 km from Tetsi hardware market. With a distance of m. Behind Hakop base. One container  + 1000 sq. The cost of renting an area is AMD 200,000 per month.We build and sell (boxers) on our own land at Erebuni / Arin Berd 15/1 in the rear of Haykop base. The projected size of the land is 200 sq. M garage 5*10=50 sq. The cost is AMD 10 million. We also have garages for trucks of various sizes according to the order project.Warehouse plots for rent in the rear of Haykop base, suitable for container warehouses, if you don't want to pay for storage, buy a container and we provide spaces at very affordable prices. A new approach to warehouse tenants. Endless spaces and conveniences.Can be used for business purposes of truck maintenance/washing/repairing and similar activities.Warehouse plots for rent in the back of the Aykop base, suitable for container warehouses, if you don't want to pay for storage, buy a container and we will provide space at very affordable prices. New approach to warehouse tenants Infinite spaces and conveniences.It can be used for commercial purposes for servicing/washing/repairing trucks and similar activities.WE PROVIDE COMFORTABLE AREAS FOR ACTIVITIES (DISCLOSURE) MARKET BASEАвтораскулачить рынок запчастей:3 MONTHS FOR FREE We rent out areas from 1000 to 5000 square meters, turning the territory into a large second-hand parts market, disassembling cars and selling spare parts on the spot. A limited number of 100 places are planned. В тылу базы Aykop. One container + area 1000 sq. М, the cost of rent is 200,000 AMD per month. If the container is free from you for 3 months.We also build and sell (boxes) on our own land plot at Erebuni/Arin Berd 15/1, behind Aykop base. The planned size of the land is 200 sq. M. (Box) garage 5*10=50 m. The cost is 10 mln. Dram. , garages of different area according to the project under order.WE PROVIDE CONVENIENT AREAS TO DO (RASKULACHIT) MARKET BASE         Auto rasculachit spare parts marketWe Provide 3 MONTHS FREE OF CHARGE  Autorasculachitis  areas 1000 sq. From m to 5000 sq. Making the M area a big market for spare parts, dismantle the cars and sell the parts on the spot. Limited 100 seats planned. The area is located 2 km from the Tetsi market. With a distance of m. At the rear of the Haykop base. One container  + 1000 sq. The cost of renting an area is AMD 200,000 per month. If the container from you 3 months free.We also build and sell (boxers) on our own land at Erebuni / Arin Berd 15/1 in the rear of Haykop base. The projected size of the land is 200 sq. M (Box) garage 5*10=50 sq. The cost is AMD 10 million. We also have garages for trucks of various sizes according to the order project.Translated from Armenian",Dec-15-2022_20-27,2 months,,,https://list.am/en/item/18556962
Parking Space,18 sq.m.,"Նիկողայոս Ադոնց փողոց, Երևան","25,000 ֏",AMD,"Parking lot in Adonts 6/1 building, has security service.Translated from Armenian",Dec-15-2022_20-27,Without prepayment,Electricity,"Video surveillance, 24/7 security",https://list.am/en/item/18500794
Parking Space,20 sq.m.,Yerevan › Ajapnyak,"30,000 ֏",AMD,"Parking space for rent at Arzumanyan 8/1. 30,000 AMD per month.Translated from Armenian",Dec-15-2022_20-27,Without prepayment,Electricity,"Automatic gates, video surveillance",https://list.am/en/item/18632959
Garage,24 sq.m.,"Sundukyan Street 15, Yerevan","20,000 ֏",AMD,Զանգահարել -10:00-20:00,Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18721409
Parking Space,900 sq.m.,Yerevan › Malatia-Sebastia,"300,000 ֏",AMD,900 square meter paved and fenced lot for rentTranslated from Armenian,Dec-15-2022_20-27,,,,https://list.am/en/item/18580866
Parking Space,19 sq.m.,"Nikoghayos Adonts street, Yerevan","100,000 ֏",AMD,"A parking space is for rent in Eraz residential district, in Adontsi 4/3 building, the fee for 6 months is 100,000 AMDTranslated from Armenian",Dec-15-2022_20-27,6 months,,"Video surveillance, 24/7 security",https://list.am/en/item/18683400
Garage,40 sq.m.,"2-й квартал Давташен 6, Ереван","50,000 ֏",AMD,3.4x12For 2 carsTranslated from Armenian,Dec-15-2022_20-27,By Agreement,Electricity,,https://list.am/en/item/18720782
Garage,24 sq.m.,"Vardanants Street 28, Yerevan","55,000 ֏",AMD,"The garage is located in the courtyard of Vardanants building 28, it is large, it can accommodate 2 carsTranslated from Armenian",Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18087144
Garage,30 sq.m.,"Bashinjaghyan street, Yerevan","60,000 ֏",AMD,"Garage for rentStone safe place for 2 cars, you can use it for any purpose, it has water, electricityTranslated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18508134
Garage,18 sq.m.,"Улица Фучика 5, Ереван","20,000 ֏",AMD,Металлический гараж,Dec-15-2022_20-27,3 months,,,https://list.am/en/item/18644745
Garage,30 sq.m.,Yerevan › Arabkir,"35,000 ֏",AMD,"The garage is located at the back of Yeritsyanner market, in the yard of building 23/1. Minimum period of 6 months. Write on viber or whatsapp.Translated from Armenian",Dec-15-2022_20-27,2 months,,,https://list.am/en/item/18662710
Garage,50 sq.m.,Yerevan › Erebuni,"90,000 ֏",AMD,"Сдаётся гараж, на 2 машины. Можно под склад или хранение вещей. Удобное месторасположение, в 30 м от ул Ростомян",Dec-15-2022_20-27,1 month,Electricity,Video surveillance,https://list.am/en/item/18682450
Parking Space,20 sq.m.,Yerevan › Kentron,"50,000 ֏",AMD,"Сдается в аренду гараж место для для машины в закрытом паркинге элитного дома на Северном проспекте- Hyusisain poghota.Долгосрочно.На территории есть видеонаблюдение, охрана, освещение.Տրվում է վարձով գառաժ ավտոկայանատեղ- փակ պարքինգում Հյուսիսաին Պողոտաի էլիտար բնակելի շենքի պարկինգում։Լուսավորվաց, տեսախցիկներով վերհսկվում է պարետի կողմից տարացքը։Երկարաժամկետ",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18117650
Parking Space,18 sq.m.,Yerevan › Arabkir,"25,000 ֏",AMD,"A parking space for rent in the parking lot of the 4th building of Adontsi, 18 square meters.Translated from Armenian",Dec-15-2022_20-27,By Agreement,,"Video surveillance, 24/7 security",https://list.am/en/item/18717652
Garage,18 sq.m.,Yerevan › Arabkir,"25,000 ֏",AMD,Stone garage for rent.Translated from Armenian,Dec-15-2022_20-27,Without prepayment,,,https://list.am/en/item/18701618
Garage,20 sq.m.,"Քանաքեռ 1-ին փողոց null, Երևան","120,000 ֏",AMD,"Space for rent, very suitable for electrician, vulcanization. If you have any questions, call...Translated from Armenian",Dec-15-2022_20-27,By Agreement,"Electricity, water",,https://list.am/en/item/18717612
Parking Space,20 sq.m.,"Հասմիկի փողոց, Երևան","20,000 ֏",AMD,"Space is provided as a storage, semi-basement, equipped with ventilation and security systems.Translated from Armenian",Dec-15-2022_20-27,1 month,Electricity,,https://list.am/en/item/18568583
Garage,18 sq.m.,"Թոթովենցի փողոց 6/2, Երևան","15,000 ֏",AMD,A garage is for rent in the 2nd block of Nor NorkTranslated from Armenian,Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18655846
Garage,28 sq.m.,"Nansen street lane 5, Yerevan","50,000 ֏",AMD,"Сдается железный гараж в 1 массиве, долгосрочную аренду, 1-я линия, ул. Нансена, 5 рядом парк, церковь, Площадь: 28 кв/м.В окрестностях: Рынок, Мега Молл, банки.Звоните, чтобы узнать более дательную информацию.",Dec-15-2022_20-27,Without prepayment,,,https://list.am/en/item/18398830
Garage,20 sq.m.,"Anastas Mikoyan street, Yerevan","22,000 ֏",AMD,"NEWLY BUILT IN THE BUILDING. VARCOVe: Garage for rent, parking lot, in front of Mikoyan 2/3 Armenia TV, with Bokonik supermarket, under the white new building, on the ground floor, controlled by cameras, bright, safethe elevator goes down to that floor.Dimensions 3.10 m X 6.60 m.Translated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/15835114
Garage,26 sq.m.,"Կարապետ Ուլնեցու փողոց 30Ա, Երևան","50,000 ֏",AMD,Garage for rent in Monument.Translated from Armenian,Dec-15-2022_20-27,2 months,,,https://list.am/en/item/18583088
Garage,18 sq.m.,"Tigran Petrosyan street 1, Yerevan","15,000 ֏",AMD,"Garage for rent, in excellent condition, dry.Translated from Armenian",Dec-15-2022_20-27,2 months,Electricity,,https://list.am/en/item/18699447
Garage,50 sq.m.,"Դավթաշեն 1-ին թաղամաս 10 null, Երևան","80,000 ֏",AMD,"An underground garage is for rent, 2 attached garages with separate gates, it has a separate door exit from the garage itself, that is, its own exit, no one else can use it, the ceiling is very high, the length is 7 meters by 7, the floor is concrete, very easy access, right in front of Evoka bank. Entrance from the main street, garage under the football field, call for details and priceTranslated from Armenian",Dec-15-2022_20-27,3 months,Electricity,,https://list.am/en/item/18694642
Garage,55 sq.m.,"Bashinjaghyan deadlock, Yerevan","70,000 ֏",AMD,"Garage for rentQuarter near Gevorg Chausi Square2 rooms, high ceiling. The area is suitable as:Workshop or warehouseto use.Translated from Armenian",Dec-15-2022_20-27,1 month,"Electricity, water",24/7 security,https://list.am/en/item/18625914
Garage,50 sq.m.,Yerevan › Nor Nork,"80,000 ֏",AMD,Urgent. A car box is for rent. It is an active car service. It is located at 132 Davit Bek. Call for details.Translated from Armenian,Dec-15-2022_20-27,1 month,"Electricity, water",Video surveillance,https://list.am/en/item/18656448
Garage,28 sq.m.,"Նար-Դոսի փողոց 73Ա, Երևան","50,000 ֏",AMD,"Price for sale is $25,000For 2 carsTranslated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18377804
Garage,40 sq.m.,"Nazarbekyan block, Yerevan","20,000 ֏",AMD,Stone garage. Renovated.Translated from Armenian,Dec-15-2022_20-27,2 months,,,https://list.am/en/item/18498424
Garage,60 sq.m.,Yerevan › Malatia-Sebastia,"130,000 ֏",AMD,"Space for rent for Box car service, etc. , there is yamaha, suitable for khadavik, gazavik, blow-blower, motorist, etc.The space is enough to work on 2 cars at the same time.The intersection of Malatia-Sebastia and Shahumyan 18 streets, near the 999 gas stationTranslated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18662645
Garage,18 sq.m.,"Atoyan street passing, Yerevan","40,000 ֏",AMD,"A garage for rent, suitable for use as a workshop, has electricity and a separate meter. Located in Atoya Pass, the picture shows a different garageTranslated from Armenian",Dec-15-2022_20-27,2 weeks,Electricity,,https://list.am/en/item/18571171
Garage,30 sq.m.,"Nar-Dos street, Yerevan","35,000 ֏",AMD,"The garage is located in the yard of the residential area, very convenient to use as storage.Translated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18616428
Parking Space,18 sq.m.,"Nikoghayos Adonts street 6, Yerevan","20,000 ֏",AMD,Parking lot of Nikohayos Adonts 6 building. It is located 35-40 meters from the parking lot entrance. Parking:Translated from Armenian,Dec-15-2022_20-27,,,,https://list.am/en/item/18389748
Garage,18 sq.m.,Yerevan › Arabkir,"30,000 ֏",AMD,Underground garage 3*6 for rentTranslated from Armenian,Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18709912
Parking Space,18 sq.m.,Yerevan › Arabkir,"20,000 ֏",AMD,Adonts 4/3 addressNear the main entrance and elevatorTranslated from Armenian,Dec-15-2022_20-27,Without prepayment,,24/7 security,https://list.am/en/item/18688188
Garage,18 sq.m.,"Avan-Arinj 1st micro, Yerevan","25,000 ֏",AMD,"A stone garage is for rent/for sale in Avan ArinjThe garage is located in Avan Arinj 1 microdistrict, near buildings 1/7, 1/8. There is a car wash next doorTranslated from Armenian",Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18216235
Garage,20 sq.m.,"Galshoyan street, Yerevan","20,000 ֏",AMD,Next to the blind buildingTranslated from Armenian,Dec-15-2022_20-27,1 month,Electricity,,https://list.am/en/item/18656371
Garage,19 sq.m.,Yerevan › Kentron,"40,000 ֏",AMD,Garage for rent. For more information call.Translated from Armenian,Dec-15-2022_20-27,Without prepayment,,,https://list.am/en/item/18593418
Garage,20 sq.m.,"Դավիթ Մալյան փողոց 8, Երևան","$7,000",USD,Hurry! For more information callTranslated from Armenian,Dec-15-2022_20-27,By Agreement,,,https://list.am/en/item/18707273
Garage,20 sq.m.,Yerevan › Ajapnyak,"25,000 ֏",AMD,"20 square meters for rent. M. Stone garage in district 15, next to Garage Mall.Near the intersection of Shiraz and Mazmanyan streets.Translated from Armenian",Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18705059
Garage,60 sq.m.,"Հաղթանակի 1-ին փողոց 1/23, Երևան","100,000 ֏",AMD,"The boxer is in ideal condition, the boxer is in good condition, call for the rest.Translated from Armenian",Dec-15-2022_20-27,,,,https://list.am/en/item/18508024
Garage,30 sq.m.,"Arno Babajanian street 87, Yerevan","25,000 ֏",AMD,"Garage comfortable, covered, with electricityTranslated from Armenian",Dec-15-2022_20-27,1 month,Electricity,,https://list.am/en/item/18634999
Parking Space,18 sq.m.,"Նիկողայոս Ադոնցի փողոց 6/2, Երևան","25,000 ֏",AMD,"Parking lot #4 is for rent at Adonts 6/2, near the first entranceTranslated from Armenian",Dec-15-2022_20-27,By Agreement,,"Automatic gates, video surveillance, 24/7 security",https://list.am/en/item/18586837
Garage,60 sq.m.,Yerevan › Shengavit,"130,000 ֏",AMD,"It is for rent or 5050 car maintenance point is related to the car service, there is always a jobTranslated from Armenian",Dec-15-2022_20-27,,,,https://list.am/en/item/18431971
Garage,18 sq.m.,"Avan-Arinj 2nd micro, Yerevan","20,000 ֏",AMD,"A garage is for rent near building 2/8 of the 2nd microdistrict of Avan-Arinj, next to the kindergarten, close to the road, panel covering (кровля), the floor is concrete, there is a pit.Translated from Armenian",Dec-15-2022_20-27,Without prepayment,,,https://list.am/en/item/18607720
Garage,15 sq.m.,Yerevan › Kanaker-Zeytun,"15,000 ֏",AMD,"The garage is located in Monument, Armen Tigranyan 5 building, for more details visitTranslated from Armenian",Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18638834
Garage,18 sq.m.,"Jrvezh 1-st street, Yerevan","20,000 ֏",AMD,"The garage is located at the beginning of the road leading to Jrvezh village, very close to the buildings. The garage is metal. For long-term rent.Translated from Armenian",Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18408680
Garage,30 sq.m.,Yerevan › Kentron,"60,000 ֏",AMD,Stone garage in CharentsIt is provided with electricity and waterCall in case of questionsTranslated from Armenian,Dec-15-2022_20-27,2 months,"Electricity, water",,https://list.am/en/item/18677714
Garage,20 sq.m.,"Khaghag Don street, Yerevan","$6,000",USD,"Stone garage for urgent sale at 17 Athirin Don Street, call for detailsTranslated from Armenian",Dec-15-2022_20-27,Without prepayment,,,https://list.am/en/item/18593555
Garage,24 sq.m.,"Avan-Arinj 1st micro, Yerevan","20,000 ֏",AMD,"A dry garage in good condition is for rent, urgently in Avan Arinj, it is located above the technical center and the bistro, the price is AMD 20,000Translated from Armenian",Dec-15-2022_20-27,Without prepayment,,,https://list.am/en/item/18547164
Parking Space,61 sq.m.,Yerevan › Kentron,"400,000 ֏",AMD,"Сдаётся 2 комнатная квартира в центре на улице Ерванд Кочар 9/7этаж, квартира светлая со всеми удобствами",Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18572316
Garage,23 sq.m.,"Boryan street 2, Yerevan","25,000 ֏",AMD,A garage is for rent in the first block.Translated from Armenian,Dec-15-2022_20-27,1 month,,,https://list.am/en/item/18656920
Garage,20 sq.m.,"Azatutyan Avenue lane, Yerevan","30,000 ֏",AMD,"Сдается металлический гараж на пр. Азатутян. За магазином НОР ЗОВК. Есть электричество, сухой и теплый гараж. Цена 30 т. Драм.",Dec-15-2022_20-27,1 month,Electricity,,https://list.am/en/item/18607753
Parking Space,1600 sq.m.,"Արցախի պողոտա 47/3, Երևան","200,000 ֏",AMD,"Վարձով է տրվում մեծ բեռնատար մեքենաների ավտոկայանատեղի 1600Քմ կարող է ծառայել նաև մարդատարի համար: Շինանյութի բաց պահեստ նմանատիպ գործունեյությունների համար: Ավտո պահեստամասերի օկտագործված: Տարածքում կա 70ք. Մ փակ պահեստ:Մետաղների ընդուման կետ.Վարձակալության է տրվում Բեռնատարների շատ մեծ ավտոկայանատեղի Տեցի կռուգից 3 կ. Մ հեռավորությամբ Հայկոփ բազայի մոտակայքում Արին բերդի փողոցում կարող է կայանել ցանկացած քանակի մեծությանըոխնիկաներ և մեքենաներ: Կայանատեղի:Сдается очень большая стоянка для грузовых автомобилей, в 3 км от круга Тетси, рядом с базой Айкоп, на улице Арин Берди, можно парковать любого размера. Автостоянка.A very large parking lot for trucks is for rent, 3 km from Tetsi krug, near the Haykop base, on Arin Berdi street, it can be parked in any size. Parking lot.Translated from Armenian",Dec-15-2022_20-27,,,,https://list.am/en/item/17814182
Garage,26 sq.m.,"Sevan street, Yerevan","35,000 ֏",AMD,"A 26 square meter garage is for rent in Zeytun, in the yard of building 90 in Sevak.Translated from Armenian",Dec-15-2022_20-27,By Agreement,,Automatic gates,https://list.am/en/item/18658796
Garage,50 sq.m.,Yerevan › Erebuni,"100,000 ֏",AMD,"An area of 50 square meters is for rent, it can be used as a warehouse. The roof is made of concrete.Translated from Armenian",Dec-15-2022_20-27,,,,https://list.am/en/item/18441837
Garage,30 sq.m.,Yerevan › Kentron,"25,000 ֏",AMD,"Stone, with iron gates, safe locks, lighted, 1 bed, in the city centerTranslated from Armenian",Dec-15-2022_20-27,Without prepayment,,,https://list.am/en/item/18685556
