Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Window Views,Parking,Amenities,The House Has,Links
Stone,Yes,Not available,4,52 sq.m.,2,1,from 3 m,2,Not available,Cosmetic Renovation,Shirak › Gyumri,"10,000 ֏ daily",AMD,"A two-room apartment is for daily rent in Gyumri in a newly built building, in the city center, there are the necessary conditions for a pleasant lifestyle, there is wifi, bedding Baxsi system, dishes, call for details.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17450097
Stone,No,Not available,4,65 sq.m.,2,1,from 3 m,3,Closed balcony,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"A three-room apartment for rent, gas-fired, European windows, with property, appliances.Code 8686Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/17526929
Stone,Yes,Not available,4,52 sq.m.,2,1,from 3 m,2,Not available,Cosmetic Renovation,Shirak › Gyumri,"15,000 ֏ daily",AMD,"A two-room apartment in Gyumri is for daily rent, furnished, equipped with household appliances, internet connection, necessary accessories, dishes, bed. Depending on the number of days and people, the price will be variable. OWNER:Code 1990Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,Without prepayment,,,,,,https://list.am/en/item/17352877
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,3,Closed balcony,Cosmetic Renovation,Shirak › Gyumri,"160,000 ֏ monthly",AMD,"A three-room apartment for rent, sunny location, with cosmetic repairs, constant water, gasification, BAX system. For details, call:Code 7353Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17345169
Stone,Yes,Not available,4,74 sq.m.,2,1,from 3 m,4,Open balcony,Euro Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,"An apartment is for rent in Gyumri, on Sayat-Nova street, it is furnished with all utilities, kitchen furniture, household appliances, hot and cold water, heating system (Baxsi) are available, for details call:Code 1415Translated from Armenian",Nov-24-2022_17-53,,3,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/17104834
Stone,Yes,Not available,5,60 sq.m.,2,1,from 3 m,5,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"One converted to two rooms for rent, sunny location, with cosmetic repairs, permanent water, call for detailsCode 1905Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/17032670
Stone,No,Available,16,73 sq.m.,3,1,from 3 m,4,Not available,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"Apartment for rent in Gyumri city, on Ryzhkov street, kitchen furniture is available.Furnished, household appliances. New refrigerator, Gasified, Heated with Baksi system with natural gas, constant water, Iron door, call those who want real. For more information call. I will provide the photos personally.Code 1989Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/16841248
Stone,No,Not available,5,60 sq.m.,3,1,from 3 m,3,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"3-room apartment for rent, renovated, with property, equipment. Baxsi system. Near the stop. Call real tenants.Code 1920Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/16909932
Stone,No,Not available,4,45 sq.m.,2,1,from 2.5 m,2,Open balcony,Major Renovation,"Շահումյան փողոց 188Ա, Գյումրի","15,000 ֏ daily",AMD,"In the small center of Gyumri, right next to the central square, next to the market. 30 meters away. Apartment for daily or monthly rent. The apartment is fully renovated, furnished with furniture, necessary appliances, there is Wi-Fi.The apartment is designed for up to 5 people. The apartment has all the necessary items for living, ideal cleanliness is maintained, feel at home.The area is monitored by video cameras.1 person 12000 days more than 3 days2 In case of renting a person for 17000 days.3-4 people do 20,000 days5 Person 25,000 pairsКвартира посуточно в самом центре города, оборудован всем necessities для проживанияApartment for daily rent in the very center of the city, equipped with everything necessary for living:Click on my page to see all my Ads and all will be visible.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/16040624
Stone,Yes,Not available,3,99 sq.m.,3,1,from 3.5 m,3,Open balcony,Euro Renovation,"Rijkov St, Gyumri","6,000 ֏ daily",AMD,Daily rent apartment in Gyumri...Translated from Armenian,Nov-24-2022_17-53,Available,8+,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/17441818
Monolith,No,Not available,5,105 sq.m.,4,1,from 2.8 m,3,Multiple balconies,Major Renovation,"Trdat Architector street, Gyumri","100,000 ֏ monthly",AMD,"The apartment is equipped with all utilities: Double-circuit heating system, round-the-clock water supply, gas. The floor is parquet, the windows are European-made, the entrance door is iron. There is a primary secured property for residence.For details, contact the phone number indicated in the announcement.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18341364
Stone,Yes,Not available,4,68 sq.m.,2,1,from 2.7 m,1,Closed balcony,Euro Renovation,"Տիգրան Մեծի պողոտա 8Ա, Գյումրի","15,000 ֏ daily",AMD,"2-room apartment in the small center of GyumriThe pictures correspond to realityRead to the endThere are: - bedding,Linen, towels (clean)Hygiene items.Not allowed with animalsThere is also internet and cable TVThe price is conditional and depends on the number of hours and days of peopleTranslated from Armenian",Nov-24-2022_17-53,Available,4,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/16553185
Stone,Yes,Not available,4,50 sq.m.,1,1,from 2.8 m,1,Not available,Designer Renovation,"Մուշ 2 թաղամաս 12/2, Գյումրի","150,000 ֏ monthly",AMD,"Bright, dry, clean, comfortable apartment, everything is available for livingDetails by call.Code 050691Translated from Armenian",Nov-24-2022_17-53,,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17621099
Stone,Yes,Not available,4,70 sq.m.,3,1,from 2.8 m,3,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,Phone number for questionsTranslated from Armenian,Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/13849436
Stone,Yes,Not available,4,43 sq.m.,1,1,from 2.8 m,2,Not available,Euro Renovation,"Մուշ 2 թաղամաս 12/2, Գյումրի","10,000 ֏ daily",AMD,"Constant hot-cold water, clean dishes and linen, free internet, details by callAttention!PRICE IS CHANGE BY NUMBER OF PERSONS, DAYS AND HOURSCode 777005Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17563239
Stone,Yes,Not available,4,74 sq.m.,2,1,from 2.8 m,4,Open balcony,Euro Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,"Shirakatsi street, with all communal facilities, propertyTranslated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17112413
Stone,Yes,Not available,4,95 sq.m.,4,1,from 3 m,2,Closed balcony,Designer Renovation,"Տրդատ Ճարտարապետի փողոց 5/4, Գյումրի","370,000 ֏ monthly",AMD,"A 4-room apartment is for rent on the 2nd floor of a 4-story stone building on Trdat Chartarapet street, Karmir Khach district. The apartment is completely renovated, with new property, has 2 closed balconies, with all utilities. It is given for a monthly rent, long term. It's my apartment, I'm not a brokerTranslated from Armenian",Nov-24-2022_17-53,Available,7,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18155204
Stone,No,Not available,4,100 sq.m.,4,1,from 2.75 m,4,Multiple balconies,Designer Renovation,"Minas Avetisyan street, Gyumri","300,000 ֏ monthly",AMD,"A 4-room apartment is for rent in Ani /58/ districtRenovation in designer styleFurnishedIt has 2 open balconiesLong term and dailyFor details, call the indicated phone number.Code 25004Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18227189
Stone,Yes,Not available,5,40 sq.m.,1,1,from 2.8 m,2,Open balcony,Designer Renovation,"Улица Михаила Салтыкова-Щедрина 1, Гюмри","14,000 ֏ daily",AMD,"A completely newly renovated, uninhabited, furnished 1-room apartment with all utilities (internet, cable TV) is for daily rent in the center of Gyumri. 300,000 драм - месяцTranslated from Armenian",Nov-24-2022_17-53,Available,2,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/17058388
Stone,Yes,Not available,4,48 sq.m.,1,1,from 2.5 m,3,Closed balcony,Euro Renovation,"Yerevan Highway, Gyumri","12,000 ֏ daily",AMD,"Newly renovated, has internet. Refrigerator, washing machine, TV, dishes, hot and cold water.Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Included,Without prepayment,,,,,,https://list.am/en/item/17006281
Stone,Yes,Not available,3,85 sq.m.,2,1,from 2.8 m,2,Open balcony,Cosmetic Renovation,"Улица Максима Горького 80А, Гюмри","150,000 ֏ monthly",AMD,"В центре города сдаётся квартира. Квартира расположена в центре Гюмри (1 км от главной площади Вартананца), в окружении супермаркетов, магазинов, ресторанов, автобусной остановки и всего, что может предложить Гюмри. Есть стиральная машина, холодильник, газовая плита, телевизор",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18209468
Monolith,Yes,Not available,5,60 sq.m.,2,1,from 2.5 m,2,Not available,Designer Renovation,"Trdat Architector street 8Ա, Gyumri","25,000 ֏ daily",AMD,Все вопросы по телефону. Если не даступен то пишите или звоните на ватцап. НЕ АГЕНТСТВО. Я хозяин. Можно на длительный срок... Цена зависит от количество дней... Все вопросы по телефону. Цену уточните по телефону... Посуточно и на длительный срок,Nov-24-2022_17-53,,3,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/17456980
Stone,Yes,Not available,2,70 sq.m.,3,1,from 2.8 m,2,Not available,Euro Renovation,"Տրդատ Ճարտարապետի փողոց 15, Գյումրի","160,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոցբ բնակարան Գյումրի քաղաքի Անի (58) թաղամասում, գերարագ ինտռնետ, կբհ, գազ լույս տաք և սառը ջուր, ջեռուցում 3/2 հարկ: Չբնակեցված, կահույքով, անկողնային պարականներով, խոհանոցային պարագաններ (ամբողջ կոմպլեկտ), հեռուստացույց, արդուկ, փոշեկուլ, ֆեն.Ավտոմեքենայի կայանատեղի:Բնակարանը պատրաստ կլինի վարձակալության 16.11.2022թ:Г. Гюмри, ул П. Севака, (возле супермаркета Басен) Сдается трехкомнатная квартира класса комфорт. 2ой этаж. Супермаркеты, рынок, аптеки, банкоматы -рядом (100-300м) Скоростной интернет, питьевая вода 24/7, теплая вода, отоп.В квартире есть всё необходимое для комфортного проживания.Кровать двухспальная, диванБытовая техника (стиральная машина, газовая плита, холодильник, чайник, (все новая)Кухонные принадлежности, посуда, утюг, гладильхая доска, фен. Сушнлка,Депозит 2 месяца.Цена 160 000 драм.Translated from Armenian",Nov-24-2022_17-53,Available,5,Yes,Yes,Not included,2 months,,,,,,https://list.am/en/item/18323756
Stone,Yes,Not available,3,50 sq.m.,1,1,from 3 m,3,Multiple balconies,Euro Renovation,"Улица Степана Шаумяна 188А, Гюмри","25,000 ֏ daily",AMD,"Однокомнатная квартира в центре города Шаумян 188/15 50квИнфраструктура: Кафе, рестораны, супермаркет, бесплатная частная парковка. Удобное месторасположение для туристов и бизнесменов.Удобства: В квартире есть все необходимое для проживания, отдыха и работы: Wi-Fi, кабельное ТВ, стиральная машина, электрочайник, утюг, вся необходимая посуда для приготовления и приема пищи, комплекты застеленного постельного белья, полотенца, тапочки, средства личной гигиены и другие необходимые мелочи. Все входит в стоимость проживания. С собой брать ничего не нужно, кроме личных вещей.В сумму входит все (камуналки и тому подобнее) Больше 2человек доп. 5.000рассмотрю предложение и на длительный срок",Nov-24-2022_17-53,Available,4,Yes,No,Included,By Agreement,"FRidge, stove, microwave, coffee maker, washing machine, water heater, iron, hair dryer","YArd view, street view, city view, view of ararat",,"TElevision, air conditioner, internet, parking space",,https://list.am/en/item/18311484
Panels,No,Not available,5,78 sq.m.,2,1,from 2.75 m,2,Closed balcony,Partial Renovation,"Մովսես Խորենացի փողոց 4, Գյումրի","120,000 ֏ monthly",AMD,"Apartment with all utilities, dishes, furniture.Translated from Armenian",Nov-24-2022_17-53,Available,4,Yes,No,Not included,1 month,"FRidge, stove, washing machine, water heater, iron","YArd view, street view",OUtdoor parking,"TElevision, parking space",PLayground,https://list.am/en/item/18368519
Stone,Yes,Not available,1,35 sq.m.,1,1,from 3 m,1,Not available,Euro Renovation,"Վահան Տերյանի փողոց 95/6, Գյումրի","15,000 ֏ daily",AMD,"Քաղաքի կենտրոնում, Սերգեյ Մերկուրովի տուն-թանգարանի (Ձիթողցոնց) հարևանությանբ Օրավարձով է տրվում 1 սենյականոց նորաոճ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։Կախված օրերից և բնակիչների քանակից հնարավոր է գնային փոփոխությունIn the city center near the house-museum of S. D. Merkurov, a new-fangled apartment is rented by the dayThe apartment has all the necessary equipment, furniture, heating and refreshment systemsDepending on the number of days and guests, the price can be changedВ центре города рядом дом-музей С. Д. Меркурова посуточно сдается в аренду новомодная квартираАпартамент имеет всю необходимую технику, мебель, системы отопления и освеженияВ зависимости от количества дней и гостей, цена может быть изменен",Nov-24-2022_17-53,,2,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/17596114
Stone,Yes,Not available,1,45 sq.m.,1,1,from 2.6 m,1,Not available,Euro Renovation,"Furmanov street, Gyumri","10,000 ֏ daily",AMD,House for daily rent in the city center. With all amenitiesTranslated from Armenian,Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17725047
Stone,Yes,Not available,5,60 sq.m.,2,1,from 2.75 m,1,Closed balcony,Euro Renovation,"Կամոյի փողոց 71, Գյումրի","220,000 ֏ monthly",AMD,"Newly renovated, very comfortable apartment, very close to the center and the central square. The apartment has all the necessary accessories for living.Translated from Armenian",Nov-24-2022_17-53,Available,3,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/18038472
Panels,Yes,Not available,4,70 sq.m.,2,1,from 2.8 m,2,Not available,Designer Renovation,"Movses Khorenatsi Street, Gyumri","35,000 ₽ monthly",RUB,"Վարձով է տրվում երկու սենյականոց բնակարան։ Հասցեն Անի թաղամաս։ Առկա են կոմունալ բոլոր հարմարությունները Բնակարանը կապիտալ վերանորոգված է, ունի գեղեցիկ ինտերիեր։ Կահավորված է, հագեցված անհրաժեշտ կենցաղային տեխնիկայով։Ջեռուցման համակարգը կենտրոնացված է։ Տրվում է վարձակալության սեպտեմբերի 15 -ից` Երկարաժամկետ 6 և ավելի ամիսների համար։ Տրվում է միայն 3 ամսվա վարձի միանվագ վճարման դեպքում ։Մարմասների համար զանգահարել: WhatsApp Сдается двухкомнатная квартира. Адрес: Гюмри Мовсес Хоренаци. Все коммуникации подведены. Квартира полностью отремонтирована и имеет красивый интерьер. Меблирована, оборудована необходимой бытовой техникой. Система отопления централизованная. Сдается с 15 сентября, Долгосрочно от 6 месяцев и более. Дается только при единовременной оплате арендной платы за 3 месяца Подробности по телефону. WhatsApp",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18104616
Stone,No,Not available,4,85 sq.m.,2,1,from 2.5 m,2,Open balcony,Euro Renovation,"Trdat Architector street, Gyumri","1,000,000 ֏ monthly",AMD,"Բնակարանը 2սենյակ է տրվում է երկարաժամկետ + դեպոզիտКвартира 2комното сдается на длительный срок 6-месец, год + залогTranslated from Armenian",Nov-24-2022_17-53,,3,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18345940
Stone,No,Not available,3,20 sq.m.,1,1,from 2.75 m,1,Not available,Major Renovation,"Улица Горького 73, Гюмри","8,000 ֏ daily",AMD,"Сдается комната посуточно, в центре города Гюмри есть все необходимые удобства для конфортного проживание.",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18220185
Bricks,Yes,Not available,4,52 sq.m.,2,1,from 2.8 m,1,Not available,Major Renovation,Shirak › Gyumri,"2,000 ₽ daily",RUB,"Сдаётся без посредников на длительный срок 2 комнатная квартира (180000 драм) расположенная в Муш 2/2 Квартале.Общая площадь составляет 55кв. М.Природный газ, постоянная горячая и холодная вода. Отопление BaxiВ квартире есть: Спальня, ванная комната, туалет, кухня (посуда), отопление, стиральная машина-автомат, холодильник, газовая плита, LCD телевизор. WiFi",Nov-24-2022_17-53,Available,4,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/14219509
Stone,Yes,Not available,2,35 sq.m.,1,1,from 2.7 m,1,Open balcony,Major Renovation,"Ջիվանի փողոց 72, Գյումրի","12,000 ֏ daily",AMD,The apartment is located in the city centerAbout 200 meters from Vardanants SquareIt is fully renovated and has all the amenitiesDiscounts will be applied depending on the number of daysTranslated from Armenian,Nov-24-2022_17-53,Available,3,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/17732683
Stone,Yes,Not available,2,40 sq.m.,2,1,from 2.8 m,2,Open balcony,Major Renovation,"Ջիվանի փողոց 72, Գյումրի","7,000 ֏ daily",AMD,"Located in the city center. Has a separate bathroom, bathroom, refrigerator, TV, provided with all the amenities for relaxation.1 person 7000 AMD2 persons 10000 AMD3 people 15000 AMDTranslated from Armenian",Nov-24-2022_17-53,Available,2,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/16340238
Stone,No,Not available,5,70 sq.m.,3,1,from 2.5 m,5,Closed balcony,Partial Renovation,"Улица Дзержинского 20, Մարալիկ","50,000 ֏ monthly",AMD,"It has all facilities, the bathroom is renovatedTranslated from Armenian",Nov-24-2022_17-53,Available,4,Yes,No,By Agreement,1 month,,,,,,https://list.am/en/item/18249897
Panels,Yes,Not available,3,54 sq.m.,2,1,from 2.8 m,3,Multiple balconies,Euro Renovation,"Квартал Муш 2 4/28, Гюмри","12,000 ֏ daily",AMD,"The house for rent in Gyumri is furnished, has hot and cold water, Wi-Fi is available.Translated from Armenian",Nov-24-2022_17-53,Available,2,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18221755
Stone,No,Not available,2,100 sq.m.,4,2,from 3 m,2,Open balcony,Euro Renovation,"Rustaveli Street, Gyumri","320,000 ֏ monthly",AMD,"В центре города, на улице Руставели после капитального ремонта сдаётся или продаётся четырёхкомнатная квартира, удобная для проживания или под офис, стоимость одной комнаты за сутки от 10,000 до15,000 драм, вся квартира сдаётся от 30,000 -40,000 драм в сутки, при долговременном арендовании цена договорная, со всеми коммунальными удобствами, с двумя санузлами. Имеется кабельное телевидение, Wi-Fi, широкий балкон.Цена квартиры 50.000. 000 драм.Կհամագործակցեմ տուրիստական գործակալությունների հետ",Nov-24-2022_17-53,,8+,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18011797
Stone,No,Not available,3,99 sq.m.,3,1,from 3.2 m,3,Open balcony,Old Renovation,"Սայաթ-Նովա փողոց 2/2, Գյումրի","300,000 ֏ monthly",AMD,"Վարձով է տրվում 3 սենյականոց բնակարան Գյումրի քաղաքի սրտում, Սայաթ-Նովա փողոցում, ստալինյան նախագիծ, Տաշիրի շենքում: Լուսավոր, տաք բնակարան, կապիտալ վերանորոգված, ջեռուցման համակարգ։Сдается 3-х комнатная квартира в сердце Гюмри, на улице Саят-Нова. Сталинский проект, в здании Ташир. Светлая, теплая, чистая, капитально отремонтированная квартира, паровое отопление.",Nov-24-2022_17-53,,5,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/17870317
Bricks,Yes,Not available,4,45 sq.m.,1,1,from 2.8 m,2,Open balcony,Designer Renovation,Shirak › Gyumri,"14,000 ֏ daily",AMD,"The apartment is located in a newly built district of Gyumri, newly renovated, equipped with all utilities: 24-hour heating, constant hot and cold water, individual heating system. The apartment has bedding and linen, towels, dishes, fully furnished: TV (smart), WI-Fi refrigerator, washing machine (new) In the immediate vicinity: Supermarket, bus stop. Apartments with daily rent and monthly rent in a private house in the center of Gyumri city and adjacent areasTranslated from Armenian",Nov-24-2022_17-53,,3,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/15434610
Stone,Yes,Not available,4,70 sq.m.,3,1,from 2.7 m,2,Not available,Designer Renovation,"Улица Арагац 12, Гюмри","15,000 ֏ daily",AMD,Сдаётся посуточно комнаты в гостевом доме самом сердце Гюмри в площаде Вардананц. В стоимость входит завтрак. Кухня обшая. Без комиссии.Կոդ 1118,Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17844789
Monolith,Yes,Not available,3,100 sq.m.,3,1,from 2.75 m,3,Not available,Cosmetic Renovation,"Charents street 7ա, Gyumri","15,000 ֏ daily",AMD,"Apartment for daily rent in Gyumri, 15000 na per monthMoneyTranslated from Armenian",Nov-24-2022_17-53,Available,6,Yes,Yes,By Agreement,By Agreement,,,,,,https://list.am/en/item/16488002
Stone,Yes,Not available,4,55 sq.m.,2,1,from 2.75 m,2,Not available,Euro Renovation,Shirak › Gyumri,"13,000 ֏ daily",AMD,"Օրավարձով և ամսեվարձով է տրվում 2 սենյականոց նորաոճ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։Բոլոր կոմունալ հարմարություններով, առկա է wifi, կահավորված է 5 անձի համար։ Վարձակալության է տրվում օրավարձով և ամսավարձով՝ երկարաժամկետ։13.000 դրամ - 2 անձի համար+ 1 անձը - 4000 դրամ Сдается в аренду квартираВ кв. Артире есть все коммунальные услугиудобства:* Система отопления* Газовая плита* Телевизор WIFI* Холодильник* Автоматическая стиральная машина* Долгосрочная арендаЗвоните для более подробной информации:",Nov-24-2022_17-53,Available,4,Yes,No,Included,2 weeks,,,,,,https://list.am/en/item/14341123
Stone,No,Not available,2,42 sq.m.,2,1,from 2.8 m,1,Not available,Major Renovation,"Ղանդիլյանի փողոց 4, Գյումրի","12,000 ֏ daily",AMD,"Здаётся 2комнт. Квартира г. Гюмри улица Севян (Кандилян) Есть Wi-Fi, стиральная машина, совсеми одобствами...",Nov-24-2022_17-53,Available,5,Yes,No,By Agreement,1 month,,,,,,https://list.am/en/item/16089885
Stone,Yes,Not available,4,50 sq.m.,1,1,from 2.8 m,3,Open balcony,Euro Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,"Newly renovated apartment with communal facilities, address, newly built buildings of Yerevan highwayTranslated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18257494
Monolith,Yes,Available,5,48 sq.m.,1,1,from 2.6 m,2,Open balcony,Euro Renovation,"Պարույր Սևակի փողոց 1, Գյումրի","120,000 ֏ monthly",AMD,"(58) թաղամասում Մինաս Ավետիսյան փողոցում օրավարձով է տրվում բնակարան կոմունալ բոլոր հարմարություններով, 3 + 1 անձ, wi-fi, տաք և սառը ջուր, գազաֆիկացված և կահավորված: Նոր վերանորոգված: Լուսավոր և տաք տուն: Գտնվում է արևելյան կողմում:Сдается на одинь день 1-комнатная квартира со всеми коммунальными удобствами и с мебелом в доме Минаса Аветисяна (58 округ) 3 + 1 человек. В квартире есть Wi-fi, холодная и горячая вода, газ, санузел облицован плиткой. Квартира теплая, светлая. Рядом школа, детский сад и супермаркет. Подробности можно узнать по телефону.",Nov-24-2022_17-53,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/16543720
Stone,No,Not available,4,51 sq.m.,1,1,from 2.75 m,3,Not available,Major Renovation,"Minas Avetisyan street, Gyumri","120,000 ֏ daily",AMD,"(58) թաղամասում Մինաս Ավետիսյան փողոցում օրավարձով է տրվում բնակարան կոմունալ բոլոր հարմարություններով, 3 + 1 անձ, wi-fi, տաք և սառը ջուր, գազաֆիկացված և կահավորված: Նոր վերանորոգված: Լուսավոր և տաք տուն: Գտնվում է արևելյան կողմում:Сдается на одинь день 1-комнатная квартира со всеми коммунальными удобствами и с мебелом в доме Минаса Аветисяна (58 округ) 3 + 1 человек. В квартире есть Wi-fi, холодная и горячая вода, газ, санузел облицован плиткой. Квартира теплая, светлая. Рядом школа, детский сад и супермаркет. Подробности можно узнать по телефону.",Nov-24-2022_17-53,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/16543201
Stone,No,Not available,3,50 sq.m.,1,1,from 2.8 m,3,Not available,Euro Renovation,"Շիրակացու փողոց 7, Գյումրի","130,000 ֏ monthly",AMD,"The apartment is renovated, located on the central streetTranslated from Armenian",Nov-24-2022_17-53,Available,5,Yes,No,By Agreement,1 month,,,,,,https://list.am/en/item/18365475
Stone,Yes,Not available,1,45 sq.m.,1,1,from 2.7 m,1,Open balcony,Euro Renovation,"Furmanov street 2, Gyumri","12,000 ֏ daily",AMD,"Дом с новым ремонтом, со всеми коммунальными удобствами, есть все",Nov-24-2022_17-53,Available,4,Yes,Yes,By Agreement,Without prepayment,,,,,,https://list.am/en/item/17677377
Stone,Yes,Not available,1,43 sq.m.,1,1,from 2.7 m,1,Not available,Major Renovation,"Furmanov street, Gyumri","12,000 ֏ daily",AMD,"In the city center, with all amenitiesTranslated from Armenian",Nov-24-2022_17-53,Available,4,Yes,Yes,By Agreement,By Agreement,,,,,,https://list.am/en/item/17967367
Stone,Yes,Not available,1,45 sq.m.,1,1,from 2.6 m,1,Open balcony,Euro Renovation,"Yerevan Highway, Gyumri","12,000 ֏ daily",AMD,"1սենյականոց շքեղ բնակարան։ Ձեր հանգիստը ապահովելու համար բնակարանում կան բոլոր նախապայմանները՝ ջեռուցում, տաք և սառը ջուր, հեռուստացույց, սառնարան, լվացքի մեքենա, խոհանոցում կա սպասք։",Nov-24-2022_17-53,Available,4,Yes,Yes,By Agreement,By Agreement,,,,,,https://list.am/en/item/15593003
Panels,Yes,Not available,4,51 sq.m.,1,1,from 2.8 m,3,Not available,Euro Renovation,"Minas Avetisyan street 37, Gyumri","120,000 ֏ monthly",AMD,"(58) թաղամասում Մինաս Ավետիսյան փողոցում օրավարձով է տրվում բնակարան կոմունալ բոլոր հարմարություններով, 3 + 1 անձ, wi-fi, տաք և սառը ջուր, գազաֆիկացված և կահավորված: Նոր վերանորոգված: Լուսավոր և տաք տուն: Գտնվում է արևելյան կողմում:Сдается на одинь день 1-комнатная квартира со всеми коммунальными удобствами и с мебелом в доме Минаса Аветисяна (58 округ) 3 + 1 человек. В квартире есть Wi-fi, холодная и горячая вода, газ, санузел облицован плиткой. Квартира теплая, светлая. Рядом школа, детский сад и супермаркет. Подробности можно узнать по телефону.",Nov-24-2022_17-53,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/17488079
Stone,Yes,Not available,5,49 sq.m.,1,1,from 2.75 m,5,Not available,Euro Renovation,"Minas Avetisyan street 37ա, Gyumri","120,000 ֏ daily",AMD,"(58) թաղամասում Մինաս Ավետիսյան փողոցում օրավարձով է տրվում բնակարան կոմունալ բոլոր հարմարություններով, 3 + 1 անձ, wi-fi, տաք և սառը ջուր, գազաֆիկացված և կահավորված: Նոր վերանորոգված: Լուսավոր և տաք տուն: Գտնվում է արևելյան կողմում:Сдается на одинь день 1-комнатная квартира со всеми коммунальными удобствами и с мебелом в доме Минаса Аветисяна (58 округ) 3 + 1 человек. В квартире есть Wi-fi, холодная и горячая вода, газ, санузел облицован плиткой. Квартира теплая, светлая. Рядом школа, детский сад и супермаркет. Подробности можно узнать по телефону.",Nov-24-2022_17-53,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/17488086
Stone,Yes,Not available,1,60 sq.m.,2,1,from 3.5 m,1,Open balcony,Major Renovation,"Mazmanyan Street, Gyumri","8,000 ֏ daily",AMD,There is also a garage for 4 persons with all the communal facilities adjacent to the central square at 181 Mazmanyan St.Translated from Armenian,Nov-24-2022_17-53,,4,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18243242
