Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links
Retail Space,70 sq.m.,,,,,,,,,"Զորավար Անդրանիկի փողոց 95Մ, Վանաձոր","200,000 ֏",AMD,"70 sq. M. Area of an existing pharmacy is for rent. M. On the surface. The area has all utilities, three-phase electricity, constant hot and cold water, 6 cameras, sound signal (signaling)If desired, the space will be emptied for other purposes. In case of need, the 2nd floor will also be given, with the same area, for details, call the indicated phone number.Translated from Armenian",Nov-24-2022_22-31,,https://list.am/en/item/18063658
Hotel,300 sq.m.,,,,,,,,,Lorri › Haghpat,"5,000 ֏",AMD,"Guesthouse in Haghpat village with all amenities, beautiful yardGuesthouse dacha in the village of Ahpat:Hyuratun Haxpatum:Translated from Armenian",Nov-24-2022_22-31,,https://list.am/en/item/16332932
Multifunctional Space,100 sq.m.,,,,,,,,,"Վահան Տերյանի փողոց 3, Վանաձոր","300,000 ֏",AMD,An unrenovated 60 square meter area on the second floor and a 40 square meter garage are for rent.Translated from Armenian,Nov-24-2022_22-31,,https://list.am/en/item/18150092
Industrial and Manufacturing,500 sq.m.,,,,,,,,,"Nersisyan street, Vanadzor","50,000 ֏",AMD,"There are 2 metal sheds and a covered area in the area.Part of the area is concreted.It has a high fence along the entire area.It is provided with electricity, it is possible to connect water and gas.For more information call.Translated from Armenian",Nov-24-2022_22-31,,https://list.am/en/item/18173979
Retail Space,120 sq.m.,,,,,,,,,Lorri › Spitak,"120,000 ֏",AMD,Տրվում է վարձով առեվտրային տարածք 120ք. Մ. ։Հասցե ք. Սպիտակ Շահումյան 6 (ԱԿՎԱ խանութ) ։,Nov-24-2022_22-32,,https://list.am/en/item/17992787
Office Space,1000 sq.m.,Available,Not available,Second Line,Separate from the Street,Direct Lease,1 month,Without prepayment,By Agreement,Lorri › Vanadzor,"1,500 ֏",AMD,"Сдается офисное помощение, целиком или по частям. В здании есть как большие, так и отдельные маленькие офисы. Есть все удобства (интернет, wi-fi, горячая/холодная вода, электричество, туалет, душевая, кухня со всеми оборудованиями и тд) Свободный вход/выход, охроняемая территория и стоянка для машин. Так же удобно добираться на общественном транспорте. 5-10 минут от центра. Звоните для остальных подробностей.",Nov-24-2022_22-32,"OUtdoor parking, covered parking, garage",https://list.am/en/item/17467575
Industrial and Manufacturing,"15,000 sq.m.",Available,Not available,First Line,Separate from the Street,Direct Lease,1 month,Without prepayment,By Agreement,Lorri › Vanadzor,500 ֏,AMD,"In 3 parts of Vanadzor, production space is for rent in whole or in part. The total area is 30,000 square meters. M. , of which 12,000 sq. M. The building is complete with telefers, in some parts there are machine tools. The buildings are without columns. The price is indicated for 1 sq. M. For: Large spaces will be more affordable.Translated from Armenian",Nov-24-2022_22-32,"OUtdoor parking, covered parking, garage",https://list.am/en/item/18070998
Warehouse,"10,000 sq.m.",By agreement,Not available,Second Line,Separate from the Courtyard,Direct Lease,1 month,Without prepayment,By Agreement,Lorri › Vanadzor,500 ֏,AMD,"Small and large production / storage areas.Buildings are for rent in 3 parts of Vanadzor city (in front of the new 7th school), it is convenient as a warehouse. Convenient exit and entry. Due to the large area, nothing will hinder large cars. Telephones and other fixtures are available. The area is videotaped and under 24-hour surveillance. Not all parts in the photos. Will be cleaned and repaired on request. For details, call the mentioned number.Translated from Armenian",Nov-24-2022_22-32,"OUtdoor parking, covered parking, garage",https://list.am/en/item/17447897
Retail Space,6000 sq.m.,By agreement,Available,First Line,Separate from the Street,Direct Lease,1 month,By Agreement,By Agreement,Lorri › Vanadzor,"1,800 ֏",AMD,It is possible to build a building according to your technology. Requirements before letting.A space is for rent in the 3rd district of the city of Vanadzor (in front of the new 7th school) It looks towards M-6 (Grigor Narekatsi boulevard)View all announcements.Translated from Armenian,Nov-24-2022_22-32,OUtdoor parking,https://list.am/en/item/17443999
Everything Else,1300 sq.m.,,,,,,,,,"Grigor Lusavorich Street 54/1, Vanadzor",$100,USD,Сдаётся в аренду на длительный срок.Торговый зал 270 квмСклад 350 квмОфисная площадь 650 квм,Nov-24-2022_22-32,,https://list.am/en/item/18153645
Retail Space,1000 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,By Agreement,By Agreement,"Վարդանանց փողոցի 3-րդ նրբանցք 5, Վանաձոր","70,000 ֏",AMD,"Stone fenced 1000 sq. M. For rent. M. Area on Vardanants street, not far from the gas station. The area is located at the back of the Palace of Culture. It is convenient to use as a base of construction materials, a place for dismantling cars (raskulachit), a car repair shop, a warehouse.It has three-phase current, water.The dimensions of the garage are 5m wide and 9m long.Translated from Armenian",Dec-15-2022_21-31,,https://list.am/en/item/14003462
Multifunctional Space,140 sq.m.,By agreement,Not available,First Line,Separate from the Street,Direct Lease,1 year,1 month,Not included,"Tigran Mets Avenue 12, Vanadzor","300,000 ֏",AMD,"A separate two-story building is for rent. 70 square meters first floor, 70 square meters basement floor. It is located in the center of the city. At 12 Tigran the Great Street.Translated from Armenian",Dec-15-2022_21-31,,https://list.am/en/item/18606803
Warehouse,35 sq.m.,,,,,,,,,"Kamo street 2, Vanadzor","30,000 ֏",AMD,Storage space!Translated from Armenian,Dec-15-2022_21-31,,https://list.am/en/item/18441719
Industrial and Manufacturing,500 sq.m.,Available,Not available,Other,Common from the Street,Direct Lease,1 year,By Agreement,By Agreement,"Նարեկացի փակուղի 3, Վանաձոր","140,000 ֏",AMD,For rentSuitable for productionDetails by phoneTranslated from Armenian,Dec-15-2022_21-31,,https://list.am/en/item/18387820
Retail Space,24 sq.m.,,,,,,,,,"Tigran Mets Avenue, Vanadzor","200,000 ֏",AMD,"Newly renovated, also suitable for officeTranslated from Armenian",Dec-15-2022_21-31,,https://list.am/en/item/18454355
Office Space,50 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,Without prepayment,Not included,"Գարեգին Նժդեհի փողոց 30/6, Վանաձոր","85,000 ֏",AMD,Next to the entrance of the new hospital. Harmful for every type of activityTranslated from Armenian,Dec-15-2022_21-31,Outdoor parking,https://list.am/en/item/18689552
Warehouse,70 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,3 months,By Agreement,Not included,"Հովհաննես Թումանյանի փողոց 11, Վանաձոր","100,000 ֏",AMD,Storage in the centerTranslated from Armenian,Dec-15-2022_21-31,,https://list.am/en/item/18404127
Industrial and Manufacturing,"20,000 sq.m.",Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,3 months,By Agreement,Lorri › Tashir,$800,USD,"Meghvahovit No. 1 HPP is for rent.It is an area of 2 ha (20,000 square meters) intended for the construction of a small hydropower plant, located along 4.7 km of Loriget.+ + + Attention + + +It is possible to build 6 separate hydroelectric power plants.Meaning: Energy, transport, communication and utility infrastructures.Purpose of use: Construction of a small HPP.Also for sale.Final sale price: AMD 25,000,000.+ Attention ++ Until 28.12.2022 Sale Price: 22,000,000 AMD. +:Write, we will answer quickly.Key words: SHPP, Small HPP, HPP, HPP, power plant.АЕС, ТЕС, ТЕЦ, ГЕС, ГАЕС, HEK, hek, hecTranslated from Armenian",Dec-15-2022_21-31,,https://list.am/en/item/18441381
Multifunctional Space,158 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,3 months,Not included,"Կարեն Դեմիրճյան փողոց 16, Վանաձոր","180,000 ֏",AMD,"Сдаю помещениеНЕброкерСдается помещениеРайон: ЦентрАдрес: Ул. Демирчяна, 10 минуты пешком до Центральной площади Ванадзорапервый этаж пятиэтажного жилого домаСостояние: Ремонт новый но не во всех комнатах, чисто, удобно, уютноКомментарий от владельца: Светло, просторно, комфортно, очень хорошое расположение - магазины, сад, вокзал, банки, школы, кафе, все близкоВ помещении есть газ, вода, свет, туалет, есть место для кухни, 2 входные двериКоличество комнат: 3, 158M2, зависит как будете использовать (хостел, магазин, кафе, шоурум, офис и тд.)Курение: Только на улицеМинимум 6 месяцев, можем договоритьсяКОММУНАЛЬНЫЕ НЕ ВКЛЮЧЕНЫ",Dec-15-2022_21-31,,https://list.am/en/item/18422921
Office Space,50 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,1 month,Not included,"Shinararneri street 5, Vanadzor","50,000 ֏",AMD,"Տրվում է վարձով առանձին կառուցված քարե շինություն Դիմաց թաղամասի բանուկ հատվածում՝50 քմ, բոլոր կոմունալ հարմարություններով։Հարմար է շահագործել տարբեր նպատակներով՝ խանութ, օֆիս, գեղեցկության սրահ և այլն։Շինության հիմքը տալիս է հնարավություն ցանկության դեպքում նաև 2-րդ հարկ կառուցել։Հնարավոր է նաև վաճառք…Подходит под офис или коммерческую деятельность, так же возможна продажа заОтдельно построенныйЗдание: 50 квадратных метровсо всеми коммунальными услугами.Подходит под любой вид деятельности, МАГАЗИН, ОФИС, ПАРИКМАХЕРСКАЯ и т. Д.",Dec-15-2022_21-31,Outdoor parking,https://list.am/en/item/18384116
Retail Space,43 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,2 months,Not included,"Գարեգին Նժդեհի փողոց 9/2, Վանաձոր","120,000 ֏",AMD,"Վարձով է տրվում կոմերցիոն տարածք ք. Վանաձոր, Նժդեհի 9/2 հասցեում, ԴԱՀԿ ծառայության դիմաց: Ընդհանուր մակերեսը 43 քմ է: Առկա է լույս, ջուր, սանհանգույց:Հարմար է ինչպես առևտրային, այնպես էլ գրասենյակային գործունեության համար:Сдается коммерческое помещение по адресу г. Ванадзор, ул. Нждеи 9/2. Общая площадь составляет 43 квадратных метра. Есть электричество, вода и санузел.Подходит как для коммерческого, так и для офисного использования.",Dec-15-2022_21-31,,https://list.am/en/item/18506655
Restaurant,350 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,6 months,1 month,Not included,Lorri › Vanadzor,"14,000,000 ֏",AMD,"The restaurant is located on Vanadzor-Alaverdi road, 2 km from Vanadzor city. In the distance. All the utilities of Oini.Mangal, tonirIndoor pavilion 5:Open pavilion 3:For more information callThe restaurant is for rent, the monthly fee is AMD 130,000. Or exchanged with an apartmentTranslated from Armenian",Dec-15-2022_21-31,,https://list.am/en/item/14791677
Office Space,110 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,3 months,By Agreement,By Agreement,"Ռումինական փողոց 1, Ստեփանավան","80,000 ֏",AMD,"Վարձակալությամբ է տրամադրվում գրասենյակային տարածք Ստեփանավան քաղաքում: Տարածքը առանձնացված է 5 սենյակների, գտնվում է բարձրահարկ շենքի առաջին հարկում, վերանորոգված է, առկա են կոմունալ հարմարություններ՝ լույս, ջուր:Сдается офисное помещение в городе Степанаван. Площадь разделена на 5 комнат, находится на первом этаже многоэтажного здания, полностью отремонтирована, есть коммуникации: Свет, вода. Можно использовать под салон, офис или другое.Office space is provided for rent in Stepanavan (region Lori) The area is divided into 5 rooms, it is located on the first floor of a high-rise building, it is renovated, there are utilities: Electricity, water.",Dec-15-2022_21-31,,https://list.am/en/item/18661940
Building,160 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,6 months,2 months,Not included,"Գարեգին Նժդեհ փողոց, Վանաձոր","$230,000",USD,For sale in the center of Vanadzor. (A certain amount of exchange is possible) All questions by phone. Negotiable:Translated from Armenian,Dec-15-2022_21-31,,https://list.am/en/item/15817495
Retail Space,12 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 month,1 month,Not included,"Sayat-Nova Street 5, Alaverdi","30,000 ֏",AMD,Commercial space for rent in Alaverdi.: The total area of the area is 12 m/sq. Suitable for various commercial purposes. It is located in Haypech district.Translated from Armenian,Dec-15-2022_21-31,,https://list.am/en/item/18462670
Multifunctional Space,100 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,"Grigor Lusavorich street 49, Vanadzor","200,000 ֏",AMD,"Bathroom, hot, cold, constant water, camera, gas, heating system (baksi), check for detailsTranslated from Armenian",Dec-15-2022_21-31,,https://list.am/en/item/18482105
Multifunctional Space,55 sq.m.,,,,,,,,,"Մյասնիկյան փողոց 12Ա, Վանաձոր","200,000 ֏",AMD,"Տրվող տարածքը ամբողջովին վերանորոգված է, ունի կոմունալ բոլոր հարմարությունները։ Մշտական ջուր, ջեռուցման համակարգ, խոհանոց, լոգարան, սան հանգույց։ Կարելի է օգտագործել որպես գրասենյակ, գեղեցկության սրահ և այլն։ Գտնվում է շենքի առաջին հարկում, մուտքը Վարդանանց փողոցից։Данное помещение полностью отремонтировано, есть все коммуникации. Постоянная вода, отопление, кухня, Можно использовать под офис, салон красоты и т. Д. Находится на первом этаже здания, вход со стороны улицы Вардананц.",Dec-15-2022_21-32,,https://list.am/en/item/18424781
Automotive Service,40 sq.m.,,,,,,,,,"Տարոն-4 թաղամաս, Վանաձոր","80,000 ֏",AMD,"Car service point for rent. Mains electricity, water, box. Working with the neighborhood. Point of withdrawal and Food item. It is located in the village of Kamakat Matur, on the main road leading to Stepanavan. Taron 3 Tashir Khokholghi 7:Translated from Armenian",Dec-15-2022_21-32,,https://list.am/en/item/18487405
Everything Else,30 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,Without prepayment,Included,"Vardanants Street, Vanadzor","20,000 ֏",AMD,"A shop area is for rent, it can be used for other purposes as well. For details, call the mentioned phone number or write.Translated from Armenian",Dec-15-2022_21-32,,https://list.am/en/item/17585838
Retail Space,80 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,1 month,By Agreement,Not included,"Նարեկացի փողոց 3, Վանաձոր","50,000 ֏",AMD,"Newly renovated, with alarm system.Translated from Armenian",Dec-15-2022_21-32,,https://list.am/en/item/17615257
Office Space,90 sq.m.,,,,,,,,,"Taterakan street 2, Vanadzor","€1,000",EUR,Евроремонт. Сдается на длителни срок. Пишите,Dec-15-2022_21-32,,https://list.am/en/item/18396676
Everything Else,40 sq.m.,,,,,,,,,"Տիգրան Մեծ պողոտա 14, Վանաձոր","150,000 ֏",AMD,"A 40 square meter business space is for rent in Vanadzor, Tigran Mets 14 (on Prospect) It is suitable for any activity, it also has three-phase electricity, a 20 square meter basement. The price is 150,000 dinars, negotiable...Translated from Armenian",Dec-15-2022_21-32,,https://list.am/en/item/18441728
Multifunctional Space,70 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,By Agreement,Not included,"Բաղրամյան պողոտա, Վանաձոր","100,000 ֏",AMD,"One-story stone building with 2 sections, separate entrances, /30 and 40 square meters/, separate bathrooms, 24-hour water supply, three-phase electricity, security system. Opposite: 120 square meters of parking space, 240 square meters of free space at the back of the building.Translated from Armenian",Dec-15-2022_21-32,Outdoor parking,https://list.am/en/item/18676718
Retail Space,180 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,By Agreement,By Agreement,"Նարեկացի փողոց, Վանաձոր","200,000 ֏",AMD,"It is a two-story building, which is suitable both as a commercial space and as an office. Renovated, with utilities.Translated from Armenian",Dec-15-2022_21-32,,https://list.am/en/item/18662818
Retail Space,21 sq.m.,Available,Not available,First Line,Common from the Street,Direct Lease,2 years,1 month,Not included,Lorri › Vanadzor,"150,000 ֏",AMD,Located on the outskirts of the cityTranslated from Armenian,Dec-15-2022_21-32,Outdoor parking,https://list.am/en/item/18656501
Retail Space,65 sq.m.,,,,,,,,,"Մովսես Խորենացի փողոց 10, Վանաձոր","250,000 ֏",AMD,"Suitable for shop, workshopFor office, gasified.Translated from Armenian",Dec-15-2022_21-32,,https://list.am/en/item/18457137
Office Space,100 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,6 months,By Agreement,Not included,"Տիգրան Մեծի պողոտա 49, Վանաձոր","400,000 ֏",AMD,"A bright 100 square meter apartment is for rent near Hayk Square. Fully renovated office space.The area consists of two spacious halls. There is a kitchen, two bathrooms, an open balcony.It is equipped with all utilities, security and heating systems.Computer equipment and desks shown in pictures are not available.Translated from Armenian",Dec-15-2022_21-32,,https://list.am/en/item/18629265
Office Space,500 sq.m.,By agreement,Available,First Line,Common from the Street,Direct Lease,1 month,By Agreement,Included,"Տիգրան Մեծի պողոտա 20/1, Վանաձոր","4,000 ֏",AMD,"Գտնվում է Վանաձոր քաղաքի կենտրոնում՝ Գուգարք հյուրանոցի 3-րդ հարկում։ Մուտքը Հայք հրապարակից է։Նոր վերանորոգված, կա ջեռուցում։4000 դրամ/քմНаходится в центре Ванадзора, на 3 этаже гостиницы Гугарк. Вход с площади Айка.Новый ремонт, есть отопление.4000 драм/кв. МIt is located in the center of Vanadzor, on the 3rd floor of Gugark Hotel. The entrance is from Hayk Square.Newly renovated, there is heating.4000 drams/sq. M",Dec-15-2022_21-32,,https://list.am/en/item/18583359
Office Space,130 sq.m.,,,,,,,,,"Բանակի փողոց, Վանաձոր","300,000 ֏",AMD,"For rent: 3 rooms, 130 square meters, hot water, kitchenTranslated from Armenian",Dec-15-2022_21-32,,https://list.am/en/item/18567593
Office Space,550 sq.m.,,,,,,,,,"Улица Московян 50, Ванадзор","1,500,000 ֏",AMD,Сдаётся в арендуОфисная помещенияАдрес Г. Ванадзорул. Московян 50550 кв/мОтоплениеWi FiКухня,Dec-15-2022_21-32,,https://list.am/en/item/18496578
Office Space,260 sq.m.,,,,,,,,,Lorri › Vanadzor,"800,000 ֏",AMD,Сдаётся в арендуОфисная помещенияАдрес Г. Ванадзор260 кв/мОтоплениеWi FiКухня,Dec-15-2022_21-32,,https://list.am/en/item/18496591
Office Space,30 sq.m.,,,,,,,,,"Vahan Teryan Street 14, Vanadzor","120,000 ֏",AMD,A renovated area of 30 square meters is for rent in the central part of Vanadzor. Suitable for office and other activities.Translated from Armenian,Dec-15-2022_21-32,,https://list.am/en/item/18399464
Office Space,45 sq.m.,,,,,,,,,"Vardanants St, Vanadzor","100,000 ֏",AMD,Сдаётся под офис и магазинОстальные вопросы по телефону,Dec-15-2022_21-32,,https://list.am/en/item/18475857
