Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
Agricultural,6000 sq.m.,Yerevan › Shengavit,"$65,000",USD,"Urgent sale of land on the 1st line. The land is located at the back of Erebuni airport. There is also a 15,000 m2 lake next to the land, which is used by us. The land is suitable for use as a recreation area. Drinking water three-phase current is very close to the land. The price of the land is cheaper than its cadastral value. Very urgent negotiable.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18292288
For General Purpose,3110 sq.m.,"Nazarbekyan block, Yerevan","$650,000",USD,A plot of land is for sale at 19/26 Nazarbekyan Tghm. The operational purpose is mixed development. It is not for partial sale.Translated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/18049930
For Residential Development,1000 sq.m.,Yerevan › Nor Nork,"$105,000",USD,A plot of land of 1000 square meters is for sale on Bagrevand 46 streetthe frontal part is 20m deep and 50m deepthe land is located in the vicinity of Smart CityTranslated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/18367749
For Residential Development,980 sq.m.,Yerevan › Nor Nork,"$79,000",USD,"A corner plot of 980 square meters in Bagrevand is for saleThe land is completely flat in the vicinity of Smart Citycommunications are close, it has a large front part 40*20Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18367737
For Public Buildings,117 sq.m.,"Gyurjyan street, Yerevan","$22,000",USD,"117 m/sq. , 12 m. Front. Attached 187m/sq. In that case, 304 m/sq. 25 meters frontage, privatized, public development. On the road. It is possible to run 304, and separately 117 and187 square meters for sale. Also exchangeTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17516004
For Residential Development,400 sq.m.,Yerevan › Kentron,"$400,000",USD,"Վաճառվում է հողատարածք Երևանի Կենտրոն վարչական շրջանում ՝ Չարենցի փողոցի առաջին նրբանցքում, հարմար է առանձնատուն կամ այլ շինություններ կառուցելու համար: Հողատարածքում կա հին 5 սենյականոց տուն, որը քանդելու դեպքում կազատվի կառուցապատման համար մեծ տարածք: Ճակատային հատվածի երկարությունը մոտ 21 մետր է: Մոտերքում կա դպրոց, համալսարան: Մանրամասների համար զանգահարեք:Գինը սակարկելի է:Продается дом в центре города Еревана, в первом переулке улицы Чаренца, земельный участок подходит для строительства частного дома или других построек. Длина передней части около 21 метра. На участке стоит старый 5-ти комнатный дом, снос которого освободит большую площадь под застройку. Площадь земельного участка 400 квадратных метров.: Звоните, чтобы узнать подробности. Цена договорная.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18083104
For Residential Development,360 sq.m.,"Ներքին Չարբախ 14-րդ փողոց 37, Երևան","$19,500",USD,"Flat land, communications are there, populated around, no problems with documents, asphalting soon. 14 streets, 36 plots.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17391253
For Residential Development,800 sq.m.,"Noy District, Yerevan","400,000 ֏",AMD,Land with an area of 800 square metersTranslated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/16799179
Agricultural,3090 sq.m.,Yerevan › Ajapnyak,"$55,620",USD,"For sale,Village land in Kasakh community 3090 sq. M. Land has a high position and wonderful view to Mount Ararat. An exchange is also possibleTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15462610
For Industrial Use,137 sq.m.,"Frunze street, Yerevan","$40,000",USD,"The land is suitable for both residential and business construction, it used to be a factory storage area.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17554267
For Residential Development,835 sq.m.,"Nazarbekyan block, Yerevan","$67,000",USD,41 m frontage for public and residential buildings.UrgentTranslated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/17252223
For Residential Development,1900 sq.m.,Yerevan › Avan,$570,USD,"A 1900 square meter plot of land is for sale on Alma-ata Street in Avan community, which includes 3 private houses, a 30-35 square meter operating business, a 160-170 square meter semi-detached house, and 1 garage. The plot has 2 entrances and is adjacent to the house.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18243425
For Residential Development,300 sq.m.,Kotayk › Balahovit,"$21,000",USD,"300 sq. M. Residential (adjacent) land is for sale near Arinj Mall, in a newly built district, near Multi Gold14 m front sectionTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15492236
For Residential Development,400 sq.m.,Yerevan › Avan,"$28,000",USD,Land for sale LAND400 square meters of land near the house for sale in the newly built elite district of Avan Duryan8 rows20m wide frontageFlat landBeautiful viewLand for sale in Avan Arinj districtTranslated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/15135381
For Residential Development,400 sq.m.,Yerevan › Avan,"$26,000",USD,"400 square meters of land in Avan, Vahan Teryan (Duryan) district20 m frontHas a viewTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15443141
Agricultural,2280 sq.m.,Yerevan › Shengavit,"$37,000",USD,Agricultural land for sale in Noragavit. Near Erebuni Airport - $ 20 per meterTranslated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/15646344
For Residential Development,500 sq.m.,Yerevan › Avan,"$85,000",USD,"500 sq. M. Land near the house for sale in Avan Arinj Paruyr Sjak district, fenced on all sides, water subscriber12.5 m front, in a newly built districtCommunication systems developedVery close to Babajanyan streetTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15198791
For Residential Development,255 sq.m.,Yerevan › Avan,"$32,000",USD,"Avan, Mher Mkrtchyan district255 sq. M. Land near the house in a newly built district, 15 m front, 17 m front, corner landTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15492260
For Residential Development,2000 sq.m.,Yerevan › Avan,$120,USD,"2000 sq. M. Land near the house is for sale in Avan Duryan. 3 rows, 50 m front, 40 m depth,Communicated areaAll around are luxurious mansionsAttention land with super profitsFor business:Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15370332
For Residential Development,800 sq.m.,Yerevan › Avan,"$54,000",USD,"800m of land near the house is for sale in Vahan Teryan district in Avanhas a front of 20m,is a developing districtTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15238085
For Residential Development,6000 sq.m.,Yerevan › Avan,$45,USD,Land in Avan Vahan Teryan districtfirst lineTranslated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/15382819
For Residential Development,265 sq.m.,"Մարշալ Բաբաջանյանի 4-րդ փողոց 15, Առինջ","$18,500",USD,"265 square meters of land for sale, near Multi Gold, near Arinj Mall, 14m frontageIf the developed infrastructure land is purchased in the coming days, the price will be negotiated200m from the stationSchool and kindergarten 500mBalahovit communityTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15139499
For Residential Development,272 sq.m.,"Գևորգ Հովսեփյանի փողոց 1/2, Երևան","$50,000",USD,"A house with a fenced land is for sale in Kanaker-Zeytun community, near Mikaelyan hospital. There is electricity and water in the area.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17912450
For Residential Development,2100 sq.m.,Yerevan › Arabkir,"$995,000",USD,"Special offer, Reduced price, 1 sq. M. $480House, plot of land in the city outside the city)))A wonderful view of the Hrazdan Gorge,Canyon mouth, earthquake resistant,Magnificent nature, clean air,For buyers with special and creative taste,The total area is 2070 square meters, privatized,The area of the building is 680 square meters.The area offers an opportunity to do prospective works, BUILDINGS, HOUSES, etc...ATTENTION: Another 3500 sq. M. Permission to privatizeThis is a must see, only REAL buyers should call...***No Partial Sale***Code 00000Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/14031549
For Residential Development,940 sq.m.,Yerevan › Davitashen,"$120,000",USD,"A plot of land for sale in Davtashen, on the Ashtarak highway. The total area is 940 square meters. The land is flat, located on the 2nd line. Communications are nearby.In case of questions related to the land, or to get acquainted with other properties, please call the indicated phone number.Sincerely, PROJECT real estate agency.Code 9002Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18198922
For Residential Development,"20,000 sq.m.","Bagrevand 50 street, Yerevan","$30,000",USD,"Rural land for sale in Chaini, call for detailsTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/14654478
For Residential Development,500 sq.m.,Yerevan › Avan,"$32,000",USD,"A plot of land near the house is for sale in Avan Vahan Teryan neighborhood on the 5th street. The front part of the land is 12.5 m deep and 40 m deep. The land offers a beautiful view of Avan Arinj, in that area I have 1000 square meters with a frontage of 25 m. Call for details.Code 1575Translated from Armenian",Nov-25-2022_00-45,ELectricity,https://list.am/en/item/18223597
For Residential Development,725 sq.m.,"Ձոր 2 թաղամաս 74, Երևան","$220,000",USD,"Designed for residential buildings.The total area is 725 square meters. 14.5*50m,The land is fenced.The view to the valley.Communications are available.Front section: 14.5 m.There are private houses in the neighborhood.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17758630
For Residential Development,300 sq.m.,"Davidashen 2-nd block, Yerevan","$45,000",USD,Վաճառվում է հողատարածք Դավթաշեն 2 րդ թաղամասում ՝բնակելի շինությունների համար․․․,Nov-25-2022_00-45,,https://list.am/en/item/18316853
For Residential Development,4000 sq.m.,"Թբիլիսյան խճուղի 38, Երևան",$260,USD,"Վաճառվում է 4000 քմ հողատարածք․ Թբիլիսյան 11/15 հողամաս։ԱՅԲ դպրոցի դիմաց, Թբիլիսյան փողոցից 2 -րդ գիծ։ 1քմ արժեքը 260-310$: Առկա է սեփականության վկայական",Nov-25-2022_00-45,,https://list.am/en/item/16676175
For Public Buildings,4000 sq.m.,"Թբիլիսյան խճուղի 15/6, Երևան",$260,USD,"Վաճառվում է 4000 քմ հողատարածք․ Թբիլիսյան 11/15 հողամաս։ԱՅԲ դպրոցի դիմաց, Թբիլիսյան փողոցից 2 -րդ գիծ։ 1քմ արժեքը 260 $",Nov-25-2022_00-45,,https://list.am/en/item/16468545
For Residential Development,933 sq.m.,Yerevan › Kanaker-Zeytun,"$220,000",USD,Plot of land intended for residential development on Droi Street.Code 0800014Translated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/18129078
Agricultural,225 sq.m.,Yerevan › Malatia-Sebastia,$100,USD,"225 square meters of agricultural land is for sale in Haghtanak district. 1 sq/m is 100 dollars, 225 sq/m is 22,500 dollars. It is located on the 2nd street, near the boarding house. It is a flat land, there are houses built nearby. The school is very close. It is privatized, the ownership certificate is available. ALSO EXCHANGE FOR APARTMENT OR OWN HOUSE IN DILIJAN.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18121207
For Residential Development,5000 sq.m.,"Hovhannes Shiraz street, Yerevan","$4,950,000",USD,"Shiraz street 1-line 5000 sq. M., there is a 2-storey building for rent, suitable for various activities, residential buildings. Urgent code T 01.133Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17673989
For Residential Development,2000 sq.m.,"Mher Mkrtchyan street, Yerevan","$4,000,000",USD,"Downtown, near Hraparak, 2000 square meters of land for residential building, Hraparak metro on one side, Zoravar Andranik metro station on the other, can be expanded if desired, VERY URGENT, H06.036Commission 2%Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15744070
For Residential Development,392 sq.m.,Yerevan › Nor Nork,"$190,000",USD,"Nor Nork, Baghyan streetCode 1200097Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17654962
For Residential Development,585 sq.m.,Yerevan › Kanaker-Zeytun,"$180,000",USD,"A plot of land of 585 square meters is for sale, there are two buildings on the plot: 103 square meters (3-room) and 45 square meters (2-room), it has a basement, a garden in the yard.All communications are available. Next to the new construction site.Code 0500260Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18222722
For Residential Development,800 sq.m.,Yerevan › Avan,"$80,000",USD,"Land for sale in Avan Duryan district, 3rd row.* The main one is 250 meters away from Safaryan street.* Front section: 20 m.* Length: 40 m.* Communications are available.* Additional notes:Beautiful view, asphalt and bright road.Code 0200001Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17394101
For Residential Development,600 sq.m.,Yerevan › Avan,"$85,000",USD,Yerjan Nver Safaryan.Facade 27m asphalt and bright street newly built elite district all communications are close.Code 0200049Translated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/17408578
For Residential Development,2000 sq.m.,Yerevan › Avan,"$1,000,000",USD,"Tsarav Aghbyur, first line - 2000 square meters, corner 60 * 33.Code 0200124Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17820223
For Residential Development,800 sq.m.,Yerevan › Avan,"$60,000",USD,"Avan, Duryan 7th streetAt an angular 40 m * 20 m ascending road.Code 0200021Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17406728
For Residential Development,2340 sq.m.,Yerevan › Avan,"$1,200,000",USD,"Avan, Sayat NovaThe land consists of 4 certificates.2 private houses, suitable for a new building.Code 0200118Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17820233
For Residential Development,1000 sq.m.,Yerevan › Avan,"$70,000",USD,"Land for sale in Avan Duryan district, 8th row.* Angular land area.* Front section: 40 m.* Front section: 25 m.* Communications are available.* Additional notes:The land is flat and suitable for business plans.Code 0200006Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17394626
Agricultural,1600 sq.m.,"Նորաշեն թաղամաս 38, Երևան","$51,200",USD,"Agricultural land is for sale near the Mush district behind the Red Cross.The land is legally allowed to be converted into a house near the house, making certain payments for each square meter.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17842694
For Residential Development,300 sq.m.,"Haghtanak 2-nd street, Yerevan",$110,USD,"Land in Haghtanak district, owned, intended for development (near the house) It has the possibility of gas, water, electricity.The plot has 2 entrances. There are apricot trees on the land. It has the possibility to add about 70 square meters.The price of 1 square meter is $110 (final)Soon he will have a building permit for a 2-story house of 200 square meters.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17795223
For Residential Development,220 sq.m.,"Հաղթանակի 2-րդ փողոց, Երևան",$85,USD,"Land in Haghtanak district, owned, intended for development (near the house) It has the possibility of gas, water, electricity. There are apricot trees on the land.The price of 1 square meter is $85 (final)Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/16621828
Agricultural,500 sq.m.,"Haghtanak 2-nd street, Yerevan",$45,USD,"4 plots of land in Haghtanak village, 500 square meters each.850m from the North-South highway.Has access to all utilitiesThe 3 plots are contiguousDesignation: Non-agricultural use (possible to change to residential development)1 square meter - $45Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18088561
For Residential Development,400 sq.m.,Yerevan › Shengavit,"$18,000",USD,"Importance of land for residential construction. Privatized. There are all communications, except for the return, which is 30 meters away. For more information call:Code 7042Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/14290870
For Residential Development,1320 sq.m.,"Kentronakan 4th street, Tairov","$110,000",USD,"Արգավանդում, Թաիրովում, Կարգոի չանպին, Ունի 2 մուտք, կարելի է կարուցել 2 առանձին մուտքերով առանձնատներ։Վաճառվում է նույնիսկ մասնակի։Ունի շինություն 80 քմ, շինության մեչ կա սենյակ խոհանոց սանհանգույ՛ց, ունի ջուր լույս, կոյուղի, հարտ մակերեսա պարիսպապատ 4 կողմնել։մեծ անիվի հետնամասիւմ, ունի 2 մուտք, գտնվումա Կալիֆորնյա ակումբի անմիջապես դիմացը։կարգոյի ճանապարհին։1-ին մուտքը 1-ին գիծ է. 2-ը մուտքը 2-րդ գիծ է։Տնամերձ է. Կարելի է սարքել 2 տուն տարբեր մուտքերով։ Փոխանակում մեքենայի հետ, Ձեր կողմից հավելավճարով։Продаётся участок для жилой застройки, огрожден от 4 сторон 3м. Стенами, есть все комоникации, есть все комунальные удобства, есть канализация, питевая вода и электричества, дорога весь асвальтированна, из центра города 5км, значения земли для жилых домов, у земли есть двухсторонный вход.",Nov-25-2022_00-45,,https://list.am/en/item/16980336
For Residential Development,1340 sq.m.,Kotayk › Jrvezh,"$200,000",USD,"0200165Corner plot of land for sale in Bagrevand district: 40*34It is possible to partially sell 670 square meters 17*40The land is flat, 250m from the main road.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17640656
For Residential Development,1000 sq.m.,Kotayk › Arinj,"$110,000",USD,"0200160Land for sale in the 3rd row of Duryan, Avan. Very close to main road, frontage 25*40, flat land.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17523292
For Residential Development,600 sq.m.,Yerevan › Avan,"$140,000",USD,"Arinj A District 4th street.Wide road, gas, electricity, water, sewerage, all communications are available, front 20 * 30.Code 0200038Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17408594
For Residential Development,1370 sq.m.,Kotayk › Jrvezh,"$40,000",USD,"0200161The land is located at the beginning of Dzoraghbyur, the front part is 20*70.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17523279
For Residential Development,800 sq.m.,Yerevan › Avan,"$74,000",USD,"Avan, Duryan 7th row800 sq. M. 40 * 20 m angular.Code 0200082Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17542906
For Residential Development,1000 sq.m.,Yerevan › Avan,"$70,000",USD,"Arinj A district, 6th street.The corner has 2 front parts 40 * 25, suitable for business applications.Code 0200044Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17408565
For Residential Development,420 sq.m.,Yerevan › Nubarashen,"$14,000",USD,"A plot of land near the house is for sale in Nubarashen, the total area is 420 sq/m. Price $14,000 negotiable. For more information callTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18331791
For Residential Development,50 sq.m.,Yerevan › Kentron,"$35,000",USD,"Կա սանհանգույց, սենյակ և ավտոտնակ, հարմար է տեղում կառուցելու երկհարկանի տուն առանձին մուտքով, երկրորդ հարկից բաց է տեսադաշտը /պարզ երևում է հրազդանի ձորը, ծիծեռնակաբերդը, մասիսը/",Nov-25-2022_00-45,,https://list.am/en/item/11766016
Agricultural,200 sq.m.,Yerevan › Malatia-Sebastia,"$10,000",USD,"Privatized land for sale in Malatia Sebastia community, Hattanak district (4th village)Flat land, there is gas, electricity, water, irrigation water in the area.There are newly built houses in the neighborhood.Also 400 square meters - $20,000Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/15297588
Agricultural,310 sq.m.,Yerevan › Malatia-Sebastia,"$15,000",USD,"A privatized plot of land in Haghtanak district is for sale. 2nd street.It is a flat land. There is gas, electricity, water, irrigation water in the area.4th village.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17150137
For Residential Development,500 sq.m.,"18-րդ փողոց, Նոր Խարբերդ","$12,500",USD,"The land is privately owned, fenced from the street, it is a great place to build a house. The garden is endowed with a variety of trees: Poppy, almond, pear, peach, apricot, cherry, cherry, dambul, grape, blackberry, quince raspberry, etc. Negotiable.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18227727
Agricultural,670 sq.m.,Yerevan › Malatia-Sebastia,"$27,500",USD,"The land is located in the district of Zimyan, near the newly constructed Argavand-Ashtarak road, there is water, electricity and gas, it is adjacent to the road along the frontage.Malatiya Sebastiya community with certificate. The frontage is twenty meters, it is sold completely.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17746610
For Residential Development,3000 sq.m.,Yerevan › Arabkir,"$550,000",USD,"I AM THE OWNER.Arabkir community. Tbilisi highwayIn the video you can see the wonderful location of the land.ՀՈՂԱՏԱՐԱԾՔ Rancho ( ARABKIR ) The land is unique in the city of Yerevan, in one of the best areas.Quite a lot of work has already been done on the land and beautiful lighting in the land.The plot has an approved English-style house project and building. Permit 585 sq. M. Surface.The plot has a beautifully equipped parking lot for 10 cars.Land in the city outside the city)))Magnificent view of Aragats, Mount Ara, Hadis Sar, Hrazdan Gorge, mouth of Dzor.Paved road to the plotThe area is 3000 square meters.All communications are availableelectricity, drinking water and irrigation water directly into the land. + internetCost $550,000Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18233087
For Industrial Use,3200 sq.m.,"Arin Berd street, Yerevan","$80,000",USD,"Production containerGas, water and sewageThe total area is 3200 sq. MImportance of land for productionTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18352315
For Residential Development,1400 sq.m.,"Davidashen 1-st block, Yerevan","$112,000",USD,"The land is of residential value, $80 per square meter.Call the indicated number.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18164330
For Residential Development,800 sq.m.,"Lukashin street, Yerevan","$170,000",USD,All communications are doneTranslated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/16927990
For Residential Development,250 sq.m.,Yerevan › Shengavit,"$16,000",USD,"I am selling 250 meters of land in Nerkin Charbakh, the area has sewerage, gas, electricity, water, everything necessary for everyday life, there is a school, kindergarten, shops in the district.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18152773
For Residential Development,1450 sq.m.,"General Safaryan street, Yerevan","$320,000",USD,"Planning permission is available for the construction of a 5-storey apartment building. The plot is located in a newly built district, it has a road on both sides. All utilities are available in the area.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18325814
Agricultural,1300 sq.m.,Yerevan › Kanaker-Zeytun,"$5,000",USD,1000 meters of agricultural land. Legal in Ptghni. There is a tractor caseTranslated from Armenian,Nov-25-2022_00-45,,https://list.am/en/item/17715035
For Residential Development,2000 sq.m.,Yerevan › Avan,$70,USD,"2000 square meters of residential land (near the house) is for sale in Avan Vahan Teryan Elite district, 50m frontage, beautiful view. All communications available. Slightly negotiable to real buyer.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/17294390
For Residential Development,1000 sq.m.,Yerevan › Davitashen,"$210,000",USD,"Վաճառվում է 1000ք/մ մակերեսով, տնամերձ նշանակության հողատարածք Մելքումով փողոցում: Հողատարածքը պարսպապատված է, բոլոր կոմունիկացիաները գտնվում են հարևանությամբԿոդ 4625",Nov-25-2022_00-45,,https://list.am/en/item/14408037
For Residential Development,100 sq.m.,"Aygestan 7th street, Yerevan","$100,000",USD,"About 200m from North University Land for residential construction is for sale, there is a quite old building on the land to be demolished, for other details call the indicated numberTranslated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18098098
For Residential Development,386 sq.m.,"Moldovakan street, Yerevan","$78,000",USD,"Code-14816. A plot of land intended for the construction of a residential house is for sale in Nor Nork. There is a building of 23.5 square meters on the land. All communications (gas, electricity, water, sewage) are available.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/18022907
For Public Buildings,140 sq.m.,"Gogol street, Yerevan","$100,000",USD,"Code-14076: Public land for sale in Zeytun. It has a three-sided front. The front part of the main street is 15.6 meters. Has the opportunity to expand 200 square meters. Suitable for building car service, car wash, office and other public facilities.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/16607438
For Residential Development,700 sq.m.,Yerevan › Nork-Marash,"$250,000",USD,"Location: Nork-MarashStreet: Nork-Marash, Nork GardensArea: 700 + 1000 square metersCode-11178: Land near the house for sale behind the ""Nairi"" hotel. It has a beautiful view. Communications are available. There is also a small building on the land.Translated from Armenian",Nov-25-2022_00-45,,https://list.am/en/item/11056546
For Residential Development,430 sq.m.,"Malyan street, Yerevan","$130,000",USD,"Code-14485: Land for residential construction in Nor Nork 2nd block is for sale. The front is 15 meters. All communications are available except gas (30 m away) According to the plan, a 3-storey building is envisaged.Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17505617
For Residential Development,280 sq.m.,"Moldovakan street, Yerevan","$60,000",USD,"Code-14815. Land for sale in the 2nd block of Nor Nork. The land is intended for residential development, the frontage of which is 14 meters. All communications (gas, electricity, water) are available.Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/18022866
For Residential Development,1500 sq.m.,Yerevan › Nor Nork,"$250,000",USD,"Code-11392: A semi-constructed building with an area of 1500 square meters is for sale on Myasnikyan avenue. The front is 75 m, located on the first line, communications are available. It is possible to expand it to 1500 square meters. Suitable for commercial building, private house, residential building. There is a building of 100 square meters on the land.Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/10478781
For Residential Development,450 sq.m.,"Թբիլիսյան խճուղի 13/8, Երևան","$10,000",USD,Land near the gas station is suitable for building a househas a paperwork problemTranslated from Armenian,Nov-25-2022_00-46,,https://list.am/en/item/16841113
For Residential Development,800 sq.m.,Yerevan › Shengavit,"$12,000",USD,"800 square meters for sale in New Kharberd, it has 18 meters of frontage, it is suitable for building a private house. Utilities are nearby. It is also possible to exchange a car with an additional fee from you.Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/14163990
For Residential Development,200 sq.m.,"Mher Mkrtchyan street, Yerevan","1,200,000 ֏",AMD,"A plot of land of 200 square meters is for sale in the center, at the back of Kino (Yerevan) City. There is constant water and electricity.Suitable for all types of construction. The specified price is for 1 sq/m.For more information call:Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/18248580
For Residential Development,870 sq.m.,Yerevan › Avan,"$85,000",USD,"Avan Arinj A district,21 m front, central sewer, asphalt roadCode 0100078Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17403071
For Residential Development,1000 sq.m.,Yerevan › Avan,"$47,000",USD,"0100250Land in Arinj, 1000 square meters, 100m from the main road50m frontcommunications close bysuitable for business activitiesTranslated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17850548
For Residential Development,2000 sq.m.,Yerevan › Avan,"$164,000",USD,"Land area: 2000 square meters, Duryan district: 9 rowsThree-way road 25 * 80 m.Code 0100189Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17572101
For Residential Development,550 sq.m.,Yerevan › Avan,$160,USD,"0100376Land area 500 square meters in Avan Arinj, Yerevan address16m front30m frontageIt is also possible to sell a larger areaCode 0100142Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17473421
For Residential Development,1000 sq.m.,Kotayk › Arinj,"$120,000",USD,"0200159The land is located in Duryan 2 row, frontage 20*50, asphalted and lighted road, communications directly in front of the land.Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17480320
For Residential Development,480 sq.m.,Yerevan › Avan,"$26,500",USD,"Land 960 sq. M. In district B, near Arinj mall20 m front asphalt roadCode 0100193Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17580378
For Residential Development,800 sq.m.,Yerevan › Avan,"$40,000",USD,"800 sq. M. Land in Arinj B district20 m front, near Arinj MallCode 0100200Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17640028
For Residential Development,300 sq.m.,Yerevan › Avan,"$33,000",USD,0100045Land area 300 square meters in Mher Mkrtchyan district11m front sectionTranslated from Armenian,Nov-25-2022_00-46,,https://list.am/en/item/17630801
For Residential Development,1500 sq.m.,Yerevan › Avan,"$250,000",USD,"Avan, Paruyr Syak districtThere is a partial sale, starting from 500 square meters, it has two 33m fronts on different streets, all around are luxurious private houses.Code 0100040Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17402051
For Residential Development,800 sq.m.,Yerevan › Avan,"$65,000",USD,800 square meters Arinj A district20m frontageCode 0100039Translated from Armenian,Nov-25-2022_00-46,,https://list.am/en/item/17402043
For Residential Development,800 sq.m.,Yerevan › Avan,"$42,000",USD,"Arinj, B district:16m front,communications close, asphalted roadCode 0100038Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/17402045
For Residential Development,1500 sq.m.,"Ներքին Չարբախ 9-րդ փողոց 50, Երևան","$38,300",USD,"Own flat land in Nerkin Charbakh 1500 sq / m, privatized, near 9th street. At the moment it is an area of agricultural significance, but it is possible to change the significance to the neighborhood (in whole or in part at your request) or I can make a new sale near the house myself. It is a residential district, it has all the communal facilities (electricity, drinking and irrigation water) The average width of the land is 25 meters, it is flat land with a certificate of ownership.It is possible to exchange or close, I am ready to listen to your offers.You can write an email, viber, whatsapp will respond quickly.Click on the name above the call and look at all my announcements I have many other interesting offers that you will definitely be interested in.Translated from Armenian",Nov-25-2022_00-46,,https://list.am/en/item/16108723
