Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Residential Development,1750 sq.m.,"Բարեկամության փողոց 22, Ոսկեհատ","$15,000",USD,Utilities are nearbyThe land will be located in Voskehat villageTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/18279589
For Industrial Use,20 sq.m.,Armavir › Armavir,"$60,000",USD,"Gas station for sale on Armavir-Gyumri highway, 87 Yerևanyan street.The gas station has artesian water.Call for details.Price is negotiable.EdikTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16887420
For Residential Development,500 sq.m.,Armavir › Armavir,"$4,500",USD,Residential land for sale near the old maternity hospital of Armavir cityFor more information callTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/18082564
For Residential Development,2400 sq.m.,Armavir › Aknalich,"$22,000",USD,"Land near the house for sale, price 2400, negotiableTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17375097
Agricultural,3500 sq.m.,Armavir › Arshaluys,"15,000,000 ֏",AMD,Land for sale on Yerjan Armavir highwayTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/17260929
Agricultural,"30,000 sq.m.","Mkhitar Heratsi Street, Armavir","$350,000",USD,"Private land for sale in Armavir city. The area includes a dry orchard with more than 400 trees. With all facilities for woodworking. 4-room apartment. Constant water, three-phase current. The area can also be used as a public place.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18119626
For Residential Development,630 sq.m.,"Raffi street, Yerevan","$23,500",USD,The plot has all utilitiesTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/18367370
Agricultural,2600 sq.m.,"Հաղթանակի փողոց 24, Ամբերդ","$4,000",USD,"It is located in the middle of Amberd and Doghs villages, with smooth permanent irrigation water, right next to the road, very good place, urgentTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18314767
Agricultural,5000 sq.m.,Armavir › Amberd,"$5,800",USD,"It is 28 km away from Yerevan, next to the Amberd river is a very well cultivated and flat piece of landTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18314780
For Residential Development,500 sq.m.,Armavir › Armavir,"$18,000",USD,"Land for sale in 107 district. 500 m, fenced land. There is about 100 m, semi-basement area 3 m high. The area is in good condition, fruit trees, drinking water, electricity, a gas pipe passes in front of the house. About 3 × 3 stone building with a roof.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16026495
For Public Buildings,225 sq.m.,Armavir › Metsamor,"$11,500",USD,He urgently took possession of the 18 m frontTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/15914794
Agricultural,2500 sq.m.,Armavir › Gai,"$12,000",USD,"The land is owned, the documents are available. There is a spring at the beginning of the land and it is located in a residential area. It is possible to exchange it with a car for an additional fee. For other information, call.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17804837
For General Purpose,7000 sq.m.,Armavir › Echmiadzin,"$55,000",USD,"A plot of land is urgently for sale 7 km from Yerevan, in the back of the Zvartnots resort. The plot has quality fruit trees of peach, apricot, plum, quince and other species. There is also a residential building and buildings intended for various productions, a barn, a cattle shed, and a canning workshop. There is also a well on the land. Exchange is also possible. Call for other questions.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16502718
For Residential Development,1200 sq.m.,Armavir › Merdzavan,"$40,000",USD,"The land has electricity, has a building, 13-13 semi-finished buildings, as a basement and a garage, 2'8 high, two-lane road, drinking water and irrigation gas, all are close to the land.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17931501
For Residential Development,400 sq.m.,Armavir › Armavir,"$3,300",USD,Residential area at the back of Angel restaurant. Exchange with equivalent car. Other questions by phone.Translated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/17751099
Agricultural,8000 sq.m.,Armavir › Ptghunk,"9,500,000 ֏",AMD,Call for detailsTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/18184765
Agricultural,2500 sq.m.,Armavir › Parakar,"$40,000",USD,"There are productive trees on the land. There are apple, peach, plum, almond, cherry, walnut and apricot trees.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18019083
For General Purpose,1100 sq.m.,Armavir › Shahumyan,"$7,700",USD,Call for details. There is also an exchange with an equivalent carTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/17674019
Agricultural,5500 sq.m.,Armavir › Echmiadzin,"$12,000",USD,"Այգին 5500 մետր է։ Գտնվում է Արմավիրի մարզի Աղավնատուն և Դողս գյուղերի միջնամասում։ Առաջին գիծ։ Ճանապարհի վրա է։ Ջրի խնդիր չկա։ Ունի քարի տնակ։ Կողքերը 17 հատ ընկույզի ծառեր կան։Առանձին վաճառվում են նաև միջի շպալները և լարերը։ Շպալները լավ վիճակում են, գինը 1400 դրամ։",Nov-25-2022_00-55,,https://list.am/en/item/7645030
For Residential Development,1250 sq.m.,Armavir › Echmiadzin,"2,400,000 ֏",AMD,Հողամասը գտնվում է Էջմիածնին կից գյուղում Գեղակերտ (Սամաղար),Nov-25-2022_00-55,,https://list.am/en/item/18347550
For Residential Development,1000 sq.m.,Armavir › Haytagh,"6,900,000 ֏",AMD,"THE LAND CAN ALSO BE GIVEN FOR RENT (450,000 AMD per year) It is located on the border of Arshaluys village, only 24 km from Yerevan. Very close to the main road, gas 30-40 meters, electricity passes directly in front of the land, great view of Ararat flat, very suitable place for residential house and country house. Exchange for a car is also possible.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17847778
Agricultural,2300 sq.m.,Armavir › Parakar,"$37,000",USD,"Կոդ՝ B-22224Վաճառվում է գյուղատնտեսական նշանակության հողատարածք (վարելահող) Փարաքարում։ Կոմունալ հարմարությունները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An agricultural meaning plot (arable land) for sale in Parakar. All utilities are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-55,,https://list.am/en/item/16434718
For Residential Development,1500 sq.m.,Armavir › Parakar,"$200,000",USD,"Կոդ՝ B-17996Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Փարաքարում։ Կոմունալ հարմարությունները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A residential construction meaning plot for sale in Parakar. All the communications are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-55,,https://list.am/en/item/14558098
Agricultural,1600 sq.m.,Yerevan › Malatia-Sebastia,"$65,000",USD,"Կոդ՝ B-23365Վաճառվում է գյուղատնտեսական նշանակության հողատարածք Հաղթանակ թաղամասում։ Բոլոր կոմունալ հարմարությունները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An agricultural meaning plot for sale in Haghtanak District. All communications are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-55,,https://list.am/en/item/15291681
For Residential Development,570 sq.m.,Armavir › Parakar,"$35,000",USD,"Կոդ՝ B-21871Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Արմավիրի մարզի Փարաքար գյուղում։ Ունի մշտական ոռոգման ջուր, գազի և հոսանքի հնարավորություն։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A residential construction meaning plot for sale in Parakar Village․ The area has possibility of gas and electricity and is supplied with constant irrigation water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-55,,https://list.am/en/item/17522857
For Residential Development,450 sq.m.,Armavir › Parakar,"$60,000",USD,"Կոդ՝ B-21573Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Փարաքար գյուղում: Ունի շինություն (60քմ), պարիսպ, կոյուղի, հոսանք, մշտական ջուր, գազի հնարավորություն։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A residential construction meaning plot for sale in Parakar Village. The area has a building (60sq. M), fence, sewerage, electricity, possibility of gas installation and is supplied with constant water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-55,,https://list.am/en/item/14149141
For Residential Development,490 sq.m.,Armavir › Musaler,"$25,000",USD,"Կոդ՝ B-22573Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Մուսալեռ գյուղում: Ունի քարե պարիսպ, պտղատու ծառեր, կոյուղի, հոսանք, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A residential construction meaning plot for sale in Musaler Village. The plot has stone fence, fruitful trees, sewage, electricity and is supplied with constant water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-55,,https://list.am/en/item/11630467
For Residential Development,730 sq.m.,Armavir › Musaler,"$14,000",USD,"Կոդ՝ B-21485Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Մուսալեռ գյուղում: Ունի մշտական ջուր։ Մյուս կոմունալ հարմարությունները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A residential construction meaning plot for sale in Musaler Village. The plot is supplied with constant water. Other utilities are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-55,,https://list.am/en/item/17211655
For Residential Development,500 sq.m.,Armavir › Armavir,"$15,000",USD,"Tamerz gas station, Armavir, Marzush, gas, light, Heratsi street, 24Translated from Armenian",Nov-25-2022_00-55,"ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/18229845
For Residential Development,1000 sq.m.,Armavir › Haytagh,"$6,500",USD,"On the Haytagh Arshalus road, there is a 5th earth gas light from the head.Translated from Armenian",Nov-25-2022_00-55,"ELectricity, water supply, natural gas",https://list.am/en/item/17935256
For Residential Development,600 sq.m.,Armavir › Armavir,"$7,000",USD,"Urgently for sale, unfinished building, has basement rooms, water, light, gas, line, wall, passes, negotiable exchange with equivalent carTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16905339
Agricultural,3500 sq.m.,Armavir › Echmiadzin,"$30,000",USD,3500 sq. M. Is for sale near Zvartnots district of Etchmiadzin. M land with fruit treesTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/17098854
Agricultural,"500,000 sq.m.",Armavir › Musaler,"$3,150,000",USD,"Находится непосредственно рядом с музеем комплексом Мусалер, открывается прекрассная панорама на Арарат, имеет два входа с центральной автострады и один через село баграмян, от Еревана 15км, аэропорт Звартноц-9км.",Nov-25-2022_00-55,,https://list.am/en/item/17542790
Agricultural,"150,000 sq.m.",Armavir › Armavir,"$230,000",USD,"Поливная вода с Аракса, среднегодовая урожайность 200тон абрикосов, водоем для разведения рыбы, дом с подвалом, газ рядом, электроэнергия.",Nov-25-2022_00-55,,https://list.am/en/item/14126274
For Residential Development,600 sq.m.,Armavir › Armavir,"3,700,000 ֏",AMD,600 sq/m plot of land for sale in Bangladesh District 107Translated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/18296275
For General Purpose,"50,000 sq.m.",Armavir › Echmiadzin,"$75,000",USD,"Fish farm with additional area is for sale. There is a building with a total area of 60 square meters, a pool for 9 fish, a spring, a barn with an area of 100 square meters and a rather large empty land. The land is located in the part from Etchmiadzin to Margara village. Price is negotiable.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17977749
For Residential Development,500 sq.m.,"Komitas street, Parakar","$30,000",USD,"Read carefully, call me, I am selling, I will share from my land, I will give a plot of land near the house, 500-550 sq. M., of which 80 sq. M.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17242037
For Industrial Use,250 sq.m.,"Մայիսյան փողոց 53, Վաղարշապատ","$25,000",USD,"The land is located at Aram Khachatryan address in Zvartnots district of Etchmiadzin.At the moment there are fruit trees all over the place,It can also serve as a residential container near the house1070 mTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18015337
For Industrial Use,2300 sq.m.,Armavir › Parakar,"$20,000",USD,"Arable land for sale. There is irrigation water in Parakar, near Zvartnots airport. In Parakar village... It is also possible to exchange with a car for an additional fee...Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/14516069
For General Purpose,2000 sq.m.,Armavir › Musaler,"$6,500",USD,"There is no problem with the documents. Agency NO. A land is for sale in Arevshat village, near Zvartnots airport, near the fence. 100 m from the asphalt to the ground. Very suitable for business activities (for example, for starting a greenhouse) There used to be an apricot orchard.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16238069
Agricultural,"80,000 sq.m.",Armavir › Echmiadzin,"$80,000",USD,"Armavir region G. 8 hectares of land with a document + 2 to 3 without paper, it can be used only by you, it is a corner plot, canal on both sides.I will listen to interesting offersTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16081919
For Residential Development,1000 sq.m.,Armavir › Geghakert,"$10,000",USD,"The price is negotiable, real buyers should call. Permanent irrigation water.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17923666
For Residential Development,"15,000 sq.m.","1district 1, Metsamor","$15,000",USD,"1.5 hectares of land for sale. Внутри есть артизан, губиной 90м:The land for living is 1.5 hectares, it belongs to the big city, it has a 90-meter arch, all the documents are available, it is possible to exchange it with a car, call for details, I will listen to your suggestions.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17159380
For Residential Development,630 sq.m.,Armavir › Parakar,"$35,500",USD,"Tnamerdz hoxatarack, glxavor mairyhic andamene 50 metr, Arkae jur, vorokman jur, hosank, 4 kohm parispatac, dur darpasov, arkaemi pokr shinutyn",Nov-25-2022_00-55,,https://list.am/en/item/16467905
For Public Buildings,2000 sq.m.,Armavir › Dasht,"$7,500",USD,"A plot of land near the house is urgently for sale in Dasht village. For details, call the indicated phone numberTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18111367
For Residential Development,800 sq.m.,"5th Street 13, Musaler","$16,500",USD,The land is for sale or exchange with a 2-3 room apartment in Achlanyak with an additional fee from us. It is also sold closed.Translated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/17925640
Agricultural,"25,000 sq.m.",Armavir › Armavir,"$60,000",USD,The rent includes:Apartment 111× barn 160× storage room 30× also harvest trees.Dumbbells 4000x 4000x Apricots 5000x Apples 3000x solar panels in a cameraTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/18220522
Agricultural,3000 sq.m.,Armavir › Norakert,"$5,500",USD,"A cultivable vineyard is for sale on Aram Manukyan street, Zvartnots. There are apartments nearby. At a distance of 50 m there is light and water. The soil is very fertile. It is also very suitable for greenhouse construction. Price $ 5500, negotiable.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17738677
Agricultural,3100 sq.m.,Armavir › Musaler,"$22,000",USD,"A plot of land with a total area of 0.31 ha is for sale, $7 per square meter.There are built greenhouses on both sides (it does not belong to that land) On one side, the aqueduct crosses the road on the other side.Those who want to write a message.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17207125
Agricultural,6100 sq.m.,Armavir › Musaler,"$48,800",USD,"It is located near the Yerevan-Etchmiadzin highway.The total land area is 6100 square meters.$ 8 per square meter.Electricity, gas nearby.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17575470
For Residential Development,1100 sq.m.,Armavir › Merdzavan,"$23,000",USD,Land near the house for sale in the beginning of MerdzavanTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/17712374
For Residential Development,800 sq.m.,Armavir › Parakar,"$15,000",USD,"800 m2 land near the house is for sale in Parakar. There are all the communal facilities in the area: Gas, water, electricity.For more information callTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16751474
For Residential Development,1000 sq.m.,Armavir › Echmiadzin,"$25,000",USD,First line 1000 square meters frontage 22.4 meters land next to the house on the main road of Echmiadzin - Voskehat - Masis highway 1st line has electricity GEODESY doneTranslated from Armenian,Nov-25-2022_00-55,ELectricity,https://list.am/en/item/16488515
For Residential Development,760 sq.m.,Armavir › Parakar,"$16,300",USD,It has all utilities close to the central street! There is a possibility of a reward option with an advance payment very quickly!Translated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/17924954
For Residential Development,1000 sq.m.,Armavir › Sardarapat,"$3,000",USD,"The land is located at the beginning of Sardarapat village, 300m away from Olor krug. Write for questionsTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18228489
Agricultural,"10,000 sq.m.","Nalbandyan street, Armavir","$17,000",USD,"It is a young, very fruitful garden ․ The total is 1 hectare. 17 mead standing grapes, 6 mead honey. The coils, all the wires are completely new. Urgent sale. Negotiable;Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17582023
Agricultural,"12,000 sq.m.",Armavir › Echmiadzin,"75,000,000 ֏",AMD,"12000 sq. M. Solid area with 6000 sq. M. Greenhouses for sale. The greenhouses were built in 2020 (4 pieces of 1500 square meters), there is a residential house of 100 square meters, a deep well of 28 meters. Three-phase electricity, fruit treesTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16266771
For Residential Development,400 sq.m.,Armavir › Armavir,"1,500,000 ֏",AMD,"Продам земельный участок для жилой застройки по адресу г. Армавир (Октемберян), Баграмян ""А"" квартал (թաղամաս) №127 участок. Никаких рассрочек, кредитов, обменов. Документы (с нулевой справкой) все готовы для продажи. Позвонить только реальным покупателям. Небольшой торг уместен. Срочно! . Собственник! .",Nov-25-2022_00-55,,https://list.am/en/item/17516754
For Residential Development,1600 sq.m.,Armavir › Merdzavan,"$31,000",USD,"The land near the house is located on the Yerjan-Merdzavn highway, 1600 sq. M. Մ.For more information callTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17570344
For Residential Development,1000 sq.m.,Armavir › Aknashen,"$4,000",USD,1000 meters near the house Negotiable. Aknashen khatunakh. Also exchanged for a carTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/17818200
Agricultural,"20,000 sq.m.",Armavir › Echmiadzin,"$30,000",USD,"2 hectares hox Ejmiacni Araqs gyuxum:About 300 cherry trees have been planted, and there is still plenty of roomVery good soil for trees, greenhousesThere are 3 wells out of 3 wellsThere is also electricityContractual!Samsung Iphone:Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/14590256
For Residential Development,1000 sq.m.,"Երիտասարդության փողոց 1, Մերձավան","$14,000",USD,"1000 sq. M. Flat land is for sale in Merdzavan, newly built district, front on both sides, it is possible to share two separate 500 sq. M.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/12662913
For Residential Development,1020 sq.m.,"Երիտասարդության փողոց 1, Մերձավան","$15,000",USD,"A plot of land is for sale in Merdzava, it has drinking water, gas, electricity, it has a building foundation. The land is located 200 m from the road. At a distance.Very urgent, negotiable.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18344659
Agricultural,5400 sq.m.,Armavir › Musaler,"$120,000",USD,"Land for sale in front of the villageParakar on Etchmiadzin highway, in the section from Parakar to Musaler, 5400 sq. M., 4 pieces of land with 4 certificates.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17836268
Agricultural,7000 sq.m.,Armavir › Echmiadzin,"$119,000",USD,"7000 square meters of land is for sale URGENTLY. There is a 1500 square meter working greenhouse and a 500 square meter working poultry factory with all equipment, designed for 6000 laying hens. Part of the territory is fenced, the other part is fenced. It has the possibility to expand to about 2000 square meters. The area is provided with three-phase electricity, natural gas and permanent water.PRICE NEGOTIABLECode 09999Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18346683
For Residential Development,800 sq.m.,"Улица Бабаджаняна 6, Паракар","$80,000",USD,Fenced land near the orchardTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/17370847
For Residential Development,600 sq.m.,Armavir › Armavir,"$17,000",USD,Տնամերձ հողատարածք. Պարսպապատ է. Այգին ունի բազմատեսակ բերքատու ծառեր. Դարպաս. Շինություն նոր կառուցված 32 քմ. Ոռոգման ջուր.,Nov-25-2022_00-55,,https://list.am/en/item/14186428
For Residential Development,800 sq.m.,Armavir › Echmiadzin,"$5,000",USD,"A plot of land is for sale in the beginning of Aghavnatun village, the price is negotiable.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/11433119
For Residential Development,500 sq.m.,Armavir › Tairov,"$25,000",USD,"A plot of land near the house totaling 500 square meters is for sale, gas and water supply are nearby, the price is negotiable. In case of questions, call the indicated phone numbers.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18349275
For Public Buildings,5000 sq.m.,"1district, Metsamor","$50,000",USD,"Armavir Metsamor on Yerevan road, between the bridge and the football field, 5000 sq. M. Մ. With the right of construction, has a convenient position for business, the front is 50 meters, has a separate road from the back, under the bridge.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/15747704
Agricultural,"10,000 sq.m.","Улица Аветика Исаакяна 33, Баграмян","$22,000",USD,1 hectare of vineyard in Bahramyan village is negotiableTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/16616409
Agricultural,"10,000 sq.m.",Armavir › Echmiadzin,"$40,000",USD,"A greenhouse is built on 3500 of the land.The land is available with productive trees.Exchange with the car at an additional cost on your part.For details, call the indicated numberTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16314177
Agricultural,2000 sq.m.,Armavir › Metsamor,"$20,000",USD,"The land is located in Metsamor village, near Gay village.Call the number for detailsTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16917687
Agricultural,400 sq.m.,Armavir › Tairov,"$8,000",USD,"A 400 sq. M. Plot of land for sale in Tairov, near the Orgyo road, in front of the Niko restaurant, for village purposes.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18365640
For Residential Development,300 sq.m.,Armavir › Parakar,"$27,000",USD,"Narekatsi district, 3rd str. Frontage 20m: Fruit trees and communications in the area, as well as sewerage.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18365629
For Residential Development,500 sq.m.,Armavir › Parakar,"$25,000",USD,"Everything is fenced, it has all the possibilities of light, water, gas, the street has night lightingTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18333604
For Residential Development,310 sq.m.,Armavir › Musaler,"$12,000",USD,"A plot of land near the house is for sale in the village of Musaler (10 km from Yerevan)It has a very good location as well as the possibility of water, gas and electricity.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18026308
For Public Buildings,1783 sq.m.,"Mesrop Mashtots street, Vagharshapat","$260,000",USD,"Privatized land of 1783 sq. M. Is for sale, which can be used both for building a house and for a public building. It is located in the beginning of the city of Etchmiadzin, near the Hripsime church, next to the Akord music store.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16872462
For Residential Development,700 sq.m.,Armavir › Dasht,"$6,000",USD,"Plot of land in Taza Dachek of Ejmiatsin field village, 700 square meters, there are houses on the sides, there are houses attached to the part under the residential land, I will exchange a canal for a car (field village on Ashtarak road)Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16780656
For Residential Development,1200 sq.m.,Armavir › Tsaghkunk,"$10,500",USD,"Suitable for agricultural purposes and to build an apartment. There is natural gas, water and light in the area. For details, call the mentioned phone number. It is negotiable.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16380982
For Industrial Use,"18,000 sq.m.",Armavir › Koghbavan,"$4,000",USD,"Land for sale in Koghbavan, 1 hectare, 8000 meters, No water problem, the land is very fertile, the land has not been cultivated with food for 20 years, the stones have been cleaned, the price is negotiable, call for details. VERY URGENTLYTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16786783
For Residential Development,600 sq.m.,"Abovyan street, Armavir","$8,000",USD,"Land for sale in 108 districtSECOND ROW600 square meters196 sq. M. BuildingBasement with full area (196)Garage for sale, c. In front of Armavir Mashtots 3b building35 sq. M. $ 3500Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/17867942
For Industrial Use,"15,000 sq.m.",Armavir › Tairov,$50,USD,Next to CargoTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/18306418
For Residential Development,500 sq.m.,Armavir › Echmiadzin,"$35,500",USD,Ara Manukyan district. There is sewage and drinking water.Translated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/18312149
For Residential Development,1800 sq.m.,Armavir › Arevashat,"$15,000",USD,"Продается земельный участок в Аревашате, есть вода, недалеко газ и свет. Для жилой застройки",Nov-25-2022_00-55,,https://list.am/en/item/18100901
Agricultural,6200 sq.m.,"Էջմիածին փողոց 1, Պտղունք","2,000,000 ֏",AMD,"The land is located in Shahumyan village, 4 km from EJMIATSN, call for questions.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18046119
For Residential Development,583 sq.m.,Armavir › Echmiadzin,"$45,000",USD,583 c. Of which 220 sq. M. Մ. The half-built is very urgentTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/16696342
For Public Buildings,800 sq.m.,"Մաքսիմ Գորկու փողոց, Արմավիր","$20,000",USD,Near the house 800mImmediately to Gorky's leftNear the car washTranslated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/18300806
Agricultural,5000 sq.m.,Armavir › Echmiadzin,"3,500,000 ֏",AMD,"There are fruit trees with secured irrigation water. Thornless blackberry. Address: Echmiadzin village, AmberdTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18271181
Agricultural,1200 sq.m.,Armavir › Armavir,"1,200,000 ֏",AMD,"Продаётся две участки земли рядом друг с другом на школьной улице в селеНораван, 10 минут от города Армавира.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18062893
For General Purpose,300 sq.m.,Armavir › Echmiadzin,"$10,000",USD,A 1-line land is for rent on Margara road in Etchmiadzin.Dimensions: 50 meters front 6 meters wide. The area is rented for 99 years. Exchange with a car is possible.Translated from Armenian,Nov-25-2022_00-55,,https://list.am/en/item/15076370
For Residential Development,1070 sq.m.,Armavir › Parakar,"$10,700",USD,"Horticultural lands for sale in Parakar1070 sq. M., 1200 sq. M., 1590 sq. M. And 2300 sq. M. Land plots can very easily become areas used for residential buildings, as they are generally approved as residential areas.All 4 plots have a two-sided or three-sided facade, it is very convenient to make several adjacent houses.Translated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/16516088
For Residential Development,1200 sq.m.,"Northern Ray 11, Yerevan","$8,000",USD,"Two plots of land in the village of Gai, close to the house and agricultural together, affordable price, urgently 1200 square meters and 2400 agriculturalTranslated from Armenian",Nov-25-2022_00-55,,https://list.am/en/item/18199191
