Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Furniture,The House Has,Parking,Amenities,Appliances,Window Views,Links
Stone,Yes,Not available,2,100 sq.m.,3,1,from 2.7 m,2,Closed balcony,Cosmetic Renovation,5,Yes,No,Not included,By Agreement,Gegharkunik › Sevan,"100,000 ֏ monthly",AMD,"Հարմարավետ և արևկող 3 սենյականոց բնակարան է 5-րդ միկրո թաղամասում։ Բնակարանում առկա են բոլոր կոմունալ հարմարությունները (կահույք, սառնարան, լվացքի մեքենա, ինչպես նաև առկա է տաք և սառը ջուր) ։ Բնակարանը տրվում է և ամսավարձով և օրավարձով։A cosy and confortable appartment near the centre of the city. It has 3 rooms and has all amenities eather for one day or for monthly rent. Everything is visible on the photos, please call if you have any questions.Уютная, солнечная 3-комнатная квартира в 5ом микрорайоне. В квартире есть все удобство (мебель, холодильник, стиральная машина, а также горячая и холодная вода) Квартира сдается как помесячно, так и посуточно. Вы можете звонить в случае возникновения вопросов.",Dec-15-2022_21-09,Available,,,,,,https://list.am/en/item/18575611
Stone,No,Not available,5,60 sq.m.,3,1,from 2.75 m,2,Open balcony,Euro Renovation,5,Yes,No,Not included,By Agreement,"Nairyan Street, Sevan town","200,000 ֏ monthly",AMD,"Сдаётся квартира на 6 месяцев со всеми удобствами в городе Севан. Вся квартира отремонтирована. Есть всё необходимое, есть открытый балкон. Система отопления. В 3 метрах магазины, пекарни, аптеки, бистро, рыбный магазин, в 20 метрах банки, в 10 м операторы. Очень удобная часть города. Из Севана в Ереван едут машины прим. 40 мин. Цена 200.000 др. Риелтором не звонить.!",Dec-15-2022_21-09,Available,,,,Stove,,https://list.am/en/item/18554625
Panels,No,Available,9,80 sq.m.,3,1,from 2.8 m,6,Closed balcony,Partial Renovation,6,Yes,Negotiable,Not included,1 month,"Nairyan Street, Sevan town","150,000 ֏ monthly",AMD,Квартира в центре города Севан со всеми необходимыми вещами и техникой.,Dec-15-2022_21-09,Available,Playground,Outdoor parking,"Television, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, city view",https://list.am/en/item/18594187
Cassette,No,Not available,1,50 sq.m.,3,1,from 3 m,1,Not available,Euro Renovation,4,Yes,Yes,Not included,1 month,Gegharkunik › Chkalovka,"200,000 ֏ monthly",AMD,"2-3 room cabins for rent, 60 kilometers from Yerevan, 5 kilometers from Sevan city, has all utilities, Wi-Fi, constant hot and cold water, 2 hectares of land. I'm coming backTranslated from Armenian",Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18451482
Panels,No,Available,9,84 sq.m.,3,1,from 2.75 m,4,Not available,Cosmetic Renovation,5,Yes,Yes,Not included,2 months,"Գրիբոեդով փողոց, Սևան","200,000 ֏ monthly",AMD,Сдаётся 3-х комнатная квартира в городе Севан,Dec-15-2022_21-09,Available,,,,,,https://list.am/en/item/18517017
Panels,No,Not available,5,45 sq.m.,1,1,from 2.8 m,5,Closed balcony,Partial Renovation,4,Yes,No,Not included,1 month,"Ա․ Սեսմանուկյան փողոց 1-ին նրբանցք 14, Վարդենիս","50,000 ֏ monthly",AMD,"A 1-room apartment with a closed balcony is for rent on Sesmanukyan Street in Vardenis. It is furnished, there is hot and cold water, household appliances. Call for more information.Translated from Armenian",Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18565484
Panels,No,Available,9,62 sq.m.,2,1,from 2.7 m,8,Closed balcony,Old Renovation,3,Yes,No,Not included,By Agreement,"Улица Саркиса Севанеци 19, Севан","100,000 ֏ monthly",AMD,"Квартира находится в 15мин от озера. Солнечная сторона, есть эл. Колонка, постоянная вода, посуда, постель.",Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18565457
,,,,,,,,,,,,,,,,"Lernagorts Street, Vardenis","80,000 ֏ monthly",AMD,3-room apartment for rent in Vardenis cityTranslated from Armenian,Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18353313
Panels,Yes,Available,9,50 sq.m.,2,1,from 3 m,2,Closed balcony,Old Renovation,5,Yes,No,Included,By Agreement,"Nairyan Street, Sevan town","70,000 ֏ monthly",AMD,"It is for rent.3 converted into a 2-room apartment. The windows have been replaced throughout the apartment. There is a heating system. Completely new and new sink. The apartment is comfortable on the sunny side, the yard is completely paved. It has a comfortable and large basement inside the apartment. The bathroom and toilet are in good condition.Ready for occupancy8000 per day is also availableTranslated from Armenian",Dec-15-2022_21-09,Not available,Playground,Outdoor parking,"Television, parking space","Fridge, coffee maker, washing machine","Yard view, street view, city view",https://list.am/en/item/18533941
Stone,No,Not available,5,80 sq.m.,3,1,from 2.7 m,2,Not available,Euro Renovation,6,Yes,Yes,Not included,1 month,Gegharkunik › Sevan,"350,000 ֏ monthly",AMD,"A fully furnished apartment with all utilities (automatic washing machine, gas stove, refrigerator, TVs and WIFI) is for rent.The yard is completely paved.Ready for occupancy.Translated from Armenian",Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18442982
Stone,No,Not available,5,50 sq.m.,1,1,from 2.6 m,3,Closed balcony,Major Renovation,3,Yes,No,By Agreement,By Agreement,"Nalbandyan street, Sevan town","120,000 ֏ monthly",AMD,.После кап ремонта. WhatsApp. Viber.,Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18548347
Stone,No,Not available,5,70 sq.m.,2,1,from 2.75 m,2,Open balcony,Cosmetic Renovation,8+,Yes,Yes,By Agreement,By Agreement,"Սարգիս Սևանեցու փողոց, Սևան","120,000 ֏ monthly",AMD,"The apartment has all utilities, 2 floors, 2 roomsTranslated from Armenian",Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18451412
Stone,No,Not available,5,50 sq.m.,2,1,from 2.7 m,1,Not available,Cosmetic Renovation,,,,,,"Էներգետիկների փողոց, Սևան","60,000 ֏ monthly",AMD,"The apartment is in normal condition, with necessary property.With hot and cold water, the bathroom is renovatedTranslated from Armenian",Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18105776
