Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,New Construction,Elevator,Ceiling Height,Floor,Balcony,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Furniture,Garage,Amenities,Appliances,Links
House,Stone,110 sq.m.,1,3,2,Euro Renovation,450 sq.m.,"Lazo street, Գյումրի","13,000 ֏ daily",AMD,"A one-story stone house with two separate entrances is for daily rent, which has large and spacious portions, designed for 6 and 3 people respectively.The large part has 2 bedrooms, living room, kitchen and bathroom.The small unit consists of 1 bedroom, kitchen and living room together and a bathroomThe house is provided with constant water supply, constant gas supply with hot and cold water.The house is heated with BAXI system, free WI-FIThe mansion has a spacious yard with a parking space, a bisetka for barbecues.3 people costs 13000 4 people costs 25000 6 people 30000Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/15039871
House,Stone,45 sq.m.,1,2,1,Designer Renovation,,"Մազմանյան փողոց 81, Գյումրի","25,000 ֏ daily",AMD,"The guest house was built in 1903, completely renovated and furnished in 2019 in line with the color of old Gyumri. A unique environment has been created to take the breath of old Gyumri insatiably. There are all the necessary conditions to promote family warmth.The guest house is designed for up to 4 people.Cost of one day ․25,000 AMD for 1-2 people30,000 AMD for 3-4 people.The old Gyumri guest house is located in the center of Gyumri, very close to the main sights, in particular.940 m to Vardanants Square, 8 minutes on footTo the newly renovated Rustaveli Street, 330 m, 3 minutes on footTo Avetik Isahakyan House-Museum, 610 m, 5 minutes walkTo Hovhannes Shiraz House Museum, 720 m, 6 minutes walkTo Mher Mkrtchyan's house-museum, 600 m, 5 minutes on foot.Many shops, restaurants and cafes are nearby.We look forward to it!Visit and you will not regret:)Q. Gyumri, Mazmanyan 81/1Modern comfort in the XIX century building!Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17996230
House,Stone,141 sq.m.,1,5,3+,Designer Renovation,60 sq.m.,"Սպանդարյան փողոց 101, Գյումրի","800,000 ֏ monthly",AMD,"Renovated designer style detached house. 2 bathrooms, jacuzzi, separate bath. 3 bedrooms. Also has a large basement. Heated floor and roof.Translated from Armenian",Nov-24-2022_23-04,,,,,,6,Yes,No,Not included,2 months,,Not available,,,https://list.am/en/item/18175180
House,Stone,75 sq.m.,1,3,1,Designer Renovation,30 sq.m.,"Tigran Mets Avenue 30, Gyumri","20,000 ֏ daily",AMD,"Տունը նախատեսված է 4-5 հոգու համար: Կապիտալ վերանորոգված, բնակեցված չէ: ՈՒնի բոլոր հարմարություները՝ WIFI, smart TV փոքր բակ մանգալСдается 3-х комнатный гостевой дом в городе Гюмри близко к центру, посуточно. Дом капитально отремонтирован и полностью нежилой.В доме есть все необходимое для полноценного отдыха.Постоянная холодная и тёплая вода,Безлимитный высокоскоростной Wi-Fi.Есть холодильник, газовая плита, стиральная машина, микроволновая печь, телевизор.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18111321
House,Stone,100 sq.m.,2,3,2,Major Renovation,100 sq.m.,"Ստեփան Շահումյանի փողոց 117, Գյումրի","7,000 ֏ daily",AMD,"The cost of 1 person is 7000 AMD.The cost of 2 persons is 12,000 AMD.The price for 3 persons is 15,000 AMD.The guest house will cost 35,000 AMD for 1 day for 7 people.Balun guest house is located in the city center at address: Near Varpetats 117 square. There are churches, museums, grocery stores, pharmacies, currency exchange, entertainment places, cafes, restaurants, parks, avenues, and other attractions in the area.*permanent hot / cold water*Heating System* washing machine* gas stove*refrigerator*dishes* Wi-Fi*television*hair dryer*ironTowels, slippers, bathrobes, toothbrush and toothpaste, body gel soap and shampoo, coffee and tea free of charge.Check-in at 12:00 or at any time (by prior agreement)Check-out 12:00 or until 15:00 (by prior agreement)Translated from Armenian",Nov-24-2022_23-04,,,,,,7,Yes,Yes,Included,By Agreement,Available,Not available,"TElevision, internet","FRidge, stove, coffee maker, washing machine, water heater, iron, hair dryer",https://list.am/en/item/14645216
House,Stone,40 sq.m.,1,1,1,Designer Renovation,,"Улица Михаила Салтыкова-Щедрина 1/1А, Гюмри","14,000 ֏ daily",AMD,"A completely newly renovated, uninhabited, furnished 1-room apartment with all utilities (internet, cable TV) is for daily rent in the center of Gyumri city.Translated from Armenian",Nov-24-2022_23-04,,,,,,3,Yes,No,Included,By Agreement,,,,,https://list.am/en/item/17480202
House,Stone,62 sq.m.,1,2,1,Cosmetic Renovation,,"Գոգունցի փողոց 10, Գյումրի","70,000 ֏ monthly",AMD,"2 rooms for rent in a comfortable apartment, it has all utilities, hot and cold water, it is furnished.For more detailed information, please call the indicated phone number.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18099747
House,Stone,250 sq.m.,2,4,2,Designer Renovation,80 sq.m.,"Улица Исаакяна 98, Гюмри","50,000 ֏ daily",AMD,"Частный дом расположен в центе г. Гюмри со всеми удобствами. 2 этажа, 2 санузла, игровая комната, настольные теннис, очень удобный и красивый двор во дворе есть мангал. Дом очень удобно для полноценного отдыха. Сдаётся как посуточно так и на длительный срок. Гостевой дом, Апартамент. Հյուրատուն օրավարձով: Цена зависит от числа гостей",Nov-24-2022_23-04,,,,,,6,Yes,No,Included,By Agreement,Available,Not available,,,https://list.am/en/item/16325262
House,Stone,400 sq.m.,1,2,1,Cosmetic Renovation,280 sq.m.,"Եսայան փողոց 31Դ, Գյումրի","15,000 ֏ daily",AMD,"Own house in Gyumri is for daily rent. The house has 2 bedrooms, 1 bathroom, 1 living room. It is equipped with utilities, constant hot and cold water. It has a beautiful yard. In the yard there is a barbecue (for 20 people), a garden, a swing.Come and enjoy your stay)Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,Yes,Included,Without prepayment,,,,,https://list.am/en/item/18124870
House,Stone,45 sq.m.,1,1,1,Major Renovation,43 sq.m.,"Furmanov street, Gyumri","12,000 ֏ daily",AMD,"House for daily rent in the center of the city with all amenities. Renovated hot and cold, there are necessary utensils in the kitchenTranslated from Armenian",Nov-24-2022_23-04,,,,,,5,Yes,Yes,By Agreement,Without prepayment,Available,Not available,,,https://list.am/en/item/17680056
House,Stone,40 sq.m.,1,1,1,Major Renovation,,"Улица Сундукяна 101Б, Гюмри","15,000 ֏ daily",AMD,"1 комнатный ка енный дом с новым евроремонтом, с новой мебелью,со санузлом, в центре города, для 2-3 человекаАдрес. Гюмри, Улица Сундукяна 109 в центре",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18043276
House,Stone,100 sq.m.,2,2,1,Major Renovation,,"Japaridze street, Gyumri","180,000 ֏ monthly",AMD,"Վարձով է տրվում տուն՝Գյումրու կենտրոնում: Տունը կապիտալ վերանորոգված է, տեղադրված են եվրո պատուհաններ և միջսենյակային փայտյա դռներ: Տունն ապահովված է շուրջօրյա ջրամատակարարմամբ և գազամատակարարմամբ։Տունը նախատեսված է 4-5 անձի համար։Տունն ունի խոհանոց ՝իր բոլոր հարմարություններով, լոգարան և լոգասենյակ։В Гюмри сдаётся в долгосрочную аренду собственный, двухэтажный дом. -Дом надходится в центре города. В шаговой доступности все достопримечательности города, кафе, магазины, объекты культурного наследия. В доме размещается 5-6 человек, 2 спальни, кухня, душевая -туалет-холодильник, стиральная машина, вай-фай, парковка, все удобства для достойного отдыха!",Nov-24-2022_23-04,,,,,,4,Yes,No,Not included,1 month,,,,,https://list.am/en/item/18000941
House,Stone,75 sq.m.,1,3,1,Major Renovation,75 sq.m.,"Մանուշյան փողոց 7/8, Գյումրի","10,000 ֏ daily",AMD,"Երկարաժամկետ և օրավարձով է տրվում առանձնատուն որը գտնվում է քաղաքի կենտրոնում Շառլ Ազնավուրի հրապարակի հարևանությամբԱպահովված է կոմունալ բոլոր հարմարություններով։ գազաֆիկացված է, առկա է գերարագ ինտերնետ։Բակում կա ավտոմեքենայի կայանատեղի, ավտոտնակ և մանղալՄինչև Վարդանանց Հրապարակ 15 րոպեՏունը նախատեսված է մինչև 6 անձի համարԿախված օրերի քանակից գործում են զեղչերՆախատեսված է 6 անձի համար`1 անձի արժեքը 10000դրամ2 անձի արժեքը 20000դրամ3 անձի արժեքը 20000դրամ4 անձի արժեքը 25000դրամ5-6 անձի արժեքը 30000դրամԱմսավճարի դեպքում 350.000դրամ կոմունալ վճարումները ներառյալСдается частный дом посуточно и на длительный срок в центре города около площади Шарла Азнавура.Обеспечен всеми коммунальными удобствами. Газифицирован, есть высокоскоростной интернет,Во дворе есть парковка, гараж для машины и мангалпешком до Площадь Вардананц 15 минутДом рассчитан на проживание до 6 человек,Возможны скидки в зависимости от количества днейA private house is for daily rent in the center of the city near to square of Sharl AznavourIt is provided with all the communal amenities. It is gasified, there is high-speed internet.There is a parking lot in the yardOn foot to Vardanants Square 15 minutesThe house is designed for up to 6 peopleDiscounts are available depending on the number of days",Nov-24-2022_23-04,,,,,,8+,Yes,No,Not included,By Agreement,Available,3 or more spots,,,https://list.am/en/item/17869388
House,Stone,60 sq.m.,1,2,1,Designer Renovation,20 sq.m.,"Մանուշյան փողոց 7/8, Գյումրի","10,000 ֏ daily",AMD,"Երկարաժամկետ և օրավարձով է տրվում առանձնատուն որը գտնվում է քաղաքի կենտրոնում Շառլ Ազնավուրի հրապարակի հարևանությամբԱպահովված է կոմունալ բոլոր հարմարություններով։ գազաֆիկացված է, առկա է գերարագ ինտերնետ։Բակում կա ավտոմեքենայի կայանատեղի, ավտոտնակ և մանղալՄինչև Վարդանանց Հրապարակ 15 րոպեՏունը նախատեսված է մինչև 10 անձի համարԿախված օրերի քանակից գործում են զեղչերՆախատեսված է 10 անձի համար`1 անձի արժեքը 10000դրամ2 անձի արժեքը 20000դրամ3 անձի արժեքը 20000դրամ4 անձի արժեքը 25000դրամ5-6 անձի արժեքը 30000դրամ7-10 անձի արժեքը 40000դրամԱմսավճարի դեպքում 350.000դրամ կոմունալ վճարումները ներառյալСдается частный дом посуточно и на длительный срок в центре города около площади Шарла Азнавура.Обеспечен всеми коммунальными удобствами. Газифицирован, есть высокоскоростной интернет,Во дворе есть парковка, гараж для машины и мангалпешком до Площадь Вардананц 15 минутДом рассчитан на проживание до 10 человек,Возможны скидки в зависимости от количества днейA private house is for daily rent in the center of the city near to square of Sharl AznavourIt is provided with all the communal amenities. It is gasified, there is high-speed internet.There is a parking lot in the yardOn foot to Vardanants Square 15 minutesThe house is designed for up to 10 peopleDiscounts are available depending on the number of days",Nov-24-2022_23-04,,,,,,8+,Yes,No,Not included,By Agreement,Available,3 or more spots,,,https://list.am/en/item/18224461
House,Stone,45 sq.m.,1,1,1,Euro Renovation,43 sq.m.,"Furmanov street, Gyumri","12,000 ֏ daily",AMD,"Located in the city center. With all amenities. The apartment has all the necessary equipment, furniture, heating systems and refreshments; A modern 1-room apartment is for daily rent. The apartment is furnished, heated, there are dishes in the kitchen, necessary equipment.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,Yes,By Agreement,By Agreement,Available,Not available,,,https://list.am/en/item/17626986
House,Stone,40 sq.m.,1,1,1,Euro Renovation,,"Furmanov street, Gyumri","12,000 ֏ daily",AMD,Newly renovated. Rented monthlyTranslated from Armenian,Nov-24-2022_23-04,,,,,,4,Yes,Yes,By Agreement,By Agreement,Available,Not available,,,https://list.am/en/item/14915025
House,Monolith,60 sq.m.,1,3,1,Euro Renovation,,"Verfel street 11, Gyumri","250,000 ֏ monthly",AMD,"Дом находиться в австрийском районе, без земельного участка, частный дом, с евро ремонтом, и сдаётся на длительный срок",Nov-24-2022_23-04,,,,,,4,Yes,No,Not included,1 month,Available,Not available,,,https://list.am/en/item/18307211
House,Stone,120 sq.m.,1,2,1,Euro Renovation,1003 sq.m.,"Furmanov street, Gyumri","25,000 ֏ daily",AMD,"В Гюмри сдаётся в долгосрочную аренду собственный, одноэтажный дом. -Дом надходится в центре города. В шаговой доступности все достопримечательности города, кафе, магазины, объекты культурного наследия. В доме размещается 6-7 человек, две спальни, кузня, душевая -туалет-холодильник, стиральная машина, вай-фай, отдельный двор, парковка, мангал! Все удобства для достойного отдыха! Գյումրիում երկարաժամկետ վարձակալությամբ է տրվում մեկ հարկանի առանձնատուն։-Տունը գտնվում է քաղաքի կենտրոնում։Քայլելու հեռավորության վրա են գտնվում քաղաքի բոլոր տեսարժան վայրերը, սրճարանները, խանութները, մշակութային ժառանգության օբյեկտները. Սառնարան, լվ. Մեքենա, wi-fi, առանձին բակ, ավտոկայանատեղի, բրազիո! Բոլոր հարմարությունները պարկեշտ հանգստի համար!",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17554383
House,Stone,120 sq.m.,1,3,1,Euro Renovation,150 sq.m.,"Ghorghanayn Street, Gyumri","25,000 ֏ daily",AMD,"Օրավարձով է տրվում տուն՝Գյումրու կենտրոնում: Տունը կապիտալ վերանորոգված է, տեղադրված են եվրո պատուհաններ և միջսենյակային փայտյա դռներ: Հատակը սալիկապատված է, ննջասենյակում՝ մանրահատակ: Տունն ապահովված է շուրջօրյա ջրամատակարարմամբ և գազամատակարարմամբ։Տունը նախատեսված է 6-7 անձի համար։Տունն ունի խոհանոց ՝իր բոլոր հարմարություններով, լոգարան և լոգասենյակ։ ՈԻՆԻ 2 ԿԱՅԱՆԱՏԵՂ. «Сдается дом в центре Гюмри посуточно. Дом полностью отремонтирован, установлены евро окна, межкомнатные деревянные двери. Пол выложен плиткой, в спальне - паркет. Дом обеспечен круглосуточной водой и газом. Дом рассчитан на 7-8 человек. В доме есть кухня со всеми удобствами, ванна, душевая. Две парковки",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17961930
Country House,Monolith,1000 sq.m.,2,3,2,Euro Renovation,500 sq.m.,Shirak › Lusakert,"150,000 ֏ daily",AMD,"A beautiful mansion for daily rent in Lusakert, for up to 60 people. Planned, large swimming pool, also with overnight stay, from 2Saturday - Friday 120000Code Ma181752Translated from Armenian",Nov-24-2022_23-04,,,,,,8+,Yes,Yes,Not included,Without prepayment,Available,3 or more spots,,,https://list.am/en/item/18052230
Country House,Stone,100 sq.m.,2,5,1,Major Renovation,1000 sq.m.,Shirak › Gyumri,"40,000 ֏ daily",AMD,"I rent only a house for families, a dacha with its own garden and territory. It is convenient for organizing a family vacation. It is located outside the city in a quiet environment, in a quiet area, on the Gyumri-Mayisyan road. Nearby attractions are: Tsak kar, Trchkan waterfall, Arpa lake, Marmashen church.In case of weekly rental, there is a relative reduction. The price is for up to 10 people.Translated from Armenian",Nov-24-2022_23-04,,,,,,8+,Yes,Yes,Not included,Without prepayment,,Not available,,,https://list.am/en/item/14784743
House,Stone,130 sq.m.,1,3,1,Euro Renovation,100 sq.m.,Shirak › Gyumri,"25,000 ֏ daily",AMD,"Օրավարձով է տրվում տուն՝Գյումրու կենտրոնում: Տունը կապիտալ վերանորոգված է, տեղադրված են եվրո պատուհաններ և միջսենյակային փայտյա դռներ: Հատակը սալիկապատված է, ննջասենյակում՝ մանրահատակ: Տունն ապահովված է շուրջօրյա ջրամատակարարմամբ և գազամատակարարմամբ։Տունը նախատեսված է 6-7 անձի համար։Տունն ունի խոհանոց ՝իր բոլոր հարմարություններով, լոգարան և լոգասենյակ։ ՈԻՆԻ 2 ԿԱՅԱՆԱՏԵՂ. «Сдается дом в центре Гюмри посуточно. Дом полностью отремонтирован, установлены евро окна, межкомнатные деревянные двери. Пол выложен плиткой, в спальне - паркет. Дом обеспечен круглосуточной водой и газом. Дом рассчитан на 7-8 человек. В доме есть кухня со всеми удобствами, ванна, душевая. Две парковки",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/17858312
House,Stone,55 sq.m.,1,2,2,Designer Renovation,,Shirak › Gyumri,"14,000 ֏ daily",AMD,"Сдается по суточно, двух комнатная квартира с удобствами, с необходимой мебелью и техникой, оптимальное местоположение, транспортная доступность, к центру Гюмри, также возможна сдача в аренду на короткие сроки, более подробно пишите и звоните.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,No,Included,By Agreement,,,,,https://list.am/en/item/17093001
House,Stone,80 sq.m.,1,2,1,Designer Renovation,,Shirak › Gyumri,"15,000 ֏ daily",AMD,Адрес Дживани 46 Центре городе сдаётся двухкомнатный дом посуточно со всеми удобствами горячая холодная вода wi-fi Smart TV большие спальные места с новым ремонтом в доме есть 4спальных мест для комфортного проживания и ночлега есть вся кухонная фурнитура и холодильник и газовая плита и машинка стиральная полуавтомат всё что нужно для комфортного проживания Дом рассчитан на проживания 4 человек,Nov-24-2022_23-04,,,,,,5,Yes,No,Included,Without prepayment,,Not available,,,https://list.am/en/item/18010348
Country House,Stone,75 sq.m.,1,2,1,No Renovation,,"Pushkin Street, Gyumri","6,000 ֏ daily",AMD,"Private house is for daily rent in the center of Gyumri, two minutes drive from the house to the central square, the house has an Armenian, partly furnished, electricity, water. The house does not have a TV, refrigerator, washing machine, the absence of which is included in the set price.The pictures are the pictures of the house, the comfort is lacking.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,No,Included,Without prepayment,Available,Not available,,,https://list.am/en/item/14555785
House,Stone,42 sq.m.,1,2,1,Designer Renovation,149 sq.m.,"Ղուկասյան փողոց 117, Գյումրի","15,000 ֏ daily",AMD,"DARBAS Guest House, located at 115 Ghukasyan Street, in the central part of Gyumri, is a 1-story, 2-room, summer lounge, barbeque, spacious private house with an elegant design, luxurious, beautiful view, for daily rent.The house has all the necessary utilities:• Permanent hot and cold water,• Gas stove, gas oven,• Centralized heating,• TV, Internet Wi-Fi,• Refrigerator,• Dishes, linens,• parking space for 2 cars,It has a separate living room and kitchen.The mansion has a free parking space for 2 cars, a summer lounge, a fireplace.This two-room room can accommodate 3 people.The total guest house can host 12 people.==== Daily: AMD 15,000 ====Dear Customer, you can also contact us:Viber, WhatsApp,Instagram.Facebook.Translated from Armenian",Nov-24-2022_23-04,,,,,,3,Yes,Yes,By Agreement,By Agreement,Available,2 spots,,,https://list.am/en/item/18183394
House,Stone,40 sq.m.,1,2,1,Designer Renovation,151 sq.m.,"Ղուկասյան փողոց 117, Գյումրի","15,000 ֏ daily",AMD,"DARBAS Guest House, located at 115 Ghukasyan Street, in the central part of Gyumri, is a 1-story, 2-room, summer lounge, barbeque, spacious private house with an elegant design, luxurious, beautiful view, for daily rent.The house has all the necessary utilities:• Permanent hot and cold water,• Gas stove, gas stove,• Centralized heating,• TV, Internet Wi-Fi,• Refrigerator,• Dishes, linens,• parking space for 2 cars,Living room, kitchen, bathroom, 1 bedroom with its own bathroom,The mansion has a free parking space for 2 cars, a summer lounge, a fireplace.==== Daily: AMD 15,000 ====This two-room room can accommodate 3 peopleThe total guest house can host 12 peopleDear Customer, you can also contact us:Viber, WhatsApp,Instagram.Facebook.Translated from Armenian",Nov-24-2022_23-04,,,,,,3,Yes,Yes,By Agreement,By Agreement,Available,2 spots,,,https://list.am/en/item/18181868
House,Stone,28 sq.m.,1,1,1,Designer Renovation,147 sq.m.,"Ղուկասյան փողոց 113, Գյումրի","15,000 ֏ daily",AMD,"DARBAS Guest House, located at 115 Ghukasyan Street, in the central part of Gyumri, is a 1-story, 2-room, summer lounge, barbeque, spacious private house with elegant design, luxury, beautiful view, for daily rent.The house has all the necessary utilities:• Permanent hot and cold water,• Gas stove, gas stove,• Centralized heating,• TV, Internet Wi-Fi,• Refrigerator,• Dishes, linens,• parking space for 2 cars,It has a separate living room and kitchen.The mansion has a free parking space for 2 cars, a summer lounge, a fireplace.This two-room room can accommodate 3 people.The total guest house can host 12 people.==== Daily: AMD 15,000 ====Dear Customer, you can also contact us:Viber, WhatsApp,Instagram.Facebook.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18183395
House,Stone,44 sq.m.,1,2,1,Designer Renovation,150 sq.m.,"Ղուկասյան փողոց 117/1, Գյումրի","15,000 ֏ daily",AMD,"DARBAS Guest House, located at 115 Ghukasyan Street, in the central part of Gyumri, is a 1-story, 2-room, summer lounge, barbeque, spacious private house with an elegant design, luxurious, beautiful view, for daily rent.The house has all the necessary utilities:• Permanent hot and cold water,• Gas stove, gas stove,• Centralized heating,• TV, Internet Wi-Fi,• Refrigerator,• Dishes, linens,• parking space for 2 cars,Living room, kitchen, bathroom, 1 bedroom with its own bathroom,The mansion has a free parking space for 2 cars, a summer lounge, a fireplace.==== Daily: AMD 15,000 ====Dear Customer, you can also contact us:Viber, WhatsApp,Instagram.Facebook.Translated from Armenian",Nov-24-2022_23-04,,,,,,3,Yes,Yes,By Agreement,By Agreement,Available,2 spots,,,https://list.am/en/item/18181857
House,Panels,77 sq.m.,1,2,1,Euro Renovation,,Shirak › Gyumri,"10,000 ֏ daily",AMD,"2-room apartment is for daily rent, the apartment has TV, refrigerator, washing machine, gas stove, wi fi, bedding,Dishes, Baxi. Price change is possible depending on the fixed days, hours and number of residentsТрехкомнатная квартира в Гюмри, со всеми удобствами для 4-х человек.Translated from Armenian",Nov-24-2022_23-04,,,,,,4,Yes,Yes,By Agreement,By Agreement,Available,Not available,,,https://list.am/en/item/17421668
Country House,Stone,120 sq.m.,1,4,2,Euro Renovation,310 sq.m.,"Sharl Aznavur square, Gyumri","60,000 ֏ daily",AMD,"《Wonder Hause》 wonderful house in a wonderful place, in the big center of Gyumri, in a quiet environment near Charles Aznavour Square. The private house is newly built In the areas, in the yards there is a barbecue, a swimming pool, a tennis table, a swing, a bathroom, and 3 cozy corners where to sit and to enjoy your rest. There is a possibility to park a car in one closed, 2 free open-air parking yard. The house has all the necessary accessories for living. Feel like at home.The area is monitored by video cameras.Wip-large up to 5 people 30,000 daysWip - small up to 3 people 25000 daysRoom for small 2 people 15000 daysRoom large up to 3 people 20,000 daysThe whole house is rented for 50,000 daysThe house is convenient for rent for newlyweds who can visit after the wedding, where they will be prepared.Ond Wonder Hause》Daily, Daily, MonthlySutoc:Apartment:GYUMRI:Click on my page to see all my Ads and all will be visible.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/16555473
House,Stone,150 sq.m.,1,4,2,Designer Renovation,450 sq.m.,"Sharl Aznavur square, Gyumri","60,000 ֏ daily",AMD,"《Wonder Hause》 wonderful house in a wonderful place, in the big center of Gyumri, in a quiet environment near Charles Aznavour Square. The private house is newly built In the areas, in the yards there is a barbecue, a swimming pool, a tennis table, a swing, a bathroom, and 3 cozy corners where to sit and to enjoy your rest. There is a possibility to park a car in one closed, 2 free outdoor parking yards. The house has all the necessary accessories for living. Feel at home.The area is monitored by video cameras.Wip-large up to 5 people 30,000 daysWip - small up to 3 people 25000 daysRoom for small 2 people 15000 daysRoom large up to 3 people 20,000 daysThe whole house is rented for 50,000 daysThe house is convenient for rent for newlyweds who can visit after the wedding, where they will be prepared.Ond Wonder Hause》Daily, Daily, MonthlySutoc:Apartment:GYUMRI:Click on my page to see all my Ads and all will be visible.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/16579911
House,Stone,70 sq.m.,1,3,1,Euro Renovation,250 sq.m.,Shirak › Gyumri,"170,000 ֏ monthly",AMD,"A 2-room residential house with property and equipment is for rent on the border guards street. The house is provided with all necessary communications. There is an iron door and euro windows at the entrance. The apartment consists of 2 rooms with a total area of 70 sq/m, with a tiled bathroom. The apartment is furnished and equipped with the necessary equipment. There are also many shops, restaurants, cafes nearby.Translated from Armenian",Nov-24-2022_23-04,,,,,,,,,,,,,,,https://list.am/en/item/18347774
House,Stone,125 sq.m.,1,4,1,Designer Renovation,25 sq.m.,"Ջիվանի փողոց 35, Գյումրի","30,000 ֏ daily",AMD,"Երկարաժամկետ և օրավարձով է տրվում առանձնատուն որը գտնվում է քաղաքի կենտրոնումԱպահովված է կոմունալ բոլոր հարմարություններով։ գազաֆիկացված է, առկա է գերարագ ինտերնետ, առկա է Ps4 խաղային համակարգիչԲակում կա ավտոմեքենայի կայանատեղի և մանղալՈտքով մինչև Վ. Հրապարակ 5 րոպեՏունը նախատեսված է մինչև 6 անձի համարԿախված օրերի քանակից գործում են զեղչեր1-6 անձ 30000 դրամСдается частный дом посуточно и на длительный срок в центре городаобеспечен всеми коммунальными удобствами. Газифицирован, есть высокоскоростной интернет, есть игровой компьютер Ps4Во дворе есть парковка, мангалпешком до В. Площадь 5 минутДом рассчитан на проживание до 6 человекВозможны скидки в зависимости от количества дней1-6 чел. 30000 драмA luxurious private house is for daily rent in the center of the cityIt is provided with all the communal amenities. It is gasified, there is high-speed internet, there is a Ps4 gaming computerThere is a parking lot in the yardOn foot to V. Square 5 minutesThe house is designed for up to 6 peopleDiscounts are available depending on the number of days",Nov-24-2022_23-04,,,,,,6,Yes,No,By Agreement,By Agreement,Available,1 spot,,,https://list.am/en/item/17668087
House,Stone,130 sq.m.,2,2,2,Major Renovation,200 sq.m.,"Աճեմյանի փողոց 7, Գյումրի","10,000 ֏ daily",AMD,"Հյուրատուն Կումայրին գտնվում է Գյումրի քաղաքի կենտրոնում ՝ Վարդանանց հրապարակին հարակից ։ Տունը երկհարկանի է՝ ունի առանձին մուտքեր ունի 2 սենյակ։ 1-ին սենյակը՝ 3 առանձին մահճակալներով իր սանհանգույցով և խոհանոցով, 2-րդ սենյակը՝ երկտեղանոց մահճակալով և 1 մահճակալ իր սանհանգույցով և խոհանոցով ։ Տունը նոր վերանորոգված է։Մյուս համարը ընտանեկան է 60ք․մ մակերեսով ։Բաղկացած է 2 սենյակից, իր սանհանգույցով և խոհանոցով ։Ունի երկտեղանոց մահճակալ և 4 առանձին մահճակալներ։ Հիգիենայի պարագաներ, wifi, կաբելային հեռուստաալիք, մեքենայի կայանատեղի։ Տունը շատ հարմար է ընտանիքով ժամանակ անցկացնելու համար, քանի որ ունի մեծ բակ, զրուցարան և մանղալ. Հյուրատնից մոտ 100 մետր հեռավորության վրա գտնվում է հանրաճանաչ Բալկոնը (Մեր մանկության տանգո ֆիլմից) ;Գնացուցակ՝1-ին հարկ՝ 1-2 անձ 10000 դր3-4 ամձ 14000 դր2-րդ հարկ՝ 1-2 անձ 10000 դր3-4 անձ 14000 դրԸնտանեկան համար (2 սենյակ) ։4-5 անձ 20000 դր6-8 անձ 30000 դրГостевой дом Кумайри расположен в центре Гюмри, недалеко от площади Вардананц. Дом двухэтажный, с отдельными входами, имеет 2 комнаты. 1-я комната с 3-мя раздельными кроватями со своей ванной комнатой и кухней, 2-я комната с двухспальной кроватью и с одной раздельной кроватью с собственной ванной комнатой и кухней. Дом с новым ремонтом. Другая квартира Семейная с площадью 60 кв. М, состоит из 2-х комнат, со своим санузлом и кухней, имеет двуспальную кровать и 4 раздельные кровати. Предметы гигиены, Wi-Fi, кабельное телевидение, парковка. Дом очень удобен для семейного отдыха, так как в нем есть большой двор, беседка и мангал. Примерно в 100 метрах от дома находится знаменитый Балкон (из фильма Танго нашего детства) ;Прейскурант:1 этаж: 1-2 10000 драм3-4 14000 драм2 этаж:1-2 10000 драм3-4 14000 драмСемейный номер (2 комнаты)4-5 20000 драм6-8 30000 драм",Nov-24-2022_23-04,,,,,,8+,Yes,No,By Agreement,By Agreement,Available,Not available,,,https://list.am/en/item/16447054
