Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Public Buildings,5900 sq.m.,Tavush › Dilijan,"$240,000",USD,"Realty Consult ID: IC 195A plot of land for public development is for sale.Dilijan, Parz Lake Street.Land area: 5900 square meters, frontage: 196.6 m.PRICE: $240,000, partial sale possible.The land is flat, not demarcated, subject to improvement.The road adjacent to the plot is paved.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18251049
For Public Buildings,2500 sq.m.,"Tbilisian Highway, Yerevan","$80,000",USD,"2500 sq. M. For sale. Land area c. In Dilijan1st line, on the water's edge.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18020590
Agricultural,1000 sq.m.,Tavush › Dilijan,"$20,000",USD,"It is a plot of land surrounded by forests in Dilijan, suitable for all kinds of constructions or for use as arable land, call or write for detailsTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18208049
For Residential Development,450 sq.m.,Tavush › Dilijan,"$12,000",USD,Exchange with car located near the river at an additional cost on your partTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/18200294
For Residential Development,500 sq.m.,"Barekamutian street, Dilijan station","$10,000",USD,In the lap of beautiful nature in DilijanTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17174955
For Residential Development,600 sq.m.,"Kalinini street, Dilijan station","$14,500",USD,Beautiful view of a wonderful fairy taleTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17170746
For Residential Development,1200 sq.m.,"Բարեկամություն փողոց 1, Դիլիջան","$13,000",USD,"Pasture, gas, water, photo, sewer, adjustableTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17167428
For Residential Development,"11,000 sq.m.",Tavush › Dilijan,"$470,000",USD,Land for sale in Dilijan cityNext to the Alpine CastleLocated in a high positionCode 30311Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/15409573
For Residential Development,618 sq.m.,"Կալինինի փողոց 169, Դիլիջան","$45,000",USD,"A plot of land is for sale in the city of Dilijan, in Dilijan itself, not in nearby communities, 1.5 km from the road leading from Koltsevo to Vanadzor. The plot is rectangular, there is a road on both sides. The land is completely privatized. There is electricity. It has several possibilities of water supply and drainage. The land is almost entirely flat. There is a view of a wooded mountain and a newly built church. Opposite plots are located in a lower position. It has planning permission to build two detached cottages with separate entrances and pavilions, there is also a detached plot for a third cottage, as seen in the pictures. The price is negotiable.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18273743
For Residential Development,600 sq.m.,Tavush › Dilijan,"$16,000",USD,"The land is located in Dilijan, on Hovk street, it is suitable for building a private house. Communications are available, there are new buildings in the neighborhood. There is a wonderful view from the area, it is located near the forest. Actual 735 square meters. Մ.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/16205951
Agricultural,3000 sq.m.,Tavush › Ijevan,"$12,000",USD,Pear garden. Call for detailsTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17397636
For Residential Development,1180 sq.m.,Tavush › Dilijan,"$27,000",USD,"Կոդ՝ D-21759Վաճառվում է 1180քմ բնակելի կառուցապատման նշանակության հողատարածք Դիլիջանում։ Ճակատի երկարությունը՝ 32մ։ Հողատարածքն ունի հոսանք, մշտական ջուր։ Մյուս կոմունալ հարմարությունները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1180sq. M residential meaning plot for sale in Dilijan. The lenght of the forehead is 32m. The plot has electricity and is supplied with constant water. Other communications are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․",Nov-25-2022_01-03,,https://list.am/en/item/17433357
For Public Buildings,172 sq.m.,Tavush › Ijevan,"$20,000",USD,"Գտնվում է քաղաքի կենտրոնական մասում, դատարանի շենքի հարևանությամբ, շատ հարմար է բոլոր տեսակի կառույցների համար, երկու կողմից ունի ավտոմեքենայի ճանապարհ",Nov-25-2022_01-03,,https://list.am/en/item/16086034
For General Purpose,2000 sq.m.,Tavush › Ijevan,"15,000,000 ֏",AMD,"A plot of land is for sale in the village of Yenokavan, it is very suitable for any activity, to build a hotel, pavilions and such a recreation zone.It is a very beautiful place in the forestCall for detailsTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18167632
For Residential Development,2800 sq.m.,Tavush › Dilijan,"$50,000",USD,"It is located in Gosh village of Dilijan, 150 meters from the road, a river flows next to it, the view is wonderful. You can build any building, you can call for other questionsTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17904607
For Residential Development,1000 sq.m.,Tavush › Ijevan,"$4,000",USD,"1200 meters from the house, Sarigyugh community, down, near the November highway. I will fight with the carTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17887816
For Residential Development,4500 sq.m.,Tavush › Dilijan,"$45,000",USD,"The land plot is located in Teghut, 4500 sq. M. With the possibility of expansionThere is no problem with electricity, gas, water, it is a few meters away.Coordinates 40.776719,44.947964:Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17169866
For Residential Development,600 sq.m.,"Andranik Street, Dilijan station","$43,000",USD,"Land near the house is for sale on Andranik street, Dilijan. The land is located near the forest.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17662096
For Public Buildings,"11,000 sq.m.",Tavush › Dilijan,"$850,000",USD,"In the territory of Dilijan, on the Yerevan-Georgia interstate road, an old restaurant, 980 sq. M. Building, 11000 sq. M. Land, negotiable.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/11837027
For Public Buildings,585 sq.m.,Tavush › Ijevan,"$6,000",USD,"Achajur 1 street, land 840'05851 m?32*18! 30 mPublic constructionExchange for a carTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17902646
For Residential Development,750 sq.m.,Tavush › Ijevan,"$38,000",USD,"Land for sale c. Geta Valley on the way to Yenokavan, for details call the indicated phone numberTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18072579
For Residential Development,2650 sq.m.,Tavush › Hovk,$57,USD,"Next to the M4 highway, near the stone lake,Very beautiful naturein, attached to the forest.There are buildings75 square meters-renovated cottage,110 square meters building in zero condition.The plot consists of two parts with a certificate. May be sold separately, see my other listings.The location and location of the plot is very suitable for building cottages.The front part of the road - 65 m.The rest of the questions by calling.I am the owner.Translated from Armenian",Nov-25-2022_01-03,"ELectricity, water supply, sewerage",https://list.am/en/item/16829813
For Residential Development,1117 sq.m.,Tavush › Hovk,$60,USD,"Next to the M4 highway, near the stone lake,In beautiful nature.There is a building of 100 square meters in zero condition.It is suitable for building cottages.For other questions, call.I am the owner.Translated from Armenian",Nov-25-2022_01-03,"ELectricity, water supply, sewerage",https://list.am/en/item/17918534
For Residential Development,1533 sq.m.,Tavush › Hovk,$60,USD,"Next to the M4 highway, near the stone lake,In the lap of beautiful nature.There are buildings1) 75 square meter cottage2) 10 square meter zero conditionIt is suitable for building cottages.For other questions, call.I am the owner.Translated from Armenian",Nov-25-2022_01-03,"ELectricity, water supply, sewerage",https://list.am/en/item/17918532
For Residential Development,1120 sq.m.,Tavush › Getahovit,"5,000,000 ֏",AMD,Վաճառվում է տնամերձ հողատարածք՝ 1120մ։ Գտնվում է Գետահովիտ գյուղում՝ երկրորդ փողոցում։ Ունի բնական գազի և ջրի հնարավորություն։Գինը սակարկելի։,Nov-25-2022_01-03,,https://list.am/en/item/18151491
Agricultural,4250 sq.m.,Tavush › Getahovit,"18,000,000 ֏",AMD,Վաճառվում է գյուղատնտեսական նշանակության հողամաս Գետահովիտ գյուղում՝ նախկին հանգստյան տան (пансионат) դիմաց: Հարմար է նաև հանգստյան գոտի կառուցելու համար։,Nov-25-2022_01-03,,https://list.am/en/item/18151505
For Residential Development,600 sq.m.,Tavush › Dilijan,"$15,000",USD,"A plot of land with an indescribable view is for sale on Hovki street (Vishki district) in the picturesque city of Dilijan. The land has the right to a building permit. 600 sq. K. M.And most importantly, a wonderful view, fresh air.Hurry up and be a part of it all.Most importantly, without an intermediary.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17433486
For Residential Development,400 sq.m.,Tavush › Dilijan,$65,USD,"Находится в центре города, рядом лес",Nov-25-2022_01-03,,https://list.am/en/item/17815824
For Residential Development,400 sq.m.,Tavush › Dilijan,$65,USD,"It is located in the center of Dilijan, close to the forest, nearby there is gas, water, asphalt road to the land...We can exchange it with an apartment in YerevanTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17815836
For Residential Development,600 sq.m.,Tavush › Berd,"3,500,000 ֏",AMD,"Վաճառվում է հողատարածք շինությունով: Տարածքը սեփականաշնորհված է, առկա են բոլոր փաստաթղթերը, գտնվում է քաղաք Բերդի կենտրոնական հատվածում: Վաճառքը իրականացնում է սեփականատերը: Հարցերի դեպքում կարող եք զանգահարել:",Nov-25-2022_01-03,,https://list.am/en/item/15721966
For Public Buildings,2100 sq.m.,"Սահմանադրության փողոց 1, Իջևան","$90,000",USD,"It is located above the Marzpetaran, in front of the Kindergarten.Partial sale is possible.The land is intended for public buildings. All documents are available.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17693786
For Public Buildings,1340 sq.m.,"Անկախության փողոց 20, Իջևան","$130,000",USD,It is the land behind the City Polyclinic.The land is intended for public buildings. All documents are available.Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17693785
For Residential Development,700 sq.m.,Tavush › Dilijan,"$24,000",USD,"700 sq. M. For sale. Land near the houseԱվTavush region, DilijanNearby houses️Communications are availableCode BB649Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/16738094
For Public Buildings,800 sq.m.,"Parz Lich street, Dilijan station","$17,000",USD,"Land for sale800mProperty:Recreation zone, intended for cottagesTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18127819
Agricultural,1200 sq.m.,Tavush › Ijevan,"$4,500",USD,"Urgent 1200 m land for sale in Achajur village, there is a 72-square-meter building in the area. Electricity, gas, water nearby (very close)Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17034248
For Residential Development,1450 sq.m.,Tavush › Dilijan,"$55,000",USD,"Կոդ՝ K-18485Վաճառվում է 1450քմ բնակելի կառուցապատման հողատարածք Աբովյան փողոցում (ք․ Դիլիջան, UWC դպրոցի հարևանությամբ), երկրորդ գիծ։ Բոլոր կոմունիկացիաները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1450 sq/m residential meaning land for sale in Abovyan Street (Dilijan city, near the UWC school), the second line. All the communications are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_01-03,,https://list.am/en/item/14992582
For Residential Development,2230 sq.m.,"Parz Lich street, Dilijan station","$75,000",USD,A plot of 2230 sq. M. Is for sale. Is located near Getap restaurant complex. Parz Lake street at 20/16Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17976456
For Residential Development,1100 sq.m.,Tavush › Dilijan,"$70,000",USD,"Продается ровный сухой участок площадью 1,100 кв. М. Находится между улицами Шаумян и Гая. Без строений. Готов к строительству.",Nov-25-2022_01-03,,https://list.am/en/item/16405463
For Public Buildings,500 sq.m.,"Արցախյան փողոց 114, Իջևան","$18,000",USD,The land area (500 + 140 sq/m) is located on the interstate road (M-4)Type of registered right: OWNERSHIP. There is potable water and sewage on the land.The land is located next to the Kar-Art factory.Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17720283
For Residential Development,400 sq.m.,Tavush › Dilijan,"$15,000",USD,"Located in Goshavank, it has all utilities. Gas, electricity, water nearby.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18217177
For Residential Development,500 sq.m.,Tavush › Dilijan,"$12,000",USD,There is a half-built building on the land plot. For more information call.Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/14311375
Agricultural,3200 sq.m.,Tavush › Dilijan,"$32,000",USD,"Agricultural land for sale in Dilijan. It is possible to change the purpose of the land. The area of the land is 3200 square meters. In case of questions, call or write to WathsAppTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18213939
For Residential Development,1200 sq.m.,"Улица Овсепяна 3, Дилижан","$59,000",USD,For sale garden with fruit and decorative trees. The place is very good. There is a building in the park. All the communications are within a maximum radius of 30 m. There is a sewer in the area. I will present the details by phone.Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17811632
For Residential Development,550 sq.m.,Tavush › Dilijan,"$25,000",USD,Land for sale in the center of Dilijan; 90 Miasnikyan Street. I am the ownerTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17098090
Agricultural,1900 sq.m.,Tavush › Noyemberyan,"$1,900",USD,"Agricultural land in Tavush region, Haghtanak villageFertile soil1900 hectares$ 1900, negotiableTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/12746246
For General Purpose,1300 sq.m.,"Sayat-Nova Street, Dilijan station","$100,000",USD,"The plot is located next to the river, very convenient for all kinds of construction. For more information call)Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18320746
For General Purpose,620 sq.m.,"Kamo St, Dilijan","$30,000",USD,"I am selling a plot of land (620 square meters) in Dilijan, on Kamo street.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18145910
For General Purpose,400 sq.m.,Tavush › Ijevan,"$3,000",USD,"A plot of land is for sale at the beginning of Ivolark. There is an alternative paymentVarious For details, simply call the number in the pictureTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18245197
For Residential Development,1000 sq.m.,"2-րդ փողոց 1/1, Թեղուտ","$42,000",USD,"The plot of land is located in Teghut village. 1100 m/sq. It is also possible to sell it in half. It has constant water, electricity, the gas pipe is about 20 meters away. It has a renovated 2-room cabin. It has a pavilion for 50 people. For more information call...Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18357416
For Residential Development,674 sq.m.,"Shamakhyan Street, Dilijan station","$33,000",USD,"The land is located on Saralanj street, next to Renko residential district. All the necessary utilities are nearby.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17797959
For Residential Development,2750 sq.m.,Tavush › Dilijan,$57,USD,"2750 sq. M. For sale. Residential land in Dilijan, T. Petrosyan street at 6/2, 4th lane. The land is located near the forest, next to the main asphalt road. A wonderful view of the Dilijan forests opens up. The land has electricity and other utilities are nearby. There is also a preliminary project for the development of the area.Partial sale possible.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18053065
For Residential Development,3200 sq.m.,"Barekamutian street 1, Dilijan station","$33,000",USD,Plot for sale with a beautiful view in natureTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/18040814
For Residential Development,1000 sq.m.,Tavush › Dilijan,"$110,000",USD,"Продается теретория в Дилижане. Место удобно для строительства многоэтажного дома или большого комплекса. Рядом строится жылой комплекс. Обмен тоже интересен. Звоните. Возможно обмен с автомобилем, квартирой. С вашей доплатой",Nov-25-2022_01-03,,https://list.am/en/item/17428864
For Residential Development,400 sq.m.,Tavush › Dilijan,100 ֏,AMD,"In Dilijan community. Pigeon. With the right of residential development.Aghavnavanq:Axavnavanq:Close to homealso for sale with a newly built building: House, cottage, summer house, guest house, pool, swimming pool, whatever you prefer.Land: 1 square meter starting from $30.Water, electricity, gas.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17959146
For Residential Development,1700 sq.m.,Tavush › Dilijan,"$7,500",USD,"Adjacent to Dilijan. 1700 square meters in Dzoravank community of Chambarak. With the right of residential development. 27 km from Dilijan.It is also sold in parts.AMD 1,500 per square meterTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/12543659
For General Purpose,5100 sq.m.,Tavush › Ijevan,"$5,000",USD,"5100 meters m4 at a distance of 150 meters from the road near the Lusadzor farm, hurry up, so I will hear the price in detail by calling, exchange options with different cars, very urgent, how many days is this price?Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/14362032
For General Purpose,5100 sq.m.,Tavush › Ijevan,"$5,000",USD,I will hear the details by calling and exchange options truck and other options urgent 150 meters from 4 m road near Lusadzor farm for a few days the price is very very urgentTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/13342602
For Residential Development,600 sq.m.,Tavush › Ijevan,"2,000,000 ֏",AMD,Exchange with a car is also possible. The plot is located at the back of the hostel.Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/18222250
Agricultural,700 sq.m.,Tavush › Ijevan,"5,000,000 ֏",AMD,"Agricultural land near Ijan community is for sale very urgently, c. Lusahovit, 1 st. House 60, there is a barn, a cottage, several types of seedlings are planted, it is a beautiful view, and suitable for sheep breeding and for cattle breeding, has electricity (also three-phase), 150 meters beyond, water, real buyers call for detailsTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/16491929
For Residential Development,1050 sq.m.,Tavush › Dilijan,"$1,200",USD,300m/2. 1m/2 -700$,Nov-25-2022_01-03,,https://list.am/en/item/17165877
For Public Buildings,25 sq.m.,"Erevanyan street, Ijevan","$8,000",USD,Significance or type of land. Public construction: Type of registered right - RIGHT TO CONSTRUCT THE LAND. Front length 7.80. Width 3.20. Exchange is possible.Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17352406
For Residential Development,600 sq.m.,"Andranik Street, Dilijan station","$18,000",USD,"Land for sale in Dilijan, Andranik district (Vishki district), address Hovk 2nd alley, new district, very convenient for building a cottage with a building permit. I am the owner. Exchange with a car. The mediators should not call. Click for details. URGENTLY NEGOTIABLETranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17683940
Agricultural,4000 sq.m.,"Kamo Street, Dilijan","$145,000",USD,Call for details. UrgentTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17721582
For Residential Development,4400 sq.m.,Tavush › Dilijan,"$40,000",USD,"4400 m2 private land near the house in Khachardzan village of Dilijan community is for sale. The land is located in the lap of beautiful nature. Has the ability to draw gas and water. For sale urgently, negotiable.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/13820178
For Public Buildings,2600 sq.m.,Tavush › Khachardzan,"$25,000",USD,"2600 m2 of public production land is for sale, on which there is a 715 m2 livestock building in unfinished condition and 100 m2 livestock building that can be used. The land is located in Khachardzan settlement of Dilijan community.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17794250
Agricultural,800 sq.m.,Tavush › Lusadzor,"5,500,000 ֏",AMD,"CALL the 2nd numberURGENT, URGENT, URGENT,On M4 TRASA, 33 m front, IN FRONT OF TEXASMOTR, In the water (the canal goes in the middle of the plot), on the river bank,Suitable for all activitiesI WILL EXCHANGE THE EXCHANGE WITH THE CARI WILL HEAR OTHER EXCHANGE OFFERS)URGENT, URGENTTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17783651
For Residential Development,1000 sq.m.,Tavush › Haghartsin,"$40,000",USD,"Farm. Cattle barn. Land area:Farm for sale, from 2 floors, with its guardhouse, with all amenities, in new, unused condition, with an area of 700 square meters, very suitable for a hotel building...Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17974731
Agricultural,2200 sq.m.,Tavush › Dilijan,"$8,800",USD,"Land for sale in Gosh village, Dilijan, total area 2200 sq. M., price 1 sq. M.-$ 4Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17401587
For General Purpose,600 sq.m.,Tavush › Dilijan,"$20,000",USD,"Land near the house, Vishki burial ground. There is electricity in the district. It is surrounded by forest scenery and the city of Dilijan can be seen. The distance from the city is 4 km.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/16584851
For Residential Development,1760 sq.m.,Tavush › Dilijan,"$20,000",USD,Land for residential construction in Haghartsin villageTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/18006929
For General Purpose,740 sq.m.,"Շահումյան փողոց 4, Դիլիջան","$40,000",USD,"For mixed construction, 20 meters front, for more information call…Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17987216
For General Purpose,3000 sq.m.,"Getapnya street, Dilijan station","$90,000",USD,It is located near the M4 highway. In the embrace of nature on the bank of the river. 3000 square meters Owned. The price is conditional. $30 per square meterTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17168636
For General Purpose,1000 sq.m.,"6-րդ փողոց 2, Թեղուտ","$12,000",USD,"Located in the village of Teghut,For more information callTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17125289
For Residential Development,800 sq.m.,Tavush › Ijevan,"$8,000",USD,"The land is located near the state college, has gas, electricity, permanent water, fruit trees. The location is very convenient.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18130892
For Residential Development,2950 sq.m.,Tavush › Ijevan,"11,500,000 ֏",AMD,"Price Negotiable, trade-in with additional carTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17596905
Agricultural,1800 sq.m.,Tavush › Dilijan,"$5,500",USD,"The plot of land is located in the forest 3 km from Shamakhyan street in Dilijan city, all utilities are nearby, communication is smooth, suitable for any car, for other questions, call me, I will give you details, the price is negotiable, exchange is possible, I will listen to your offers.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18129255
Agricultural,3700 sq.m.,Tavush › Dilijan,"$10,000",USD,"The land is located in Shamakhyan district of Dilijan city, it is a land of rural significance; it is possible to have all the communal facilities (water; light; gas) in the land there are fruit trees it can serve as a garden or a residential building build all the paperwork there is rent not own land.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17993998
For Industrial Use,1000 sq.m.,Tavush › Dilijan,"$7,000",USD,"The land is located in Aghavnavank village of Dilijan community. It is included in the composition of lands of industry, entrails use and other production purposes, as lands of agricultural production objects.Aghavnavanq, Axavnavanq, AghavnavankTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/11716323
For General Purpose,1500 sq.m.,Tavush › Dilijan,$40,USD,"Land for sale in Galavino (Kazachi) district of Dilijan. Very close to the forest and the river, with productive trees, sunny, water, electricity, etc.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17836600
For Residential Development,607 sq.m.,"Kalinini street, Dilijan station","$29,000",USD,"A picturesque place is suitable for building a house, a cottage, communications are nearby: Water, gas, electricity.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18016605
For Residential Development,1090 sq.m.,Tavush › Koghb,"15,000 ֏",AMD,"An area of 1100 square meters is for sale in Koghb village. There is a 12-meter, 4.5-meter-wide, one-story 2-room building on the land, which is suitable for various productions. There is three-phase electricity. The area is straight 350 is 350 meters away from the interstate.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17586074
For Residential Development,2160 sq.m.,Tavush › Dilijan,"$75,000",USD,"Convenient and beautiful area, close to all communications near the houseTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/16292516
For Residential Development,3000 sq.m.,Tavush › Dilijan,"$50,000",USD,Goshi chanaparin. Geti apin,Nov-25-2022_01-03,,https://list.am/en/item/16292535
For Residential Development,500 sq.m.,Tavush › Ijevan,"400,000 ₽",RUB,Продаётся участок 5 соток с фундаментом под жилой дом 9х10 цена 400.000 руб. Будет торг. Участок находится напротив винного завода. Просьба Звонить по номеру,Nov-25-2022_01-03,,https://list.am/en/item/18289569
For Residential Development,800 sq.m.,Tavush › Berd,"$3,000",USD,"House for sale in In the fortress. Gas, electricity, water are near the house. The area is privatized.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17392321
For Residential Development,1664 sq.m.,Tavush › Dilijan,"$32,000",USD,"A plot of land for sale in Diljan community, near the river, suitable for various purposesLand expansion is possible for business developmentTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17683407
For General Purpose,110 sq.m.,"Kalinini street, Dilijan station","$70,000",USD,Call for details.Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/17762556
For Residential Development,808 sq.m.,"Улица Усанохакан 1, Иджеван","$10,000",USD,808 квадрат метр,Nov-25-2022_01-03,,https://list.am/en/item/18069250
For Residential Development,1500 sq.m.,Tavush › Haghartsin,"$23,000",USD,"This plot of land is urgently for sale in Haghartsin village of Tavush marz. The land has a building permit, has water, electricity, a greenhouse is built in the area, which is also for sale (included in the price)The area is for sale very urgently, price negotiation is also possible.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18020400
For General Purpose,2300 sq.m.,Tavush › Ijevan,"$35,000",USD,"A plot of 2300 sq/m is for sale in the city of Ijevan, next to the asphalt and the forest. Water and electricity are located 100 m away.It also has a building permit.Price 35 000 USD - Negotiable.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18033615
For General Purpose,100 sq.m.,Tavush › Ijevan,"$15,500",USD,I will exchange it with an apartmentTranslated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/14824486
Agricultural,"18,600 sq.m.",Tavush › Dilijan,"7,000 ֏",AMD,"18600m plot of land for sale, in Dilijan community, 15km from the center, on the bank of the Getik river. The land is next to the road, near Goshavank, which has great tourist importance. There is gas, water and electricity in the area. The land is suitable for building a recreation area. The price of one square is 7500 drams, without an intermediary. NegotiableTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17946020
For Residential Development,800 sq.m.,"Մյասնիկյան փողոց 37/4, Դիլիջան","$110,000",USD,"The land is located in the center of Dilijan, near the Tufenkian Hotel. The total area is 800 square meters. M. It has all the utilities. The area is flat, it is on the bank of Aghstev river. It is very suitable for building a hotel complex. Price $100,000, slightly negotiableTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17371663
For Residential Development,1500 sq.m.,"Shamakhyan Street, Dilijan station","$150,000",USD,"1500 sq. M. For sale. Մ. Land in Dilijan city. Suitable for building a private house or a hotel. Constant water, lightTranslated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/17947907
For Residential Development,676 sq.m.,Tavush › Dilijan,$40,USD,Code 11047: Land near the house for sale in Dilijan. It is on the 1st line. All communications are close. The cost of 1 square meter is equivalent to 20 US dollars.Translated from Armenian,Nov-25-2022_01-03,,https://list.am/en/item/10951789
For Residential Development,2200 sq.m.,"Улица Калинина 196, Дилижан","$95,000",USD,"Продаю землю в Дилижане, Тихом уютном месте 2200кв. М. Для застройки дома, дачи или зона одыха. Можно разширитсья ещо 2800кв. М. Есть деревья яблоки и грушы, есть дорога и речка в участке. Землья для жилой застроикй. Я собственник можно менять с квартирой в Ереване.",Nov-25-2022_01-03,,https://list.am/en/item/11613833
For Public Buildings,4000 sq.m.,Tavush › Dilijan,"$30,000",USD,"The land is very suitable for building a hotel, racetrack, cottages. There is gas, electricity and water near the area.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/18084733
For General Purpose,1750 sq.m.,Tavush › Dilijan,"$39,000",USD,"For sale are 3 plots of land next to each other with a total area of 1750 m. It is located near the first camera before reaching Dilijan/ 800 meters from Haghartsin restaurant to the city. It is suitable for both residential and public buildings. The building permit is available. Water, electricity, gas. Call for details.Translated from Armenian",Nov-25-2022_01-03,,https://list.am/en/item/16460107
For Residential Development,1200 sq.m.,Tavush › Noyemberyan,"$2,500",USD,"Տավուշի մարզի Արճիս գյուղում վաճառվում է 1200քմ բերրի հող, ցանկապատված, ոռոգման ջրով: Այն գտնվում է գյուղի կենտրոնում: Հարմար է սեփական տուն կառուցելու համար, ինչպես նաև շատ հարմար է պտղատու ծառեր ունենալու համար:",Nov-25-2022_01-03,,https://list.am/en/item/15649270
