Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Parking,Amenities,Appliances,Window Views,The House Has,Links
Stone,No,Not available,2,40 sq.m.,2,1,from 2.8 m,1,Multiple balconies,Partial Furniture,Euro Renovation,2,Yes,No,Not included,By Agreement,"Նոր թաղամաս 3/1, Մասիս","120,000 ֏ monthly",AMD,"An apartment is for rent in the center of Masisi, next to the municipality, with all utilities (gas, electricity, water) with separate meters. The furniture is partial. Call Viber or WhatsApp. For a long time.Translated from Armenian",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18691112
Stone,No,Not available,5,70 sq.m.,3,1,from 3 m,5,Multiple balconies,Available,Old Renovation,5,Yes,Yes,By Agreement,By Agreement,"Մխիթար Հերացու փողոց, Մասիս","130,000 ֏ monthly",AMD,"The apartment has all utilities, hot and cold water. Two balconies. It is for rent with the property.ALL QUESTIONS. SUBJECT TO DISCUSSIONPrice: ConditionalTranslated from Armenian",Dec-15-2022_21-10,Outdoor parking,"Internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view, view of Ararat",Playground,https://list.am/en/item/18447544
Stone,Yes,Not available,5,74 sq.m.,3,1,from 3 m,3,Open balcony,Available,Designer Renovation,6,Negotiable,Negotiable,Not included,2 months,"Մխիթար Հերացի փողոց 20, Yerevan","200,000 ֏ monthly",AMD,K. An uninhabited apartment is for rent in Masis.Write or call for questionsTranslated from Armenian,Dec-15-2022_21-10,Outdoor parking,"Television, air conditioner, internet, parking space","Fridge, stove, microwave, coffee maker, dishwasher, washing machine, drying machine, water Heater, iron, hair dryer",View of Ararat,Playground,https://list.am/en/item/18707847
Monolith,No,Not available,1,43 sq.m.,2,1,from 3 m,1,Open balcony,Available,Major Renovation,3,Negotiable,Negotiable,By Agreement,By Agreement,"1-ին փողոց, Գեղաքար","180,000 ֏ monthly",AMD,"The apartment is fully renovated, furnished, has internet connection, water heater.Translated from Armenian",Dec-15-2022_21-10,Outdoor parking,"Television, air conditioner, internet, parking space","Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view",Intercom entry,https://list.am/en/item/18692295
Panels,No,Not available,5,76 sq.m.,3,1,from 3 m,5,Open balcony,Available,Major Renovation,4,Yes,No,Not included,1 month,"Իսակովի Փողոց, Արտաշատ","100,000 ֏ monthly",AMD,"Renovated, air conditioning, constant waterTranslated from Armenian",Dec-15-2022_21-10,,Air conditioner,"Stove, water Heater",,,https://list.am/en/item/18704878
Stone,No,Not available,1,65 sq.m.,3,1,from 2.5 m,1,Not available,Partial Furniture,Old Renovation,6,Yes,Yes,Not included,By Agreement,"Մարքսի Փողոց 74, Արտաշատ","60,000 ֏ monthly",AMD,A house with its own plot is for rent. For more information callTranslated from Armenian,Dec-15-2022_21-10,,,"Stove, water Heater",Park view,,https://list.am/en/item/18704877
Stone,No,Not available,5,50 sq.m.,1,1,from 3.2 m,4,Open balcony,Available,Euro Renovation,2,Yes,No,Not included,By Agreement,"Hanrapetutyun street, Masis","180,000 ֏ monthly",AMD,Сдам однокомнатную квартируЗвонить по WhatsApp Viber,Dec-15-2022_21-10,Outdoor parking,"Television, air conditioner, internet","Fridge, stove, microwave, coffee maker, washing machine, water Heater",Park view,,https://list.am/en/item/18420464
Panels,No,Not available,5,75 sq.m.,3,1,from 2.75 m,3,Open balcony,Available,Partial Renovation,3,No,No,Not included,1 month,"3-րդ թաղամաս 1, Մասիս","200,000 ֏ monthly",AMD,"3-room apartment for long-term rent in Masis city. The apartment is equipped with all utilities. It is newly renovated, bright, has constant water, heating boiler, internet. It has an open balcony. Near the building there are all the necessary shops, pharmacies, hairdressers. It is walking distance to kindergarten, school, hospital. The apartment is provided with furniture and appliances, including iron, ironing board, hair dryer, vacuum cleaner, as well as bed linen and towels. Kitchen furniture and utensils are also provided with the house.The house is rented only with a deposit.For more information call:Translated from Armenian",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18378126
Panels,No,Not available,5,68 sq.m.,2,1,from 3.2 m,1,Not available,Available,Major Renovation,5,Yes,Negotiable,Not included,By Agreement,"Isakov street 76, Artaxata (Artashat)","190,000 ֏ monthly",AMD,"Բնակարանը տրվելու է վարձով ՄԱՐՏԻ 1-ԻՑ։Բնակարանը կապիտալ վերանորոգված է, գտնվում է 5 հարկանի շենքի 1-ին հարկում, առկա են կոմունալ բոլոր հարմարությունները, գազ, տաք և սառը ջուր, ինտերնետի կոմունիկացիաներ, սանհանգույցը ՝սալիկապատ և իտալական որակի, եվրո լուսամուտներով, ունի ամբողջական ջեռուցման համակարգ, տան հատակը տաքացվող է, տրվում է գույքի, տեխնիկայի (սառնարան, հեռուստացույց, լվացքի մեքենա, գազօջախ, փոշեկուլ և այլն) սպասքի հետ միասին ։Մանրամասների համար զանգահարել նշված հեռախոսահամարի VIBER -ին։Квартира сдается с 1 МАРТА.Квартира с капитальным ремонтом, расположена на 1 этаже 5-ти этажного дома, есть все коммуникации, газ, горячая и холодная вода, интернет, санузел выложен плиткой итальянского качества, евро окна, есть Полная система отопления, пол в доме с подогревом. , отдается вместе с имуществом, техникой (холодильник, телевизор, стиральная машина, газовая плита, пылесос и т. Д.) и посудой.За подробностями звоните в VIBER по указанному номеру телефона.The apartment will be rented from MARCH 1.The apartment is completely renovated, it is located on the 1st floor of a 5-story building, there are all utilities, gas, hot and cold water, internet connections, the bathroom is tiled and of Italian quality, with euro windows, it has a complete heating system, the floor of the house is heated. , is given along with the property, appliances (refrigerator, TV, washing machine, gas stove, vacuum cleaner, etc.) and dishes.For details, call VIBER on the specified phone number.",Dec-15-2022_21-10,Outdoor parking,"Television, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, park view",Playground,https://list.am/en/item/18018619
Stone,No,Not available,5,43 sq.m.,2,1,from 2.8 m,5,Open balcony,Available,Euro Renovation,4,Yes,Yes,Not included,By Agreement,"Օգոստոսի 23, Արտաշատ","220,000 ֏ monthly",AMD,"Сдается 2-комнатная квартира с евро ремонтом и современной мебелью посуточно в г. Арташат, улица Шаумяна, 5 этаж. Все коммунальные услуги, имущество, бытовая техника, кондиционер, посуда, постельные принадлежности бесплатноWI-FI, открытый балкон. Он также доступен с ежемесячной оплатой. Квартира рассчитана на 4 человека.Օրավարձով է տրվում եվրովերանորոգված և մոդեռն կահավորված 2 սենյականոց բնակարան Արտաշատ քաղաքում, Շահումյան փողոց, 5-րդ հարկ։ Առկա է կոմունալ բոլոր հարմարությունները, գույք, տեխնիկա, օդորակիչ, սպասք, անկողին, անվճարWI-FI, բաց պատշգամբ։ Տրվում է նաև ամսավճարով։ Բնակարանը նախատեսված է 4 հոգու համար։Translated from Armenian",Dec-15-2022_21-10,Outdoor parking,"Television, air conditioner, internet","Fridge, stove, washing machine, water Heater, iron","Yard view, street view, city view, view of Ararat",,https://list.am/en/item/18591151
Stone,No,Not available,5,38 sq.m.,1,1,from 2.8 m,4,Closed balcony,Not available,Cosmetic Renovation,1,Negotiable,No,Not included,1 month,Ararat › Vedi,"60,000 ֏ monthly",AMD,The house is in good conditionTranslated from Armenian,Dec-15-2022_21-10,,,"Stove, water Heater","Yard view, street view",,https://list.am/en/item/18694839
Stone,No,Not available,5,68 sq.m.,2,1,from 2.6 m,5,Closed balcony,,Partial Renovation,,,,,,"Նոր թաղամաս 38, Մասիս","100,000 ֏ monthly",AMD,Հարցերի համար Զանգահարել,Dec-15-2022_21-10,,,,,,https://list.am/en/item/18267551
Stone,Yes,Not available,2,60 sq.m.,2,1,from 2.8 m,1,Not available,Not available,Major Renovation,4,Yes,Yes,By Agreement,2 months,"Արամի փողոց, Ղուկասավան","180,000 ֏ monthly",AMD,"The area is suitable for both residential and commercial purposes. There is hot and cold water, internet.It is located 3 kilometers from Yerevan, 14 km from RA Square. On the main road, near the bus stop. Apartments for RentTranslated from Armenian",Dec-15-2022_21-10,Outdoor parking,Parking space,,,,https://list.am/en/item/18684911
Stone,No,Not available,5,48 sq.m.,2,1,from 2.8 m,2,Closed balcony,Available,Euro Renovation,3,Yes,No,Not included,2 months,"Dprocakanner alley 10, Masis","120,000 ֏ monthly",AMD,"A two-room apartment is for rent, all communal facilities are available with partial use, for details, call and visit our agency.Translated from Armenian",Dec-15-2022_21-10,,Television,"Stove, washing machine, water Heater","Yard view, street view, city view, park view, view of Ararat",,https://list.am/en/item/18573553
Monolith,Yes,Available,3,70 sq.m.,2,1,from 2.8 m,3,Open balcony,Available,Euro Renovation,4,Yes,No,Not included,By Agreement,"Օգոստոսի 23, Արտաշատ","150,000 ֏ monthly",AMD,"В городе Арташат сдаются новые, отремонтированные и нежилые квартиры 2-х и 3-х комнатные. Имеются все коммуникации, имущество, бытовая техника, индивидуальная система отопления BAXI.Արտաշատ քաղաքում վարձով են տրվում 2 և 3 սենյականոց նոր, կապիտալ վերանորոգված և չբնակեցված բնակարաններ նորակառույց շենքում։ Առկա են բոլոր կոմունալ հարմարությունները, գույք, տեխնիկա, BAXI համակարգ։",Dec-15-2022_21-10,"Outdoor parking, covered parking","Television, internet, parking space","Fridge, stove, washing machine, water Heater","Yard view, street view, city view, view of Ararat",Intercom entry,https://list.am/en/item/18510703
Stone,No,Not available,2,62 sq.m.,2,1,from 2.6 m,2,Open balcony,Available,Major Renovation,4,No,No,Not included,By Agreement,"Квартал Нор, Масис","200,000 ֏ monthly",AMD,"It is in an ideal condition. The house has all comforts, it also has the ability to heat and cool air conditioners. It is located only 30 minutes / 15 km from Yerevan. It has the possibility of parking 3 cars.Translated from Armenian",Dec-15-2022_21-10,Covered parking,"Television, air conditioner, internet, parking space","Fridge, washing machine, water Heater","Yard view, street view","Intercom entry, playground",https://list.am/en/item/18141849
Stone,No,Not available,5,82 sq.m.,3,1,from 2.7 m,5,Open balcony,Not available,Partial Renovation,4,Yes,Negotiable,Not included,By Agreement,Ararat › Masis,"100,000 ֏ monthly",AMD,A 3-room apartment is for rent in the city of MasisIt is in good conditionIt has a separate bathroom and toiletA large open dungeonTranslated from Armenian,Dec-15-2022_21-10,Outdoor parking,,,"Yard view, street view, park view, view of Ararat",Playground,https://list.am/en/item/18676792
Stone,No,Not available,1,100 sq.m.,4,1,from 3 m,1,Not available,Available,Partial Renovation,5,Yes,Yes,By Agreement,1 month,"Գայի փողոց, Նշավան","70,000 ֏ monthly",AMD,"A private house is for rent in the village of Nshavan, which has hot water, gas, and electricity. It is in normal condition. Call for details.Translated from Armenian",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18562213
Stone,No,Not available,5,62 sq.m.,3,1,from 2.7 m,1,Closed balcony,Available,Euro Renovation,5,Yes,No,Not included,2 months,Ararat › Masis,"200,000 ֏ monthly",AMD,The apartment is renovated. There are all the amenities for living.Translated from Armenian,Dec-15-2022_21-10,Garage,,,,,https://list.am/en/item/18671100
Stone,Yes,Not available,3,60 sq.m.,3,1,from 2.7 m,3,Not available,Available,Major Renovation,5,Yes,Negotiable,Not included,By Agreement,Ararat › Artashat,"150,000 ֏ monthly",AMD,"A 3-room apartment is for rent, at 34 Arazi Street, Artashat city.The apartment is fully renovated and has all the utilities.There is a heating system, constant hot and cold water.The apartment is fully furnished.Translated from Armenian",Dec-15-2022_21-10,,"Television, internet","Fridge, washing machine, water Heater","Yard view, street view",,https://list.am/en/item/18646245
Panels,No,Not available,5,75 sq.m.,2,1,from 2.7 m,2,Open balcony,Available,Partial Renovation,4,Negotiable,No,Not included,1 month,Ararat › Masis,"160,000 ֏ monthly",AMD,"A 2-room apartment is for rent in the center of Masis city. It is equipped with all utilities, Bucks system, kitchen furniture. It is located near the bus stop, there are shops nearby. For pricing and other information, just call the indicated phone number. DO NOT negotiableTranslated from Armenian",Dec-15-2022_21-10,,,"Fridge, stove, washing machine, water Heater",,,https://list.am/en/item/18112357
Panels,No,Not available,5,80 sq.m.,3,1,from 3.5 m,1,Not available,,Euro Renovation,6,Yes,No,Included,Without prepayment,"Dprocakanner street, Masis","200,000 ֏ monthly",AMD,"We offer a 3-room apartment for rent in K. In Masis, the apartment is located in the center, it has all the possibilities for living, the apartment is furnishedTranslated from Armenian",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18539223
Panels,No,Not available,5,67 sq.m.,2,1,from 2.5 m,3,Closed balcony,Available,Designer Renovation,3,Yes,No,Not included,2 months,"Abovyan street, Ararat","60,000 ֏ monthly",AMD,"The apartment is located in Zod Banavan, OCF. Next to the troop. The apartment is renovated, 2 rooms have been converted into 3. It is handed over together with the property.Translated from Armenian",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18578990
Panels,No,Not available,5,96 sq.m.,4,1,from 2.8 m,3,Multiple balconies,Available,Cosmetic Renovation,4,Yes,No,Not included,2 months,Ararat › Artashat,"100,000 ֏ monthly",AMD,Сдам в аренду 4х комнатную квартиру на ул Араз,Dec-15-2022_21-10,,,,,,https://list.am/en/item/17748506
Panels,No,Not available,5,76 sq.m.,3,1,from 2.8 m,5,Multiple balconies,Available,Partial Renovation,5,Yes,No,Not included,1 month,"Isakov street 101, Artaxata (Artashat)","90,000 ֏ monthly",AMD,The apartment is in a clean condition with partial furniture and is for long-term rent onlyTranslated from Armenian,Dec-15-2022_21-10,Outdoor parking,,"Stove, washing machine, water Heater",Street view,Intercom entry,https://list.am/en/item/18602849
Stone,Yes,Available,4,72 sq.m.,3,1,from 3 m,4,Open balcony,Available,Euro Renovation,4,Yes,Negotiable,Not included,By Agreement,"Kentronakan street, Yerevan","320,000 ֏ monthly",AMD,"House for rent, 3-room apartmentAlso available on a daily basisTranslated from Armenian",Dec-15-2022_21-10,Outdoor parking,"Television, air conditioner, internet","Fridge, washing machine, iron","City view, view of Ararat",,https://list.am/en/item/18602658
Stone,No,Not available,2,85 sq.m.,3,1,from 3.2 m,2,Closed balcony,,Major Renovation,5,Yes,No,Not included,By Agreement,"8-րդ փողոց, Նոր Խարբերդ","200,000 ֏ monthly",AMD,"The apartment is completely renovated, it is rented together with the property, it is heated with a heating system, it is rented for a long term, there are shops and a supermarket nearby, and the transport is 30 meters away, for details, call 12; 00 21; 00:00Translated from Armenian",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18519728
Panels,No,Not available,5,94 sq.m.,4,1,from 2.8 m,2,Open balcony,,Major Renovation,8+,Yes,No,Not included,Without prepayment,"Квартал Нор 18, Масис","220,000 ֏ monthly",AMD,Сдается на долгий срок.,Dec-15-2022_21-10,,,,,,https://list.am/en/item/18541856
Panels,No,Not available,6,62 sq.m.,3,2,from 2.8 m,3,Not available,Available,Euro Renovation,5,Yes,No,Not included,By Agreement,"Isakov street, Artaxata (Artashat)","350,000 ֏ monthly",AMD,"Сдается двухкомнатная переоборудованная трехкомнатная квартира в городе Арташат с ремонтом и мебелью. Имеются все коммуникации, имущество, бытовая техника, посуда, постельные принадлежности, индивидуальное отоплениеԱմսավճարով և օրավարձով է տրվում կապիտալ եվրովերանորոգված և կահավորված երկուսը դարձրած երեք սենյականոց բնակարան քաղաք Արտաշատում, Իսակովի փողոց։ Առկա է կոմունալ բոլոր հարմարությունները, գույք, տեխնիկա, սպասք, անկողին, Բաքսի համակարգԿոդ NNN1Translated from Armenian",Dec-15-2022_21-10,Outdoor parking,"Television, internet, parking space","Fridge, stove, washing machine, water Heater","Yard view, street view, view of Ararat",Playground,https://list.am/en/item/18378367
Stone,Yes,Not available,2,170 sq.m.,5,1,from 3.2 m,2,Open balcony,,Euro Renovation,8+,Yes,Yes,Included,By Agreement,"Կամոյի փողոց 16, Ազատավան","8,000 ֏ daily",AMD,"For information, call the indicated hotline number.Translated from Armenian",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18519544
Panels,No,Not available,5,68 sq.m.,2,1,from 2.75 m,5,Open balcony,,Euro Renovation,3,No,No,By Agreement,By Agreement,Ararat › Masis,"200,000 ֏ monthly",AMD,"Տրվում է վարձով բնակարան Բնակարանը եվրովերանորոգված է, ապահովված է անհատական ջեռուցման համակարգով,   օդորակիչով, տաք և սառը ջրով, Wi-Fi-ով: Առկա են կոմունալ բոլոր հարմարությունները, տեխնիկապես հագեցած է:Сдается посуточно чистая, комфортная и светлая 2-х комнотная кватрира  без посредников в г. Масис. В наличии все необходимые бытовые принадлежности: Техника,   Wi-Fi,локальная отопительная система BAXI, кондиционер.",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18493441
Panels,No,Not available,5,68 sq.m.,2,1,from 2.75 m,5,Open balcony,,Euro Renovation,3,No,No,By Agreement,By Agreement,Ararat › Masis,"200,000 ֏ monthly",AMD,"Տրվում է վարձով բնակարան Բնակարանը եվրովերանորոգված է, ապահովված է անհատական ջեռուցման համակարգով,   օդորակիչով, տաք և սառը ջրով, Wi-Fi-ով: Առկա են կոմունալ բոլոր հարմարությունները, տեխնիկապես հագեցած է:Сдается посуточно чистая, комфортная и светлая 2-х комнотная кватрира  без посредников в г. Масис. В наличии все необходимые бытовые принадлежности: Техника,   Wi-Fi,локальная отопительная система BAXI, кондиционер.",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18493422
Panels,No,Not available,5,68 sq.m.,2,1,from 2.75 m,5,Open balcony,,Euro Renovation,3,No,No,By Agreement,By Agreement,Ararat › Masis,"200,000 ֏ monthly",AMD,"Տրվում է վարձով բնակարան Բնակարանը եվրովերանորոգված է, ապահովված է անհատական ջեռուցման համակարգով,   օդորակիչով, տաք և սառը ջրով, Wi-Fi-ով: Առկա են կոմունալ բոլոր հարմարությունները, տեխնիկապես հագեցած է:Сдается посуточно чистая, комфортная и светлая 2-х комнотная кватрира  без посредников в г. Масис. В наличии все необходимые бытовые принадлежности: Техника,   Wi-Fi,локальная отопительная система BAXI, кондиционер.",Dec-15-2022_21-10,,,,,,https://list.am/en/item/18493420
