Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Service Lines,Appliances,Links
House,Stone,170 sq.m.,2,3,1,Available,Not available,Partial Renovation,690 sq.m.,Armavir › Parakar,"$120,000",USD,"Կոդ՝ B-22627Վաճառվում է 2 հարկանի առանձնատուն Փարաքարում։ Առանձնատունը մասամբ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ պրեսգրանիտ, սալիկ։ Սանհանգույցը՝ համակցված, սալիկապատ։ Ունի բաց լոջա, խոհանոցի կահույք, այգի՝ պտղատու ծառերով, քարե պարիսպ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-story house for sale in Parakar. The rooms' quantity is 3. The house is partially renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by solid granite and is tiled. The bathroom is combined and tiled. The house has a balcony, kitchen furniture, garden with fruitful trees, stone fence, and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-36,,,,https://list.am/en/item/18081993
House,Stone,200 sq.m.,2,4,1,By agreement,1 spot,Old Renovation,400 sq.m.,"Հանրապետության փողոց 2, 2-րդ նրբանցք","$36,500",USD,"The house is in a good condition, it has four rooms, a kitchen, a bathroom, a toilet, on the ground floor of the house there are 3 rooms and a garage, it has cold and hot constant water. Attention.Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/18232583
House,Stone,260 sq.m.,2,8+,2,By agreement,2 spots,Designer Renovation,500 sq.m.,"Улица Вардана Мамиконяна 21, Вагаршапат","$140,000",USD,"The mansion is partially renovated with high-quality materials and designer style, the first floor is completely. The second floor is unfinished, lacks painting, tiling, cosmetic finishing works. There is a veranda in the yard. There are two types of BBQ: American and Japanese. It is possible to consider a long-term lease, Individual heating. Solar water heater. Well conditioner. Jacuzzi. Possible sale of property and equipmentTranslated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/17475658
House,Stone,70 sq.m.,4+,2,1,,,Old Renovation,,"1district 14, Metsamor","8,500,000 ֏",AMD,"Urgent apartment for sale in Voghamor, 69.6 square meters, without furniture, located on the 4th floor, 2 roomsTranslated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/18371790
House,Stone,200 sq.m.,2,3,1,Not available,Not available,Old Renovation,3500 sq.m.,Armavir › Shenavan,"$25,000",USD,"Residential house for sale in Shenavan village, Armavir marz. It has 3500 square meters of land near the house, where there are 100 4-year-old cherry trees. It has electricity, gas and constant drinking water. For more information call. I will also listen to exchange options.Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/18235825
House,Stone,140 sq.m.,1,3,1,By agreement,1 spot,Major Renovation,,Armavir › Dalarik,"$18,000",USD,"The house is located 65 km from Yerevan. Village in Dalarik has a garage, a barn with trees. I will tell you a detailed call.Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/17270895
House,Stone,583 sq.m.,2,4,2,,,Euro Renovation,380 sq.m.,"Mayisyan street, Parakar","$135,000",USD,"Urgent For sale, on the 2-storey second floor, 4 rooms, a total living area of 202 square meters in Parakar. The house is renovated, the entrance door is iron, the windows are euro, the floor is tiled, laminate, the bathroom is tiled. It has a hanging balcony, security system, storage room, dressing room, kitchen furniture, built-in closet, heating system, permanent water and gas. The house is for sale together with furniture and equipment.Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/17687368
House,Stone,508 sq.m.,1,4,2,Not available,1 spot,Cosmetic Renovation,,Armavir › Echmiadzin,"$110,000",USD,"AS001:K. A 3-room house and a shop together are for sale in the Charents district of Etchmiadzin. The renovation is cosmetic, the windows have been changed, it has a heating system. The total area is 508 square meters, the store area is 22.3 square meters, the basement is 23.5 square meters. And the front of the house is 24 m. It has a two-way entrance, suitable as a commercial space. The cost is $110,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/14301479
House,Stone,260 sq.m.,2,6,2,,,Partial Renovation,300 sq.m.,Armavir › Echmiadzin,"$42,000",USD,"Private apartment in Zvartnots district. Needs renovation, Has all the amenities.Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/16986435
House,Stone,210 sq.m.,1,7,1,Available,Not available,Euro Renovation,1500 sq.m.,"Շառլ-Տիրան Թեքեյանի փողոց 1, Մուսալեռ","$110,000",USD,Own house for sale in MusalerCall if you have any questionsTranslated from Armenian,Nov-24-2022_23-36,,,,https://list.am/en/item/18277097
House,Stone,1500 sq.m.,2,6,1,Available,1 spot,Partial Renovation,1000 sq.m.,Armavir › Echmiadzin,"$60,000",USD,"The price is not final, the house is located in Griboyedov village, for details call…Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/17150447
House,Stone,400 sq.m.,2,8+,1,By agreement,3 or more spots,Old Renovation,870 sq.m.,"Այգեգործներների փողոց 19, Մերձավան","$150,000",USD,"The building (400 m) is a solid reinforced concrete structure, the walls are two-story tuff, the roof is monolithic, and the roof is aluminum slate.Works are underway in the building: 6-7 apartments are being built, with areas of 37-83 m2. Intended for rent.The houses are intended for 1-4 persons17 m frontage45 m land lengthThe dimensions of the building are 12.5m×18.5mThere are hanging balconies on both sides of the building.Next to the house: 4.5 mx18.5 m garage.There is a parking lot in front of the house, and a plot of about 500 square meters in the back.It is suitable for building a guest house.The building (400 m) is a monolithic reinforced concrete structure, two-story walls made of tuff, monolithic roof, roof made of aluminum slate. Ведутся работы. 6-7 apartments with an area of 37-83 m2, intended for rent, will be built.#guest house#rest zone for rent#Зона отдыха:Translated from Armenian",Nov-24-2022_23-36,"SWimming pool, barbecue oven, gazebo, alarm system","ELectricity, water supply, natural gas, sewerage","FRidge, stove, washing machine",https://list.am/en/item/18275240
House,Stone,200 sq.m.,2,5,1,,,Cosmetic Renovation,600 sq.m.,"Vazgen Sargsyan street 18, Parakar","$80,000",USD,"1-storey 5-room private house is for sale in Parakar. The house is in average condition. Iron entrance door, euro windows, press granite, tiled floor. Bathroom: Combined, tiled, electric wires and pipes changed. It has an open loggia, kitchen furniture, a basement of 50 square meters, a garage of 20 square meters, a garden with fruit trees, permanent water and gas.Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/17097916
House,Stone,188 sq.m.,1,4,1,,,No Renovation,600 sq.m.,Armavir › Armavir,"10,800,000 ֏",AMD,Newly built house Armavir c. In 108 district.Code 0046Translated from Armenian,Nov-24-2022_23-36,,,,https://list.am/en/item/17819024
House,Stone,840 sq.m.,3,5,2,,,Euro Renovation,600 sq.m.,"Aragatsi street 1, Vagharshapat","$120,000",USD,"An excellent house with all amenities, the surface of the house is 240 in the yard, a swimming pool, a fireplace, a tiled bathroom, heating of the whole house, windows, doors with blacksmith bars, water, drinking water, no problem, a school, a kindergarten, 7 km from Etchmiatsin, in the village of Aragats, if you have any questions, I will answer them by calling.Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/18234276
Country House,Stone,100 sq.m.,1,3,1,Available,2 spots,Partial Renovation,,Armavir › Armavir,"$45,000",USD,"A summer house is for sale in Armavir region, a stone house, 100 sq. M. Մ. It has a big basement, permanent water, the floor of the entrance hall, the kitchen is tiled, the bathroom is tiled with a separate toilet, there is an outdoor toilet, an orchard of 1500 sq. M. Մ. The house is on the main road. European windows are installed, the area of the house is fenced, the price is negotiable.Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/14408040
House,Stone,162 sq.m.,1,3,1,Not available,Not available,No Renovation,85 sq.m.,Armavir › Echmiadzin,"$21,000",USD,"50 meters from the center, the area is located on Mekhak-Mekhakyan street, has its separate address 51/1, the foundation of the house is 77 square meters. Built, has a house plan with permission, very good place, a street parallel to the main street, everything is done to build a house, the total legal area is 145 square meters. And we use 20 square metersTranslated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/17816083
House,Stone,80 sq.m.,1,3,1,,,Partial Renovation,600 sq.m.,Armavir › Armavir,"$25,000",USD,"The apartment is provided with all communal facilities (water, gas and gas) (operates on the sewer) (Village October)Translated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/17093850
House,Stone,220 sq.m.,1,6,2,,,Euro Renovation,250 sq.m.,Armavir › Armavir,"$55,000",USD,"Private house for sale 3 bedrooms 2 living room kitchen 2 bathrooms large corridor garage storage room 2 side garden. Address: Armavir Muratsan street, house 12aTranslated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/17940089
House,Stone,355 sq.m.,3,5,1,By agreement,3 or more spots,Cosmetic Renovation,200 sq.m.,"Isahak Gasparyan street, Parakar","$175,000",USD,"A 440 square meter three-storey newly built private house with its existing car service center is for sale in Parakar, 1st lane, on the main road, renovated, Euro windows, heating system, tiled bathroom, large open and closed balcony, basement gym, fully fenced plot, fruit gardenTranslated from Armenian",Nov-24-2022_23-36,,,,https://list.am/en/item/18135910
Townhouse,Stone,320 sq.m.,2,4,2,Not available,Not available,No Renovation,220 sq.m.,"Admiral Isakov Avenue, Tairov","$73,000",USD,"Newly built capital house (maisonette) with an area of 106 sq. M. Is for sale in Tairov, Narekatsi district, electricity wires, water and sewerage pipes are installed, windows are installed, the building will be handed over plastered, the front part is covered with travertine, 2nd floor is for 100 sq. M.Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/14755568
House,Stone,65 sq.m.,1,2,1,Not available,Not available,Designer Renovation,,"Թորոմոնյան փողոց 20, Վաղարշապատ","$39,000",USD,"A 3-room newly built apartment for sale in the Zvartnots community of Vagharshapat, on the 1st floor of a 2-story stone building, excellently renovated, with European windows, uninhabited, has electricity, bathroom, constant water, all utilities, tiled and laminated floors, French stretch ceiling. It has a grill and a small plot of land.The price is USD 39,000, negotiable. Address: Toromonyan 2/3, on the Yerevan-Vagharsyan highway, there are: School, post office, supermarket, building nearby. Shop, public transport, surrounding streets are paved.Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/17438171
House,Stone,200 sq.m.,2,4,1,,,Partial Renovation,120 sq.m.,"Tumanyan Street, Armavir","$51,000",USD,For more information callTranslated from Armenian,Nov-24-2022_23-37,,,,https://list.am/en/item/18019110
House,Stone,350 sq.m.,2,3,2,,,Cosmetic Renovation,1200 sq.m.,"Aragats Street 17, Vagharshapat","$30,000",USD,Urgent house in the village5 roomsCattle barnTranslated from Armenian,Nov-24-2022_23-37,,,,https://list.am/en/item/17910876
House,Stone,170 sq.m.,2,5,1,Not available,1 spot,Old Renovation,400 sq.m.,"Tamanyan street, Armavir","$65,000",USD,The apartment is in normal condition. Call for questions. It is not for rent. It is not for rent. I do not rentTranslated from Armenian,Nov-24-2022_23-37,,,,https://list.am/en/item/15921907
House,Stone,155 sq.m.,2,3,1,Not available,Not available,Partial Renovation,405 sq.m.,"Եղիշե Չարենցի փողոց 27, Վաղարշապատ","$53,000",USD,"Newly built house in Charents neighborhood, city of Etchmiadzin, water, electricity, sewerage, gas, opportunity, real buyers callTranslated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/18261453
House,Stone,2000 sq.m.,2,8+,2,By agreement,1 spot,Major Renovation,1666 sq.m.,Armavir › Gai,"$130,000",USD,"A 2-storey detached house is for sale in the village of Gai, Armavir marz. The total land area is 2000 square meters. The area of the residential house is 334 square meters. It has more than 10 rooms. Euro-made windows are installed, the floor is laminate, tiled bathrooms, the interior doors are wooden, the entrance door is iron. It is provided with all utilities. The roof is covered with metal. It has a garage, a garden, a flower garden, a greenhouse: 1400 square meters. Surface area (medium gas)For details, you can call the indicated phone numbers.Code H-780Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/18370726
House,Stone,480 sq.m.,2,6,1,,,No Renovation,1500 sq.m.,Armavir › Echmiadzin,"$20,000",USD,The price of a half-built private house adjacent to a land plot (1150 sq. M.) is negotiable. I will exchange it with an equivalent car. It is located in HAYTAGH villageTranslated from Armenian,Nov-24-2022_23-37,,,,https://list.am/en/item/16750500
House,Stone,236 sq.m.,2,3,2,Available,Not available,Major Renovation,521 sq.m.,Armavir › Parakar,"$220,000",USD,"Կոդ՝ B-20804Վաճառվում է 2 հարկանի առանձնատուն Փարաքարում։ Առանձնատունը մասնակի կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը (2) ՝ համակցված, սալիկապատ։ Ունի ներկառուցված պահարաններ, խորդանոց, ձեղնահարկ, օդորակիչ, խոհանոցի կահույք, ինտերնետ, ջեռուցման համակարգ, մշտական ջուր և գազ։ Վաճառվում է կաույքի և տեխնիկայի հետ միասին:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-story house for sale in Parakar. The house is partially newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate, solid granite. The bathrooms (2) are combined and tiled. The house has built-in closets, storage room, cockloft, air-conditioner, kitchen furniture, internet, heating system and is supplied with constant water and gas. It is being sold with furniture and technique.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-37,,,,https://list.am/en/item/16688996
House,Stone,218 sq.m.,2,7,2,By agreement,Not available,Partial Renovation,830 sq.m.,Armavir › Parakar,"$130,000",USD,"Կոդ՝ B-20968Վաճառվում է 2 հարկանի 7 սենյականոց առանձնատուն Փարաքարում։ Առանձնատունը միջին վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո և փայտյա, հատակը՝ պրեսգրանիտ։ Սանհանգույցները (2) ՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, խոհանոցի կահույք, խորդանոց՝ 46քմ, նկուղ՝ 16քմ, ավտոտնակ՝ 29քմ, օդորակիչ (2), այգի՝ պտղատու ծառերով, անասնաշենք՝ 26քմ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Paraqar. The rooms' quantity is 7 (1 hall and 6 bedrooms) The house is middle renovated. The entrance door is iron-made, the windows are euro-based and wooden, the floor is covered by solid granite. The bathrooms (2) are combined and tiled, the electric wires and pipes are changed. The house has a balcony, kitchen furniture, storage room (46sq. M), cellar (16sq. M), garage (29sq. M), air-conditioner (2), garden with fruitful trees, cattle building (26sq. M) and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-37,,,,https://list.am/en/item/16784234
House,Stone,324 sq.m.,2,5,2,Not available,Not available,Major Renovation,650 sq.m.,Armavir › Parakar,"$230,000",USD,"Կոդ՝ B-21251Վաճառվում է 2 հարկանի առանձնատուն Փարաքարում։ Առանձնատունը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցները (2) ՝ համակցված, նորաոճ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, խոհանոցի կահույք, խորդանոց, այգի՝ պտղատու ծառերով, տաղավար, օժանդակ շինություն 38,4քմ, քարե պարիսպ, դարպաս, օդորակիչ, ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-story house for sale in Parakar. The rooms' quantity is 5. The house is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid granite. The bathrooms (2) are combined and modern tiled, the electric wires and pipes are newly changed. The house has a balcony, kitchen furniture, storage room, garden with fruitful trees, pavilion, auxiliary building 38.4sq. M. , stone fence, gate air-conditioner, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2 %. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-37,,,,https://list.am/en/item/17001014
House,Stone,180 sq.m.,1,5,2,Available,Not available,Major Renovation,370 sq.m.,Armavir › Parakar,"$127,000",USD,"Կոդ՝ B-22478Վաճառվում է 1 հարկանի առանձնատուն Փարաքարում։ Առանձնատունը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցները (2) ՝ համակցված, նորաոճ սալիկապատ։ Ունի ավտոկայանատեղ, քարե պարիսպ, դարպաս, նկուղ (20քմ), խոհանոցի կահույք, ներկառուցված պահարան, ջեռուցման համակարգ, մշտական ջուր և գազ։ Վաճառվում է կահույքի և տեխնիկայի հետ միասին։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Parakar. The rooms' quantity is 5. The house is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid granite. The bathrooms (2) are combined and modern tiled. The house has a parking, stone fence, gate, cellar (20sq. M), kitchen furniture, built-in closets, heating system and is supplied with constant water and gas. The house is being sold with furniture and technical devices.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-37,,,,https://list.am/en/item/18014187
House,Stone,60 sq.m.,1,2,1,By agreement,Not available,Partial Renovation,233 sq.m.,Armavir › Merdzavan,"$40,000",USD,"1-storey private house for sale in Merdzavanhas a yard, land, 2 rooms, has the possibility of making 3, clean condition, permanent water and gas, tiled bathroom, urgentCall the numbers listed for detailsTranslated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/17699350
House,Panels,135 sq.m.,3,5,2,,,No Renovation,1500 sq.m.,Armavir › Musaler,"$75,000",USD,A half-built private house is for sale in Parakyar Musaler community3rd floor (+ basement)1500 m2:It is overgrown and there are more than 100 fruit treesTranslated from Armenian,Nov-24-2022_23-37,,,,https://list.am/en/item/17794011
House,Stone,300 sq.m.,2,6,1,,,Major Renovation,700 sq.m.,Armavir › Echmiadzin,"$70,000",USD,"Two-storey private house is for sale in Echmiadzin village, SHAHUMYAN, 2-3 minutes drive from Echmiadzin to the village. The house is fully renovated, with all utilities, has natural gas, electricity, water. Living area 300 sq / m + In front of the house there is a 700 sq / m orchard, tonratun, basement. Եւ Also for sale: 2000 sq. M. Arable land and 1000 sq. M. Adjacent land. Price is negotiable. The phone numbers are VivaCell.Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/17232907
House,Stone,370 sq.m.,2,8+,1,,,Old Renovation,1000 sq.m.,"Kamo street, Vagharshapat","$150,000",USD,"Վաճառվում է 2 հարկանի քարե տուն Արամ Մանուկյան թաղամասում: Տունը ունի 2հատ 500քմ հողատարածք: Կան բոլոր կոմունալ հարմարությունները (գազ, գազի կաթսա, հոսանք, տաք և սառը ջուր, կոյուղի) : Տունը ունի երկու մուտք` Փողոցի և բակի կողմից, պատշգամբ, պտղատու ծառեր, ջրհոր, նկուղ 100քմ, բնակելի մակերեսը կազմում է 270քմ: 8 ննջասենյակ, մեծ հյոուրասենյակ և ճաշասենյակ, ընդարձակ խոհանոց, մեծ միջանցք:Продается 2-х этажный каменный дом в районе Арам Манукян. 2 участка по 500 кв. Есть все коммуникации (газ, газовый котел, электричество, горячая и холодная вода, канализация) Дом имеет два входа - с улицы и со двора, балкон, фруктовые деревья, колодец, подвал 100 кв. М. , жилая площадь 270 кв. М. 8 спален, большая гостиная и столовая, просторная кухня, большая прихожая.Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/18285004
House,Stone,400 sq.m.,2,6,2,,,Euro Renovation,,"Araratyan street, Vagharshapat","$220,000",USD,"In the center of Etchmiadzin near the Mother See. 220 sq. M. Residential, has a swimming pool of 23 sq. M., a garage for 3 cars, a well, an air conditioner, is provided with all the communal amenities, there is a dressing room. In the yard there are fruit trees, a summer pavilion with its kitchen. The sale is possible both with equipment and furniture, or without.Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/16316305
House,Stone,70 sq.m.,1,3,1,Not available,Not available,Euro Renovation,70 sq.m.,"Hayrenyats Street, Armavir","$45,000",USD,"Choose renovated gas, water, electricityTranslated from Armenian",Nov-24-2022_23-37,,"ELectricity, water supply, natural gas, sewerage",,https://list.am/en/item/18230321
House,Stone,480 sq.m.,1,5,1,Available,3 or more spots,Major Renovation,480 sq.m.,Armavir › Echmiadzin,"$130,000",USD,"Capital renovation of Baksi. Aram Manukyan 1st district, 480 square meters on asphalt street, detached 1-story house, solid stone building, 170 square meters, fenced, has all utilities, euro windowsTranslated from Armenian",Nov-24-2022_23-37,,"ELectricity, water supply, natural gas, sewerage",,https://list.am/en/item/17628295
House,Stone,600 sq.m.,1,4,1,Not available,1 spot,No Renovation,670 sq.m.,"Siamanto  Street, Parakar","$62,000",USD,"For sale, a newly built semi-detached house in Parakar. The house area is 120 square meters (11×11), the land area is 670 square meters. Has water, electricity, sewerage gas in process. (cash from owner only)Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/18266282
House,Stone,450 sq.m.,2,8+,1,Not available,Not available,Major Renovation,400 sq.m.,Armavir › Echmiadzin,"$145,000",USD,"VM542:2-storey, 10 + room private house is for saleArmavir, Etchmiadzin• Living area: 450 sq / m• land area - 400 square meters• Renovated• Basement• Swimming pool• Garage• yardTranslated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/16308512
House,Stone,110 sq.m.,1,3,1,,,Old Renovation,330 sq.m.,Armavir › Parakar,"$38,000",USD,"Private house for saleArmavir, Parakar, Aygestan str• 330/110 square meters• 3 rooms• 1st floor_• Old renovation• Communications are available• GarageCode VM701Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/16920110
House,Stone,72 sq.m.,1,3,1,Not available,3 or more spots,Major Renovation,1000 sq.m.,"Armavir Province Roadway, Hovtashat","$50,000",USD,"Վաճառվում է սեփական տուն Գեղակերտում Էջմիածնից 3,5 կմ հեռավորոթյուն, ճակատային մասը 18մ ․1000 քմ հողի մակերես, 1 հարկանի շինություն ամուր հիմքով, հնարավոր է ևս 2 հարկ ավելացնել, 70 քմ բնակելին, 3 սենյակ, վերանորոգված, հատակը լամինատ, սանհանգույցը սալիկապատ․ունի 2 գոմ 36 քմ և 13 քմ, 21 քմ արհեստանոց, ունի արտեզյան ջուր, ունի կոյուղի, պտղատու ծառերԿոդ ge35096",Nov-24-2022_23-37,,,,https://list.am/en/item/15274219
House,Stone,2600 sq.m.,1,4,1,Available,1 spot,Partial Renovation,2000 sq.m.,Armavir › Jrarat,"$50,000",USD,"The apartment has 4 rooms, 3 of them. They need to renovate the floor, they need to renovate the tonratun chulaLight. Gas. Water.Urgent sale price negotiableTranslated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/16931139
House,Stone,830 sq.m.,1,5,1,Available,1 spot,Old Renovation,697 sq.m.,Armavir › Parakar,"$65,000",USD,"A house with its yard is for sale, there are fruit trees in the yard, at the end of the yard there is a stable, a henhouse, it has an entrance from the back, it has a parking lot (garage), the house has an old renovation, gas, water, has a big basement and cellar.For sale urgentlyTranslated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/17331499
House,Stone,58 sq.m.,1,2,1,,,Old Renovation,483 sq.m.,Armavir › Echmiadzin,"$46,000",USD,"Address: Echmiadzin in the third part of the districtArea 57.4 square meters️ Land 483 square meters,️Additional DataA house is for sale in Etchmiadzin, the third part of the district, the windows have been changed, the roof is metal with bars, the facade is 18 m.For more information callCode R143Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/16859193
House,Stone,337 sq.m.,2,6,2,,,Partial Renovation,405 sq.m.,Armavir › Echmiadzin,"$90,000",USD,"7-room apartment for saleCharents district of Etchmiadzin cityFloor 1_1The area is 337 square meters residential, 405 landAshotHeating SystemSold with all property appliancesFor more information call...Code A0045Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/14080041
House,Stone,315 sq.m.,1,4,1,,,Major Renovation,670 sq.m.,Armavir › Echmiadzin,"$155,000",USD,"Code A01024-ROOM APARTMENT FOR SALEin Etchmiadzin CityFloor 1Area 315 square meters residential, 670 square meters residentialLarge basementfacetedchanged the windowsAshotCode E0099Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/14782197
House,Stone,156 sq.m.,1,4,1,,,No Renovation,590 sq.m.,Armavir › Echmiadzin,"$32,000",USD,"Code A0543-room house for saleEtchmiadzin, Zvartnots districtFloor 1_1The area is 156 square meters of living space, 556 square meters of landAshotFor more information callTranslated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/18079251
House,Stone,110 sq.m.,1,3,1,,,Major Renovation,430 sq.m.,Armavir › Echmiadzin,"$72,000",USD,"️Address to Etchmiadzin️Area 110 square meters️Land 430 square metersԱցուցիչAdditional Information:House Ara Manukyan is for sale, the 3-room roof in the district is fully repaired, has a garage with a positive front of 12 m, it is for sale together with the property.For more information callCode R113Translated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/14744827
House,Stone,82 sq.m.,1,3,1,Not available,1 spot,No Renovation,1500 sq.m.,Armavir › Echmiadzin,"$35,000",USD,Code T471 PRICE:A 3-room private house for sale in one of the neighboring communities of Etchmiadzin.Close to main roadThe surface:Land: 1500 square metersResidential: 82.3 square metersBathroom: 4.6 square metersPantry: 24.7 square metersTonratun: 14 square metersKitchen: 7.6 square metersBoiler house: 6.2 square metersGarage: 25.4 square metersLivestock building 24.1 square metersDalan: 23.9 square metersCall TigranTranslated from Armenian,Nov-24-2022_23-37,,"ELectricity, water supply, natural gas",,https://list.am/en/item/14510035
House,Stone,240 sq.m.,2,4,2,,,Designer Renovation,2200 sq.m.,Armavir › Echmiadzin,"$50,000",USD,"Code H124Two-story house for saleAddress K. In Etchmiadzin villageGreenhouse 1200 sq. M. Room 5 Living area 240 sq. M. Land 2200 square meters. It has three-phase electricity, electricity, water, gas. The roof is tinHro:Call for details#Echmiadzin#land:#Vagharshapat#Real_Property:#House_for_saleTranslated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/13969206
House,Stone,920 sq.m.,1,4,2,Available,Not available,Cosmetic Renovation,790 sq.m.,"Vazgen Arajin street, Vagharshapat","$75,000",USD,"Euro-repaired, window changed, has 2 water 500 l yards, 2 bathrooms, oven, storage room, 2 storage rooms, basement, 53 fruit trees, wellTranslated from Armenian",Nov-24-2022_23-37,,,,https://list.am/en/item/18355805
