Type,Floor Area,Address,Price,Currency,Description,Datetime,Utilities,Amenities,Links
Parking Space,18 sq.m.,"Nikoghayos Adonts street 6, Yerevan","$14,000",USD,"Avtokayanatexi, parking Adonc/ Eraz taxamas, shenk 6, N 215",Nov-24-2022_16-32,,,https://list.am/en/item/17466515
Garage,18 sq.m.,"Khaghag Don street 5, Yerevan","$6,200",USD,"Stone 18 square meters + has a small area on the side, and a basement, Negotiable.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18203131
Garage,20 sq.m.,"Մովսես Խորենացու փողոց 5, Երևան","$8,500",USD,"An underground garage is for sale or rent on Khorenatsi Street, near the State Revenue Committee. The total area is 20 square meters. Can also be used as storage. Exchange with car, car.Underground garage for sale or rent on ул. Khorenatsi near the State Revenue Committee.Area 20 m. Kv. Can be used as a warehouse.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18072794
Garage,30 sq.m.,"Arshakuniats Avenue 54/1, Yerevan","$4,200",USD,"An iron garage is for sale, a certain part is made of stone, 5 m wide, 6 m long, near Arshakunyats 54/1, it is currently for rent. Only real buyers will rust.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16081240
Garage,,"Komitas Avenue 24/1, Yerevan","$5,000",USD,"Շտապ, վաճառվում է երկաթյա ավտոտնակ, նաև տրվում է վարձով, 11֊պոլիկլինիկայի հարևանությամբ, Սեփականաշնորված է։",Nov-24-2022_16-32,,,https://list.am/en/item/14832471
Garage,20 sq.m.,"Pushkin Street, Yerevan","$5,000",USD,"Land for sale near Zoravar church. It is not privatized, but it has been a legal garage for more than 50 yearsTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17115620
Parking Space,44 sq.m.,"Արգիշտի փողոց 11/11, Երևան","$18,000",USD,"The parking lot is located in Glendel Hils district, the area is 43.86 square meters.Price $ 18,000 negotiable.Call the phone number in the pictureTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17572476
Parking Space,20 sq.m.,"Արգիշտի փողոց 11/11, Երևան","$10,000",USD,"The parking lot is located in (Glendel Hils) district, the price of 20 square meters is $ 10,000, negotiablecall the phone number in the picture.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17557396
Parking Space,20 sq.m.,"Amiryan Street 20, Yerevan","$7,000",USD,Urgently for sale. Parking in normal condition. Excellent locationTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17921463
Garage,32 sq.m.,"Leningradyan street, Yerevan","$10,000",USD,"The garage is located at the back of the Maxim supermarket. It is in very good condition, with iron gates. Suitable for those living in the area, price is negotiableTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18127665
Garage,38 sq.m.,"Nikoghayos Adonts street 5, Yerevan","4,900,000 ֏",AMD,"Garage is for sale on Adonts street, in the yard of Adonts 5, 7, 7A.The area is 38 square meters.Suitable for parking 2 jeeps or 3 small sedans.The garage is made of tin, 8 mm ․ from tin.It has a niche (yamka)The floor is Bedo.Garage, garage, RaikomTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16565670
Garage,80 sq.m.,"Улица Овсепа Эмина 6/1, Ереван","$33,000",USD,"Բարեկամություն մետրոյից 400 մ հեռավորության վրա վաճառվում է ավտոտնակ սեփականության վկայականով, մակերեսը 40մ2: Ավտոտնակն ունի նաև 40մ2 մակերեսով նկուղ: Ավտոտնակը գտնվում է ճանապարհի բանուկ մասում: Շատ հարմար է տարբեր տիպի գործունեություն ծավալելու համար: Ավտոտնակը ունի մեծացնելու, վրան հարկեր կառուցելու հնարավորություն։ ՈՒնի կոյուղի։ Ջուրը, հոսանքը և գազը գտնվում են 10մ հեռավորության վրա։",Nov-24-2022_16-32,,,https://list.am/en/item/8886369
Parking Space,20 sq.m.,"Amiryan Street 20, Yerevan","$7,000",USD,Urgently for sale Garage Underground Garage Center. At 20 Amiryan StreetTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/15915635
Garage,35 sq.m.,"Derenik Demirchyan street, Yerevan","$15,000",USD,"A 35 square meter garage is for sale, which is located in the Small Center, on Demirchyan Street. The garage is built of stone, it is convenient and safe for parking a car. For more information call.Code 1111Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18324662
Garage,18 sq.m.,"Արղության փողոց 40, Երևան","$21,000",USD,A 3-storey stone garage is for sale. Each floor is 18 square meters. It is possible to increase the 3rd floor.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17885053
Garage,20 sq.m.,"Nubarashen 11 street, Yerevan","$3,000",USD,Վաձարվում է ավտոտնակ։,Nov-24-2022_16-32,,,https://list.am/en/item/15586340
Garage,24 sq.m.,"Улица Фучика 24/5, Ереван","$5,000",USD,"Adjacent to Margaryan Fuchik intersection, near Kaiser supermarketiTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17718890
Garage,18 sq.m.,"Բաղյան փողոցի 1-ին նրբանցք 1/1, Երևան","$5,700",USD,"A stone garage is for sale in the 3rd district of Nor-Nork, near school 143.The area is 18.3 square meters.The price is 5700 USD, negotiable.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17462604
Garage,27 sq.m.,"Derenik Demirchyan street, Yerevan","$20,000",USD,"With ownership certificate, stone concrete garage. Saryan Demerchyan excerpt. In the back of Saryan Zovk supermarket. Ability to increase.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17504545
Garage,22 sq.m.,"Halabyan Street 22a, Yerevan","$7,500",USD,"Garage (in Fizgorodok) on Alikhanyan Brothers Street in Ajapnyak, 21.7 sq. M. It also has full-length yam.PhysgorodokExchange with a car is also possible.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17433620
Garage,18 sq.m.,"Պետրոս Դուրյանի փողոց 34/7, Երևան","$9,500",USD,The garage is located in front of building 34 of Duryan district. Calibration is doneNegotiableTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17514446
Garage,22 sq.m.,"Arabkir 17-th Street, Yerevan","$6,750",USD,"Metal garage, adjacent 7 sq. M. Land fenced.By document:Right behind the dream districtThe address is misspelledTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17647414
Garage,20 sq.m.,"Zoravar Andranik street, Yerevan","$6,000",USD,"Garage on Zoravar Andranik Street in Malatya SebastiaGarage on Zoravar Andranik street in Malatia Sebastia, 20 c. M:For rentTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17500692
Garage,20 sq.m.,Yerevan › Arabkir,"$10,000",USD,Urgent saleThe price is preliminaryAddress Komitas 23/3Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18370482
Garage,25 sq.m.,"Leningradyan street 48/5, Yerevan","$10,000",USD,"Stone garage, behind the 48/5 building. With the largest garage area.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17699950
Garage,16 sq.m.,"Agatangeghos Street, Yerevan","$12,500",USD,The garage is located in the yard of Agatanghegos 7 building. Call for details.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18335285
Garage,29 sq.m.,"Zoravar Andranik street, Yerevan","$14,000",USD,"URGENT 2-car garage for sale in Bangladesh (Andranik St.)29.7 square meters, the roof is tiled.Do not call for rental purposes, only real buyers should call.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/13464919
Garage,50 sq.m.,"Улица Овсепа Эмина 2/2, Ереван","$15,000",USD,"Продается гараж с подвалом. В районе арабкир, На против Nor Zofq, на улице Арама Хачатряна.Площадь гаража 30 кв. М. Площадь подвала 20кв. М. Электроснабжение 380/220V трёхфазный. Крыша: Профностиль оцинкованный.Длина 8 м, ширина 4 м. Реальному покупателю уместный торг!",Nov-24-2022_16-32,,,https://list.am/en/item/17489105
Garage,20 sq.m.,"Arno Babajanian street 10, Yerevan","3,800 ֏",AMD,Length 6 m width @ 3 m. It has a small window. It is in good condition.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/13886260
Garage,29 sq.m.,"Արամ Խաչատրյան փողոց 21Ա, Երևան","$13,500",USD,"A privatized e/concrete garage with an area of 28.8 square meters (width 3.20 meters, length 9 meters) is urgently for sale, c. Yerevan, V. In the yard of Papazyan 26 building, near the Papazyan-Khachatryan intersection.The garage is dry. It is waterproofed.All documents are available:*real estate ownership certificate* land lease contract and agreements with the municipalityThe price is $13,500.Call with WhatsApp, Viber, Telegram applications.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/15879633
Garage,24 sq.m.,"Kievyan 1st Lane, Yerevan","$35,000",USD,Stone garage for sale near the bridgeTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17335939
Garage,30 sq.m.,"Nazarbekyan block, Yerevan","30,000 ֏",AMD,Վարձով է տրվում 30 քմ մակերեսով քարե ավտոտնակ Նազարբեկյան 44 շենքի բակում: Կարող է ծառայել նաև որպես պահեստ: Մաքուր է և չոր:,Nov-24-2022_16-32,,,https://list.am/en/item/16095389
Garage,20 sq.m.,"Նար-Դոսի փողոց 1, Երևան","$6,000",USD,"Garage at 1 Nar-Dos streetSilach, near the flour mill, in front of Ararat collectionTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16335073
Garage,33 sq.m.,"Halabyan Street 25, Yerevan","$13,000",USD,"The price is final.A stone double garage is for sale in front of Tumo.He has a booklet given by the condominium (Jack)It is very convenient for implementing a business plan.The location of the garage is very convenient, surrounded by beautiful trees.The garage is designed for 2 cars, but you can park the third one directly in front of it, for which it has a convenient area and position.11 × 3 = 33 sq. MLength - 11 meters.Width - 3 meters.Structure - 2000.Building - stone.Roof - tin.Floor - concrete.Curious people should not call.Real buyers should call.The price is final.For sale only in cash.It is exchanged only with one's own house in Yerevan for an additional fee.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16357045
Garage,23 sq.m.,"Azatutyan Avenue 9/4, Yerevan","$10,000",USD,"Վաճառվում է ավտոտնակ 23.3 քմ, մանումենտ ազատության 9/4 շենքի բակում",Nov-24-2022_16-32,,,https://list.am/en/item/15922947
Garage,28 sq.m.,Yerevan › Kentron,"$30,000",USD,"Продаётся каменный гараж 28 кв. М, приватизированная, земля взята в аренду, в гараже вмещаются две автомашины, есть электричество, нах. На перекрёстке ул. Баграмяна МосковянаՎաճառվում է քարե ավտոտնակ կենտրոնում, Բաղրամյան, Մոսկովյան փ խաչմ. , երկու ավտոմեքենաի ե, էլեկտրականութլուն, սեփականության վկայական, հողը վարձակալության է",Nov-24-2022_16-32,,,https://list.am/en/item/18071227
Garage,16 sq.m.,"Hakob Hakobyan Street 10, Yerevan","3,200,000 ֏",AMD,"Concrete garage for sale, length 5.9 meters, width 2.7 meters.In Arabkir, Aram Khachatryan (next to Nor Zovk) ակում in the yard of the building at the intersection of Hakob Hakobyan streets.It is not privatized, it is rented, the annual fee is 7200 AMD.The floor of the garage is also concrete չոր completely dry.Price is negotiable within reasonable limits.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17091054
Garage,20 sq.m.,"Hakob Hakobyan Street 7, Yerevan","70,000 ֏",AMD,Sh. T. A. P. Garage for rent near Mergelyan...Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/16860199
Garage,18 sq.m.,"Sundukyan St, Yerevan","$5,200",USD,"Sundukyan Gulbenkyan crossroads, underground garage under a new buildingTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/5779408
Garage,18 sq.m.,"Դավթաշեն 3-րդ թաղամաս 25, Երևան","$5,000",USD,Underground garage for sale.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18122482
Garage,18 sq.m.,"Avan-Arinj 1st micro, Yerevan","$5,000",USD,"Վաճառվում է քարից ավտոտնակ Ավան-Առինջ 1_ին մկր. 2/10 շենքի հարևանությամբ, ընդհանուր մակերեսը 18 ք/մ:",Nov-24-2022_16-32,,,https://list.am/en/item/15697400
Garage,24 sq.m.,"Ծովակալ Իսակովի պողոտա 50/3, Երևան","$5,000",USD,"A stone garage is for sale, with a privatization certificate.In the territory of the Vesta store (Banavan of Energetics or independent maila)Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18279707
Garage,20 sq.m.,"Արցախի պողոտա 14Ա, Երևան","$5,000",USD,A stone garage for sale on 14A Artsakh AvenueTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/16688520
Garage,22 sq.m.,"Lepsius 2-nd street 14, Yerevan","$5,500",USD,"A garage is for sale in Kanaker Zeytun administrative district, Lepsius 2, 14 streetIt is registered in the district administration, electricity is available, exchange is possible, it is urgently soldTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18154460
Garage,20 sq.m.,"Zoravar Andranik street 152, Yerevan","$6,000",USD,"Stone garage, HAT, Andranik str. , B1 district, next to Kayser supermarket.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/15760783
Garage,40 sq.m.,"Գյուլբենկյան փողոց 39Ա, Երևան","$7,000",USD,"2 garages on 6 × 7 for sale1) 3 × 6 $ 7000:2) 4 × 6 8000 $ garages are connected to each other 2 pieces together 15000 $ is also suitable for different activities, not privatizedTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17493021
Garage,25 sq.m.,"Yervand Kochar street 3, Yerevan","$20,000",USD,Гараж находится рядом 3 и 5 домов на улице Ерванд Кочар,Nov-24-2022_16-32,,,https://list.am/en/item/18369346
Garage,26 sq.m.,"Atoyan street passing 5, Yerevan","$12,000",USD,"The height is 2.6m, it is located in Atoyan passage, in front of building 5.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18130982
Garage,44 sq.m.,Yerevan › Kanaker-Zeytun,"7,000,000 ֏",AMD,Stone garage in front of Dro 8 buildingTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17968263
Garage,23 sq.m.,"Hovhanisyan block 25/2, Yerevan","$12,000",USD,"Վաճարվում է ավտոտնակ Հովհաննիսյան թաղամասում, 25/2 շենքի անմիջապես հետեվում։ Առկա է 2 ավտոտմակ, երկրորդն ավելի մեծ է մոտ 28 քմ, գինը պայմանագրային։ Ավտոտնակները գտնվում են իրարից 20 մ հերավորության վրա։ Քարից են, թիթեղյա տանիքով։ Սեփականատերն եմ։Կարող է ծառայել նաեվ որպես վարսավիրանոց։",Nov-24-2022_16-32,,,https://list.am/en/item/18369092
Garage,22 sq.m.,"Mantashyan street, Yerevan","$6,500",USD,A stone garage is for sale near Mantashyan 4/6 building. $6500. NegotiableTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17866125
Parking Space,20 sq.m.,"Shinararneri street 10, Yerevan","$15,000",USD,"A stone garage for sale in the yard of Shinararneri 10 building, fully renovated with electricity, water, electric gateTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17976522
Garage,72 sq.m.,"Avan 10-th  street, Yerevan","$15,000",USD,"Продаю панельный 2х этажный гараж общая площадь 72м/кв, каждый этаж 3х12 метров, или обменяю на равноценный автомобиль. Гараж находится рядом с Сити участок Оганисяна",Nov-24-2022_16-32,,,https://list.am/en/item/18311959
Parking Space,25 sq.m.,Yerevan › Kentron,"$30,000",USD,The parking lots are in the newly built building next to Dvin Hotel.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/16988224
Garage,23 sq.m.,"Leningradyan street, Yerevan","650,000 ֏",AMD,A metal garage 3.5x6.5 m is located at the corner of Leningradyan and Shinararneri. Inside the garage there is a technological pit (yama) along the length of the car. The land is not privatized. Urgent.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18153656
Garage,30 sq.m.,"Yeznik Koghbatsi street 1, Yerevan","$30,000",USD,"Underground garage, in Koghbatsi 1 yard, 30 sq. M. Մ. With a land ownership certificate.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17239687
Garage,26 sq.m.,"Մովսես Խորենացու փողոց 47, Երևան","$16,000",USD,"Urgent Garage for sale on Movses Khorenatsi 47 street (Metaks), 26.1 c. M: Write or call for details.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17265190
Garage,40 sq.m.,"Kievyan street 11, Yerevan","$20,000",USD,"Garage for sale, there is a certificate, the price is final. It also has yamsTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18015356
Garage,20 sq.m.,"Hrachya Kochar Street, Yerevan","$15,000",USD,"A stone garage is for sale in the yard of building 7 on Hrachya Kochar street. The garage is 20 square meters. It is M, it is privatized, it has a certificate of ownership.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18029029
Garage,100 sq.m.,"Nubarashen 11 street, Yerevan","$10,000",USD,Basement 20 squareTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17554848
Garage,26 sq.m.,Yerevan › Nor Nork,"10,000,000 ֏",AMD,"Stone garage for sale, 26.5 sq. M., 2nd block of Nor Nork: D. On Malyan Street. The garage is located next to the traffic part of the mentioned street. The area is asphalted. The price is 10 million drams.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18046100
Garage,44 sq.m.,"Jrvezh , Banavan District","5,499,000 ֏",AMD,"Jrvezh, Jrvezh, Jrvezh, Jrvezh district, Beli Dom area, 44 square meter (4.0x11.0) stone garage for sale (garage, garage, garage, garazh), next to the wall of the Noyan juice factory, for 2 cars, has yam, price $13,000, negotiable.The garage is measured and registered in the state cadastre committee.Translated from Armenian",Nov-24-2022_16-32,ELectricity,24/7 security,https://list.am/en/item/18014194
Garage,19 sq.m.,"Հրաչյա Քոչարի փողոց 7, Երևան","5,000,000 ֏",AMD,"Շտապ վաճառվում է քարից ավտոտնակ Հրաչյա Քոչար 7 շենքի - Գյուլբենկյան 29ա շենքի բակում:Ավտոտնակը 19 քմ. Է,Срочно продается каменный гараж во дворе дома Грачья Кочара 7 - дом Гюльбенкян 29а.Гараж 19 кв. М,Urgent stone garage for sale in the yard of Hrachya Kochar 7 building - 29a Gyulbenkyan building.The garage is 19 sqm",Nov-24-2022_16-32,,,https://list.am/en/item/15754875
Garage,21 sq.m.,"Tigran Mets Avenue 31a, Yerevan","$11,000",USD,"Տիգրան Մեծի պողոտա 31ա շենքի բակում (Տաշիր) ա/կ հարեվանությամբ վաճառվում է 21մ տարածքով սեփականաշնորհված ավտոտնակ, այն կարող է ծառայել որպես պահեստային տարածք։",Nov-24-2022_16-32,,,https://list.am/en/item/17223076
Garage,18 sq.m.,"Komitas Avenue 18, Yerevan","$9,300",USD,Garage for sale in the yard of Komitas 18 building Back of Arjelyan kitchen for details callTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17376566
Garage,21 sq.m.,"Յոհաննես Լեփսիուսի փողոց 17, Երևան","$5,500",USD,Concrete hot dry garage. With a very good gate. The roof does not drip. Zeytun 14 Krug behind Lepsius 17 buildingTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17560486
Garage,,"Khorenatsi street 45, Yerevan","$15,000",USD,Վաճառվում է ավտոտնակ Խորենացի 43 և 45 շենքերի բակում։ Նկարում պատկերվածի աջ կողմի դուռն է։,Nov-24-2022_16-32,,,https://list.am/en/item/15505640
Garage,30 sq.m.,"Улица Вагарша Вагаршяна 18а, Ереван","$45,000",USD,"Продаётся гараш в городе Ереван, каменный, на две машины, можно использовать как место для техобслуживания, все документы в наличии, приватизирован.",Nov-24-2022_16-32,,,https://list.am/en/item/18352308
Garage,38 sq.m.,"Hrachya Kochar Street 18, Yerevan","$17,700",USD,"Garage for sale in Komitas area, a very select place, designed for 2 cars, for more information you can call Rafo negotiableTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17428136
Garage,27 sq.m.,"Թոթովենցի փողոց 10/1, Երևան","$9,000",USD,"Garage for sale The garage located in front of 10/1 4 Totovents, Nor-Nork 2nd block, a stone building, is not privatized. Price $ 9,000 negotiableTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17100596
Garage,25 sq.m.,"Մարտիրոս Սարյանի փողոց 24Ա, Երևան","$30,000",USD,Garage for sale in Yerevan. Address: 66 Mayisyan - 24 Saryan neighborhood.Please call after 17:00.It can be used as a public commercial space.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/16750884
Garage,18 sq.m.,"Rubiniants street 2, Yerevan","$10,000",USD,"THE MEDIATOR WILL NOT CALL! Stone garage with tin roof in the yard of Rubinyants 2/2 building, 18 sq. M.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17899086
Garage,23 sq.m.,"Bagratunyats Avenue 10, Yerevan","$10,000",USD,"A privatized garage with an area of 22.8 square meters (3.2*7.1m) is for sale, c. Yerevan, in the yard of the building. The garage is dry.Type of registered building (garage) right: OWNERSHIPType of land right: LEASEAll documents are available:*real estate ownership certificate*lease agreement and agreements with the municipality* floor planThe price is $10,000.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18121283
Garage,20 sq.m.,"Estonakan street 13, Yerevan","$2,100",USD,Garage near the builders' police building a2-059Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/16100873
Parking Space,18 sq.m.,"Նիկողայոս Ադոնցի փողոց 4/3, Երևան","$20,000",USD,"Underground parking lot at Adonts 4/3, Eraz district.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18177866
Garage,19 sq.m.,"Aghbyur Serob street 11/1, Yerevan","$17,000",USD,"The parking lot is located at the back of Aghbyur Serob 11/1 building (at the end of V. Papazyan street)It is built of stone, the front is 3.3 m, the end part is 2.9 m, the length is 6.1 m, there is a basement under the garage. The roof is completely new.The garage is OWNED, has a certificate of ownership.Not for rent.Zero seven forty six thirty zeroTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16011207
Garage,30 sq.m.,"Grigor Lusavorich street, Yerevan","100,000 ֏",AMD,"30 sq. M. Is for rent. Larger garage, the place is very convenient to work as a store. Call for questions, definitely a good placeTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17798001
Garage,20 sq.m.,"Aram Khachatryan street, Yerevan","40,000 ֏",AMD,"For sale or rent, a stone garage of 20 square meters, clean, dry. Owned.The rent is 40,000 AMDTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/12057499
Garage,22 sq.m.,"Հայկ Գյուլիքևխյանի փողոց 25/2, Երևան","$5,300",USD,"K. Yerevan, Gülikekhvyan street 25/2 building, 1 garage.Stone garage 22.2 square meters.There is a certificate of ownership.NegotiableTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18204127
Garage,24 sq.m.,"Avan-Arinj 2nd micro, Yerevan","$10,000",USD,"Garage, 24 square meters. , renovated. Avan-Arinj 2nd microdistrict in front of building 2/9It is also convenient to use as a shop.It is sold without an intermediary.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17913580
Garage,18 sq.m.,"Minsk Street 5, Yerevan","$7,500",USD,"2 zamok, plastered walls!Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/13826643
Garage,32 sq.m.,"Vratsakan street 4-th lane, Yerevan","$21,000",USD,"A stone garage for two privatized cars is for sale. There is a sewer with shelves attached to the wall with iron constructions. Price is negotiable $ 21,000Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16059854
Garage,24 sq.m.,"Quchak block 15, Yerevan","$8,000",USD,"Սեփականաշնորած, մանրամասների համար զանգահարել",Nov-24-2022_16-32,,,https://list.am/en/item/16758687
Garage,24 sq.m.,"Vahram Papazyan street 11, Yerevan","$13,500",USD,Ավտոտնակ ՌԻՈ մոլի հարևանաթյամբ:Гараж рядом с РИО молом.Garage nearby RIO mall.,Nov-24-2022_16-32,,,https://list.am/en/item/18304268
Garage,18 sq.m.,"Armen Tigranyan street 20, Yerevan","$7,000",USD,"Negotiable, underground garage (underground garage) 18 square meters in front of the building in Monument. It is in good condition. The price is a good discount;Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/15752125
Garage,22 sq.m.,"Vratsakan street, Yerevan","7,000,000 ֏",AMD,Privatized garage for sale. Stone capital building. Built-in wardrobes. Tiled yama. Refractory brick stove (barbecue) euro repaired. There is electricity. Can be used for other purposesTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/16972214
Garage,130 sq.m.,"Vratsakan 2-nd lane, Yerevan","30,000,000 ֏",AMD,"Privatized garage (storage room, workshop) capital building for sale. Opportunity to build a second floor. It is a multifunctional building. There is water. Electricity. Tonir. Built-in cabinets.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16874340
Parking Space,30 sq.m.,Yerevan › Kentron,"$35,000",USD,"30 sq. M. Underground parking is for sale on Yeznik Koghbatsi street. Call for details, we will be happy to answer. MariamCode 5355Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17927412
Garage,70 sq.m.,"Улица Карапета Улнеци, Yerevan","$18,000",USD,Гараж + яма + помещение + земля 70кв,Nov-24-2022_16-32,,,https://list.am/en/item/18349892
Garage,43 sq.m.,"Kievyan street 5/4, Yerevan","$38,000",USD,"Two-story concrete garage with a total area of 43 square meters. The interior area is 33 square meters. It has water, electricity. There is a barbecue on the second floor. It has 4 productive grape trees. It is located at a distance of 700 meters from Berekamutun metro station. 300 meters from the bridge. For more information call.The garage is our own. We are not brokers.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17999153
Garage,20 sq.m.,"Ներքին Շենգավիթի 11-րդ փողոց 37, Երևան","$35,000",USD,"Privatized garage Shengavit 11 street ․The main garage has a basement with a whole surface and large terrace, the other is a tin, also a large fenced areaTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16232162
Garage,19 sq.m.,"Կիլիկիա թաղամաս 3, Երևան","5,500,000 ֏",AMD,The garage has a certificate of ownership. It is gray in the picture.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18222910
Garage,36 sq.m.,"Davtashen 1st Block 1, Yerevan","$9,000",USD,"A private 2-story garage is for sale, each floor is 18 square meters, in the vicinity of Levon Lamara Pharmacy, near the Levon Lamara Pharmacy, near the 57 and 13 transport stops, each floor is 18 square meters, it is possible to use not only the garage for other business activities, it has a gas station, etc. YamkaTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18029861
Garage,17 sq.m.,"Agatangeghos Street, Yerevan","$15,000",USD,"Металлический, во дворе Агатангегоси7; свидетельство собственности.",Nov-24-2022_16-32,,,https://list.am/en/item/16919740
Garage,21 sq.m.,"Հրաչյա Քոչարի փողոց 16/6, Երևան","$16,000",USD,Stone garage in the Kochar-Vagharsyan section. NegotiableTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18335016
Garage,39 sq.m.,"Nar-Dos 1st lane 4/3, Yerevan","$35,000",USD,"Garage for sale... It has 2 doors... You can park 2 cars, it is also possible to share. Located in the center near Gayane department storeTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18190470
Garage,27 sq.m.,Yerevan › Avan,"$1,900",USD,"A two-seater metal garage is for sale, the garage is located in the city of Yerevan, in the community of Avan. The garage is sold without a license, so you have to move.Length - 6.22 mWidth - 4.45 mThere are no barriers to transferFor details, you can call the indicated phone numbers.Negotiable.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16555580
Garage,22 sq.m.,"Sisakyan street 22, Yerevan","$4,000",USD,"An iron garage is for sale, located at 22 Sisakyan street, between the newly constructed building, Sisakyan and Shinarerner streets. School #94 is located next door.The total area is 22 square meters.Please call the Whatsapp and Viber numbers after 7 pm.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18366500
