Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,The House Has,Parking,Links
Panels,No,Available,9,67 sq.m.,3,1,from 2.75 m,5,Closed balcony,Available,Old Renovation,,,,3,Yes,No,By Agreement,By Agreement,Kotayk › Abovian,"250,000 ֏ monthly",AMD,"A 2-room converted into 3-room apartment is for rent in Abovyan.Old cosmetically renovated,Individual heating system,wooden parquet,The bathroom is tiled.The front door is iron,Closed economy balconyCode AB2-0060Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18231607
Stone,Yes,Available,10,40 sq.m.,2,1,from 2.5 m,7,Open balcony,Available,Major Renovation,"TElevision, internet","FRidge, stove, washing machine, iron, hair dryer","YArd view, park view",2,Negotiable,Negotiable,By Agreement,1 month,Kotayk › Tsakhkadzor,"350,000 ֏ monthly",AMD,"The renovated apartment of the newly built building has all the facilities to enjoy the Tsaghkadzorian vacation, and you can enjoy your morning coffee from the open balcony. The apartment is for long-term rent only. It has hot and cold water, baxi, wifi.Translated from Armenian",Nov-24-2022_16-44,,OUtdoor parking,https://list.am/en/item/18256445
Monolith,Yes,Available,12,31 sq.m.,1,1,from 3 m,2,Not available,Available,Designer Renovation,"TElevision, internet, parking space","FRidge, coffee maker, water heater, hair dryer",PArk view,3,Yes,No,Included,Without prepayment,"Օլիմպիադիայի փողոց 8, Ծաղկաձոր","20,000 ֏ daily",AMD,"Without a mediatorThe apartment is located in a newly built Kechi House building. The apartment has:* double bed,* sofa,* TV,*refrigerator,* electric plate,* kettle,* kitchen and bedding necessary items,* heating,* is provided with hot առը cold water,* Ucom TV:* 5G Wi-Fi:The window offers a beautiful forest view, a deer reserve.Sportbase and Mori Plaza is nearby.Distance from the center - 800 m,Zip-Line 600 m,From Kecharis church - 500 m,Shangri-La Casino - 300 m2.5 km from the ropeway.We offer: Comfort and good restFOR DAILYAPARTMENT:IN TSAGHKADZORNEW BUILDINGIN THE BUILDINGTranslated from Armenian",Nov-24-2022_16-44,PLayground,OUtdoor parking,https://list.am/en/item/17335994
Panels,No,Not available,5,38 sq.m.,1,1,from 2.7 m,5,Open balcony,,Major Renovation,,,,,,,,,Kotayk › Hrazdan,"140,000 ֏ monthly",AMD,"Fully renovated, near Hrazdan Park, beautiful view, property, gas-fired, with all facilities, 5-6 km from Tsaghkadzor, I will provide videos from the apartment (different price in case of daily rent)Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18091139
Monolith,No,Not available,8,90 sq.m.,3,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,7,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"30,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 2 bedrooms (double bed)* If you book 3 days or more, there will be significant discounts* suitable for family vacations* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 6-8 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zip line, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.Code NorsTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18343682
Monolith,Yes,Not available,8,90 sq.m.,3,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,7,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"30,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 2 bedrooms (double bed)* If you book 3 days or more, there will be significant discounts* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 6-8 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zip line, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The guest houseDaily wageNew constructionA buildingComplexRestTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18339449
Monolith,Yes,Available,12,62 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zip line, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The apartment is located near the church of Kecharis. The apartment was recently renovated in 2022. There is a double bed, and a sofa bed is installed in the main room. All amenities are provided for a full-fledged stay.-Apartment for rent (for 3-4 persons) in the Tsaghkadzor, near the church Kecharis. The apartment is new (2022) There is a bedroom for two, and a sofa for two persons.Code KechiTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18356244
Monolith,Yes,Available,8,56 sq.m.,2,1,from 2.75 m,6,Open balcony,,Designer Renovation,,,,4,Yes,No,Included,Without prepayment,Kotayk › Tsakhkadzor,"20,000 ֏ daily",AMD,"Վայելեք Ծաղկաձորյան Ձեր հանգիստը մեր հարմարավետ բնակարանում:3 օր և ավել օրեր ամրագրելու դեպքում կլինեն զգալի զեղչեր------նորապսակ զույգերի նախընտրելի վայր---Բնակարանը գտնվում է Մորի Պլազա նորակառույց շենքում, սպորտբազայի հարևանությամբ: Ապահովված է ջեռուցումով և տաք ջրով: Բնակարանում կարող են գիշերել 4-5 հոգի: Առկա է սպասք, սպիտակեղեն, կենցաղային պարագաներ և wifi:Ուրախ կլինենք ապահովել Ձեր հարմարավետ ու հաճելի հանգիստը:P. S. Մեզ համար առաջնահերթություն է'1. Մեր հյուրերի հարմարավետությունը,2. Մաքրությունը,3. Ջերմությունն ու Ձեր ժպիտը։Summer is incredibly beautiful in Tsaghkadzor.We are offering our cozy apartment in Tsaghkadzor, Armenia. Apartment is situated in ""Mori Plaza"" complex, which is about 1 km away from City center.Will be pleased to answer all your questions & make your stay comfortable. Enjoy your stay.Мы предлагаем уютную квартиру в Цахкадзоре. Апартаменты расположены в комплексе «Мори Плаза», который находится примерно в 1 км от центра города. Будем рады ответить на все ваши вопросы и сделать ваше пребывание комфортным. Наслаждайтесь своим пребыванием.",Nov-24-2022_16-44,,,https://list.am/en/item/18067925
Monolith,Yes,Available,12,30 sq.m.,1,1,from 3 m,2,Not available,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"(WITHOUT MEDIATOR)Invites you to spend your vacation in this newly built house.There is a lot of snow in Tsakhkadzor.* 3 days դեպքում in case of booking more days there will be significant discounts* Preferred place for newlyweds* The apartment is located in a new building (next to Mori Plaza)* Central heating* Tableware, bedding* Household items* TV, wi-fi* unprotectedP. S. It is a priority for us'1. The comfort of our guests,2. Cleanliness,3. The warmth and your smile.The house can accommodate up to 4 people per night. There is a folding sofa.Check in - 14:00:Check out - 12:00:We will be glad to ensure your comfortable and pleasant rest.Daily rentOn a daily basisApartment:In TsaghkadzorThe apartment is new, it has been used since January of this year.Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17370688
Monolith,Yes,Available,8,52 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)Suit Rest Tsaghkadzor invites newlyweds (and not only) to spend your vacation in this newly built apartment.* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zip line, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18252421
Monolith,Yes,Available,8,52 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"20,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)Suit Rest Tsaghkadzor invites newlyweds (and not only) to spend your vacation in this newly built apartment.* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zip line, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The guest houseDaily wageNew constructionA buildingComplexRestCode AlvinaTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18302680
Monolith,Yes,Available,12,62 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zip line, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The apartment is located near the church of Kecharis. The apartment was recently renovated in 2022. There is a double bed, and a sofa bed is installed in the main room. All amenities are provided for a full-fledged stay.-Apartment for rent (for 3-4 persons) in the Tsaghkadzor, near the church Kecharis. The apartment is new (2022) There is a bedroom for two, and a sofa for two persons.Code KechiTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18300486
Monolith,Yes,Available,8,52 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)Suit Rest Tsaghkadzor invites newlyweds (and not only) to spend your vacation in this newly built apartment.* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zip line, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.Code AlvinaTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18263463
Monolith,Yes,Available,8,52 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,Yes,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)Suit Rest Tsaghkadzor invites newlyweds (and not only) to spend your vacation in this newly built apartment.* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zipline, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The guest houseDaily wageNew constructionA buildingComplexRestTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18097051
Monolith,Yes,Available,12,62 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zip line, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The apartment is located near the church of Kecharis. The apartment was recently renovated in 2022. There is a double bed, and a sofa bed is installed in the main room. All amenities are provided for a full-fledged stay.-Apartment for rent (for 3-4 persons) in the Tsaghkadzor, near the church Kecharis. The apartment is new (2022) There is a bedroom for two, and a sofa for two persons.Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18284508
Monolith,Yes,Available,10,52 sq.m.,2,1,from 3.5 m,5,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Not included,By Agreement,"Antarayin 1st blok 10, Tsaghkadzor","25,000 ֏ daily",AMD,"Kechi House բազմաբնակարան համալիրՎարձով է տրվում 2 սենյականոց բնակարան նորակառույց շենքում Ծաղկաձորում, 52քմ. , 5-րդ հարկում։* Օրավարձի դեպքում - 25.000 դրամ* Տրամադրում ենք նաև երկարաժամկետ ապրելու համար 2 ամիս և ավել (ամսական վճարով 300.000 դրամ) ։*Kechi House - ը հրավիրում է ձեզ անցկացնելու ձեր հանգիստը այս նորակառույց տանը։*Տանը գիշերակացով կարող է տեղավորել մինչև 4 անձ։ Առկա է բացվող բազմոց։* 3 օր և ավել օրեր ամրագրելու դեպքում կլինեն զգալի զեղչեր* Կենտրոնացված ջեռուցում* Սպասք, անկողնային պարագաներ* կենցաղային պարագաներ* Լվացքի մեքենա* Հեռուստացույց, wi-fi* բաց պատժգամբ2х комнатная квартиpa новостройке в г. Цахкадзоре, 52 кв, на 5 этажe.* Квартира в аренду* За ночь - 25.000 драм* Мы также предоставляем его для длительного проживания 2 месяцев или более (ежемесячная оплата 300.000 драм)* Kechi House приглашает вас провести отдых в новостройке.* В доме могут разместиться до 4 человек на ночь. Есть раскладной диван.* есть скидки при бронировании более 3х дней.* Центральное отопление* Посуда, постельное белье, холодильник* Стиральная машина* ТВ, вай-фай* открытый балкон2-room apartments in a new building in Tsakhkadzor, 52 sq. M. , on the 5th floor.* In case of daily rent - 25.000 AMD* We also provide it for long-term living 2 months or more (monthly payment 300,000 AMD)* Kechi House invites you to spend your vacation in this newly built house.* The house can accommodate up to 4 people overnight. There is a folding sofa.* If you book 3 days or more, there will be significant discounts* Central heating* Tableware, bedding* Household items6* Washing machine* TV, wi-fi* open balcony",Nov-24-2022_16-44,,,https://list.am/en/item/18018953
Monolith,Yes,Available,15,50 sq.m.,2,1,from 2.8 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,By Agreement,By Agreement,"Khachik Muradyan Street 3, Tsaghkadzor","20,000 ֏ daily",AMD,"Suit Rest Tsaghkadzor invites newlyweds (and not only) to spend your vacation in this newly built apartment.* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 2-4 people overnight.* There will be discounts for 3 or more daysWe will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zipline, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The guest houseDaily wageNew constructionA buildingComplexRestTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18074413
Panels,No,Available,6,76 sq.m.,3,1,from 2.8 m,4,Open balcony,Available,Major Renovation,,,,7,Yes,No,Not included,1 month,"Սարալանջի փողոց 8Ա, Աբովյան","180,000 ֏ monthly",AMD,A renovated 3-room apartment is for rent. The apartment has one open and one closed balcony. The doors and windows of the kitchen and bedrooms are Euro. The apartment is for rent with partial ownership. The apartment has a storage room inside and at the entrance. The apartment is for rent with a deposit (1 month)Translated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/18275214
Stone,No,Not available,5,56 sq.m.,2,1,from 2.6 m,4,Not available,Available,Cosmetic Renovation,,,,3,Yes,No,Included,By Agreement,"Khachatur Kecharetsi Street 8, Tsaghkadzor","15,000 ֏ daily",AMD,"Վարձով է տրվում կահավորված երկսենյականոց բնակարան Ծաղկաձորի կենտրոնում (5 հարկանի քարե շենքի 4-րդ հարկում), առկա է ջեռուցման անհատական համակարգ, տաք և սառը ջուր, հեռուստացույց, սառնարան, գազօջախ, սպասք, անկողին, անհրաժեշտ բոլոր պարագաներով և հարմարություններով:Վարձով է տրվում ամենաքիչը 5 օրով, օրավարձը` 15000 դրամ:Պատվիրել առնվազն 1 օր առաջ, քանի որ բնակարանը հանձնելու համար Երևանից պիտի հասնենք Ծաղկաձոր:Տեղեկություն՝ 2022թ. -ի դեկտեմբերի 31-ից մինչև 2023թ. -ի հունվարի 5-ի կեսօրը արդեն զբաղված է:Сдается двухкомнатная квартира в центре Цахкадзора (на 4 этаже 5 этажного каменного дома), есть индивидуальная система отопления, горячая и холодная вода, телевизор, холодильник, газовая плита, посуда, постельные принадлежности, со всеми необходимыми аксессуарами и удобствами.Сдается не менее чем на 5 дней, суточная арендная плата составляет 15 000 драм.Резервировать минимум за день, так как нам нужно добраться до Цахкадзора из Еревана, чтобы сдать квартиру.The cozy, light, spacious and a very quiet apartment is located in the centre of Tsaghkadzor, next to the Kecharis Monastery.The apartment has 56 sqm, is fully furnished and can accommodate up to 4 guests.• Living room has a big sofa (which can also be used as a bed for two persons), small sofa (which can also be used as a bed for two children up to 6 years old), 37""TV, dining table and 6 chairs.• Bedroom has a double bed with bedside table, wardrobe and chest of drawers.• Balcony has a single bed and wardrobe.• Kitchen is fully equipped including refrigerator, oven and water boiler, cutlery, cooking utensils and other necessary table ware and kitchen ware.• Bathroom has a douche, 1 wash basin and towels.• Washing machine. Iron/ironing board and other amenities are all provided. Towels and linen are included.Pets are not allowed; smoking should take place on the balcony.I won't be in the apartment during your stay, but I will be available in case there are any questions.Guests can use the whole apartment.Location: Tsaghkadzor, Armenia",Nov-24-2022_16-44,,,https://list.am/en/item/18127653
Panels,No,Available,9,51 sq.m.,1,1,from 2.75 m,4,Closed balcony,,No Renovation,,,,5,Yes,No,Not included,2 months,Kotayk › Hrazdan,"50,000 ֏ monthly",AMD,"It is a good house, for rent only to a family, 1 room furnished with 2 rooms (at the expense of the balcony), it has 1 living room, 1 kitchen, 1 hall, 1 bathroom, 1 toilet (separate from the bathroom), 1 storage room (cladovka), 1 closed balcony (which it serves as a bedroom), there is electricity, gas in the building, you can draw it, there is water in the house, the bathroom has a separate meter, the kitchen is separate (water connections for the kitchen are provided incomplete, and the water connections for the bathroom and toilet are not provided), existing work in the house should be provided with water connections and cleanliness be done. The price is not negotiable, it is given only to the family, the rent for 2 (two) months (for the 1st and last months) must be paid from the beginning (the last month is a deposit), the house is given for a long period of not less than 1 year. The house is not given to individuals, Persians, Turks, Indians, in short, it is only given to the Armenian family of Armenia.If you didn't understand anything from what I wrote, then don't call me, I can't explain it more clearly.Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18116469
Stone,Yes,Not available,2,700 sq.m.,3,2,from 3 m,2,Multiple balconies,Available,Euro Renovation,,,,8+,Yes,Yes,Included,Without prepayment,Kotayk › Nurnus,"350,000 ֏ daily",AMD,"A summer house is for rent. The summer house has two pavilions (bisetka), barbecue, swimming pool, (1.60,5,2.45) garden, two bathrooms, gas, water, electricity, dynamic, two refrigerators. Hot water.Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18252209
Panels,No,Available,9,90 sq.m.,4,1,from 2.8 m,8,Closed balcony,Available,Major Renovation,,,,2,No,No,By Agreement,By Agreement,"3rd microdistrict 16, Abovyan","15,000 ֏ daily",AMD,Сдаётся посуточно без посредников полностью отремонтированная 4 комнатная. Город Абовян. Далико из Еревана 15 км. Подробной звонок. Мinimum3 ден,Nov-24-2022_16-44,,,https://list.am/en/item/17467217
Stone,No,Not available,2,60 sq.m.,3,1,from 2.8 m,1,Not available,Available,Major Renovation,,,,4,Yes,No,By Agreement,1 month,"Ծաղկի հրապարակ 1, Ծաղկաձոր","35,000 ֏ daily",AMD,The apartment is fully renovated.Translated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/17572475
Panels,No,Not available,5,52 sq.m.,2,1,from 2.6 m,2,Closed balcony,Available,No Renovation,TElevision,"FRidge, stove, washing machine, iron","YArd view, street view",3,Yes,Yes,Not included,Without prepayment,"Daran street 4, Abovyan","150,000 ֏ monthly",AMD,A 2-room apartment is for rent at Darani 4. Call the second number for detailsTranslated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/18369149
Stone,No,Not available,5,65 sq.m.,3,1,from 2.8 m,5,Open balcony,Available,Major Renovation,,,,6,Yes,Yes,Not included,2 months,"Hanrapetutian Avenue 36, Abovyan","250,000 ֏ monthly",AMD,2 sonyak with niche. In the center of Abovyan city.Thoroughly reconstructed.Будет с животным + 100.000Payment to beggar and beggar in the month.Translated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/18353321
Panels,No,Available,9,70 sq.m.,2,1,from 2.8 m,6,Closed balcony,,Cosmetic Renovation,,,,,,,,,Kotayk › Hrazdan,"150,000 ֏ monthly",AMD,128/24 apt. The house is full of property. Call at the number indicated. There is an elevator in the building.Translated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/18065215
Monolith,Yes,Available,8,30 sq.m.,1,1,from 3.2 m,8,Not available,Available,Designer Renovation,"TElevision, internet, parking space","FRidge, stove, washing machine, hair dryer",PArk view,2,No,No,Included,Without prepayment,"Khachik Muradyan Street 3, Tsaghkadzor","20,000 ֏ daily",AMD,"In picturesque Tsaghkadzor, an apartment is for rent in the Alvina hotel-apartment complex.The building was commissioned in 2022 and is built on the principle of combining a hotel and a residential building.The apartment is provided with constant hot and cold water, the kitchen is equipped with necessary dishes and household appliances (refrigerator, kettle, stove), washing machine, hair dryer, there is a double bed with bedding, a comfortable sofa bed, towels, free of charge, high speed, unlimited via internet, TV, etc. Up to 3 people can stay overnight in the apartment.A beautiful view of the mountains can be seen from the French-style windows.There will be discounts for long-term bookings.Large and free parking lot.Security service 24/7FLOWERDAILY WAGEMONTHLYAPARTMENT,NEW CONSTRUCTION IN THE BUILDINGTranslated from Armenian",Nov-24-2022_16-44,"COncierge, playground",OUtdoor parking,https://list.am/en/item/18324670
